year,pouvant_VERB apporter_VERB,pouvant_VERB rapporter_VERB
1841,1.6693427085101575e-08,1.2841097074556274e-08
1842,2.0124794275488966e-08,3.4212153110502186e-08
1843,1.3585895075607368e-08,1.7720733325177207e-08
1844,2.085653250105679e-08,4.9945906965831455e-08
1845,6.696273757711424e-09,7.812318791877715e-09
1846,1.8734404250153602e-08,1.5221703009160592e-08
1847,2.7505439703645607e-08,1.6718992412734224e-08
1848,1.930853166243196e-08,1.609044275596716e-08
1849,2.6814127807028854e-08,1.8434713311421547e-08
1850,2.308258650884909e-08,2.3761487000228954e-08
1851,9.029214709244116e-09,2.5152811389261842e-08
1852,1.2370036550635177e-08,3.2552726736412296e-08
1853,1.911018188138769e-08,9.555090940693844e-09
1854,2.1302223984775992e-08,2.8576154775805662e-08
1855,6.368324534378189e-09,3.290301009428731e-08
1856,1.65670055451983e-08,2.2779632402603056e-08
1857,1.757343248698362e-08,4.881509085841174e-10
1858,1.8106600663259087e-08,2.0553439838977283e-08
1859,1.018434669930457e-08,2.953460587207246e-08
1860,1.5104706818647173e-08,6.865775947773045e-09
1861,1.4147890858851042e-08,9.431927239234028e-09
1862,1.445755604123633e-08,4.517986429419807e-09
1863,2.4973104473247076e-08,7.991393324857654e-09
1864,2.8768367243969806e-08,2.0617330065419992e-08
1865,3.2006543193574544e-08,2.2122168985561075e-08
1866,1.6056523222118813e-08,2.3841502994059738e-08
1867,2.2808213984149006e-08,9.7056229719783e-09
1868,2.321740844024589e-08,2.766329387782207e-08
1869,1.8069020057964735e-08,4.883519366671862e-09
1870,4.587239033071455e-09,1.2614907340946502e-08
1871,1.274541272522356e-08,4.460894587055009e-08
1872,1.8746751706544273e-08,1.9956219787786722e-08
1873,2.0352414864532875e-08,1.2570609442263958e-08
1874,4.301718448118663e-08,1.7923827755339516e-08
1875,3.2612703648737806e-08,1.602027666081085e-08
1876,1.9951848173604958e-08,5.441413541973361e-09
1877,2.8450154232473324e-08,2.288381928394756e-08
1878,1.268208649207736e-08,1.509772218355465e-08
1879,1.2829582729523281e-08,1.221865097988939e-08
1880,2.759673911612026e-08,1.2835692508872398e-08
1881,3.69542902944886e-08,9.761510710859511e-09
1882,2.5290463057103807e-08,1.9300616216355593e-08
1883,3.033282780506852e-08,5.0554711528150165e-09
1884,1.4523733327109767e-08,2.2445769687351458e-08
1885,2.7716232864349877e-08,1.2246707647989297e-08
1886,3.743009102663564e-08,9.034849313138693e-09
1887,1.8933882017790893e-08,2.3504128421336645e-08
1888,2.028996703984376e-08,1.1413106904001324e-08
1889,4.573549716724301e-08,1.628935564212952e-08
1890,4.260351360585446e-08,1.1797895993481688e-08
1891,4.716922674674606e-08,1.529812720946211e-08
1892,2.193979398157353e-08,8.775916882086676e-09
1893,1.9091091374434654e-08,1.1700991287000306e-08
1894,2.9617234886814003e-08,2.079507943619774e-08
1895,2.046328972937772e-08,2.5278181325916194e-08
1896,2.0639602027472392e-08,1.8280790214930676e-08
1897,3.903898004864459e-08,3.379494017963225e-08
1898,2.772593887812036e-08,1.9238406423482957e-08
1899,3.6482017407024614e-08,1.9346524382513053e-08
1900,3.633737222230593e-08,1.349673794948103e-08
1901,3.800342440740678e-08,1.7883964531506535e-08
1902,3.437198614619774e-08,1.276673788908056e-08
1903,2.430099144135056e-08,2.4841012802312434e-08
1904,3.171028950532673e-08,9.674325340824907e-09
1905,2.9416327151920996e-08,1.2385822145688508e-08
1906,3.0865106026567446e-08,2.983626856689625e-08
1907,2.8799922446864912e-08,6.1714118260169926e-09
1908,2.89771957540097e-08,2.504808449543816e-08
1909,3.135560788791736e-08,2.4204327431220918e-08
1910,2.404867771588215e-08,1.1757131268552712e-08
1911,4.203095471666529e-08,1.9685383989553884e-08
1912,1.8753915753677575e-08,1.40654377034366e-08
1913,4.1363318104004065e-08,1.2196876397752021e-08
1914,4.085013571852869e-08,1.339348720819089e-08
1915,4.123266705846618e-08,1.295883844676382e-08
1916,5.8233549538044826e-08,6.592477230782379e-09
1917,4.7155623406069935e-08,1.315970976634162e-08
1918,5.972916028440522e-08,8.040463406189247e-09
1919,5.340552178267899e-08,1.749491218561161e-08
1920,6.209229752585088e-08,9.843901693784574e-09
1921,3.634918854800162e-08,9.087297137000405e-09
1922,6.49258353746518e-08,9.591316185719734e-09
1923,3.6094224498128824e-08,7.431163684401554e-09
1924,3.0939897754933554e-08,1.1602462102189293e-08
1925,7.368779364469447e-08,3.299453377181294e-09
1926,3.901148559748435e-08,7.802296586589819e-09
1927,4.2367055641534535e-08,7.804457524684949e-09
1928,3.085031252680892e-08,1.9424270192303084e-08
1929,3.4535258208734376e-08,5.570202965543558e-09
1930,3.886333388436469e-08,6.302162347537887e-09
1931,4.1059283972799676e-08,9.124285327288817e-09
1932,3.507051715700982e-08,5.4797681947604815e-09
1933,4.473558234963093e-08,6.882397318719313e-09
1934,4.7926320689839486e-08,1.4377896206951846e-08
1935,6.702239119249498e-08,1.9149254626427137e-08
1936,5.33487423126644e-08,4.849885826274658e-09
1937,3.273690651894867e-08,6.295559185076627e-09
1938,4.537825049055755e-08,7.779128452511941e-09
1939,4.282334131744392e-08,1.2235240376412548e-08
1940,4.81798743123818e-08,1.0143131667916805e-08
1941,5.017554371988808e-08,5.9030051957620344e-09
1942,3.6410540360520827e-08,1.2136847082899749e-08
1943,6.096794180621146e-08,1.7419411690866582e-08
1944,2.8918675454292497e-08,1.6065930807940276e-08
1945,3.0499055725385915e-08,4.357008087652048e-09
1946,3.062643116891195e-08,5.568441707737293e-09
1947,3.695469885656166e-08,1.0728784083369192e-08
1948,4.1313175103141475e-08,1.0871888278529696e-08
1949,3.9268034157657894e-08,1.2762110479513922e-08
1950,5.211327192000681e-08,1.0635361036293034e-08
1951,4.157946520422229e-08,2.1322803522849654e-09
1952,4.639713679921442e-08,6.326882129314981e-09
1953,5.0636987936059086e-08,6.464296653518886e-09
1954,4.49536656788041e-08,8.795282724349818e-09
1955,4.035811329572425e-08,6.569925492527773e-09
1956,6.889701609225085e-08,9.593255967388359e-09
1957,4.770920369878695e-08,4.417518795207798e-09
1958,3.8052320405768114e-08,5.790570245522986e-09
1959,4.8829711829512235e-08,6.975672928177801e-09
1960,4.6369581951921646e-08,3.460416619915918e-09
1961,4.377340445671507e-08,2.08444772553662e-09
1962,5.45408234131628e-08,1.0147130247162295e-08
1963,5.6254663149957196e-08,9.052474325699222e-09
1964,4.6846555079582686e-08,1.0951143103454797e-08
1965,4.9248392031131516e-08,6.0192477668863376e-09
1966,6.5361085432869e-08,8.308612464702492e-09
1967,5.916402656680475e-08,7.395503320850594e-09
1968,4.8058151236318736e-08,4.042274071025531e-09
1969,5.631779842474316e-08,9.537691525451919e-09
1970,5.8863680152398956e-08,6.438214850135182e-09
1971,4.367637984614703e-08,7.193756701440179e-09
1972,4.514529194921124e-08,9.234264020108185e-09
1973,6.119655893144227e-08,2.205281512956958e-09
1974,6.469407765052893e-08,3.937900228123681e-09
1975,6.168398414274634e-08,3.4268881066168433e-09
1976,7.427584591823688e-08,2.856763492431469e-09
1977,4.818961230057539e-08,9.402850942308305e-09
1978,4.277225684745645e-08,8.910887139279566e-09
1979,6.14457178471639e-08,5.266775904289034e-09
1980,4.832378053265529e-08,1.2507331170752423e-08
1981,5.629739163737213e-08,5.69299452024552e-09
1982,6.021276988121826e-08,2.483000915987077e-09
1983,3.978649232294629e-08,5.052252838311233e-09
1984,5.799008562235031e-08,8.118611560803402e-09
1985,5.895246957265954e-08,1.0828004270990732e-08
1986,6.474044056403727e-08,1.6784559520033326e-08
1987,5.499735067360234e-08,9.777306964053878e-09
1988,5.996553653631054e-08,8.395175221664886e-09
1989,4.829547606277629e-08,6.036934507847036e-09
1990,7.90054386357042e-08,6.538381391862913e-09
1991,5.978694161967724e-08,9.37834432335194e-09
1992,5.950739634386082e-08,6.61193322315512e-09
1993,5.040678630052753e-08,4.985286850001103e-09
1994,4.114442830882581e-08,6.857404422078162e-09
1995,5.802022329248757e-08,1.3013881527967897e-08
1996,5.765139476920922e-08,1.1743802375008272e-08
1997,4.6510475470995516e-08,3.835915585170824e-09
1998,6.00784275661681e-08,8.10582001520288e-09
1999,5.392837465478806e-08,7.312321859131998e-09
2000,6.759588444538167e-08,5.3016377954406835e-09
2001,7.842368887622797e-08,8.762423675534592e-09
2002,5.827024551763316e-08,1.4896152755738967e-08
2003,7.25044557725596e-08,5.8336921959778465e-09
2004,6.783378836416887e-08,9.690540814233373e-09
2005,7.205998997505958e-08,9.457874483587148e-09
2006,6.835697519136374e-08,6.58862386870851e-09
2007,6.15149815530458e-08,4.7933754743212376e-09
2008,5.960415450090295e-08,5.5346713878634546e-09
2009,5.912558620480013e-08,7.1522885392028e-09
2010,4.865506753048976e-08,1.1337103700270745e-08
2011,7.303786730972206e-08,6.500752380844688e-09
2012,7.353185793590455e-08,1.2255309655984092e-08
2013,6.638117611146299e-08,6.136075203500013e-09
2014,4.612398285530617e-08,6.063246349441442e-09
2015,5.5192728609654296e-08,7.536356427806368e-09
2016,4.32910063352665e-08,5.59261792432153e-09
2017,5.4840327834426716e-08,8.301517695485927e-09
2018,5.1113040910877316e-08,3.3559066636712487e-09
2019,4.591777980067491e-08,5.612172948588068e-09
