year,devant_VERB entrer_VERB,devant_VERB rentrer_VERB
1889,4.636201111907212e-08,2.5687061366852504e-08
1890,6.226667181863377e-08,3.604912635069013e-08
1891,6.69293100941104e-08,4.206985337873448e-08
1892,6.143142172732041e-08,2.6327751756483053e-08
1893,6.83584246985447e-08,4.0645549204132436e-08
1894,9.137232126477102e-08,3.150769800619457e-08
1895,9.629783193076946e-08,2.768562623600701e-08
1896,7.076435082353782e-08,2.7126333179694484e-08
1897,8.157398667663074e-08,2.622021144649267e-08
1898,9.279702339881624e-08,2.4896762096382474e-08
1899,7.296403481404923e-08,3.4823743888523495e-08
1900,6.229263505019844e-08,2.128331799688965e-08
1901,6.818261510943557e-08,2.011945998692255e-08
1902,1.1931989263302967e-07,3.1425816615637814e-08
1903,9.774398535000728e-08,2.5381035939631147e-08
1904,6.933266405440008e-08,1.0749250378694342e-08
1905,1.1250454434730273e-07,2.735202220272015e-08
1906,1.1162880753090576e-07,3.9095802151223324e-08
1907,6.325697654574469e-08,9.771402353919711e-09
1908,9.036956072350222e-08,2.2592390180875555e-08
1909,5.996071905656208e-08,2.640472018811124e-08
1910,9.085056262847502e-08,2.9927242906069296e-08
1911,8.193376288545551e-08,1.755723388896513e-08
1912,9.949994250746386e-08,2.6047105805560022e-08
1913,9.280231694219765e-08,2.651494868111115e-08
1914,6.361906201846068e-08,2.6786974971493294e-08
1915,8.128725426104211e-08,1.6493066468115103e-08
1916,1.0108465176017489e-07,2.6369908923129515e-08
1917,7.566833204464274e-08,2.1932848870420685e-08
1918,8.385054428572403e-08,3.9053681177847466e-08
1919,1.0773182879120213e-07,2.301962176431971e-08
1920,1.0676846784463123e-07,2.953170330499688e-08
1921,6.512562578109282e-08,2.877644078580488e-08
1922,7.009038682781465e-08,2.2871599725249325e-08
1923,7.006525493125082e-08,2.44166811214086e-08
1924,8.379555538340355e-08,2.7072411645789884e-08
1925,8.13865170812278e-08,2.3096173862313663e-08
1926,7.690835701623655e-08,1.3375366259005261e-08
1927,4.4596898618465275e-08,1.4493992672726108e-08
1928,9.712135096151542e-08,2.8565102283550914e-08
1929,8.021092412491271e-08,4.121950425428622e-08
1930,9.663315125862937e-08,2.520864939015155e-08
1931,1.1975625113791466e-07,2.0529641986399838e-08
1932,9.753987484373283e-08,2.082311922890767e-08
1933,8.832410003378754e-08,1.605892663292252e-08
1934,6.11060571031885e-08,1.9170528275935794e-08
1935,7.061287732312849e-08,2.6330225111337313e-08
1936,8.729794842565752e-08,2.182448666232517e-08
1937,6.1696475484041e-08,2.0145789036973838e-08
1938,6.871563584809337e-08,1.0372171899142302e-08
1939,9.788192301130039e-08,2.4470480752825097e-08
1940,5.5787225505810056e-08,1.77504799747652e-08
1941,5.312704587367989e-08,2.6563522936839945e-08
1942,7.282108072104165e-08,2.123948195098535e-08
1943,3.774205836748479e-08,8.709705845433291e-09
1944,4.819779064746399e-08,2.2492303131116387e-08
1945,4.7927088075994106e-08,1.3071024262956144e-08
1946,8.491873870752897e-08,1.8097434661967782e-08
1947,6.794896734163558e-08,3.2186353138285995e-08
1948,5.870819563824625e-08,1.848220954059343e-08
1949,8.14811684790584e-08,1.570721330779179e-08
1950,6.168509969484148e-08,2.5524867552917385e-08
1951,1.226061243642107e-07,2.1322803078760444e-08
1952,1.0017564022746228e-07,1.898064760919027e-08
1953,7.54167928107563e-08,9.69644453618912e-09
1954,6.938500973774353e-08,1.8567818838022276e-08
1955,7.320774386698758e-08,1.783265446420046e-08
1956,5.05826207586324e-08,1.9186510602509088e-08
1957,5.47772351922049e-08,8.835037590415595e-09
1958,6.038737865310395e-08,1.0753916868111446e-08
1959,5.03798602835559e-08,9.300897829689347e-09
1960,5.882708364879363e-08,1.314958364417862e-08
1961,5.072156383789661e-08,1.111705483225478e-08
1962,8.307962673370639e-08,1.6489087428794846e-08
1963,7.112658551022832e-08,1.7458344103715717e-08
1964,7.118242706383171e-08,7.300761772910391e-09
1965,6.292849974443016e-08,3.830430306273058e-09
1966,5.760637833418514e-08,9.970334224895794e-09
1967,6.902470062186694e-08,8.874604162656397e-09
1968,7.949805791440667e-08,1.1677681377442184e-08
1969,7.58473532869175e-08,5.90428494984252e-09
1970,1.1634774210733667e-07,2.207388050123882e-08
1971,9.300499215214586e-08,1.3873672877195986e-08
1972,7.182205763456295e-08,3.5911027485013847e-09
1973,7.553089176326466e-08,1.0475087464101307e-08
1974,6.750686054601829e-08,7.313243344242437e-09
1975,8.053186917322819e-08,1.028066431985053e-08
1976,7.88466678613986e-08,1.2569759400005154e-08
1977,8.580101251709493e-08,8.227494963097826e-09
1978,6.237620908677854e-08,1.1881182371276111e-08
1979,6.729769097546523e-08,7.022368020415115e-09
1980,5.742002073816366e-08,5.68515062804309e-09
1981,6.831593424294624e-08,1.0120879467834243e-08
1982,7.759378206628753e-08,3.724501262958313e-09
1983,1.6546128733807564e-07,6.946847763700248e-09
1984,9.974294812309381e-08,9.278413870550395e-09
1985,7.158514137017846e-08,1.4437338879957906e-08
1986,4.91547815784088e-08,8.991728250862252e-09
1987,5.377518874638554e-08,1.1610552352880887e-08
1988,8.335209855658832e-08,1.679035044332977e-08
1989,5.268597291774313e-08,6.585746614717891e-09
1990,5.394164404037838e-08,9.262707045820662e-09
1991,6.09592376576984e-08,5.8614650910726596e-09
1992,4.683452559106627e-08,5.509944056569793e-09
1993,5.040678630052753e-08,1.1078414630105726e-08
1994,3.745197929561073e-08,6.329911705904578e-09
1995,5.2055526111871586e-08,7.59143092832204e-09
1996,4.804282838222207e-08,1.3345230476247139e-08
1997,3.5961708277909565e-08,1.1507746977557076e-08
1998,3.003921378308405e-08,1.0489883850439696e-08
1999,4.5702012840820316e-08,6.8553018817141265e-09
2000,3.799507197754792e-08,1.6788519685562164e-08
2001,3.417345340039901e-08,1.6648605327684862e-08
2002,3.9430993581390794e-08,1.0953053575235572e-08
2003,3.83356919542166e-08,5.833692029444393e-09
2004,4.228599692623902e-08,1.3654853081579432e-08
2005,3.2426996199319547e-08,8.106749049829887e-09
2006,2.800165077587735e-08,1.0706514064207084e-08
2007,4.2740929018236784e-08,1.158399021150558e-08
2008,3.661398295662366e-08,1.064359897440248e-08
2009,3.4330987830344384e-08,1.0490023960585404e-08
2010,2.5980861906305108e-08,1.1337103700270745e-08
2011,2.370862617340208e-08,1.3383901958929911e-08
2012,2.4851045665741367e-08,1.055318371578906e-08
2013,2.2870825233667347e-08,1.199323773626304e-08
2014,2.013864097705209e-08,1.1476859795855887e-08
2015,1.662431614590787e-08,1.0639562120218216e-08
2016,1.8849194205472486e-08,1.2013772199281902e-08
2017,1.7106156491308866e-08,1.4087423672037858e-08
2018,1.6779534206534663e-08,1.1616600403829835e-08
2019,1.3520234709574197e-08,9.948852131014263e-09
