year,avait_VERB acheté_VERB,avait_VERB racheté_VERB
1879,1.6299679828080116e-06,8.980708088301981e-08
1880,1.5287309906852897e-06,1.0653624826773012e-07
1881,1.5869427443249151e-06,1.0598211730439289e-07
1882,1.5260798136296216e-06,8.319231170617059e-08
1883,1.4654547157988418e-06,8.088753844504026e-08
1884,1.6339199646608904e-06,9.176358872764467e-08
1885,1.4225518043531338e-06,7.928132106371777e-08
1886,1.4771978840144584e-06,9.873799911019887e-08
1887,1.3854378266842104e-06,7.573552807116357e-08
1888,1.4355151733980165e-06,7.735550155985038e-08
1889,1.3845951798430178e-06,8.70854037771096e-08
1890,1.4183692655933555e-06,1.0487018187177455e-07
1891,1.2754813951687538e-06,6.437961985739094e-08
1892,1.2706274219453917e-06,6.519253048509199e-08
1893,1.406582327945216e-06,6.959010789842068e-08
1894,1.4405318324861582e-06,8.759139547009909e-08
1895,1.4667363075204776e-06,6.921406736637437e-08
1896,1.3763665265287273e-06,9.31730568254352e-08
1897,1.2993571090191836e-06,9.672344702948976e-08
1898,1.204097884510702e-06,7.412445057752848e-08
1899,1.3271716170493164e-06,7.849160965633928e-08
1900,1.3725144754062057e-06,1.0070642986192979e-07
1901,1.2988228945687297e-06,7.824234415920728e-08
1902,1.1981092029600404e-06,7.512734612191707e-08
1903,1.2506910707088537e-06,5.508224631967096e-08
1904,1.2565873248604476e-06,7.739460272659926e-08
1905,1.3577956679000636e-06,6.708986433068276e-08
1906,1.3163968333174125e-06,8.436462906047382e-08
1907,1.3391963875619695e-06,7.19998070053407e-08
1908,1.3663484423886985e-06,5.79543915080194e-08
1909,1.3955994973002817e-06,6.381140593703094e-08
1910,1.323211677117797e-06,8.123109296320763e-08
1911,1.3524390851671342e-06,8.459394962301303e-08
1912,1.302355258303578e-06,7.918320221733666e-08
1913,1.2843840977438958e-06,8.749933044782665e-08
1914,1.3132314506947296e-06,7.098548593376108e-08
1915,9.966524885385297e-07,8.010918151057922e-08
1916,1.0295251513525727e-06,8.789969285771804e-08
1917,1.1098021559519111e-06,4.7155623406069935e-08
1918,1.2669472653215053e-06,5.168869421368072e-08
1919,1.2255645742698107e-06,7.734592344377234e-08
1920,1.2433604297257261e-06,7.117898093156327e-08
1921,1.1760477036659722e-06,5.9067428281878165e-08
1922,1.2365419479465345e-06,5.6072309462251724e-08
1923,1.3110695817886153e-06,8.068120394000289e-08
1924,1.2646684126593755e-06,6.445812061883771e-08
1925,1.4187648957886267e-06,7.258797296572084e-08
1926,1.259513624063402e-06,7.913758537370086e-08
1927,1.4783871620238642e-06,5.5746124161260013e-08
1928,1.2900000001536682e-06,1.0054916543822401e-07
1929,1.3613577038995572e-06,1.1029002422446865e-07
1930,1.2446770369933802e-06,6.932378227020308e-08
1931,1.189578711091599e-06,7.641588695150858e-08
1932,1.213220684803673e-06,1.0521155502374313e-07
1933,1.2262138398000388e-06,7.226517340086502e-08
1934,1.2221212273288984e-06,5.751158482780738e-08
1935,1.2028125411234214e-06,8.377799076697556e-08
1936,1.179734681500122e-06,6.30485175179274e-08
1937,1.0337307685404085e-06,5.414180748175568e-08
1938,1.0838919024536153e-06,4.148868626430158e-08
1939,1.0950540172416368e-06,8.105846660555471e-08
1940,1.110672883442021e-06,5.832300686847702e-08
1941,1.2278251233510673e-06,5.60785480274717e-08
1942,1.2015478887406061e-06,9.406056733496371e-08
1943,1.399359348397411e-06,7.258088174921795e-08
1944,1.0250064406136516e-06,8.354284375400312e-08
1945,1.3245304444353678e-06,5.010559434026618e-08
1946,1.252899437531596e-06,6.821341003160342e-08
1947,1.1408272939661401e-06,6.437270627657199e-08
1948,1.0186959116254002e-06,4.783630558335972e-08
1949,9.875910791379283e-07,5.5956945743673714e-08
1950,1.0539642971707508e-06,5.8494489252325366e-08
1951,1.1269102060396108e-06,7.889437370067753e-08
1952,1.1493835927467444e-06,7.065018792218325e-08
1953,1.0655314781615743e-06,7.002987700843732e-08
1954,1.1414322216296569e-06,5.961246785091134e-08
1955,1.016461283143144e-06,7.133061785680184e-08
1956,1.201773329739808e-06,8.285084618364635e-08
1957,1.1732929579011397e-06,6.272876618140799e-08
1958,1.0828366612258833e-06,7.610464081153623e-08
1959,1.0634025784383994e-06,4.727956337546857e-08
1960,1.081034156413807e-06,5.536666591865469e-08
1961,1.1728492381735123e-06,8.963125708305597e-08
1962,1.2043375363646192e-06,7.166410398440348e-08
1963,1.2007460554741556e-06,5.8841084893401785e-08
1964,1.0683448863346712e-06,8.21335746081786e-08
1965,1.111919232243963e-06,6.402290608775729e-08
1966,1.189239355881e-06,6.2591546168278e-08
1967,1.0757992185972398e-06,7.642019994591465e-08
1968,1.174056137642765e-06,7.50066462273935e-08
1969,1.0954719300571014e-06,7.357647291428293e-08
1970,9.533156912766572e-07,7.863819462272659e-08
1971,9.81947778200265e-07,6.628533100183631e-08
1972,8.895674454834079e-07,7.490014297673042e-08
1973,9.427578220311261e-07,6.946636688098806e-08
1974,1.0424183756185812e-06,8.438357212980918e-08
1975,1.1006022759829648e-06,7.253579781263397e-08
1976,1.1049960448872298e-06,7.941802238065065e-08
1977,9.96114522422431e-07,9.285315627494128e-08
1978,1.159603471023729e-06,8.91088731691525e-08
1979,1.0422364766782266e-06,7.72460495568339e-08
1980,9.78982939159323e-07,9.20994409625564e-08
1981,1.0367575669079088e-06,8.286470176699368e-08
1982,1.0310661764378892e-06,8.442203380809588e-08
1983,1.026238805934554e-06,8.651983307572664e-08
1984,1.0357028941143653e-06,9.974294812309381e-08
1985,1.082198878066265e-06,9.685048496521631e-08
1986,9.98681230157672e-07,8.512169102914413e-08
1987,9.942299357135198e-07,9.532874400974833e-08
1988,1.109362415263604e-06,1.1393452581387464e-07
1989,1.1321995998514467e-06,1.0976244624316678e-07
1990,1.0799226402014028e-06,9.153733770972394e-08
1991,9.864845651463838e-07,1.1078169137590521e-07
1992,1.1223755791434087e-06,1.261777242689277e-07
1993,1.0679591468942817e-06,9.804396938761784e-08
1994,1.0323030892323004e-06,1.2343328137376375e-07
1995,9.895973107632017e-07,1.0194207789027132e-07
1996,1.0409279411760508e-06,1.0462660782195599e-07
1997,8.952068242251698e-07,1.1699542312726408e-07
1998,1.0098897291754838e-06,9.870027639635737e-08
1999,9.857924396783346e-07,1.0785674930957612e-07
2000,9.759431804923224e-07,1.1221799667282539e-07
2001,1.037470951814612e-06,1.2004520044683886e-07
2002,1.1005628266502754e-06,1.095305393050694e-07
2003,1.0492311730558868e-06,1.1167353619612186e-07
2004,9.822684887694777e-07,9.426253200217616e-08
2005,1.1151283842991688e-06,1.1304411628998423e-07
2006,1.0908290732913883e-06,1.1077123929226218e-07
2007,1.4607811635869439e-06,1.4539905635047035e-07
2008,1.419430418536649e-06,1.5795100694049324e-07
2009,1.6636223563182284e-06,1.320789380088172e-07
2010,1.8980200593432528e-06,1.3321096048457548e-07
2011,2.0492666408244986e-06,1.391925792404436e-07
2012,2.525274567233282e-06,1.7565943721820076e-07
2013,2.669750529094017e-06,1.545175223327533e-07
2014,2.9660102427442325e-06,1.9034263232242665e-07
2015,2.669421746759326e-06,1.8042923954908474e-07
2016,2.6610505301505327e-06,1.7067841895368474e-07
2017,2.5455472041358007e-06,1.7231937476935855e-07
2018,2.7288683668302838e-06,1.8431671833241126e-07
2019,2.6502211767365225e-06,1.675998930750211e-07
