year,voulait_VERB assurer_VERB,voulait_VERB rassurer_VERB
1957,5.212672249399475e-08,6.184526224473075e-09
1958,5.6251256097539226e-08,6.617794756635931e-09
1959,5.348016074435691e-08,6.975672928177801e-09
1960,5.9519166484278685e-08,2.076250060767393e-09
1961,4.238377115939329e-08,0.0
1962,4.756467220090599e-08,6.341956293454132e-09
1963,5.108181966306802e-08,3.879631726988464e-09
1964,6.08396817369794e-08,1.3384730657151067e-08
1965,5.143720827049947e-08,1.0396882466068291e-08
1966,5.649856404943421e-08,7.754704434148607e-09
1967,5.127548874384047e-08,1.035370456037299e-08
1968,4.2668450106475575e-08,5.838840522187638e-09
1969,5.8588675244664046e-08,3.1792304344691047e-09
1970,6.346240866150765e-08,4.598724956395017e-09
1971,6.011924824633752e-08,9.24911525146399e-09
1972,3.5911028817281476e-08,4.6171320100540925e-09
1973,4.686223320504723e-08,4.9618833486420044e-09
1974,4.2754344065087935e-08,9.00091468025721e-09
1975,3.826691852282238e-08,4.569184142155791e-09
1976,5.656391621755574e-08,3.9994687561772935e-09
1977,4.642657813747064e-08,3.526069214387917e-09
1978,3.861384456627093e-08,3.5643548113029055e-09
1979,6.378650851956991e-08,9.363157360553487e-09
1980,4.0933084477501325e-08,8.527726080842513e-09
1981,5.3134616706529414e-08,3.1627747087981106e-09
1982,5.27637702418815e-08,4.345251713999687e-09
1983,4.104955309003344e-08,7.57837881337764e-09
1984,4.407246478876914e-08,6.958810416790584e-09
1985,3.849957153079231e-08,6.617113967877231e-09
1986,5.095312616276715e-08,1.019062523255343e-08
1987,3.666490044906823e-08,8.555143260480236e-09
1988,4.4374498742172364e-08,4.797243047249822e-09
1989,4.225854155492925e-08,6.036934507847036e-09
1990,4.849299273246288e-08,7.083246433836621e-09
1991,4.10302547493302e-08,9.37834432335194e-09
1992,4.4630546369717194e-08,7.162927584403178e-09
1993,4.5421501226883265e-08,1.3294098266669607e-08
1994,4.483687732204089e-08,1.0549853435293244e-08
1995,3.687266669771816e-08,6.506940763983948e-09
1996,3.896807143632941e-08,3.2028553142993132e-09
1997,4.075660342550691e-08,4.315404922294874e-09
1998,3.8621845277475586e-08,7.152193948201102e-09
1999,3.290544725587097e-08,5.0272213059088244e-09
2000,3.35770380388567e-08,9.277866475088103e-09
2001,3.461157405126869e-08,1.0076787404500465e-08
2002,3.023042793870445e-08,1.3581786362237835e-08
2003,3.541884652236149e-08,3.333538334260311e-09
2004,4.052407831522942e-08,1.0131019578807354e-08
2005,4.4136747590073355e-08,8.106749049829887e-09
2006,3.211954080484247e-08,1.1118302722934459e-08
2007,3.475197019042753e-08,7.190063211481856e-09
2008,4.172290957171754e-08,8.51487946817997e-09
2009,3.1946889578193804e-08,1.3827758493789588e-08
2010,2.9759895880943077e-08,9.919965293647692e-09
2011,3.1738967010142005e-08,1.2236710311697152e-08
2012,3.336167608836149e-08,1.0893608681783462e-08
2013,3.5700800538052135e-08,1.4503449996539075e-08
2014,4.2442724890179306e-08,1.7107016248019136e-08
2015,3.812509774547834e-08,1.4851055496478693e-08
2016,4.204820314157587e-08,2.1541936234825698e-08
2017,3.245138557872451e-08,1.4590545660553289e-08
2018,2.917057351226049e-08,2.090988004965766e-08
2019,2.5254779600913935e-08,2.3724185282958388e-08
