year,ait_VERB envoyé_VERB,ait_VERB renvoyé_VERB
1874,1.2905155699627358e-07,1.1949218503559678e-08
1875,1.1671915700617319e-07,1.602027666081085e-08
1876,1.2998931708807504e-07,7.255217759905008e-09
1877,1.4843558915345056e-07,8.658742167710898e-09
1878,1.4735375941654638e-07,2.8383716710322915e-08
1879,1.3807074594751612e-07,1.710611030603104e-08
1880,1.2193908105473383e-07,3.5939940801199555e-08
1881,1.4921165814030246e-07,2.8587281875047665e-08
1882,1.5174278189533652e-07,1.2645231528551903e-08
1883,1.3649771801738098e-07,1.7062214752172622e-08
1884,1.2609241650807235e-07,1.7824582698722224e-08
1885,1.6887565834622364e-07,1.4180398189012067e-08
1886,1.2132511528761825e-07,2.710454793941608e-08
1887,8.487602087825508e-08,1.6322312390570914e-08
1888,1.3759134276369878e-07,2.789870379160675e-08
1889,1.1277246159124843e-07,2.6940087494153886e-08
1890,1.1470176275452104e-07,1.9007721618891082e-08
1891,1.000752547497541e-07,2.7409146952095398e-08
1892,1.0405730677121028e-07,1.6924984080901595e-08
1893,1.1947328459882556e-07,2.9560400349737392e-08
1894,1.373735614151883e-07,1.8904618315218613e-08
1895,9.930713673611535e-08,1.8657704714541978e-08
1896,1.1263325205845831e-07,2.4177818858106548e-08
1897,9.089673369544471e-08,1.8645483379486905e-08
1898,9.392869060320663e-08,2.3765091228256097e-08
1899,1.1552639023193478e-07,2.3215829259015663e-08
1900,1.2666170334796334e-07,1.5054054003371675e-08
1901,7.936009183140413e-08,1.676621685930968e-08
1902,1.1440961600328592e-07,7.856454153909453e-09
1903,9.88240316246447e-08,1.3500550899436803e-08
1904,1.289910045443321e-07,1.1824175416563776e-08
1905,1.274707415177545e-07,2.4255568220610257e-08
1906,1.0802787642205658e-07,1.1317205839134203e-08
1907,1.1365683860731224e-07,1.5942815068115124e-08
1908,9.626322849953795e-08,5.40252820258047e-09
1909,1.0066799660535253e-07,2.475442606453271e-08
1910,9.886678498105539e-08,2.0307773240801907e-08
1911,9.895895658473819e-08,9.044636151145369e-09
1912,1.1043972847346595e-07,1.0418842677495377e-08
1913,1.214384610648267e-07,2.333315407554437e-08
1914,1.3058649983577197e-07,1.339348720819089e-08
1915,1.1898569596269226e-07,4.712304768617059e-09
1916,8.789969285771804e-08,9.888715624128963e-09
1917,1.1295416868506436e-07,1.0966424435210342e-09
1918,9.533692235663693e-08,1.1486376294556067e-09
1919,8.747456092805805e-08,1.2890987832747669e-08
1920,9.76817915443462e-08,9.086678076641874e-09
1921,1.257076007732394e-07,1.5902768879527684e-08
1922,1.1878476158244666e-07,1.4018077365562931e-08
1923,1.2526818693459063e-07,7.431163684401554e-09
1924,1.1086797258030856e-07,1.5469948877466777e-08
1925,1.1768050711680189e-07,3.299453377181294e-09
1926,1.1814906741847153e-07,1.671920735191179e-08
1927,9.476841000832792e-08,2.0068604555945058e-08
1928,1.2225864054471458e-07,1.1426041446327417e-08
1929,1.1029002422446865e-07,1.2254447234738564e-08
1930,8.507918636269096e-08,7.352522590764465e-09
1931,1.1519410492155657e-07,1.710803587684495e-08
1932,1.150751316458809e-07,1.53433514782364e-08
1933,1.1470662286683364e-07,8.02946331646126e-09
1934,8.267290496632995e-08,2.156684431042777e-08
1935,1.1968283786245593e-07,1.4361940969820353e-08
1936,8.608547119592913e-08,7.274828739411987e-09
1937,9.191516170403702e-08,7.554670666820584e-09
1938,8.9459980756601e-08,1.5558256905023882e-08
1939,7.647025057622159e-08,6.117620188206274e-09
1940,1.0396709626547818e-07,7.607348528892999e-09
1941,5.9030050181263505e-08,5.9030051957620344e-09
1942,9.709477666319799e-08,3.034211815133858e-08
1943,9.00002916637277e-08,8.709705845433291e-09
1944,8.675602458652065e-08,0.0
1945,1.3506725338174874e-07,4.357008087652048e-09
1946,1.0440827935553898e-07,4.1763312808029696e-09
1947,9.65590558621443e-08,8.344609447874518e-09
1948,9.241104947932399e-08,1.3046265401328583e-08
1949,9.81700836177879e-08,2.945102384188658e-09
1950,7.551106762093696e-08,1.2762433776458693e-08
1951,8.742349422163898e-08,9.595261474260042e-09
1952,7.065018792218325e-08,4.2179215675730575e-09
1953,9.265491485166422e-08,6.464296653518886e-09
1954,8.59983160239608e-08,9.772536557761669e-09
1955,9.479463614070482e-08,1.8771215692936494e-08
1956,6.976912914069544e-08,1.0465369904011368e-08
1957,7.598132611974506e-08,1.767007518083119e-08
1958,8.272243690043979e-08,1.7371711180658167e-08
1959,1.1316091530488848e-07,1.9376869886400527e-08
1960,9.758375085766602e-08,9.689166802218097e-09
1961,1.0908610192927881e-07,7.64297514166401e-09
1962,5.961439342172525e-08,1.0781326054143392e-08
1963,7.306640270599019e-08,1.3578711488548834e-08
1964,1.2593814346928411e-07,1.9468698653213323e-08
1965,9.959119040559017e-08,8.755269398363907e-09
1966,9.250254606740782e-08,1.38476865529924e-08
1967,8.13505351970889e-08,1.035370456037299e-08
1968,1.0105685532835196e-07,1.257596426995633e-08
1969,1.0128120209174085e-07,6.358460868938209e-09
1970,1.2968403950708307e-07,7.817832603507213e-09
1971,7.913131838677145e-08,1.284599360218408e-08
1972,7.69522046084603e-08,9.234264020108185e-09
1973,7.112032562872628e-08,1.1026407342740185e-08
1974,7.594521633791373e-08,1.012602890426706e-08
1975,8.738564361010503e-08,6.282628195464213e-09
1976,7.256178946590808e-08,8.570290255249802e-09
1977,7.757351738746365e-08,8.22749424145286e-09
1978,7.603956930779532e-08,7.128709622605811e-09
1979,8.836479992169188e-08,8.777959692451986e-09
1980,7.674953650393945e-08,1.0233271119375331e-08
1981,8.349725533207675e-08,9.488323904349727e-09
1982,8.380128235785378e-08,4.345251713999687e-09
1983,7.894144715692164e-08,4.4207211225000265e-09
1984,5.9149886766363124e-08,1.1018116197192285e-08
1985,7.579603078511354e-08,2.2257564680217e-08
1986,6.593933932208529e-08,1.558566253834215e-08
1987,6.294141030593892e-08,1.1610551631235921e-08
1988,7.975416593808404e-08,7.195864348830128e-09
1989,8.067539880585173e-08,9.329808037250586e-09
1990,6.265948826467138e-08,1.3076762783725826e-08
1991,7.268216961620055e-08,8.7921980806982e-09
1992,6.171137556520989e-08,2.7549720282848966e-09
1993,5.649991408063215e-08,9.970573700002205e-09
1994,9.020124736025537e-08,1.8989736005892155e-08
1995,7.049185768437383e-08,1.2471637056421514e-08
1996,8.48756656068872e-08,8.540947504798169e-09
1997,5.22643510691978e-08,1.4384683666435194e-08
1998,6.532336982445486e-08,9.536258005482523e-09
1999,6.306877509132391e-08,1.1425503210205079e-08
2000,4.771473882669852e-08,9.719669513685858e-09
2001,5.9584479572549753e-08,1.3143635513301888e-08
2002,6.528019724783007e-08,9.200564754507923e-09
2003,7.29211535599461e-08,1.4584229823810801e-08
2004,6.915522021699871e-08,8.80958239690699e-09
2005,6.395324447794337e-08,4.954124666056714e-09
2006,7.28866496046976e-08,1.2353670086895363e-08
2007,7.309897398499743e-08,8.38840730210677e-09
2008,6.85447787418525e-08,1.3623806971452268e-08
2009,8.153609343253265e-08,8.105927484791664e-09
2010,8.975207066441726e-08,8.502827775203059e-09
2011,7.877382302012848e-08,3.4415748029203996e-09
2012,1.0621268131671968e-07,9.19148224198807e-09
2013,1.0487109847190368e-07,9.483025031897796e-09
2014,1.414035750713083e-07,1.3209215943277286e-08
2015,1.1038545721930859e-07,1.10828768384863e-08
2016,1.0253133098103717e-07,1.2428039930512114e-08
2017,1.1269938937630286e-07,1.282961736848165e-08
2018,1.0790530780013796e-07,1.058401366549333e-08
2019,1.4438590767440473e-07,1.0969247732361964e-08
