year,faut_VERB abattre_VERB,faut_VERB rabattre_VERB
1959,7.363210130506559e-08,6.975672928177801e-09
1960,7.682125158225972e-08,6.2287499602575735e-09
1961,6.114380113331208e-08,3.47407969059077e-09
1962,7.864026230208765e-08,6.976152100435229e-09
1963,7.047997740983192e-08,7.1126584622049904e-09
1964,7.057403195176448e-08,6.083968440151466e-09
1965,7.989183359313756e-08,8.755269398363907e-09
1966,7.200797114137458e-08,4.985167390003653e-09
1967,7.099683330125117e-08,2.070740912074598e-08
1968,6.108325578679796e-08,7.635406973349745e-09
1969,6.81263685464728e-08,4.995933444718048e-09
1970,7.128024037683645e-08,4.598724956395017e-09
1971,7.296524273670002e-08,6.166076982339064e-09
1972,6.771794147653054e-08,7.182205497002769e-09
1973,6.340184199871146e-08,6.064523994098181e-09
1974,5.85059467539395e-08,3.3753431161187564e-09
1975,6.739546876133318e-08,2.2845920710778955e-09
1976,7.313314398516013e-08,1.085570122683066e-08
1977,6.758298809472763e-08,2.938390863960194e-09
1978,7.069303364914958e-08,6.534650598410963e-09
1979,6.14457178471639e-08,3.5111840102075575e-09
1980,5.969408078954075e-08,1.7055452605774235e-09
1981,6.072527725109467e-08,5.69299452024552e-09
1982,6.145427278170246e-08,2.483000915987077e-09
1983,6.378468953016636e-08,3.157658134966823e-09
1984,6.72685018798802e-08,4.059305780401701e-09
1985,4.752291005161169e-08,2.4062232206745193e-09
1986,7.313272476494603e-08,1.1988970927134801e-09
1987,5.438626970999394e-08,3.6664902225425067e-09
1988,7.135898982824074e-08,3.597932174415064e-09
1989,7.95777737039316e-08,2.1952488715726304e-09
1990,6.102489180648263e-08,3.814055737905164e-09
1991,6.564840759892832e-08,3.5168792322792797e-09
1992,4.7936513425383964e-08,2.7549720282848966e-09
1993,6.093128490647359e-08,4.4313659408601325e-09
1994,5.063929364723663e-08,6.329911705904578e-09
1995,5.585124185358836e-08,9.21816667442954e-09
1996,4.804282838222207e-08,5.3380921904988554e-09
1997,4.6030987022049885e-08,1.917957792585412e-09
1998,4.1005911555203056e-08,2.86087753487152e-09
1999,5.072923414672914e-08,4.113180906983871e-09
2000,4.9040149718848625e-08,6.185244316725402e-09
2001,4.775520778821374e-08,2.190605918883648e-09
2002,5.8708369721216513e-08,3.066854992184176e-09
2003,6.208715319644398e-08,6.667076668520622e-09
2004,6.12266006783102e-08,4.404791198453495e-09
2005,5.4495369994356224e-08,4.5037495954858286e-10
2006,4.6943945619659644e-08,4.529678854225949e-09
2007,4.8732648139093726e-08,2.7961355453243186e-09
2008,5.449522788580907e-08,3.405951742863067e-09
2009,6.437059596464678e-08,2.860915504498962e-09
2010,4.109699958121382e-08,6.613310343794865e-09
2011,4.244608931003313e-08,4.206369030868018e-09
2012,4.527656116692924e-08,2.382976926895708e-09
2013,5.1598814110320745e-08,2.7891249310130206e-09
2014,5.6734663189672574e-08,4.114345752981308e-09
2015,4.965128752587589e-08,4.654808538617772e-09
2016,3.790552227656008e-08,5.3854840587064245e-09
2017,5.182159412697729e-08,2.5156112748447867e-09
2018,5.3178215608795654e-08,3.3559066636712487e-09
2019,4.183619850550713e-08,1.02039510174734e-09
