year,veulent_VERB avoir_VERB,veulent_VERB ravoir_VERB
1867,3.7318119439078146e-07,2.91168689159349e-09
1868,3.6703264072457387e-07,3.951899252285784e-09
1869,3.8140285596455215e-07,1.953407657850903e-09
1870,3.7787381756970717e-07,5.734048791339319e-10
1871,3.4306401630601613e-07,0.0
1872,4.239184931975615e-07,5.442605477412599e-09
1873,3.860972981328814e-07,4.788803575905831e-09
1874,2.969380830109003e-07,1.7923826867161097e-09
1875,3.776207790906483e-07,1.1443054281912168e-09
1876,3.198341858023923e-07,1.209202959984168e-09
1877,3.0800384820395266e-07,2.4739263970730008e-09
1878,3.267146837515611e-07,6.6429977074733415e-09
1879,3.70225109236344e-07,0.0
1880,3.4142942695325473e-07,1.2835692508872398e-09
1881,2.823865656864655e-07,0.0
1882,2.928369440269307e-07,8.652000893505374e-09
1883,2.7741899089051003e-07,6.319338941018771e-10
1884,2.9245518362586154e-07,0.0
1885,3.377513166924473e-07,0.0
1886,3.271906052759732e-07,0.0
1887,3.355867193022277e-07,0.0
1888,3.6204909292791854e-07,0.0
1889,3.1513638987235026e-07,0.0
1890,2.5889826815728156e-07,0.0
1891,2.613430183373566e-07,6.374220040683554e-10
1892,2.444719768845971e-07,1.2537024751679837e-09
1893,2.795921147935587e-07,0.0
1894,3.06254804627315e-07,0.0
1895,2.732450923303986e-07,0.0
1896,3.019278835836303e-07,0.0
1897,2.831782808243588e-07,1.1653427112179315e-09
1898,2.925369528838928e-07,5.6583548957434e-10
1899,3.5265949804852426e-07,4.9748205555033564e-09
1900,3.135396013931313e-07,6.748368974740515e-09
1901,3.073806453812722e-07,2.235495566438317e-09
1902,2.921619000062492e-07,0.0
1903,2.7487121201374975e-07,4.320176216765503e-09
1904,2.82705286736018e-07,2.6873125946735854e-09
1905,3.4061008591379505e-07,0.0
1906,2.932185054760339e-07,0.0
1907,2.7154212034474767e-07,4.114274698707732e-09
1908,3.118732081475173e-07,0.0
1909,3.031042012935359e-07,2.2003934230241384e-09
1910,3.0996073974165483e-07,0.0
1911,3.2560689078309224e-07,5.320374141248863e-10
1912,3.370495562649012e-07,2.0837684910901544e-09
1913,3.0120980909487116e-07,2.121195885607108e-09
1914,2.852812883702427e-07,2.678697486047099e-09
1915,3.6402553860170883e-07,0.0
1916,3.4171006291217054e-07,0.0
1917,3.1473638273382676e-07,0.0
1918,2.4236254603238194e-07,0.0
1919,3.0938369377508934e-07,0.0
1920,2.6957144427797175e-07,3.786115865267448e-09
1921,2.7564800575419213e-07,0.0
1922,2.1543571904203418e-07,0.0
1923,2.6964508492710593e-07,1.0615948120573648e-09
1924,2.720132670219755e-07,0.0
1925,2.573573567588028e-07,0.0
1926,2.2961044976455014e-07,0.0
1927,2.686963114229002e-07,0.0
1928,2.4223206196438696e-07,0.0
1929,2.8296631171542685e-07,0.0
1930,2.6048937229461444e-07,0.0
1931,2.554799891640869e-07,1.1405356659111021e-09
1932,2.016554674355575e-07,0.0
1933,2.4547216526116244e-07,1.1470662197865522e-09
1934,1.941016023465636e-07,2.3963160344919743e-09
1935,1.9747669455227879e-07,1.196828414151696e-09
1936,2.0369520825624932e-07,0.0
1937,1.7879388281016872e-07,0.0
1938,2.087399479933083e-07,0.0
1939,1.942344454164413e-07,3.058810094103137e-09
1940,1.9779106708028849e-07,0.0
1941,1.8594465700516594e-07,0.0
1942,1.9722376976005762e-07,0.0
1943,2.29355578085233e-07,0.0
1944,2.3134940363433998e-07,0.0
1945,2.1567190344740084e-07,0.0
1946,2.2552188738700352e-07,0.0
1947,2.4914621121752134e-07,0.0
1948,2.1200180810865277e-07,0.0
1949,2.3757159794968175e-07,0.0
1950,2.2440612212903943e-07,0.0
1951,2.0150049806488823e-07,0.0
1952,2.182774352377237e-07,0.0
1953,1.6053002127591753e-07,1.0773827385790469e-09
1954,2.1988206810874544e-07,0.0
1955,1.9334352430178114e-07,0.0
1956,2.0407470913141879e-07,0.0
1957,1.802347640023072e-07,0.0
1958,2.043244080596196e-07,8.272243445794913e-10
1959,1.7439182897760475e-07,7.750747821333448e-10
1960,1.9793583305727225e-07,6.920833350854139e-10
1961,2.5013372351168073e-07,1.3896318540318475e-09
1962,2.69533160235369e-07,2.5367825617905737e-09
1963,2.3536433957360714e-07,0.0
1964,2.4031675138758146e-07,4.258777774879263e-09
1965,2.446003293243848e-07,5.472043373977442e-10
1966,2.4981227397802286e-07,1.1078149508847446e-09
1967,2.5687049287625996e-07,0.0
1968,2.627478181693732e-07,8.982831700699023e-10
1969,2.7023457960240194e-07,4.5417578031781147e-10
1970,2.924789157532359e-07,9.197450023812337e-10
1971,2.774734753074881e-07,2.0553589941130213e-09
1972,2.549683131292113e-07,0.0
1973,2.326572001720706e-07,0.0
1974,2.413370339127141e-07,0.0
1975,2.1189590881931508e-07,5.711480177694739e-10
1976,2.4853841296135215e-07,5.713526873840635e-10
1977,2.3330824205913814e-07,5.876781838942691e-10
1978,2.5128701963694766e-07,0.0
1979,2.5222004751412896e-07,0.0
1980,2.5355771526847093e-07,1.1370301367108482e-09
1981,2.3784066627285938e-07,0.0
1982,2.439548438815109e-07,0.0
1983,2.2419372669446602e-07,0.0
1984,2.4703777512513625e-07,1.739702604197646e-09
1985,2.388176483236748e-07,0.0
1986,2.421772080651863e-07,5.994485463567401e-10
1987,2.609318698887364e-07,1.8332451112712533e-09
1988,2.6564734412204416e-07,5.996553809062277e-10
1989,2.738572959515295e-07,5.488122178931576e-10
1990,2.6861849278247973e-07,0.0
1991,2.631797997310059e-07,0.0
1992,2.479474972005846e-07,5.509944167592096e-10
1993,2.370780833871322e-07,0.0
1994,2.8537351681734435e-07,1.0549853213248639e-09
1995,2.456370111758588e-07,1.626735190995987e-09
1996,2.3060557907683688e-07,0.0
1997,2.440601178932411e-07,9.58978896292706e-10
1998,2.784587422866025e-07,0.0
1999,2.3719344710571022e-07,0.0
2000,2.580130455953622e-07,0.0
2001,2.751401098066708e-07,0.0
2002,2.6681638587433554e-07,0.0
2003,2.4876530346773507e-07,1.6667691671301554e-09
2004,2.53275487693827e-07,8.809582507929292e-10
2005,2.7788135525952384e-07,0.0
2006,2.569563264387398e-07,1.2353669198716943e-09
2007,2.616384051634668e-07,0.0
2008,2.571493666891911e-07,8.514879357157668e-10
2009,2.3030369789012184e-07,4.76819250749827e-10
2010,2.2012875433574663e-07,4.723793023408973e-10
2011,2.3135029891818704e-07,7.64794394481072e-10
2012,2.3625513279057486e-07,0.0
2013,2.18388493067323e-07,1.1156500168141292e-09
2014,2.2845446778774203e-07,1.0827225782605865e-09
2015,2.2564736923413875e-07,0.0
2016,2.464894635068049e-07,1.2428040818690533e-09
2017,1.9143801921472914e-07,0.0
2018,2.106476841845506e-07,2.5814667070633845e-10
2019,2.2015024114807602e-07,1.02039510174734e-09
