year,eût_VERB acheté_VERB,eût_VERB racheté_VERB
1909,1.1001967337165297e-08,1.1001967115120692e-09
1910,1.8170112525695004e-08,1.1222716089775986e-08
1911,2.553779587799454e-08,1.0640748282497725e-09
1912,2.1879568379290504e-08,1.40654377034366e-08
1913,2.598464909908671e-08,4.772690687104841e-09
1914,1.2723813114234872e-08,5.357394972094198e-09
1915,1.6493066468115103e-08,0.0
1916,3.186363883855847e-08,2.197492410260793e-09
1917,2.7416060532914344e-08,1.0966424435210342e-09
1918,4.709414369585829e-08,4.594550517822427e-09
1919,2.8544329566670967e-08,0.0
1920,1.741613253614105e-08,5.300562211374427e-09
1921,1.6660044011018726e-08,1.5145494858259667e-09
1922,2.6560567079059183e-08,7.377935484775833e-10
1923,1.3800733000834953e-08,0.0
1924,3.2229060309418855e-08,6.445812328337297e-09
1925,2.3096173862313663e-08,7.698724324711748e-09
1926,3.343841470382358e-08,1.0031524944054127e-08
1927,2.5643217327342427e-08,4.4596899506643695e-09
1928,1.7139061725401916e-08,2.2852082448565625e-09
1929,1.7824650200282122e-08,1.0026365515614089e-08
1930,3.676261073337628e-08,5.2518016602221e-09
1931,1.0264820993199919e-08,0.0
1932,9.863582839386709e-09,0.0
1933,1.1470662641954732e-08,3.4411986593596566e-09
1934,1.7972370258689807e-08,5.990790086229936e-09
1935,1.6755597798123745e-08,2.393656828303392e-09
1936,1.4549657478823974e-08,8.487299751891442e-09
1937,1.2591118370153254e-08,3.777335333410292e-09
1938,1.6854778905894818e-08,2.5930428915188486e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,1.4757512545315876e-08,0.0
1942,1.2136847082899749e-08,3.034211770724937e-09
1943,2.322588166236983e-08,0.0
1944,1.927911696952833e-08,0.0
1945,1.3071024262956144e-08,6.535512131478072e-09
1946,1.6705325123211878e-08,0.0
1947,5.960435700558264e-09,3.5762612871081956e-09
1948,1.9569398546082084e-08,1.0871888278529696e-08
1949,1.1780409536754632e-08,5.890204768377316e-09
1950,1.808011518278363e-08,4.2541445921528975e-09
1951,1.0661401539380222e-08,0.0
1952,1.687168627029223e-08,2.1089607837865287e-09
1953,8.619061908632375e-09,7.54167928107563e-09
1954,1.9545073115523337e-08,6.840775057526116e-09
1955,1.6894095011821264e-08,1.8771215692936494e-09
1956,2.0930739808022736e-08,4.360570571293465e-09
1957,1.501956425897788e-08,4.417518795207798e-09
1958,1.1581140491045971e-08,8.272243445794913e-10
1959,8.525822714489095e-09,1.5501495642666896e-09
1960,1.2457499920515147e-08,0.0
1961,1.042223907177231e-08,2.08444772553662e-09
1962,9.512934440181198e-09,0.0
1963,1.2932106940866106e-08,4.526237162849611e-09
1964,1.3993127545575135e-08,4.258777774879263e-09
1965,9.849678406226303e-09,1.0944086747954884e-09
1966,1.8832853498906843e-08,3.3234448526542337e-09
1967,1.7256175155466735e-08,2.9582012395223956e-09
1968,1.7965662735264232e-08,2.6948494546985557e-09
1969,1.2262746373892242e-08,1.8167031212712459e-09
1970,1.4256047897731605e-08,1.8394900047624674e-09
1971,8.735275613958038e-09,2.0553589941130213e-09
1972,1.5903454553267693e-08,3.0780880067027283e-09
1973,8.269805285010534e-09,1.6539611902288698e-09
1974,6.750686232237513e-09,3.3753431161187564e-09
1975,7.996072248772634e-09,1.7134440533084216e-09
1976,7.427584769459372e-09,1.7140580066410394e-09
1977,8.815172591880582e-09,0.0
1978,7.128709622605811e-09,1.1881182704343018e-09
1979,1.1703946256602649e-08,2.925986564150662e-09
1980,1.1370301145063877e-08,1.7055452605774235e-09
1981,8.855769451088236e-09,0.0
1982,6.2075020679230875e-09,1.2415004579935385e-09
1983,5.052252838311233e-09,1.89459470334441e-09
1984,2.3196033982486597e-09,2.3196033982486597e-09
1985,6.617113967877231e-09,0.0
1986,9.591176741707841e-09,1.1988970927134801e-09
1987,7.332980445085013e-09,0.0
1988,5.396898483667201e-09,1.798966087207532e-09
1989,6.585746614717891e-09,2.1952488715726304e-09
1990,6.538381391862913e-09,2.179460389939436e-09
1991,8.20605094986604e-09,0.0
1992,4.4079553340736766e-09,5.509944167592096e-10
1993,7.754890063438324e-09,2.2156829704300662e-09
1994,5.802419433820205e-09,1.5824779264761446e-09
1995,3.795715741716776e-09,0.0
1996,3.2028553142993132e-09,2.135236876199542e-09
1997,3.3564262480467733e-09,4.79489448146353e-10
1998,4.291316191284977e-09,4.768129224785866e-10
1999,3.656160929565999e-09,4.570201161957499e-10
2000,8.83606254831193e-09,4.4180314962005696e-10
2001,4.381211837767296e-09,8.762423564512289e-10
2002,6.133709984368352e-09,8.76244299341522e-10
2003,7.500461585152607e-09,4.1669229178253886e-10
2004,4.845270407116686e-09,4.404791253964646e-10
2005,6.7556245042510454e-09,9.007499190971657e-10
2006,7.000412693969338e-09,2.4707338397433887e-09
2007,7.589511241690161e-09,1.1983438685803094e-09
2008,8.940623352771127e-09,1.2772318758180745e-09
2009,4.76819250749827e-09,1.430457752249481e-09
2010,4.2514138876015295e-09,2.3618964561933353e-09
2011,8.795135286732148e-09,1.529588788962144e-09
2012,1.2936160587173617e-08,1.7021263287730903e-09
2013,1.1714325509615264e-08,1.1156500168141292e-09
2014,2.533570864216017e-08,1.7323561474213989e-09
2015,1.551602757388082e-08,2.659890530054554e-09
2016,1.677785377296459e-08,2.6927420293532123e-09
2017,6.037467414898856e-09,2.0124890642847504e-09
2018,1.3939920329164579e-08,1.0325866828253538e-09
2019,2.7040469419148394e-08,2.806086474294034e-09
