year,avait_VERB empli_VERB,avait_VERB rempli_VERB
1907,2.7257069490360664e-08,6.31026864539308e-07
1908,2.89771957540097e-08,6.384805715242692e-07
1909,1.7603147384193107e-08,6.705698751829914e-07
1910,1.7635697346918278e-08,6.119052500253019e-07
1911,1.8089272302290738e-08,5.602353780886915e-07
1912,1.927485904218429e-08,6.251305535442953e-07
1913,2.7575547179026216e-08,5.589351417256694e-07
1914,2.0759905794420774e-08,5.906528031118796e-07
1915,1.5314990164938536e-08,4.794770234184398e-07
1916,2.4172416956957932e-08,5.537680749512219e-07
1917,2.0836205649743533e-08,5.603843078461068e-07
1918,1.9526840588923733e-08,5.628324402096041e-07
1919,3.591060959706738e-08,6.307375883807254e-07
1920,1.817335615328375e-08,5.520157060345809e-07
1921,2.6504615391331754e-08,5.088886041448859e-07
1922,1.9920426197472807e-08,4.928460839437321e-07
1923,3.927900849021171e-08,5.467213100018853e-07
1924,4.2542360745301266e-08,4.860142439611081e-07
1925,5.49908882874206e-08,5.10315430801711e-07
1926,3.4553028882555736e-08,4.882008397544269e-07
1927,1.0145794959726118e-07,4.783017288900737e-07
1928,3.884854038460617e-08,5.073162583357771e-07
1929,4.790374674712439e-08,5.681607149199408e-07
1930,3.361153133596417e-08,4.569067471038579e-07
1931,2.6232321204133768e-08,4.060306935116387e-07
1932,4.383814555808385e-08,4.098866668300616e-07
1933,4.3588517684156614e-08,4.691500805620308e-07
1934,2.875579241390369e-08,4.2175162207058747e-07
1935,3.351119559624749e-08,4.715504076102661e-07
1936,3.8799086610197264e-08,4.292149071716267e-07
1937,1.2591118370153254e-08,4.746851516301831e-07
1938,3.5006078036303734e-08,3.824738143975992e-07
1939,1.8352860564618823e-08,4.0376292531618674e-07
1940,4.057252667166722e-08,4.488335889618611e-07
1941,2.3612020783048138e-08,3.8074384178798937e-07
1942,1.8205270180260413e-08,4.429949171935732e-07
1943,2.6129116648121453e-08,5.341952942217176e-07
1944,2.5705489292704442e-08,4.1771420455916086e-07
1945,5.010559434026618e-08,4.705568699137075e-07
1946,3.897909195416105e-08,3.9535936480206146e-07
1947,3.457052599742383e-08,4.4345640048959467e-07
1948,2.174377655705939e-08,4.0443421767122345e-07
1949,3.435953033203987e-08,3.2494298807250743e-07
1950,3.722376362702562e-08,3.382045008493151e-07
1951,3.3050344683260846e-08,3.656860769751802e-07
1952,4.5342655852209646e-08,3.5325092540006153e-07
1953,3.663101466599983e-08,3.555363150553603e-07
1954,4.49536656788041e-08,3.1076663731255394e-07
1955,3.472674947602172e-08,3.1160217872638896e-07
1956,3.1396108823855684e-08,3.0436783049481164e-07
1957,3.799066305987253e-08,3.2954690709630086e-07
1958,4.218844296133284e-08,3.201358254045772e-07
1959,3.642851353902188e-08,2.697260299555637e-07
1960,4.429333344546649e-08,2.671441734491964e-07
1961,3.265634873628187e-08,2.9321230954337807e-07
1962,2.7904608401740916e-08,3.0695068176100904e-07
1963,3.556329275511416e-08,3.226560636448994e-07
1964,3.9545792418493875e-08,3.0906559800314426e-07
1965,2.2982582947861374e-08,3.5404121945248335e-07
1966,6.923843187678358e-08,3.2791322723824123e-07
1967,3.845661922241561e-08,3.4709563578871894e-07
1968,3.09907690621003e-08,3.5437270184957015e-07
1969,4.6325929758950224e-08,3.3745260452633374e-07
1970,2.345349692234322e-08,3.0029673325771e-07
1971,2.2608949379332444e-08,2.867225816771679e-07
1972,1.846852804021637e-08,2.85749166550886e-07
1973,2.591205827684462e-08,2.745575500284758e-07
1974,1.912694358452427e-08,2.587763106021157e-07
1975,2.056132863970106e-08,2.45022505396264e-07
1976,2.171140245366132e-08,2.428248819796863e-07
1977,1.8218024422367307e-08,2.6504287120587833e-07
1978,2.0198010375338527e-08,2.6554442911219667e-07
1979,2.0481905949054635e-08,2.80309535583001e-07
1980,1.9329512213062117e-08,2.148986908423467e-07
1981,1.707898356073656e-08,2.087431312247645e-07
1982,1.5518756057986138e-08,2.2967758184222475e-07
1983,3.410270821291306e-08,2.475603935181425e-07
1984,2.4355836458767044e-08,2.2210203098893544e-07
1985,2.5866899733273385e-08,2.1716164155805018e-07
1986,2.45773907892044e-08,2.2958879242196417e-07
1987,1.7721369260925712e-08,2.1937832173080096e-07
1988,1.5591039570495013e-08,2.2607008531849715e-07
1989,2.9635859988275115e-08,2.7221085474593565e-07
1990,1.6345952147389653e-08,2.2230496199426852e-07
1991,2.6962739596569918e-08,2.2390797482785274e-07
1992,2.3692759754112558e-08,2.5345744347760046e-07
1993,2.3818591543545153e-08,2.908084013597545e-07
1994,1.5824779708850656e-08,2.2365688323588984e-07
1995,2.114755837112625e-08,2.2015150591414567e-07
1996,1.7615704450690828e-08,2.2793653897679178e-07
1997,2.3974472185273044e-08,2.1433177721519314e-07
1998,2.0979769033147022e-08,2.1790350501760258e-07
1999,1.7823785114501334e-08,2.3536536275514663e-07
2000,1.988114206596947e-08,2.2620321260546916e-07
2001,2.8477876057309004e-08,2.567390140484349e-07
2002,2.7601695151702188e-08,2.5148210625047795e-07
2003,2.5834921757450502e-08,2.337643820737867e-07
2004,1.9821561281219147e-08,2.281681901195043e-07
2005,2.612174831995162e-08,2.4365286321881285e-07
2006,2.9237018139838256e-08,2.4624981165288773e-07
2007,3.155638950147477e-08,2.923958959399897e-07
2008,3.874270149140102e-08,2.8609994728867605e-07
2009,4.529782771101054e-08,3.223298108423478e-07
2010,6.707786326387577e-08,4.166385565440578e-07
2011,7.800903034649309e-08,4.588766273627698e-07
2012,9.940418266296547e-08,5.205102411309781e-07
2013,1.071024016141564e-07,6.032877308825846e-07
2014,1.2797781323570234e-07,6.455192078647087e-07
2015,1.0129749483667183e-07,6.503432246063312e-07
2016,9.921718913119548e-08,7.280760314642976e-07
2017,8.578234655942651e-08,6.341855964819842e-07
2018,1.1719858861169996e-07,6.156798235679162e-07
2019,1.0203950751019875e-07,6.272878749769006e-07
