year,peut_VERB abaisser_VERB,peut_VERB rabaisser_VERB
1936,8.972288867425959e-08,0.0
1937,1.0072894696122603e-07,0.0
1938,1.0372171743711078e-07,0.0
1939,1.1011716338771294e-07,0.0
1940,1.141102288215734e-07,7.607348528892999e-09
1941,8.559357667081713e-08,5.9030051957620344e-09
1942,1.061974117533282e-07,3.034211770724937e-09
1943,1.1903264152124393e-07,0.0
1944,1.2210107058763242e-07,0.0
1945,5.446259976338297e-08,2.178504043826024e-09
1946,1.0023195073927127e-07,5.568441707737293e-09
1947,7.033313664805974e-08,1.1920870957027319e-09
1948,1.0654449766889229e-07,0.0
1949,1.0209688383611137e-07,0.0
1950,1.063536174683577e-07,5.317680518146517e-09
1951,1.215399834109121e-07,0.0
1952,6.432330224015459e-08,0.0
1953,8.188109035245361e-08,0.0
1954,9.186184257714558e-08,0.0
1955,9.197895423085356e-08,6.569925492527773e-09
1956,8.808353157974125e-08,5.232684952005684e-09
1957,9.54184073975739e-08,2.6505113659425206e-09
1958,9.18219029699685e-08,8.272243445794913e-10
1959,8.990867428337879e-08,1.5501495642666896e-09
1960,7.266874746392205e-08,4.152500121534786e-09
1961,5.83645380913822e-08,0.0
1962,7.673767044025226e-08,6.341956404476434e-10
1963,8.082566438361027e-08,1.2932106496776896e-09
1964,6.023128662491217e-08,1.2167936658258327e-09
1965,6.347570291609372e-08,3.830430195250756e-09
1966,5.317511764246774e-08,4.985167390003653e-09
1967,6.310829547828689e-08,9.860671168482327e-10
1968,4.626158300879979e-08,4.042274071025531e-09
1969,3.905911682977603e-08,2.7250546263957176e-09
1970,4.046878032681889e-08,9.197450023812337e-10
1971,4.6759417671182746e-08,2.0553589941130213e-09
1972,5.3866543225922214e-08,2.0520587451500205e-09
1973,4.410562937096074e-08,2.7566018356850464e-09
1974,5.006758740933037e-08,1.1251143350321513e-09
1975,4.512069295969923e-08,6.282628195464213e-09
1976,4.685092136469393e-08,0.0
1977,3.702372453062708e-08,2.938390863960194e-09
1978,4.81187889533885e-08,5.940591352171509e-10
1979,4.037861600636461e-08,3.5111840102075575e-09
1980,4.60497204812782e-08,3.411090521154847e-09
1981,3.921840630027873e-08,2.5302198114474095e-09
1982,3.1658260013500694e-08,1.8622506869903077e-09
1983,3.157657957331139e-08,6.315316047889041e-10
1984,3.827345551599137e-08,2.8995041922996734e-09
1985,2.2257564680217e-08,1.8046674155058895e-09
1986,3.2370220282018636e-08,2.997242676272549e-09
1987,2.3832186002437084e-08,1.8332451112712533e-09
1988,4.077656612366809e-08,2.99827696004229e-09
1989,4.170972900396919e-08,5.488122178931576e-10
1990,3.2691904294779306e-08,1.6345953479657283e-09
1991,2.5204300868608698e-08,0.0
1992,2.314176583695371e-08,0.0
1993,2.1602909683338112e-08,1.1078414852150331e-09
1994,2.637463225596548e-08,3.164955852952289e-09
1995,2.8196744494835002e-08,3.795715741716776e-09
1996,2.1352368761995422e-08,2.135236876199542e-09
1997,3.068732468136659e-08,1.917957792585412e-09
1998,3.480734278582531e-08,2.3840645013706308e-09
1999,3.062034892309384e-08,3.1991407301035224e-09
2000,2.164835422036049e-08,3.092622158362701e-09
2001,3.3735329196815655e-08,8.762423564512289e-10
2002,2.541108479192644e-08,8.76244299341522e-10
2003,2.416815370054337e-08,2.9168460979889232e-09
2004,2.5988267537968568e-08,1.3214374039449694e-09
2005,2.296912349208924e-08,1.8014998381943315e-09
2006,1.317724773741702e-08,1.2353669198716943e-09
2007,2.4366324069546863e-08,0.0
2008,3.1079309792403365e-08,1.2772318758180745e-09
2009,2.7655516987579176e-08,1.907277002999308e-09
2010,1.9367551118421034e-08,3.7790344187271785e-09
2011,2.6767803973370974e-08,1.529588788962144e-09
2012,3.063827591631707e-08,4.085103366691101e-09
2013,2.0081699858565116e-08,2.2313000336282585e-09
2014,1.9489005964601347e-08,1.9489005964601347e-09
2015,2.1722438958704515e-08,2.438232948875907e-09
2016,2.237047169728612e-08,3.935546111222266e-09
2017,3.823729244345486e-08,3.018733707449428e-09
2018,1.626323964387666e-08,1.290733298020541e-09
2019,1.3775333762566788e-08,4.08158040698936e-09
