year,voulut_VERB entrer_VERB,voulut_VERB rentrer_VERB
1971,5.087013477123037e-08,1.9525909777939887e-08
1972,4.001514497531389e-08,1.7955514408640738e-08
1973,4.6310912438229934e-08,1.929621262775072e-08
1974,3.937900316941523e-08,2.2502286256553816e-08
1975,4.397839603598186e-08,1.3707552426467373e-08
1976,3.94233339306993e-08,1.8283285996290033e-08
1977,3.467301112891619e-08,1.5867311020656416e-08
1978,4.039602075067705e-08,2.0198010375338527e-08
1979,3.6282234106010947e-08,2.0481905949054635e-08
1980,3.467942022439274e-08,2.38776323158163e-08
1981,3.415796712147312e-08,1.5181319312773667e-08
1982,4.034876610603533e-08,2.0484757001781873e-08
1983,3.34711742766558e-08,1.4525227243211702e-08
1984,2.0296528902008504e-08,1.9136727757995686e-08
1985,2.7671566371623157e-08,1.142956040922627e-08
1986,3.6566362382473017e-08,1.978180286243969e-08
1987,3.727598141267663e-08,1.4665960890170027e-08
1988,2.5185526553173077e-08,1.4991384134077634e-08
1989,3.0733485090195245e-08,2.57941739079115e-08
1990,2.9967580417178397e-08,1.471135746555774e-08
1991,4.278869525364826e-08,1.4653663171770859e-08
1992,2.8100714644097025e-08,1.597883780846132e-08
1993,3.212740296021366e-08,2.4926434250005514e-08
1994,3.5342008430916394e-08,1.6879765141197822e-08
1995,3.145021310047014e-08,1.3556126887692699e-08
1996,2.6156651955488996e-08,1.7615704450690828e-08
1997,3.356426248046773e-08,1.5343662340683295e-08
1998,2.9562400527538557e-08,2.193339376788117e-08
1999,3.0163327835452947e-08,1.5995704316651427e-08
2000,2.6949992459890382e-08,2.1206551181762734e-08
2001,2.1467938537966802e-08,1.5772362971233633e-08
2002,3.373540380380291e-08,1.752488643091965e-08
2003,3.708561280291178e-08,2.1251306492331423e-08
2004,3.3916894182084434e-08,2.2464435645019876e-08
2005,3.1976622238971686e-08,2.2518747755384538e-08
2006,4.159068822673362e-08,1.4412615101377924e-08
2007,2.995859560428471e-08,2.157018919035636e-08
2008,3.2356542334355254e-08,1.4901038625225738e-08
2009,3.7191902890754136e-08,2.1933685090402832e-08
2010,3.070465481869178e-08,2.0784689525044087e-08
2011,3.785732261007979e-08,2.1796640936599943e-08
2012,5.685102166808065e-08,3.16595496485661e-08
2013,5.773488709337471e-08,4.183687707381978e-08
2014,6.344754410747555e-08,4.569089284700567e-08
2015,6.738389402016765e-08,4.7213056575401424e-08
2016,7.47753787777583e-08,4.701941946905208e-08
2017,4.754505411597165e-08,3.018733707449428e-08
2018,4.801528064035665e-08,4.0270879964054984e-08
2019,5.255034807305492e-08,3.7244422657067844e-08
