year,fallait_VERB assembler_VERB,fallait_VERB rassembler_VERB
1906,2.0576738091193647e-09,9.773950537805831e-09
1907,5.142843484406967e-09,4.114274698707732e-09
1908,4.911389073214423e-09,9.331639461152008e-09
1909,4.950885035270858e-09,1.7603147384193107e-08
1910,5.34415089958884e-09,4.809735720812114e-09
1911,3.1922244847493175e-09,8.51259862599818e-09
1912,5.209421227725386e-10,3.646594803896619e-09
1913,6.363587878865928e-09,1.5378670781274195e-08
1914,3.3483718020477227e-09,6.027069510139427e-09
1915,1.1780761921542648e-09,0.0
1916,4.394984820521586e-09,1.3184954461564757e-08
1917,5.483212106582869e-09,0.0
1918,0.0,1.033773866510046e-08
1919,0.0,2.762354567309444e-09
1920,7.572231730534895e-10,9.843901693784574e-09
1921,0.0,1.2116395886607734e-08
1922,4.426761179843197e-09,1.1804696775641332e-08
1923,3.1847844361720945e-09,7.431163684401554e-09
1924,0.0,6.445812328337297e-09
1925,6.598906754362588e-09,9.898360353588487e-09
1926,2.229227691330493e-09,8.916910765321973e-09
1927,7.804457524684949e-09,5.574612327308159e-09
1928,0.0,1.1426041446327417e-08
1929,2.2280812750352652e-09,1.893869061575515e-08
1930,5.2518016602221e-09,7.352522590764465e-09
1931,5.7026783295555106e-09,4.5621426636444085e-09
1932,3.287861094491973e-09,6.575722188983946e-09
1933,1.1470662197865522e-09,1.3764794637438627e-08
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,1.196828414151696e-09,1.0771455727365264e-08
1936,1.091224355320719e-08,0.0
1937,3.777335333410292e-09,1.7627565185307503e-08
1938,0.0,3.8895642262559704e-09
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,0.0,1.7750480196809804e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,2.4273694165799498e-08
1943,8.709705845433291e-09,8.709705845433291e-09
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,1.089252066321933e-08
1946,5.568441707737293e-09,9.744772988540262e-09
1947,1.1920870957027319e-09,1.549713246618012e-08
1948,0.0,8.697510267552389e-09
1949,1.9634016634739737e-09,8.835307596655184e-09
1950,1.0635361480382244e-09,1.2762433776458693e-08
1951,4.264560704569931e-09,9.595261474260042e-09
1952,8.435843135146115e-09,1.1599284199803606e-08
1953,0.0,1.6160740301529586e-08
1954,5.863521668203475e-09,1.07497895029951e-08
1955,6.569925492527773e-09,1.220129064449793e-08
1956,6.104799332717903e-09,1.4825940475304833e-08
1957,8.835037701437898e-10,1.0602045463770082e-08
1958,4.9633461784992505e-09,1.3235589513271862e-08
1959,4.650448914844674e-09,1.9376869886400527e-08
1960,1.3841666701708277e-09,4.844583401109048e-09
1961,4.86371165564492e-09,1.320150300188061e-08
1962,4.43936931660005e-09,1.331810839388936e-08
1963,4.526237162849611e-09,1.3578711488548834e-08
1964,5.475571551727398e-09,2.311907998375773e-08
1965,1.6416130677043839e-09,1.1491291473930687e-08
1966,7.200797291773142e-09,1.0524241922382771e-08
1967,1.9721342336964653e-09,1.2818872185960117e-08
1968,3.5931326802796093e-09,1.8863946849023705e-08
1969,5.450109252791435e-09,1.6350327314285096e-08
1970,3.219107425067591e-09,9.657322941336588e-09
1971,5.652237344833111e-09,1.4387513402880359e-08
1972,2.565073486948677e-09,1.2825367434743384e-08
1973,2.7566018356850464e-09,1.7642252103655665e-08
1974,5.06301445213353e-09,1.7439271360331077e-08
1975,1.7134440533084216e-09,1.6563292959403952e-08
1976,1.7140580066410394e-09,1.7711933253394818e-08
1977,1.7630346071939584e-09,1.5279633558407113e-08
1978,2.970295565063452e-09,1.3663360221016774e-08
1979,1.7555920051037788e-09,1.7555919384903973e-08
1980,3.411090521154847e-09,1.6486936260662333e-08
1981,6.325549528618524e-10,2.0874313833019187e-08
1982,1.8622506869903077e-09,2.5450759721934446e-08
1983,1.89459470334441e-09,1.1999100379966876e-08
1984,2.8995041922996734e-09,1.275781880138993e-08
1985,1.2031116103372597e-09,1.5038894574104233e-08
1986,4.196139880008332e-09,1.2588419195935785e-08
1987,3.0554083707556856e-09,2.199894133525504e-08
1988,0.0,2.2187249371086182e-08
1989,9.878619700032232e-09,1.7013178421620978e-08
1990,1.089730194969718e-09,1.4166492867673242e-08
1991,0.0,2.2273567878983158e-08
1992,6.61193322315512e-09,1.8733810946969243e-08
1993,3.877445031719162e-09,2.1602909683338112e-08
1994,1.0549853213248639e-09,2.0572214154412904e-08
1995,3.795715741716776e-09,1.3013881527967897e-08
1996,5.871901187504136e-09,1.7615704450690828e-08
1997,9.58978896292706e-10,1.5823152565985765e-08
1998,1.9072516899143466e-09,1.7642078020685403e-08
1999,1.3710603763428253e-09,1.8737825513426287e-08
2000,6.185244316725402e-09,1.3254094710646314e-08
2001,3.066848330846028e-09,2.5849150375734098e-08
2002,3.9430991805033955e-09,1.6648641576466616e-08
2003,3.7502307925763034e-09,1.5000923170305214e-08
2004,7.488145215006625e-09,2.5547789661573006e-08
2005,3.1526248278623825e-09,2.657212228029948e-08
2006,3.294311934354255e-09,1.8118715416903797e-08
2007,1.5977917877663117e-09,1.6377365241737607e-08
2008,2.1287198670449925e-09,2.426740586258802e-08
2009,3.814554005998616e-09,2.2887324035991696e-08
2010,3.7790344187271785e-09,2.5036102968556406e-08
2011,1.1471915639660324e-09,2.141424282342541e-08
2012,3.063827413996023e-09,2.382976838077866e-08
2013,5.857162754807632e-09,2.7054513296320692e-08
2014,6.712880029624557e-09,3.681256899312757e-08
2015,4.654808538617772e-09,2.682056177150116e-08
2016,3.1070099826280284e-09,2.4648945995409122e-08
2017,5.0312225496895735e-09,2.3143623906207722e-08
2018,4.64663996169179e-09,1.9619147195726327e-08
2019,5.612172948588068e-09,2.2703790847344862e-08
