year,veulent_VERB acheter_VERB,veulent_VERB racheter_VERB
1978,3.445542873237173e-08,3.5643548113029055e-09
1979,3.862302477841695e-08,2.925986564150662e-09
1980,5.2871900635409474e-08,6.822181042309694e-09
1981,4.617651327976091e-08,3.1627747087981106e-09
1982,5.4005269589652016e-08,6.207502289967692e-10
1983,3.726036368334462e-08,1.2630632095778083e-09
1984,3.827345551599137e-08,6.378909400694965e-09
1985,3.308556983938615e-08,5.414002135495366e-09
1986,3.596691300344901e-08,2.3977941854269602e-09
1987,3.910922785621551e-08,7.944062296871834e-09
1988,3.2381390013824785e-08,4.197587610832443e-09
1989,5.488122312158339e-08,5.488121956886971e-09
1990,4.631353434092489e-08,3.2691906959314565e-09
1991,3.634108480810028e-08,1.1722930404189924e-09
1992,2.5345743281945943e-08,1.65298330578878e-09
1993,4.2097976660215863e-08,2.7696036575264316e-09
1994,3.639699386326356e-08,5.274926717646622e-09
1995,3.524592884218691e-08,5.422450821690461e-10
1996,2.5622842514394506e-08,5.871901187504136e-09
1997,4.6510475470995516e-08,3.3564262480467733e-09
1998,3.6237782552461795e-08,5.2449422582867555e-09
1999,3.564757022900267e-08,1.3710603763428253e-09
2000,3.887867805474343e-08,2.2090156370779823e-09
2001,4.2935877075933604e-08,1.3143635069212678e-09
2002,3.24210382984802e-08,7.009954394732176e-09
2003,3.333538245442469e-08,2.083461403401543e-09
2004,3.7000248198637564e-08,2.642874807889939e-09
2005,3.918261981539217e-08,9.007499190971657e-10
2006,4.282605559069452e-08,4.117890028965121e-09
2007,3.9545348329284025e-08,3.994479413904628e-09
2008,4.342588511008216e-08,1.7029758714315335e-09
2009,4.720510560218827e-08,9.53638501499654e-10
2010,3.7790343299093365e-08,6.140930874920514e-09
2011,5.238841538357519e-08,1.911985902935953e-09
2012,5.310634065835984e-08,3.4042526575461807e-09
2013,5.271446212873343e-08,3.0680376017500066e-09
2014,4.547434784285542e-08,3.031623174720721e-09
2015,4.034167133681876e-08,4.211493376260478e-09
2016,5.67547182583894e-08,4.556948152156792e-09
2017,4.5532566161909926e-08,3.773417134311785e-09
2018,4.827342792168565e-08,2.8396134332808742e-09
2019,6.351959314088163e-08,3.5713827450933877e-09
