year,voulaient_VERB amener_VERB,voulaient_VERB ramener_VERB
1865,2.3063536858103362e-08,1.4591217123438582e-08
1866,1.1190909532388105e-08,9.731225603104576e-09
1867,3.88224918879132e-09,1.552899675516528e-08
1868,8.397785578040384e-09,1.531360993567432e-08
1869,6.8369265804335555e-09,1.6115613732381462e-08
1870,1.7202146374017957e-09,1.2614907340946502e-08
1871,1.0621176826930423e-08,8.496941816815706e-09
1872,1.269941218851045e-08,1.7537283625301825e-08
1873,2.3944017879529156e-09,1.616221290134945e-08
1874,5.974609251779839e-09,2.2106053876314036e-08
1875,7.437985338754061e-09,2.2313955128083762e-08
1876,5.441413541973361e-09,3.627608791134662e-08
1877,9.895705588292003e-09,2.6594708657512456e-08
1878,6.6429977074733415e-09,1.7513357875031943e-08
1879,7.94212251520321e-09,2.016077260691418e-08
1880,6.417846254436199e-09,1.5402831010646878e-08
1881,1.6036766581351003e-08,8.367009307619355e-09
1882,1.1979693681496428e-08,1.1979693681496428e-08
1883,5.687405213450347e-09,1.1374810426900694e-08
1884,1.5183903911974994e-08,8.582206056928499e-09
1885,3.86738152613475e-09,9.66845359329227e-09
1886,8.38950331427668e-09,3.2267319927115068e-09
1887,1.9586774424595887e-09,4.570247291724172e-09
1888,8.876860135842435e-09,1.4583413587843097e-08
1889,1.628935564212952e-08,1.1277245803853475e-08
1890,5.898947996740844e-09,1.3108772733971819e-08
1891,5.099376032546843e-09,4.461953917456185e-09
1892,3.761107425503951e-09,8.149066310636499e-09
1893,3.079208221734575e-09,6.15841644346915e-09
1894,6.301539290376468e-09,8.192000855444803e-09
1895,1.2037228991346183e-09,9.629783193076946e-09
1896,5.897029087265082e-09,6.486732040400511e-09
1897,6.992056267307589e-09,4.661370844871726e-09
1898,5.6583546736987955e-09,1.3580051749784161e-08
1899,7.185851913504848e-09,4.4220627160029835e-09
1900,2.595526460424935e-09,6.748368974740515e-09
1901,2.794369402536745e-09,1.2295225282343836e-08
1902,9.820567470342212e-09,1.0311596021495006e-08
1903,1.5660639007819555e-08,1.0800440541913758e-08
1904,6.987012746151322e-09,1.0749250378694342e-08
1905,5.676835002077496e-09,3.6125313851442797e-09
1906,4.629765903985117e-09,6.173021205313489e-09
1907,6.685696440911215e-09,1.0285686968813934e-08
1908,4.911389073214423e-09,7.858222517143076e-09
1909,1.1001967115120692e-09,1.320236009405562e-08
1910,3.740905363258662e-09,1.1757131268552712e-08
1911,2.128149656499545e-09,1.702519725199636e-08
1912,7.814131564032323e-09,1.7712032729377825e-08
1913,1.590896836489719e-08,8.484783542428431e-09
1914,1.4732836284281348e-08,1.0045115850232378e-08
1915,2.3561523843085297e-09,9.424609537234119e-09
1916,6.592477230782379e-09,1.648119329900055e-08
1917,7.676496771580332e-09,9.869782324756216e-09
1918,1.722956355365568e-08,1.4932290071101306e-08
1919,1.012863304339362e-08,5.524709134618888e-09
1920,5.300562211374427e-09,1.2115570768855832e-08
1921,1.438822039290244e-08,6.058197943303867e-09
1922,5.902348387820666e-09,1.3280283539529592e-08
1923,6.369568872344189e-09,1.0615948120573648e-08
1924,9.02413699321869e-09,1.1602462102189293e-08
1925,6.598906754362588e-09,1.2097995494286806e-08
1926,1.4489979882625903e-08,1.114613823460786e-08
1927,3.3447675740205796e-09,3.3447675740205796e-09
1928,2.2852082448565625e-09,1.4853853258500749e-08
1929,3.342121912552898e-09,5.570202965543558e-09
1930,4.201441416995522e-09,1.2604324695075775e-08
1931,9.124285327288817e-09,5.7026783295555106e-09
1932,3.287861094491973e-09,1.4247397928102146e-08
1933,5.735331320977366e-09,4.588264879146209e-09
1934,9.585264137967897e-09,1.0783422155213884e-08
1935,3.590485242455088e-09,3.590485242455088e-09
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,1.2591118370153254e-08,1.0072894518486919e-08
1938,1.2965214457594243e-09,1.1668692678767911e-08
1939,6.117620188206274e-09,6.117620188206274e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,1.4757512545315876e-08,8.854508237732261e-09
1942,0.0,3.3376331032286544e-08
1943,1.4516175816936538e-08,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,1.3071024262956144e-08
1946,5.568441707737293e-09,1.5313215584455975e-08
1947,5.960435700558264e-09,7.152522574216391e-09
1948,1.195907639583993e-08,7.610321262063735e-09
1949,9.817008317369869e-10,9.817008317369869e-10
1950,7.444753258312176e-09,1.0635361480382244e-09
1951,1.1727541604500402e-08,4.264560704569931e-09
1952,4.2179215675730575e-09,1.0544804140977249e-08
1953,7.54167928107563e-09,7.54167928107563e-09
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,8.72114158667614e-10,1.2209598665435806e-08
1957,3.534015080575159e-09,4.417518795207798e-09
1958,4.9633461784992505e-09,6.617794756635931e-09
1959,7.750747599288843e-09,6.975672928177801e-09
1960,3.460416619915918e-09,8.997083078554624e-09
1961,7.64297514166401e-09,6.25334317660986e-09
1962,2.5367825617905737e-09,1.2683912808952869e-09
1963,4.526237162849611e-09,3.2330267352165265e-09
1964,3.041984220075733e-09,3.6503808864551957e-09
1965,7.660860390501512e-09,7.660860390501512e-09
1966,5.539074976468328e-09,8.308612464702492e-09
1967,1.9721342336964653e-09,7.888536934785861e-09
1968,7.186265360559219e-09,7.635406973349745e-09
1969,4.541757636644661e-09,9.083515273289322e-09
1970,4.598724956395017e-09,6.438214850135182e-09
1971,4.624557625731995e-09,7.707596338946132e-09
1972,7.182205497002769e-09,5.130146973897354e-09
1973,5.513203671370093e-09,7.718485406371656e-09
1974,8.438357568252286e-09,3.3753431161187564e-09
1975,2.2845920710778955e-09,5.711480177694739e-09
1976,5.713526984862938e-09,7.427584769459372e-09
1977,2.3507127355770763e-09,1.7630346071939584e-09
1978,7.128709622605811e-09,5.346532105932056e-09
1979,1.1703946700691858e-09,8.192762912528906e-09
1980,1.1370301367108482e-09,6.253665585376211e-09
1981,1.2651099057237047e-09,1.0753434587229549e-08
1982,1.2415004579935385e-09,0.0
1983,5.052252838311233e-09,6.315316269933646e-09
1984,2.3196033982486597e-09,7.538710988796993e-09
1985,3.0077789148208467e-09,3.609334831011779e-09
1986,4.7955883708539204e-09,5.994485352545098e-09
1987,4.888653482026939e-09,3.6664902225425067e-09
1988,3.597932174415064e-09,5.396898483667201e-09
1989,2.7440609784434855e-09,3.841685636274406e-09
1990,1.6345953479657283e-09,4.90378582185258e-09
1991,1.7584396161396398e-09,5.2753188484189195e-09
1992,9.366905473484621e-09,7.162927584403178e-09
1993,4.4313659408601325e-09,3.323524566667402e-09
1994,5.274926717646622e-09,1.5824779264761446e-09
1995,3.795715741716776e-09,2.7112254663563817e-09
1996,3.736664311304594e-09,4.804283193493575e-09
1997,2.876936688878118e-09,3.3564262480467733e-09
1998,2.3840645013706308e-09,3.814503379828693e-09
1999,9.140402323914998e-10,4.570201106446348e-09
2000,3.5344251969604557e-09,4.859834756842929e-09
2001,3.066848330846028e-09,8.324302136486494e-09
2002,5.257465574004527e-09,6.571832411594869e-09
2003,2.083461403401543e-09,3.7502307925763034e-09
2004,3.9643119897903034e-09,5.285749615779878e-09
2005,3.602999676388663e-09,2.702249757291497e-09
2006,2.0589450144825605e-09,5.7650457740976435e-09
2007,5.592271090648637e-09,3.595031605740928e-09
2008,5.108927503272298e-09,9.366367237362283e-09
2009,1.430457752249481e-09,4.291373478793048e-09
2010,5.196172381261022e-09,6.140930874920514e-09
2011,2.6767803529281764e-09,4.206369030868018e-09
2012,2.7234021704458655e-09,3.4042526575461807e-09
2013,4.741512515948898e-09,5.29933741333366e-09
2014,1.9489005964601347e-09,4.7639794331644225e-09
2015,3.768178213903184e-09,5.984753581600444e-09
2016,3.72841224560716e-09,4.142679976837371e-09
2017,4.024978128569501e-09,4.024978128569501e-09
2018,1.5488800242380307e-09,7.486253394972664e-09
2019,2.806086474294034e-09,7.1427654901867754e-09
