year,auront_VERB emporté_VERB,auront_VERB remporté_VERB
1856,5.177189343896771e-09,6.73034605824796e-09
1857,6.8341128311999455e-09,2.7336451324799782e-08
1858,7.829881631948865e-09,1.6149130033227266e-08
1859,2.036869339860914e-09,3.5645213447565993e-09
1860,1.373155145145688e-09,1.1442959468865865e-08
1861,7.073945429425521e-09,3.065376574795664e-08
1862,7.680577063240435e-09,2.0330938710344526e-08
1863,1.39849385405455e-08,2.8469338886338846e-08
1864,6.233146443435089e-09,2.7809422320501653e-08
1865,1.553258677233771e-08,2.023943146411966e-08
1866,2.4814625021463144e-08,1.751620715140234e-08
1867,1.552899675516528e-08,3.299911810472622e-08
1868,4.44588676984381e-09,2.766329387782207e-08
1869,1.2208797528501236e-08,2.3440891894210836e-08
1870,6.880858549607183e-09,2.408300403544672e-08
1871,4.248470908407853e-09,2.7615060460561835e-08
1872,7.861540751719076e-09,2.660829245826335e-08
1873,1.3169209722718733e-08,2.2746817762708815e-08
1874,1.1949218503559678e-08,2.9275584623178474e-08
1875,7.437985338754061e-09,1.3159512590732447e-08
1876,0.0,7.255217759905008e-09
1877,1.8554447978047506e-09,2.8450154232473324e-08
1878,1.0266450800600069e-08,1.872117572077059e-08
1879,1.3440515367335593e-08,1.649517855639715e-08
1880,1.8611753915820373e-08,2.4387816210946767e-08
1881,7.669758161910067e-09,2.649552932609822e-08
1882,1.0648616211028639e-08,3.4608003574021495e-08
1883,6.951272890631799e-09,1.7062214752172622e-08
1884,7.922036360241691e-09,2.772712726084592e-08
1885,9.66845359329227e-09,1.4824961702686323e-08
1886,3.2267319927115068e-09,2.0005737511041843e-08
1887,5.876032105334161e-09,1.828098916689669e-08
1888,9.510921827882157e-09,2.4728397107764977e-08
1889,1.1903759755682586e-08,4.1349903057152915e-08
1890,7.865263995654459e-09,4.3258950199742685e-08
1891,7.649063604731055e-09,2.1672347472190268e-08
1892,8.775916882086676e-09,2.005923960268774e-08
1893,9.23762488724833e-09,1.2932674486876294e-08
1894,9.452309157609307e-09,9.452309157609307e-09
1895,1.625025980445116e-08,4.814891596538473e-09
1896,1.8870492723976895e-08,2.240870955461105e-08
1897,5.826713556089658e-10,1.1070755867592652e-08
1898,1.0185038590293516e-08,9.05336783318944e-09
1899,6.080336234504102e-09,7.738609753005221e-09
1900,1.6092265298084385e-08,1.245852754294674e-08
1901,6.147612641171918e-09,7.824234593556412e-09
1902,2.9461704187383475e-09,9.820567470342212e-09
1903,3.7801539676252105e-09,7.020286574288548e-09
1904,9.674325340824907e-09,1.289910045443321e-08
1905,1.0837593933388234e-08,1.5482276793932215e-08
1906,5.658602919567102e-09,2.5206503551089554e-08
1907,1.028568674676933e-09,2.3657079850636364e-08
1908,1.4734167219643268e-09,4.4202499438483756e-09
1909,6.0510818578052294e-09,5.5009836685826485e-09
1910,1.1222716089775986e-08,7.481810726517324e-09
1911,6.384448969498635e-09,3.7242617878519013e-09
1912,8.335073964360618e-09,4.688478938419394e-09
1913,1.060597942803554e-09,1.2727175757731857e-08
1914,5.357394972094198e-09,6.696743604095445e-09
1915,8.246533234057551e-09,2.591767689352764e-08
1916,7.69122365795738e-09,5.493730803607377e-09
1917,1.315970976634162e-08,2.0836205649743533e-08
1918,4.594550517822427e-09,9.189101035644853e-09
1919,6.4454939163738345e-09,2.1178051312631396e-08
1920,7.572231730534895e-09,6.815008557481406e-09
1921,1.2116395886607734e-08,4.543648568500203e-09
1922,2.2133805899215986e-09,6.640141769764796e-09
1923,1.3800733000834953e-08,5.307974060286824e-09
1924,2.578324886925998e-09,6.445812328337297e-09
1925,4.399271169575059e-09,1.0998177923937646e-09
1926,4.458455382660986e-09,3.343841648018042e-09
1927,3.3447675740205796e-09,3.3447675740205796e-09
1928,1.1426041224282812e-09,4.570416489713125e-09
1929,6.684243825105796e-09,6.684243825105796e-09
1930,6.302162347537887e-09,3.1510811737689437e-09
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,7.6716757391182e-09,9.863582839386709e-09
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,4.787313656606784e-09
1936,1.2124714565686645e-09,7.274828739411987e-09
1937,5.0364472592434595e-09,6.295559185076627e-09
1938,1.2965214457594243e-09,0.0
1939,3.058810094103137e-09,9.176430282309411e-09
1940,5.0715658339584024e-09,2.028626333583361e-08
1941,8.854508237732261e-09,2.9515025090631752e-08
1942,0.0,6.068423541449874e-09
1943,1.1612940831184915e-08,4.3548528338988035e-08
1944,3.2131861615880553e-09,2.8918675454292497e-08
1945,2.178504043826024e-09,3.267756198965799e-08
1946,8.352662561605939e-09,1.2528993842408909e-08
1947,1.1920871401116528e-08,7.152522574216391e-09
1948,1.3046265401328583e-08,4.348755133776194e-09
1949,9.817008317369869e-10,5.890204768377316e-09
1950,4.2541445921528975e-09,7.444753258312176e-09
1951,1.4925962688039363e-08,0.0
1952,7.381362632230548e-09,6.326882129314981e-09
1953,8.619061908632375e-09,1.0773827385790469e-09
1954,5.863521668203475e-09,7.818028890937967e-09
1955,8.447047505910632e-09,1.8771215692936494e-09
1956,3.488456634670456e-09,1.744228317335228e-09
1957,3.534015080575159e-09,7.068030161150318e-09
1958,8.272243334772611e-09,6.617794756635931e-09
1959,1.1626121398933265e-08,1.007597205671118e-08
1960,4.844583401109048e-09,6.920833239831836e-09
1961,6.25334317660986e-09,6.25334317660986e-09
1962,1.2683912808952869e-09,3.805173953708163e-09
1963,1.2932106496776896e-09,1.2932106496776896e-09
1964,7.909158661334459e-09,9.125952438182594e-09
1965,4.377634699181954e-09,4.377634699181954e-09
1966,2.215629901769489e-09,4.431259803538978e-09
1967,1.5777073869571723e-08,5.916402479044791e-09
1968,4.491415683816058e-09,6.287982134978165e-09
1969,1.0446043141598693e-08,1.1354394757745467e-08
1970,4.598724956395017e-09,3.219107425067591e-09
1971,9.24911525146399e-09,4.1107179882260425e-09
1972,3.5911027485013847e-09,7.182205497002769e-09
1973,3.859242703185828e-09,1.1577728109557484e-08
1974,4.500457340128605e-09,1.6876715580593782e-09
1975,2.8557400888473694e-09,1.1994108817248161e-08
1976,3.4281160132820787e-09,1.142705374768127e-09
1977,4.7014254711541525e-09,1.7630346071939584e-09
1978,2.3762365408686037e-09,2.970295565063452e-09
1979,8.777959692451986e-09,7.022368020415115e-09
1980,6.253665585376211e-09,5.6851505725319385e-09
1981,2.5302198114474095e-09,1.0753434587229549e-08
1982,3.7245013739806154e-09,6.2075020679230875e-09
1983,7.57837881337764e-09,6.315316047889041e-10
1984,4.059305780401701e-09,7.538710988796993e-09
1985,4.210890747202711e-09,2.4062232206745193e-09
1986,5.994485352545098e-09,4.196139880008332e-09
1987,5.49973533381376e-09,6.721898593298192e-09
1988,5.99655392008458e-09,5.99655392008458e-09
1989,6.585746614717891e-09,5.488121956886971e-09
1990,4.358920779878872e-09,5.448650863826288e-09
1991,5.8614650910726596e-09,3.5168792322792797e-09
1992,3.30596661157756e-09,6.060938417817852e-09
1993,7.754890063438324e-09,1.661762283333701e-09
1994,2.1099706426497278e-09,1.5824779264761446e-09
1995,7.591431483433553e-09,8.133675954979935e-09
1996,6.939520069693117e-09,1.067618438099771e-09
1997,7.671831170341648e-09,1.6302641014931396e-08
1998,7.629006759657386e-09,4.291316191284977e-09
1999,3.1991407301035224e-09,2.285100553223174e-09
2000,4.418031274155965e-09,5.743440834038438e-09
2001,1.7524847129024579e-09,5.257454027685071e-09
2002,3.066854992184176e-09,2.6287327870022636e-09
2003,4.166922806803086e-09,3.7502307925763034e-09
2004,6.166707589017051e-09,1.189293641346012e-08
2005,5.404499514582994e-09,5.404499514582994e-09
2006,6.58862386870851e-09,9.882935358973555e-09
2007,2.3966877371606188e-09,3.595031605740928e-09
2008,5.960415716543821e-09,2.9802078582719105e-09
2009,9.53638501499654e-10,4.76819250749827e-09
2010,2.8342759250676863e-09,1.4171379625338432e-09
2011,1.911985902935953e-09,4.206369030868018e-09
2012,6.808505315092361e-09,3.744677901096338e-09
2013,3.6258624991347688e-09,3.3469500504423877e-09
2014,4.547434873103384e-09,3.031623174720721e-09
2015,3.546520632724537e-09,2.881548111233201e-09
2016,6.628288140575478e-09,4.764082017771898e-09
2017,2.5156112748447867e-09,2.0124890642847504e-09
2018,7.228107001822082e-09,3.0977600484760615e-09
2019,5.101975730781305e-09,4.08158040698936e-09
