year,fallut_VERB entrer_VERB,fallut_VERB rentrer_VERB
1935,8.377798899061872e-09,2.0346082152400413e-08
1936,6.0623572828433225e-09,1.576212937948185e-08
1937,3.777335333410292e-09,1.888667711114067e-08
1938,1.0372171566075394e-08,1.9447821131279852e-08
1939,6.117620188206274e-09,1.8352860564618823e-08
1940,1.0143131667916805e-08,7.607348528892999e-09
1941,2.6563522936839945e-08,2.066051862925633e-08
1942,6.068423541449874e-09,1.517105907566929e-08
1943,1.7419411690866582e-08,2.9032351633873077e-08
1944,3.2131861615880553e-09,2.8918675454292497e-08
1945,8.714016175304096e-09,1.9606536838523425e-08
1946,5.568441707737293e-09,1.1136883415474585e-08
1947,1.3112957830685446e-08,1.4305045148432782e-08
1948,4.348755133776194e-09,3.152847583010043e-08
1949,1.2762110479513922e-08,1.668891336237266e-08
1950,1.1698897850465073e-08,1.1698897850465073e-08
1951,1.4925962688039363e-08,2.4521224162299404e-08
1952,9.490323193972472e-09,1.2653764258629963e-08
1953,8.619061908632375e-09,1.6160740301529586e-08
1954,2.14995790059902e-08,1.8567819282111486e-08
1955,9.385607846468247e-09,2.440258128899586e-08
1956,1.0465369904011368e-08,1.744228228517386e-08
1957,7.068030161150318e-09,1.236905244894615e-08
1958,7.445019267748876e-09,1.7371711180658167e-08
1959,6.200598257066758e-09,2.015194411342236e-08
1960,1.314958364417862e-08,1.314958364417862e-08
1961,1.250668635321972e-08,1.389631876236308e-08
1962,1.0781326054143392e-08,1.7123282347597524e-08
1963,9.052474325699222e-09,7.759263453976928e-09
1964,1.1559539991878864e-08,1.0951143103454797e-08
1965,7.660860390501512e-09,7.660860390501512e-09
1966,1.4401594583546284e-08,1.163205709531212e-08
1967,7.395503320850594e-09,1.5284040699725665e-08
1968,9.88111459321317e-09,1.257596426995633e-08
1969,8.629339909305145e-09,9.991866889436096e-09
1970,9.657322941336588e-09,9.197449912790034e-09
1971,1.1304474689666222e-08,8.735275613958038e-09
1972,4.6171320100540925e-09,1.3851396474251487e-08
1973,3.859242703185828e-09,9.923766697284009e-09
1974,3.3753431161187564e-09,1.012602890426706e-08
1975,5.140332159925265e-09,7.996072248772634e-09
1976,3.9994687561772935e-09,9.712995741040231e-09
1977,7.639816779203557e-09,8.815172591880582e-09
1978,5.940591130126904e-09,1.544553818177974e-08
1979,8.777959692451986e-09,8.192762912528906e-09
1980,9.096241093686785e-09,7.95921106799824e-09
1981,9.488323904349727e-09,1.0753434587229549e-08
1982,6.828252629986764e-09,9.311253101884631e-09
1983,5.68378455412244e-09,8.841442245000053e-09
1984,2.3196033982486597e-09,1.0438215625185876e-08
1985,3.0077789148208467e-09,1.2632671797518924e-08
1986,4.7955883708539204e-09,1.2588419195935785e-08
1987,4.277571630240118e-09,1.3443797186596385e-08
1988,5.99655392008458e-09,1.139345240375178e-08
1989,1.0976244357863152e-09,9.878619700032232e-09
1990,9.80757164370516e-09,1.3621627381610324e-08
1991,4.68917216167597e-09,9.37834432335194e-09
1992,7.162927584403178e-09,1.4876849085965205e-08
1993,6.093128224193833e-09,9.970573700002205e-09
1994,6.857404422078162e-09,1.1077346151466827e-08
1995,2.7112254663563817e-09,9.21816667442954e-09
1996,6.4057106285986265e-09,1.1209993822092201e-08
1997,4.315404922294874e-09,6.7128524960935465e-09
1998,6.675381136744818e-09,9.536258005482523e-09
1999,4.570201106446348e-09,4.570201106446348e-09
2000,4.418031274155965e-09,7.510653432518666e-09
2001,4.8193329327261836e-09,1.5772362971233633e-08
2002,4.81934359086722e-09,1.1829298429688606e-08
2003,4.583615265119079e-09,2.0417921575699438e-08
2004,5.285749615779878e-09,8.369103632333008e-09
2005,6.305249655724765e-09,1.6663873836364473e-08
2006,5.7650457740976435e-09,9.882935358973555e-09
2007,1.0385647009059085e-08,1.3980677948666198e-08
2008,5.5346713878634546e-09,9.79211112195344e-09
2009,3.814554005998616e-09,1.43045770784056e-08
2010,1.4643758206034363e-08,1.2281861749841028e-08
2011,7.647943611743813e-09,1.2236710311697152e-08
2012,1.2936160587173617e-08,1.4297861561374248e-08
2013,1.310888730898796e-08,1.8687137171014e-08
2014,1.7323561252169384e-08,3.5080212512639264e-08
2015,1.7510945582444037e-08,2.327404224899965e-08
2016,1.491364898242864e-08,2.3613276667333594e-08
2017,5.282783988036499e-09,1.5596789637584152e-08
2018,1.5488799576246493e-08,1.9360999914397325e-08
2019,1.0969247732361964e-08,3.188734609693711e-08
