year,avait_VERB envoyé_VERB,avait_VERB renvoyé_VERB
1962,2.17529100154934e-06,2.0801617495180835e-07
1963,2.1648345409630565e-06,1.4807261550231487e-07
1964,2.1525079318962526e-06,1.642671492163572e-07
1965,2.2391600396076683e-06,1.4063151354548609e-07
1966,2.1691016627300996e-06,1.9608324919317965e-07
1967,2.1446960545290494e-06,1.6664533575294627e-07
1968,2.3256550321093528e-06,1.8908860965893837e-07
1969,2.2477158836409217e-06,1.948414052321823e-07
1970,2.054250444416539e-06,1.3428277156890545e-07
1971,1.913025471367291e-06,1.330844980884649e-07
1972,1.8786597593134502e-06,1.220974894522442e-07
1973,1.8981960465680459e-06,1.5271574227426754e-07
1974,1.7444897366658552e-06,1.2713792330032447e-07
1975,1.912203515530564e-06,1.5935029296088032e-07
1976,1.748339172991109e-06,1.2226946921600756e-07
1977,1.6402098026446765e-06,1.1812331734972759e-07
1978,1.850494186328433e-06,1.4435636330745183e-07
1979,1.7356952639602241e-06,1.2406184168867185e-07
1980,1.6043495634221472e-06,1.2734737708797184e-07
1981,1.5478619843634078e-06,1.1322733683982733e-07
1982,1.5680150227126433e-06,1.3035754875545535e-07
1983,1.5807236195541918e-06,1.2125406101404224e-07
1984,1.4926647509128088e-06,1.2757818979025615e-07
1985,1.599536858520878e-06,1.1730337945436986e-07
1986,1.649082946642011e-06,1.372737159499593e-07
1987,1.601034000486834e-06,1.5093718275238643e-07
1988,1.6256657318081125e-06,1.960873134976282e-07
1989,1.7188798437928199e-06,1.4378879598098138e-07
1990,1.5779293107698322e-06,1.4602385078887892e-07
1991,1.7543364947414375e-06,1.283660822082311e-07
1992,1.6314944559780997e-06,1.212187754617844e-07
1993,1.670625010774529e-06,1.4900467704137554e-07
1994,1.5191789088930818e-06,1.28180715819326e-07
1995,1.583897869750217e-06,1.1332922156270797e-07
1996,1.461569695493381e-06,1.0996470223290089e-07
1997,1.5664920738345245e-06,1.3425704992187093e-07
1998,1.5629927929694531e-06,1.4256706037940603e-07
1999,1.5333024521169136e-06,1.2293841678001627e-07
2000,1.4716463283548364e-06,1.1442701719488468e-07
2001,1.6876427935130778e-06,1.0646344605902414e-07
2002,1.7086763364204671e-06,1.3888471528389346e-07
2003,1.8142782209906727e-06,1.4667568848381052e-07
2004,1.7663212474872125e-06,1.4359619626702624e-07
2005,1.6871046000233036e-06,1.0673886663425947e-07
2006,1.6660982282701298e-06,1.1777164843351784e-07
2007,1.9604906356107676e-06,1.4939352865894762e-07
2008,1.9741746655199677e-06,1.519905907798602e-07
2009,2.1895539248362184e-06,1.978799843982415e-07
2010,2.2844262730359333e-06,2.2390779008674144e-07
2011,2.441223614368937e-06,2.4894058014979237e-07
2012,3.0485082334053004e-06,2.96510421549101e-07
2013,3.41333111464337e-06,3.171235221088864e-07
2014,3.759212859222316e-06,3.356440174684394e-07
2015,3.6354053918330465e-06,3.420175858082075e-07
2016,3.844407274300465e-06,3.3514282904434367e-07
2017,3.4411048090987606e-06,2.83006272638886e-07
2018,3.618958089646185e-06,3.203600158485642e-07
2019,3.6581163840310182e-06,3.3086311646002287e-07
