year,peuvent_VERB enseigner_VERB,peuvent_VERB renseigner_VERB
1851,2.8377531435808123e-08,1.9348316282474798e-09
1852,2.929745512858517e-08,0.0
1853,4.896984151514516e-08,0.0
1854,6.130883889454708e-08,4.1565315633818045e-09
1855,3.767925349507095e-08,5.306937111981824e-10
1856,2.2261913201759853e-08,0.0
1857,3.417056504417815e-08,3.4170564155999728e-09
1858,3.52344677878591e-08,2.4468380654951716e-09
1859,3.411756210880412e-08,7.638259802433822e-09
1860,2.8836257826014844e-08,3.204028820036342e-09
1861,6.083593007133459e-08,1.4147891747029462e-09
1862,1.9879140111811466e-08,0.0
1863,2.8469338886338846e-08,4.994620828036034e-10
1864,2.7809422320501653e-08,6.233146443435089e-09
1865,4.23615986733239e-08,1.3649848362717876e-08
1866,1.9949013108089275e-08,7.298419202328432e-09
1867,4.367530337390235e-08,1.261730986357179e-08
1868,2.766329387782207e-08,4.44588676984381e-09
1869,4.3463320054115684e-08,7.813630631403612e-09
1870,3.325748210158963e-08,3.4404292748035914e-09
1871,2.973929724703339e-08,4.248470908407853e-09
1872,5.382132073350476e-08,1.0280476914203973e-08
1873,3.71132280463371e-08,2.334541804316359e-08
1874,2.2106053876314036e-08,1.5533982988813477e-08
1875,2.2886109007913547e-08,2.1169650921137873e-08
1876,3.083467703390852e-08,1.4510435519810017e-08
1877,2.783167118991514e-08,9.27722432209066e-09
1878,3.2611080058586595e-08,8.4547240319921e-09
1879,5.9260454321474754e-08,7.331190321480108e-09
1880,5.0700986520269e-08,1.7328185109022343e-08
1881,4.322954794133693e-08,7.669758161910067e-09
1882,4.6587697255517924e-08,5.324308105514319e-09
1883,2.338155447034751e-08,2.7173157945981075e-08
1884,3.9610181801208455e-08,2.970763546272792e-08
1885,3.7384687345820566e-08,1.6114089618213256e-08
1886,5.162771188338411e-08,9.680196200179125e-09
1887,5.223139609711325e-08,6.528924512139156e-09
1888,2.8532765483646472e-08,2.6630582183884144e-08
1889,2.318100555953606e-08,1.8795409673089125e-08
1890,3.998175657216052e-08,2.0318598359381213e-08
1891,2.995883363610119e-08,1.9760081571007504e-08
1892,3.19694137829174e-08,1.1283322720601063e-08
1893,2.155445777418663e-08,2.586534897375259e-08
1894,2.6466464575491955e-08,2.2055386850183822e-08
1895,4.092657945875544e-08,3.972285611553161e-08
1896,3.066455178668548e-08,2.240870955461105e-08
1897,2.0393496669157685e-08,2.0393496669157685e-08
1898,2.8291774256672397e-08,2.0370077180587032e-08
1899,2.5426860617017155e-08,3.537650172802387e-08
1900,2.4397950326715545e-08,4.671947806400567e-08
1901,2.9620316865930363e-08,4.135666742399735e-08
1902,4.7629754362787935e-08,2.7988617645746672e-08
1903,5.238213773850475e-08,4.104167317109386e-08
1904,3.9772224624812225e-08,2.956043942958786e-08
1905,3.6641388589941926e-08,3.302885787093146e-08
1906,3.446603713541663e-08,4.629766081620801e-08
1907,4.165703160197154e-08,3.034277540336916e-08
1908,3.3397444809679655e-08,3.388858615949175e-08
1909,3.960708028216686e-08,3.080550925460557e-08
1910,3.90122991689168e-08,4.435645095668406e-08
1911,3.351835786702395e-08,4.203095471666529e-08
1912,3.1777467768279166e-08,4.167537070998151e-08
1913,3.6590627416899224e-08,5.939348568517744e-08
1914,3.281404303834279e-08,4.620753202289052e-08
1915,4.123266705846618e-08,4.358881966481931e-08
1916,2.8567400889301098e-08,2.6369908923129515e-08
1917,2.7416060532914344e-08,2.9609346086090227e-08
1918,2.067547733020092e-08,1.4932290071101306e-08
1919,2.762354434082681e-08,2.5781975665495338e-08
1920,3.7861159540852896e-08,2.8017257847068322e-08
1921,3.1048266180278006e-08,2.2718241510233383e-08
1922,1.9920426197472807e-08,3.6151885041135756e-08
1923,3.503262746562541e-08,4.777176698667063e-08
1924,2.5783249313349188e-08,3.0939897754933554e-08
1925,2.74954441437103e-08,4.3992713472107425e-08
1926,1.7833821530643945e-08,4.56991671171636e-08
1927,1.5608915049369898e-08,4.5711821883287485e-08
1928,3.7705934374798744e-08,3.427812345080383e-08
1929,3.119313873867213e-08,2.2280811862174232e-08
1930,2.6259009189288918e-08,3.046045193855207e-08
1931,2.8513390759599133e-08,2.5091784650044247e-08
1932,2.082311922890767e-08,3.507051715700982e-08
1933,3.785318369864399e-08,2.7529589274877253e-08
1934,3.1152108448395666e-08,4.193552882725271e-08
1935,1.795242710045386e-08,3.7101681726881e-08
1936,1.33371855781661e-08,4.364897421282876e-08
1937,4.280980192561401e-08,3.273690651894867e-08
1938,4.148868626430158e-08,5.575042294481136e-08
1939,3.058810094103137e-08,1.6823456405745674e-08
1940,1.7750480196809804e-08,3.0429394115571995e-08
1941,2.3612020783048138e-08,4.427253941230447e-08
1942,2.730790527039062e-08,2.730790527039062e-08
1943,1.7419411690866582e-08,5.2258233296242906e-08
1944,2.5705489292704442e-08,2.8918675454292497e-08
1945,2.6142048525912287e-08,2.3963544037997053e-08
1946,2.0881657292193267e-08,3.062643116891195e-08
1947,2.26496545963073e-08,2.622591566137089e-08
1948,1.522064252412747e-08,3.587722829934137e-08
1949,2.4542520904446974e-08,3.5341230386620737e-08
1950,2.8715476219076663e-08,4.785912821603233e-08
1951,3.0918066329377325e-08,2.8785784422780125e-08
1952,4.323369751091377e-08,3.268889159357968e-08
1953,3.98631598841348e-08,3.124409886368085e-08
1954,2.443134050622575e-08,4.69081733456278e-08
1955,2.0648336374051723e-08,4.5050917663047585e-08
1956,2.1802854632824165e-08,4.7094165012140365e-08
1957,2.6505112771246786e-08,2.738861759610245e-08
1958,2.9780077070995503e-08,2.5643954515430778e-08
1959,3.8753739772801055e-08,3.797866554577922e-08
1960,1.9378333604436193e-08,2.9759583242139342e-08
1961,4.099414141478519e-08,3.821487482014163e-08
1962,2.219684702708946e-08,3.805173776072479e-08
1963,2.392439668597035e-08,3.879631904624148e-08
1964,2.8594651979574337e-08,3.832900219435942e-08
1965,2.8454625322638094e-08,2.3529786119524942e-08
1966,3.7665706997813686e-08,1.8832853498906843e-08
1967,3.007504645324843e-08,2.662381248796919e-08
1968,3.5482184301827147e-08,2.380450325745187e-08
1969,2.815889921237158e-08,2.2708789515490935e-08
1970,3.081145649730388e-08,1.8854771965948203e-08
1971,2.723350611688602e-08,1.6956711590410123e-08
1972,1.7955514408640738e-08,1.898154344814884e-08
1973,3.528450420731133e-08,2.3706776985932265e-08
1974,2.025205780853412e-08,2.2502286256553816e-08
1975,2.6843956391076063e-08,2.798625331479343e-08
1976,2.2282755196556536e-08,2.171140245366132e-08
1977,2.8208553715103335e-08,1.704266772151186e-08
1978,1.7227714366185864e-08,1.544553818177974e-08
1979,2.3407892513205297e-08,2.3993090181306798e-08
1980,2.0466542238750662e-08,1.819248218737357e-08
1981,3.0362638625547334e-08,1.8344094243616382e-08
1982,2.2347007799794483e-08,2.1726258125909226e-08
1983,2.273513821648976e-08,2.9050454486423405e-08
1984,2.4935737030773453e-08,2.0296528902008504e-08
1985,6.617113967877231e-09,2.4062231318566774e-08
1986,2.1580147446798037e-08,1.978180286243969e-08
1987,1.2832715334809564e-08,2.261002229886344e-08
1988,2.278690480750356e-08,2.818380373525997e-08
1989,2.5245361356951435e-08,1.8110803523541108e-08
1990,2.5063794595325817e-08,1.1442167213715493e-08
1991,3.985796226402272e-08,1.582595565707834e-08
1992,1.983579878128694e-08,2.589673719910479e-08
1993,2.2156829260211452e-08,2.3818591543545153e-08
1994,1.476979427650349e-08,1.0549853435293244e-08
1995,3.253470381991974e-08,9.21816667442954e-09
1996,1.868332333287981e-08,1.7615704450690828e-08
1997,2.3015493511024943e-08,2.6851409984374186e-08
1998,3.242328006081152e-08,2.7178336026167926e-08
1999,2.2851006420410158e-08,2.376504681933511e-08
2000,2.1206551181762734e-08,2.6949992459890382e-08
2001,2.0591695459870607e-08,1.4896119893137438e-08
2002,1.9715496790695397e-08,2.3658596859377212e-08
2003,3.2918691772465536e-08,2.541822929913451e-08
2004,2.99525808600265e-08,1.6297727611913615e-08
2005,3.2877373712381086e-08,2.7022498017004182e-08
2006,4.323784352777693e-08,2.0177660431386357e-08
2007,2.8760252845927425e-08,1.997239706952314e-08
2008,2.5970381400952647e-08,2.0435710013089192e-08
2009,2.86091541568112e-08,2.2887324035991696e-08
2010,2.645324137517946e-08,2.0784689525044087e-08
2011,3.4033352136475514e-08,1.9884653923440965e-08
2012,2.2808492872172792e-08,1.838296448397614e-08
2013,2.0081699858565116e-08,1.9523875849358774e-08
2014,2.403644216997236e-08,1.2343037703033133e-08
2015,2.105746688130239e-08,1.5072712855612735e-08
2016,1.8434926474242275e-08,1.6984987638579696e-08
2017,2.9181091321106578e-08,1.635147306444651e-08
2018,2.4265787601507327e-08,1.3939920329164579e-08
2019,2.015280387013263e-08,1.7346716063570966e-08
