year,devait_VERB apporter_VERB,devait_VERB rapporter_VERB
1842,1.885022413716797e-07,6.976596012009395e-08
1843,1.9965359854268172e-07,9.51012708583221e-08
1844,2.694883676213067e-07,1.2239492264143337e-07
1845,2.237671452576251e-07,1.171847898717715e-07
1846,2.0022395119667635e-07,1.0069742018004035e-07
1847,1.9577402099457686e-07,1.2781940483819199e-07
1848,1.9791245620126574e-07,1.3033259449457546e-07
1849,2.530583174120693e-07,7.876649732452279e-08
1850,2.2811026667568512e-07,7.739455298860776e-08
1851,2.573326014498889e-07,1.3027866430093127e-07
1852,1.7057628554084658e-07,1.3216407523941598e-07
1853,2.030456869306363e-07,1.2182741215838178e-07
1854,1.5067426772930048e-07,7.325886741682552e-08
1855,1.6822990289711015e-07,1.1144567935161831e-07
1856,1.8068389806558116e-07,1.3719551361646154e-07
1857,1.894025558613066e-07,6.297146626366157e-08
1858,1.414272361444091e-07,8.123502226453638e-08
1859,1.7720763878514845e-07,6.416138376152958e-08
1860,1.9681890250922152e-07,1.1442959646501549e-07
1861,2.3438339269432618e-07,1.1365472829538703e-07
1862,2.2544750777342415e-07,9.532951139590295e-08
1863,2.3025202722237736e-07,1.193714354030817e-07
1864,2.2583168401979492e-07,1.0979926656773387e-07
1865,2.1604415678666555e-07,9.225414743241345e-08
1866,2.1457353227560816e-07,1.2893873702068959e-07
1867,2.3196439258299506e-07,7.76449837758264e-08
1868,1.9660699024370842e-07,6.224241388963492e-08
1869,1.8166690551879583e-07,6.104399119521986e-08
1870,2.1445342213155527e-07,8.085008573743835e-08
1871,1.922433057188755e-07,7.753459385639871e-08
1872,1.7234917493169633e-07,1.3243672469798184e-07
1873,1.2391029713398893e-07,7.302925553176465e-08
1874,1.9536972217792936e-07,1.1769979835207778e-07
1875,1.9167116249718674e-07,9.783811094621342e-08
1876,1.868218504341712e-07,1.1064206972832835e-07
1877,1.8307055427158048e-07,1.1318213211097827e-07
1878,1.666788449483647e-07,6.522216011717319e-08
1879,1.5945339271183911e-07,7.575563643058558e-08
1880,1.8675932267342432e-07,9.241698251116759e-08
1881,1.7082643921639828e-07,8.367008774712303e-08
1882,1.8967847381645697e-07,7.653692790654532e-08
1883,1.6303894767588645e-07,1.086926317839243e-07
1884,1.7230429705250572e-07,4.5551708183211304e-08
1885,1.6694195892341668e-07,7.412481295432372e-08
1886,1.516563941095228e-07,8.712176224889845e-08
1887,1.573470882476613e-07,8.944626728180083e-08
1888,1.813415764218007e-07,9.574328174721813e-08
1889,1.917131839945796e-07,6.515742256851809e-08
1890,1.3043229785125732e-07,9.110597432027134e-08
1891,1.9186401800652675e-07,7.904032628403002e-08
1892,1.7677204766641808e-07,6.143142172732041e-08
1893,2.2047130698865658e-07,5.173069794750518e-08
1894,1.7077171321489004e-07,5.356308463433379e-08
1895,1.5828956634322822e-07,8.305688226073471e-08
1896,2.0698571745469962e-07,9.258335609274582e-08
1897,1.3226639339336543e-07,9.0314060230412e-08
1898,1.7823818154738547e-07,6.620275172508627e-08
1899,2.0396764455199445e-07,7.130576307190495e-08
1900,1.4638770551300695e-07,7.163653492625599e-08
1901,1.7101541516240104e-07,6.203499935963919e-08
1902,1.389610275737141e-07,6.874397229239548e-08
1903,1.58226455937438e-07,6.102249017203576e-08
1904,1.9778620696797589e-07,7.363236420587782e-08
1905,1.6514428580194362e-07,7.6895311451608e-08
1906,1.6409948955242726e-07,5.14418445618503e-08
1907,1.6251385659415973e-07,4.937129460813594e-08
1908,1.507796412170137e-07,8.496703429727859e-08
1909,1.9033403475532396e-07,6.546170538967999e-08
1910,1.416199921777661e-07,6.947395547740598e-08
1911,1.7025197962539096e-07,4.8947441655400326e-08
1912,1.7868315183022787e-07,7.918320221733666e-08
1913,1.6492298016146378e-07,7.954484715355647e-08
1914,1.8215142461031064e-07,9.040603998755614e-08
1915,1.9909487036784412e-07,9.188994454234489e-08
1916,2.2304547542262299e-07,5.8233549538044826e-08
1917,1.9520236094194843e-07,4.496234140560773e-08
1918,1.9756566871365067e-07,4.824278221349232e-08
1919,1.8784010080707958e-07,9.023691660559052e-08
1920,2.1353693568926246e-07,7.950843183834877e-08
1921,2.2112422470854654e-07,5.2251955651172466e-08
1922,2.316671725566266e-07,7.599273743608137e-08
1923,2.2505810193251818e-07,8.917396598917549e-08
1924,1.8821771163857193e-07,5.543398629015428e-08
1925,1.9576756926653616e-07,9.678396395429445e-08
1926,2.3406890647947876e-07,7.022067194384363e-08
1927,2.3747848842958774e-07,6.13207333799437e-08
1928,2.342338518701581e-07,8.798051709391075e-08
1929,1.6376397127260134e-07,7.798284684668033e-08
1930,2.3318000330618815e-07,5.146765857944047e-08
1931,2.132801739662682e-07,5.7026781519198266e-08
1932,2.443976541144366e-07,9.425201596968691e-08
1933,2.018836511297195e-07,5.964744076436546e-08
1934,2.588021175142785e-07,1.0184343324226575e-07
1935,2.1782277315196552e-07,7.540018742702159e-08
1936,2.4855665969880647e-07,7.517323297179246e-08
1937,2.291583456326407e-07,9.065605155456069e-08
1938,2.2818777267730184e-07,5.186085871855539e-08
1939,2.2329314219859953e-07,5.352917753498332e-08
1940,2.408993680091953e-07,4.057252667166722e-08
1941,1.6528414903405064e-07,6.198155233505531e-08
1942,2.1542903994031803e-07,1.061974117533282e-07
1943,2.8742027780026547e-07,8.129058670647282e-08
1944,2.5062851705115463e-07,3.534504600111177e-08
1945,2.701345067634975e-07,6.099811145077183e-08
1946,2.547562019117322e-07,7.9350293447078e-08
1947,3.802757930770895e-07,9.894323227399582e-08
1948,2.1743775846516655e-07,6.52313261184645e-08
1949,2.650592136888008e-07,4.22131343214005e-08
1950,2.4886745109142794e-07,5.317680873417885e-08
1951,2.1642645720021392e-07,7.569595084078173e-08
1952,2.383125661253871e-07,7.065018792218325e-08
1953,2.596492265638517e-07,6.787511352968068e-08
1954,2.1401854155556066e-07,5.2771696346098906e-08
1955,2.2337746941047953e-07,7.977766358635563e-08
1956,2.3285447525722702e-07,3.8373023869553435e-08
1957,2.6328413582632493e-07,5.6544241289202546e-08
1958,2.08460534167898e-07,6.369627669755573e-08
1959,2.1857108833955863e-07,6.433120347537624e-08
1960,2.636837450609164e-07,5.605874875413974e-08
1961,2.563870680205582e-07,5.280601200752244e-08
1962,2.1118714244039438e-07,6.151697817813329e-08
1963,2.263118688006216e-07,8.405869067473759e-08
1964,2.0198774564050836e-07,7.48328119470898e-08
1965,2.1559850438279682e-07,5.581484074923537e-08
1966,2.0273013490168523e-07,5.760637833418514e-08
1967,2.2975363833666052e-07,5.1768523690043367e-08
1968,2.1154568230485893e-07,6.826952159144639e-08
1969,2.2617953732151364e-07,5.495526878007695e-08
1970,2.0970186653812561e-07,7.03604925433865e-08
1971,1.983421498152893e-07,5.7550053611521435e-08
1972,2.09822999863718e-07,5.130146973897354e-08
1973,2.1336099109703355e-07,6.836372534735347e-08
1974,1.7776805805169715e-07,6.919453454656832e-08
1975,1.7876932645322086e-07,5.197447094928975e-08
1976,2.1711402098389954e-07,7.370449850441219e-08
1977,1.9510915194587142e-07,4.9364967225074e-08
1978,1.9188109945389442e-07,6.356432891152508e-08
1979,1.977966945787557e-07,6.671249508372057e-08
1980,1.6941748981480487e-07,4.946081233470068e-08
1981,1.6572940353398735e-07,4.8706731092806876e-08
1982,1.8560432124559156e-07,5.27637702418815e-08
1983,1.5283065124549466e-07,5.683784465304598e-08
1984,1.6295213356443128e-07,5.567048333432467e-08
1985,2.0212274876030278e-07,5.113224332831123e-08
1986,1.7144228081633628e-07,4.855533219938479e-08
1987,1.6499205912623438e-07,4.766437200487417e-08
1988,2.044824896074715e-07,6.776105720973646e-08
1989,1.7287584341829643e-07,4.9941910162942804e-08
1990,1.678184560205409e-07,4.576866885486197e-08
1991,1.6177644113213319e-07,5.6856212182765375e-08
1992,1.559314171117876e-07,3.7467621893938485e-08
1993,1.6340662511993287e-07,4.985286850001103e-08
1994,1.4506048273688066e-07,5.3804249944278126e-08
1995,1.5996229763004521e-07,6.615390191200277e-08
1996,1.3505373885891458e-07,6.779377059729086e-08
1997,1.534366163014056e-07,5.993618401589629e-08
1998,1.3779893492937845e-07,4.72044803245808e-08
1999,1.6407021519171394e-07,4.981519197144735e-08
2000,1.6214175957429688e-07,4.683113274950301e-08
2001,1.5027556798941077e-07,4.731708713734406e-08
2002,1.401990914473572e-07,5.345090059449831e-08
2003,1.6834368921081477e-07,5.1669843514901004e-08
2004,1.687035080522037e-07,4.933366071213641e-08
2005,1.5582973844630033e-07,3.2426996199319547e-08
2006,1.3918467800522194e-07,4.529679031861633e-08
2007,1.3860844205737521e-07,3.355362920842708e-08
2008,1.439014596371635e-07,2.9802077250451475e-08
2009,1.4876761156301654e-07,4.100645512039591e-08
2010,1.3557286138166091e-07,4.6765549654992355e-08
2011,1.3613340854590206e-07,4.282848564685082e-08
2012,1.4127648739759024e-07,6.740420133155567e-08
2013,1.5953794729739457e-07,6.889138859378363e-08
2014,1.5158116184466053e-07,7.405822799455564e-08
2015,1.618100071709705e-07,5.984753670418286e-08
2016,1.539005722861475e-07,6.421154097324688e-08
2017,1.2955398176472954e-07,4.2765393004629004e-08
2018,1.4843433859823563e-07,6.169705102365697e-08
2019,1.2959017681168916e-07,5.816252013346457e-08
