year,ait_VERB appelé_VERB,ait_VERB rappelé_VERB
1903,8.100330717297766e-08,1.7280704867062013e-08
1904,8.1694302878077e-08,2.9022976022474722e-08
1905,6.605771574186292e-08,2.7868098939620722e-08
1906,7.459067319359747e-08,1.9033482345776065e-08
1907,5.091414934099703e-08,2.3657079850636364e-08
1908,7.661766687760974e-08,2.0627833663411366e-08
1909,8.69155414306988e-08,2.0353638774395222e-08
1910,8.978172871820789e-08,1.977335806202518e-08
1911,8.299783615939305e-08,3.8838731342139e-08
1912,5.83455168623459e-08,3.64659484830554e-08
1913,8.962052788774599e-08,3.3939134169713725e-08
1914,7.299450999198598e-08,2.8795998474606677e-08
1915,5.183535378705528e-08,2.4739600590351074e-08
1916,1.0438088793307543e-07,5.6036057571873243e-08
1917,6.579854527899442e-08,3.838248474608008e-08
1918,7.810736235569493e-08,5.743188324913717e-08
1919,4.235610262526279e-08,3.498982437122322e-08
1920,6.13350792377787e-08,2.0445025228355007e-08
1921,7.269837709600324e-08,2.499006690470651e-08
1922,7.746832153543437e-08,2.5084981203349344e-08
1923,7.643483002084395e-08,2.9724654737606215e-08
1924,5.414482373566898e-08,1.4180787211159895e-08
1925,7.808706214973427e-08,4.2892892793133797e-08
1926,6.576221522891501e-08,3.6782257240020044e-08
1927,7.469980545238286e-08,2.7873062080630007e-08
1928,7.426926629250374e-08,3.1992914983902665e-08
1929,4.0105462062456354e-08,2.1166771446701205e-08
1930,7.037414206934045e-08,2.4158287814657342e-08
1931,5.1324104077821175e-08,3.079446386777818e-08
1932,7.014103431401963e-08,2.4110979879310435e-08
1933,7.455930273181366e-08,3.785318369864399e-08
1934,5.990790441501304e-08,2.6359476379411717e-08
1935,7.540018742702159e-08,3.231436807027421e-08
1936,5.698615979099486e-08,2.66743711563322e-08
1937,6.799204044227736e-08,1.888667711114067e-08
1938,5.315737894306949e-08,4.148868626430158e-08
1939,5.047036566452334e-08,1.6823456405745674e-08
1940,8.875240098404902e-08,3.803674530900025e-08
1941,7.969057236323351e-08,2.3612020783048138e-08
1942,3.944475324146879e-08,2.730790527039062e-08
1943,6.967764676346633e-08,2.322588166236983e-08
1944,7.390327994016843e-08,2.2492303131116387e-08
1945,5.2284097051824574e-08,2.832055301382752e-08
1946,7.099762910911522e-08,2.9234318077442367e-08
1947,5.722018059373113e-08,2.26496545963073e-08
1948,4.566192757238241e-08,1.6307831529616124e-08
1949,5.988375306742455e-08,3.141442661558358e-08
1950,5.211327192000681e-08,6.168509969484148e-08
1951,5.437314953837813e-08,1.4925962688039363e-08
1952,5.799642011083961e-08,3.1634410646574906e-08
1953,4.417269394707546e-08,2.693456835345387e-08
1954,6.352148318455875e-08,3.224936762080688e-08
1955,5.7252208307545516e-08,1.220129064449793e-08
1956,6.889701609225085e-08,2.1802854632824165e-08
1957,5.3893728590992396e-08,2.738861759610245e-08
1958,5.7905705119765116e-08,3.391619785020339e-08
1959,4.340418868764573e-08,3.022791617013354e-08
1960,6.574791910907152e-08,3.944875004435744e-08
1961,5.141637871020066e-08,3.404598203360365e-08
1962,5.7711801559889864e-08,3.424656469519505e-08
1963,6.013429754148092e-08,2.7157422977097667e-08
1964,7.544120705915702e-08,2.6769461314302134e-08
1965,6.894774884358412e-08,3.009623839034248e-08
1966,6.646889971761993e-08,3.26805427164345e-08
1967,7.346199737412462e-08,2.6130779318123132e-08
1968,6.512552630510982e-08,3.368561962702188e-08
1969,4.360087402233148e-08,2.0892086283197386e-08
1970,6.392227902551895e-08,2.989171221656761e-08
1971,5.292549332125418e-08,2.980270608077262e-08
1972,4.771036543615992e-08,2.3598675014113724e-08
1973,5.513203760187935e-08,3.3079221140042137e-08
1974,4.894247496167736e-08,3.31908722728258e-08
1975,4.569184142155791e-08,1.599214449754527e-08
1976,4.285145038807059e-08,3.6566571992580066e-08
1977,4.58388988988645e-08,1.880570188461661e-08
1978,4.396037667220298e-08,2.8514838490423244e-08
1979,4.6230589134665934e-08,4.388979846225993e-08
1980,4.946081233470068e-08,2.38776323158163e-08
1981,5.4399727389409236e-08,3.28928564385933e-08
1982,5.462602103989411e-08,2.855450986771757e-08
1983,5.1785590926556324e-08,1.6419821946556112e-08
1984,6.262929019840158e-08,2.203623239438457e-08
1985,4.271046094572739e-08,2.3460676956688076e-08
1986,5.155257554179116e-08,3.5367463624425e-08
1987,4.1553555263362796e-08,2.5054349706010726e-08
1988,3.418035632307692e-08,2.818380373525997e-08
1989,4.170972900396919e-08,2.140367705294466e-08
1990,5.775569889010512e-08,2.2884334427430986e-08
1991,5.9200797153380336e-08,2.05151273746651e-08
1992,5.56504353710352e-08,2.4794749364787094e-08
1993,4.985286850001103e-08,3.157348160698348e-08
1994,5.063929364723663e-08,3.0594573985354145e-08
1995,4.609083248396928e-08,2.6027763055935793e-08
1996,4.3772356406179824e-08,2.028474987980644e-08
1997,3.7400177177460137e-08,2.6851409984374186e-08
1998,4.1005911555203056e-08,2.3363833534517653e-08
1999,4.341691095532951e-08,1.8737825513426287e-08
2000,4.5063920595111995e-08,1.6346715980830595e-08
2001,5.607951081287865e-08,1.796296800193886e-08
2002,3.986911423226047e-08,2.541108479192644e-08
2003,5.291992266620582e-08,9.167230530238157e-09
2004,3.523832958762796e-08,1.9381081628466745e-08
2005,6.215174153112457e-08,1.6213498099659773e-08
2006,5.1061835648624765e-08,2.5530917824312382e-08
2007,4.833320232933147e-08,1.7176262190332636e-08
2008,5.364373834026992e-08,2.0435710013089192e-08
2009,6.055604728771868e-08,1.668867355419934e-08
2010,5.90474122930118e-08,1.8895171649546683e-08
2011,6.080115610984649e-08,2.103184648660772e-08
2012,7.114888234127648e-08,1.3617010630184723e-08
2013,7.391181355842491e-08,1.6455837581474952e-08
2014,1.3035979407050036e-07,2.2520630693634303e-08
2015,7.935339851883327e-08,2.5933932334964993e-08
2016,8.886048874501284e-08,2.1541936234825698e-08
2017,8.5027664908921e-08,2.4149869659595424e-08
2018,8.028361264678097e-08,1.755397427416483e-08
2019,1.4157981809148623e-07,1.8877308605169674e-08
