year,veut_VERB enseigner_VERB,veut_VERB renseigner_VERB
1948,3.261566305923225e-08,4.348755133776194e-09
1949,2.3560819073509265e-08,2.945102384188658e-09
1950,4.2541444145172136e-08,2.1270722960764488e-09
1951,5.437314953837813e-08,0.0
1952,3.796129277588989e-08,0.0
1953,2.5857186614075545e-08,1.0773827385790469e-09
1954,4.788542540268281e-08,3.9090144454689835e-09
1955,2.1586897602787758e-08,1.8771215692936494e-09
1956,3.750090726839517e-08,7.849027205963921e-09
1957,3.3573144264664734e-08,7.068030161150318e-09
1958,3.8052320405768114e-08,0.0
1959,5.03798602835559e-08,8.525822714489095e-09
1960,4.6369581951921646e-08,3.460416619915918e-09
1961,4.099414141478519e-08,2.779263708063695e-09
1962,6.468795277214667e-08,3.170978146727066e-09
1963,7.823924619287936e-08,0.0
1964,6.935724172763003e-08,4.867174663303331e-09
1965,6.019247678068496e-08,3.830430195250756e-09
1966,5.649856404943421e-08,2.215629901769489e-09
1967,6.705256083705535e-08,3.451234853457663e-09
1968,5.030385707982532e-08,6.287982134978165e-09
1969,5.813449988067987e-08,1.3625273131978588e-09
1970,5.656431767420145e-08,2.2993624781975086e-09
1971,6.063309143655715e-08,1.541519245584766e-09
1972,5.591860130493842e-08,3.0780880067027283e-09
1973,4.190034985640523e-08,4.9618833486420044e-09
1974,4.5567130513290977e-08,4.500457340128605e-09
1975,3.8838066984681063e-08,1.1422960355389478e-09
1976,2.971033907783749e-08,4.570821499072508e-09
1977,4.58388988988645e-08,5.876781838942691e-10
1978,3.9207904478644195e-08,3.5643548113029055e-09
1979,5.14973663712226e-08,2.925986564150662e-09
1980,4.150160037852402e-08,4.548120546843393e-09
1981,4.427884547908434e-08,3.795329828193417e-09
1982,4.531476704983106e-08,1.2415004579935385e-09
1983,4.7996401519867504e-08,5.052252838311233e-09
1984,4.5232265932781957e-08,1.739702604197646e-09
1985,4.1507352221969995e-08,6.015558051686298e-10
1986,3.6566362382473017e-08,1.1988970927134801e-09
1987,3.238733015109574e-08,2.4443267410134695e-09
1988,3.8377944377998574e-08,2.398621523624911e-09
1989,3.5123981945162086e-08,4.939309850016116e-09
1990,4.794812724639996e-08,2.724325431913144e-09
1991,4.278869525364826e-08,2.344586080837985e-09
1992,5.1242480481050734e-08,1.65298330578878e-09
1993,4.708326173386013e-08,2.7696036575264316e-09
1994,4.5364370038214474e-08,1.0549853213248639e-09
1995,3.5788175978268555e-08,4.337960657352369e-09
1996,4.163711864180186e-08,0.0
1997,5.370281996874837e-08,0.0
1998,3.671459580800729e-08,2.3840645013706308e-09
1999,3.8846710737061585e-08,9.140402323914998e-10
2000,5.566719707417178e-08,4.4180314962005696e-10
2001,4.1183390919741214e-08,4.3812117822561447e-10
2002,4.4250338504525644e-08,4.38122149670761e-10
2003,6.292053456036228e-08,2.083461403401543e-09
2004,3.655976854588516e-08,8.809582507929292e-10
2005,4.77397463782836e-08,4.053374524914943e-09
2006,4.941468034758145e-08,1.2353669198716943e-09
2007,3.475197019042753e-08,2.3966877371606188e-09
2008,3.8316958494988285e-08,2.1287198670449925e-09
2009,4.052963475942306e-08,0.0
2010,3.023227534981743e-08,4.723793023408973e-10
2011,3.3650952246944144e-08,3.823971805871906e-09
2012,2.144679278615058e-08,6.808505426114664e-10
2013,2.5659950608769577e-08,5.578250084070646e-10
2014,3.053277808362509e-08,0.0
2015,4.012001397768472e-08,1.10828768384863e-09
2016,3.231290435223855e-08,2.0713400439298368e-10
2017,3.19482644783875e-08,1.0062445321423752e-09
2018,3.149389371515099e-08,5.162933414126769e-10
2019,3.188734609693711e-08,2.55098775436835e-10
