year,ont_VERB appelé_VERB,ont_VERB rappelé_VERB
1847,1.5111812672330416e-06,2.0817843449094653e-07
1848,1.6629472838758375e-06,2.1480741452251095e-07
1849,1.3876310731575359e-06,1.835091865132199e-07
1850,1.4372304804055602e-06,1.9144968632645032e-07
1851,1.3524472706194501e-06,1.9670788731218636e-07
1852,1.2799732758139726e-06,1.4648726676114165e-07
1853,1.5807703448444954e-06,1.7915795069711749e-07
1854,1.3529510169973946e-06,1.5794819319125963e-07
1855,1.4259740055422299e-06,1.931725108761384e-07
1856,1.2849783388446667e-06,2.4384561925216985e-07
1857,1.194993387798604e-06,2.1381009673859808e-07
1858,1.2028655191897997e-06,2.828544722888182e-07
1859,1.5582050991724827e-06,2.1081598333694274e-07
1860,1.3777323601971148e-06,2.311477942384954e-07
1861,1.3553679991673562e-06,2.2447987646501133e-07
1862,1.269554104510462e-06,2.2951370226564904e-07
1863,1.318080421697232e-06,1.9578914134399383e-07
1864,1.3943068779553869e-06,2.1192697374772251e-07
1865,1.3607486835098825e-06,2.1886826573336293e-07
1866,1.3190676781960065e-06,2.0338262629593373e-07
1867,1.2651279348574462e-06,1.76157058717763e-07
1868,1.4424432492887718e-06,2.1142660955320025e-07
1869,1.2404138942656573e-06,2.549197120060853e-07
1870,1.251742901331454e-06,1.9323744027133216e-07
1871,1.07486312117544e-06,2.3685225869485294e-07
1872,1.222771970788017e-06,2.4673144594089536e-07
1873,1.2510748774730018e-06,2.4662338660164096e-07
1874,1.2690069297605078e-06,2.24645305024751e-07
1875,1.1883612387464382e-06,1.9395976380565116e-07
1876,1.2164581448814715e-06,1.850080479925964e-07
1877,1.2889156550954795e-06,2.0904677455746423e-07
1878,1.3364502819968038e-06,2.0230946518040582e-07
1879,1.113119083129277e-06,2.1443732123316295e-07
1880,1.2001372624581563e-06,2.496542208518804e-07
1881,1.1783537274823175e-06,2.503130076547677e-07
1882,1.0934797955997055e-06,2.1962770802019804e-07
1883,1.160862552751496e-06,2.464542205871112e-07
1884,1.0727757171480334e-06,2.436026136365399e-07
1885,1.2150022712376085e-06,2.7651776690618135e-07
1886,1.1177399983353098e-06,2.3103400792479079e-07
1887,1.1170990319442353e-06,2.3895864842415904e-07
1888,1.1191184512426844e-06,2.447477243094909e-07
1889,1.1609298553594272e-06,2.468463833338319e-07
1890,1.0565670436335495e-06,2.7725053541871603e-07
1891,1.1543712616912671e-06,2.6707982669904595e-07
1892,9.070537316802074e-07,2.42591426058425e-07
1893,1.1565506383703905e-06,2.4756835159678303e-07
1894,1.0391238447482465e-06,2.7222648668612237e-07
1895,9.870527719613165e-07,2.8949534680577926e-07
1896,9.488319392403355e-07,2.3293264916901535e-07
1897,1.0016120768341352e-06,2.8143026042926067e-07
1898,1.0060555268864846e-06,2.580209752522933e-07
1899,1.0148634146389668e-06,2.3547484317987255e-07
1900,1.0122553248947952e-06,2.595526495952072e-07
1901,8.68490019456658e-07,2.783191916932992e-07
1902,8.48006038722815e-07,2.391308271398884e-07
1903,9.158773650597141e-07,2.700110144360224e-07
1904,9.228231192537351e-07,2.3164633944361412e-07
1905,9.464832260164258e-07,2.7352024289939436e-07
1906,8.297569706883223e-07,2.58752493209613e-07
1907,9.179975677398033e-07,2.766849718227604e-07
1908,8.825766144582303e-07,2.8289599640629604e-07
1909,8.867585279404011e-07,2.7284878001410107e-07
1910,8.930075523494452e-07,2.746893414951046e-07
1911,8.714773116480501e-07,3.309272642582073e-07
1912,8.814340617391281e-07,2.7766213861468714e-07
1913,7.906757559794642e-07,3.070431091600767e-07
1914,9.38213815970812e-07,2.564852934483497e-07
1915,1.0508439345358056e-06,3.8169667959664366e-07
1916,9.471192470300593e-07,3.241301271827979e-07
1917,9.332427453045966e-07,3.2570281405241985e-07
1918,9.212074019160355e-07,3.101321510712296e-07
1919,8.305479468617705e-07,2.688691722596559e-07
1920,8.700494049662666e-07,3.248487416840362e-07
1921,8.610213626525365e-07,3.415309208776307e-07
1922,8.617428761681367e-07,3.711101612680068e-07
1923,7.983193199834204e-07,3.036161047020869e-07
1924,8.740521479921881e-07,2.771699314507714e-07
1925,7.555748311460775e-07,2.5185826757478935e-07
1926,7.835735118533194e-07,2.496734907708742e-07
1927,7.581472800666234e-07,2.542023196383525e-07
1928,7.244109951898281e-07,2.5365812916788855e-07
1929,7.475212555618782e-07,2.707118653688667e-07
1930,7.62561626288516e-07,2.6153972498832445e-07
1931,6.466837021434912e-07,2.7943124791818263e-07
1932,7.003143878137053e-07,2.9371557275226223e-07
1933,8.006522307368868e-07,2.8217829139975947e-07
1934,7.680192766201799e-07,3.2829530027811415e-07
1935,6.666334115834616e-07,3.027975878922007e-07
1936,7.371826313828933e-07,2.934180827196542e-07
1937,7.025843729024928e-07,2.631543623010657e-07
1938,8.531110893272853e-07,2.8653124672928243e-07
1939,7.509378860959259e-07,2.5694004079923616e-07
1940,6.846614155620045e-07,2.5864986241685983e-07
1941,6.257185418689915e-07,1.7709015764921787e-07
1942,7.19108186331141e-07,1.69915864489667e-07
1943,7.809702537997509e-07,2.3225881307098462e-07
1944,7.96870153862983e-07,2.217098398205053e-07
1945,6.775147767257295e-07,2.0042237736106472e-07
1946,7.280737577275431e-07,2.1020866824983386e-07
1947,7.486306685677846e-07,2.2888072237492452e-07
1948,7.903862524472061e-07,2.217865073816938e-07
1949,7.235134944494348e-07,2.8665664331128937e-07
1950,7.380940587609075e-07,2.829006291449332e-07
1951,7.12181645212695e-07,2.270878525223452e-07
1952,6.991205054873717e-07,2.7311043027111737e-07
1953,7.412393188133137e-07,2.75809981076236e-07
1954,6.801685117352463e-07,2.6385848173049453e-07
1955,6.738866318301007e-07,2.6467412794772827e-07
1956,7.003076802902797e-07,3.052399506486836e-07
1957,6.484917776106158e-07,3.030417872196267e-07
1958,6.195910486894718e-07,2.713295828016271e-07
1959,6.766402975699748e-07,2.549996054312942e-07
1960,6.415612574528495e-07,2.768333331459871e-07
1961,6.843936830591701e-07,2.549974453813775e-07
1962,6.716131792927627e-07,2.517756740871846e-07
1963,6.873414690744539e-07,2.6252175189256377e-07
1964,7.033067390693759e-07,2.7256177759227285e-07
1965,7.398202797048725e-07,2.7852701123265433e-07
1966,7.150945293687982e-07,2.763998168120452e-07
1967,6.660883400400053e-07,2.958201434921648e-07
1968,7.644389938832319e-07,2.834083261404885e-07
1969,8.125204544739972e-07,2.9884765240240085e-07
1970,7.215399477900064e-07,3.407655242426699e-07
1971,7.085849915711151e-07,3.381065596386179e-07
1972,7.048821544231032e-07,3.4628490652721666e-07
1973,6.54417306122923e-07,2.706983082134684e-07
1974,7.718284109614615e-07,3.5159823141839297e-07
1975,6.773815357519197e-07,2.701530092963367e-07
1976,6.747675342921866e-07,3.5023919053855934e-07
1977,7.257825700435205e-07,3.443794298618741e-07
1978,6.819798841206648e-07,3.5346519666745735e-07
1979,7.075036023707071e-07,3.241993340452609e-07
1980,6.810810759816377e-07,3.291702341812197e-07
1981,7.337637271120911e-07,3.1374725040222984e-07
1982,7.883527928242984e-07,3.2775611202850996e-07
1983,6.978424380577053e-07,3.3092257467615127e-07
1984,7.202368692560412e-07,2.9864892781006347e-07
1985,7.459291850864247e-07,3.0619190738434554e-07
1986,6.797746436859597e-07,2.9612758112307347e-07
1987,7.339090757341182e-07,3.9475875723837817e-07
1988,7.96942003944423e-07,4.149615335791168e-07
1989,8.358410354958323e-07,3.4630051004569395e-07
1990,8.15663042885717e-07,3.307331155610882e-07
1991,7.930562446745171e-07,3.8685669778715237e-07
1992,9.152017241831345e-07,4.3693856355275784e-07
1993,9.150770665655727e-07,4.575385332827864e-07
1994,8.519006655660633e-07,3.745198000615346e-07
1995,9.348304956802167e-07,3.4866357623286603e-07
1996,9.83810423349496e-07,3.7313265011107433e-07
1997,9.53704557105084e-07,4.118814445064345e-07
1998,9.61731643656094e-07,4.000460478437162e-07
1999,9.181534323943197e-07,3.9258029005395656e-07
2000,9.887554597298731e-07,3.852523491332249e-07
2001,1.0076787475554738e-06,4.284825081413146e-07
2002,9.61239948082948e-07,4.1928288396775315e-07
2003,1.0021449270425364e-06,4.025247619665606e-07
2004,1.0386497706349473e-06,3.68681014606409e-07
2005,1.0552284948062152e-06,3.684067166886962e-07
2006,9.701748240331654e-07,3.7925767060187354e-07
2007,1.054143126566487e-06,3.427263379762735e-07
2008,9.638843039283529e-07,3.2824860340952e-07
2009,9.6555902473483e-07,2.932438292191364e-07
2010,9.390900572725513e-07,2.905132703290292e-07
2011,9.146941124527075e-07,2.30585513349979e-07
2012,9.113184660236584e-07,1.9608495449574548e-07
2013,9.134384413300722e-07,2.0806872669254517e-07
2014,8.720247706150985e-07,1.855786564419759e-07
2015,8.680109431224992e-07,1.8198083751030936e-07
2016,8.807338076621818e-07,2.141765662599937e-07
2017,9.010919939100859e-07,1.899286559137181e-07
2018,8.547236234335287e-07,1.7657232831425063e-07
2019,8.362137577933026e-07,1.7525286466479884e-07
