year,eût_VERB apporté_VERB,eût_VERB rapporté_VERB
1952,7.065018792218325e-08,2.4253049346611988e-08
1953,5.8178667217134716e-08,1.723812381726475e-08
1954,1.0261162941560542e-07,1.9545073115523337e-08
1955,6.194500912215517e-08,3.191106756617046e-08
1956,5.755953580433015e-08,1.0465369904011368e-08
1957,7.863183526524153e-08,6.184526224473075e-09
1958,6.369627669755573e-08,1.6544486669545222e-08
1959,6.66564332618691e-08,1.007597205671118e-08
1960,7.33608302994071e-08,1.038124963770315e-08
1961,7.781938649031872e-08,1.876002997391879e-08
1962,7.29325009274362e-08,1.4586500007851555e-08
1963,7.62994289971175e-08,6.466053470433053e-09
1964,6.023128662491217e-08,9.125952438182594e-09
1965,6.949495201524769e-08,7.660860390501512e-09
1966,6.813061759203265e-08,1.0524241922382771e-08
1967,6.409436537069269e-08,6.409436092980059e-09
1968,7.186265094105693e-08,1.3474247495537384e-08
1969,6.358460780120367e-08,1.8167030546578644e-08
1970,5.7484061954937715e-08,1.241655755990223e-08
1971,4.8300936583700604e-08,1.0790635052160269e-08
1972,5.0788454331041066e-08,6.669190977248718e-09
1973,5.513203760187935e-08,6.615844760915479e-09
1974,3.431598827319249e-08,6.750686232237513e-09
1975,5.02610255637137e-08,7.4249242310031605e-09
1976,4.2280099421532213e-08,5.142174241967723e-09
1977,3.6436048844734614e-08,9.402850942308305e-09
1978,4.455443658457625e-08,1.0693064211864112e-08
1979,5.14973663712226e-08,1.1703946256602649e-08
1980,2.7288724169238776e-08,4.548120546843393e-09
1981,3.542307780435294e-08,6.958104314946922e-09
1982,2.669225906970496e-08,6.2075020679230875e-09
1983,3.789189761960188e-08,3.157658134966823e-09
1984,4.059305780401701e-08,6.378909400694965e-09
1985,3.7296459254321235e-08,2.4062232206745193e-09
1986,2.6375735373562748e-08,7.1933827783254856e-09
1987,2.5665430669619127e-08,3.6664902225425067e-09
1988,6.65617463369017e-08,1.0194141530917022e-08
1989,2.6342986458871565e-08,6.585746614717891e-09
1990,3.378163526690514e-08,7.628111475810329e-09
1991,2.7548885839223658e-08,6.4476117778156095e-09
1992,3.1406681699763794e-08,8.264915862810085e-09
1993,2.4926434250005514e-08,4.4313659408601325e-09
1994,1.8989736005892155e-08,4.747434001473039e-09
1995,2.3858783393393423e-08,5.4224509327127635e-09
1996,2.028474987980644e-08,5.3380921904988554e-09
1997,1.7261619689179497e-08,5.274384040632185e-09
1998,1.954932926651054e-08,3.814503379828693e-09
1999,2.376504681933511e-08,8.683382013430219e-09
2000,2.960081069147691e-08,3.5344251969604557e-09
2001,1.796296800193886e-08,4.8193329327261836e-09
2002,2.716357272447567e-08,4.81934359086722e-09
2003,1.7917768602160322e-08,6.250384210204629e-09
2004,2.070251881036711e-08,3.0833537945085254e-09
2005,1.4411998705554652e-08,3.602999676388663e-09
2006,2.141302779534726e-08,1.070651389767363e-08
2007,2.7162460725094206e-08,3.994479413904628e-09
2008,1.958422224390688e-08,4.257439734089985e-09
2009,2.6701878041990312e-08,5.245011536203492e-09
2010,1.6533276081531767e-08,3.3066551718974324e-09
2011,2.2561435386592166e-08,3.4415748029203996e-09
2012,3.16595496485661e-08,9.19148224198807e-09
2013,3.709536144924641e-08,7.80955033974351e-09
2014,4.3958536366517365e-08,9.311413862178597e-09
2015,6.295073973205945e-08,1.219116452233493e-08
2016,6.02759939738462e-08,1.0149566520567532e-08
2017,2.1131135952145996e-08,4.779661555431858e-09
2018,3.665682868358999e-08,7.228107001822082e-09
2019,5.050955920182787e-08,9.183556137770665e-09
