year,avait_VERB éveillé_VERB,avait_VERB réveillé_VERB
1846,1.533879299131513e-07,1.8734404250153602e-07
1847,1.752797658127747e-07,1.4453839014549885e-07
1848,1.6573156358390406e-07,1.6814513514873397e-07
1849,2.0361977703942102e-07,1.4831564953965426e-07
1850,1.3170652835015062e-07,1.4256892200137372e-07
1851,1.6252585055553936e-07,2.005775456837e-07
1852,2.1354588852773304e-07,1.3411722932232806e-07
1853,1.6303373229220597e-07,1.409375869343421e-07
1854,1.9691567842983204e-07,1.6262430335700628e-07
1855,1.995408354105166e-07,2.0378638510010205e-07
1856,2.034635429026821e-07,1.2477026700707938e-07
1857,2.089285828787979e-07,1.4693341654492542e-07
1858,1.972151437712455e-07,1.5464016200894548e-07
1859,2.301662362924617e-07,1.9248415128458873e-07
1860,2.1421220708361943e-07,1.7210211922247254e-07
1861,2.301390367165368e-07,1.9288292207875202e-07
1862,2.417122573206143e-07,2.548144379943551e-07
1863,2.232595477380528e-07,1.4634238709732017e-07
1864,2.080911940538499e-07,1.8315860472739587e-07
1865,2.3204742660709599e-07,1.252020638276008e-07
1866,2.247913215569497e-07,1.269925036240238e-07
1867,1.5965750321811356e-07,1.6596615637354262e-07
1868,2.277281936358122e-07,1.8524528400121199e-07
1869,2.4173419888029457e-07,1.372268911836727e-07
1870,1.840629693106166e-07,1.657140131783308e-07
1871,1.7949790276361455e-07,1.4338588982809597e-07
1872,2.0863321026354242e-07,1.7476810398875386e-07
1873,1.8616474051214027e-07,1.520445067626497e-07
1874,1.6908144573335449e-07,1.4757284816369065e-07
1875,1.8766608889109193e-07,1.2930651394071901e-07
1876,1.614286020412692e-07,9.915464005416652e-08
1877,1.8121511402569013e-07,1.9667714923343738e-07
1878,2.0532901601200138e-07,1.1111923470252805e-07
1879,1.6678457370744582e-07,1.4173635065617418e-07
1880,1.6814756520489027e-07,1.5659544772006484e-07
1881,1.9104670911929134e-07,1.6106491784739774e-07
1882,1.8501970089346287e-07,1.364353892086001e-07
1883,2.0601045491730474e-07,1.2069936872194376e-07
1884,1.8286701219949464e-07,1.3137376697613945e-07
1885,1.64363711974147e-07,1.2440077057362942e-07
1886,1.729528378291434e-07,1.2261581616712647e-07
1887,1.9195037737063103e-07,1.1425618140492588e-07
1888,1.8831624970516714e-07,1.7309878330706852e-07
1889,1.7041172384324454e-07,1.1402548949490665e-07
1890,1.6779229383701022e-07,1.1011369593916243e-07
1891,1.5106901685157936e-07,8.796423855983448e-08
1892,1.498174526659568e-07,1.0405730677121028e-07
1893,1.1577822789377024e-07,1.1208317829414227e-07
1894,1.373735614151883e-07,1.373735614151883e-07
1895,1.7815098374285299e-07,1.5166908440278348e-07
1896,1.739623485264019e-07,1.3209344729148143e-07
1897,1.3110106067415472e-07,1.1886495343560455e-07
1898,1.6975064909274806e-07,9.675786571960998e-08
1899,1.6803838320811337e-07,1.0668226479992882e-07
1900,1.8895433129273442e-07,9.395806443990296e-08
1901,1.88340507634166e-07,9.500855924216012e-08
1902,1.3846999991073972e-07,9.133128031635351e-08
1903,1.4850606078198325e-07,1.1664475607631175e-07
1904,1.9509889170876704e-07,8.975624155027617e-08
1905,1.6824074577925785e-07,1.001187257543279e-07
1906,1.4455159202952927e-07,1.1574415026416318e-07
1907,1.7999951751335175e-07,8.537119811080629e-08
1908,2.0431377834029263e-07,1.0559486440797627e-07
1909,2.0298629976878146e-07,1.3367390749863262e-07
1910,1.3574143054029264e-07,1.1543365729949073e-07
1911,1.659956723187861e-07,9.84269235004831e-08
1912,1.760784442694785e-07,1.0106277414934084e-07
1913,1.7022597376126214e-07,1.0287799767638717e-07
1914,1.2054138665007486e-07,9.643311216223083e-08
1915,1.649306682338647e-07,7.421880354741006e-08
1916,1.4393575042959128e-07,1.2415831918133335e-07
1917,1.6449637030291342e-07,1.3927359532317496e-07
1918,1.9756566871365067e-07,8.155327435588333e-08
1919,1.436424383882695e-07,1.114149625891514e-07
1920,1.6507465261383913e-07,9.995346061941746e-08
1921,1.61299524847891e-07,1.0601846156532702e-07
1922,1.6083899367913546e-07,1.0771785952101709e-07
1923,1.5180805235104344e-07,1.1783702547063513e-07
1924,1.946635279637121e-07,1.0700048136413898e-07
1925,1.6497267552040284e-07,1.418764981053755e-07
1926,1.8614051100485085e-07,1.0365909020038089e-07
1927,2.0960543167802825e-07,1.661234563243852e-07
1928,1.439681227566325e-07,1.2911426949813176e-07
1929,2.517731729767547e-07,1.2031638618736906e-07
1930,2.016691951212124e-07,1.4179865104324563e-07
1931,1.4941016956981912e-07,9.352392282835353e-08
1932,1.753525822323354e-07,9.753987484373283e-08
1933,1.984424500278692e-07,1.0553009133218438e-07
1934,1.7852553924058157e-07,9.70508011732818e-08
1935,1.7354011561110383e-07,9.813992818408224e-08
1936,1.5762128668939113e-07,1.1033490210365926e-07
1937,2.0523522437088104e-07,9.695160940736969e-08
1938,1.711408259552627e-07,9.853562943362704e-08
1939,1.6211693321110943e-07,1.345876512459654e-07
1940,1.141102288215734e-07,1.0650288118085882e-07
1941,1.5938114472646703e-07,1.0920559390115159e-07
1942,1.365395263519531e-07,1.2136847260535433e-07
1943,2.177426381422265e-07,9.00002916637277e-08
1944,2.1849666609341512e-07,1.2210107058763242e-07
1945,2.483494654370588e-07,1.1763921747842687e-07
1946,2.1160079199944448e-07,1.3225049144693912e-07
1947,1.537792400085891e-07,1.335137511659923e-07
1948,1.8156052306039783e-07,1.174163912764925e-07
1949,2.0026696745389927e-07,9.620668350862616e-08
1950,1.733563976813457e-07,9.359118280372059e-08
1951,1.3539980159293918e-07,1.140769967378219e-07
1952,1.655534163091943e-07,1.0017564022746228e-07
1953,1.5622049431840423e-07,7.433941107137798e-08
1954,1.788374106581614e-07,1.202021877588777e-07
1955,1.2952138206401287e-07,9.385608024103931e-08
1956,1.5523632157510292e-07,1.2296810325551633e-07
1957,1.6344819186997483e-07,1.1132147648140744e-07
1958,1.331831214201884e-07,1.207747573062079e-07
1959,1.3951346033991285e-07,9.533420097795897e-08
1960,1.467216605988142e-07,8.097374859517004e-08
1961,1.2645649860587582e-07,1.0700165375965298e-07
1962,1.528411530671292e-07,1.3191269943035877e-07
1963,1.5841830247609323e-07,1.0927630000878708e-07
1964,1.520992043424485e-07,8.152517239068402e-08
1965,1.3625387396132282e-07,7.989183359313756e-08
1966,1.418003137132473e-07,1.3238388874015072e-07
1967,1.454449005677816e-07,1.09946483917156e-07
1968,1.4552186655691912e-07,1.1093796814520829e-07
1969,1.2898591705834406e-07,9.946449353037679e-08
1970,1.0852991039200788e-07,9.289424696135029e-08
1971,1.0996170374255598e-07,8.426972186725834e-08
1972,1.1440227609682552e-07,7.849124727954404e-08
1973,1.0750747492238588e-07,8.380069971281046e-08
1974,9.675983392298804e-08,7.0882201441691e-08
1975,1.0109319958928609e-07,6.453972645203976e-08
1976,7.199044205208338e-08,8.456019884306443e-08
1977,9.696690028704325e-08,6.111853423362845e-08
1978,7.425739312338919e-08,8.673263351965943e-08
1979,1.3049900360329048e-07,9.655756372239921e-08
1980,7.561250470189407e-08,8.129765660669364e-08
1981,1.0120879068153954e-07,9.29855801246049e-08
1982,9.311253279520315e-08,8.255977945736959e-08
1983,9.662433342327859e-08,9.409821188910428e-08
1984,8.756502722917503e-08,1.0322234800241858e-07
1985,9.504582010322338e-08,1.0647537607155755e-07
1986,1.0010790418846227e-07,1.0730128963132302e-07
1987,9.166225112267057e-08,9.777306786418194e-08
1988,8.335209855658832e-08,9.114761923001424e-08
1989,8.890757641211167e-08,1.0592075483373264e-07
1990,8.772327930728352e-08,1.1496653229414733e-07
1991,9.436958947617313e-08,9.261115252456875e-08
1992,7.934319512514776e-08,9.587302685076793e-08
1993,8.973515974730617e-08,9.85978942935617e-08
1994,8.334384204999878e-08,8.59813056308667e-08
1995,8.404798990113704e-08,8.350573921234172e-08
1996,8.807852225345414e-08,9.82208945288221e-08
1997,9.877482654019332e-08,8.199269529995945e-08
1998,7.867413387430133e-08,1.0632928137965791e-07
1999,8.089256198218209e-08,8.911892024343615e-08
2000,7.86409586339687e-08,9.41040738666743e-08
2001,9.81391465870729e-08,9.50722949255578e-08
2002,8.324320788233308e-08,1.0646368053812694e-07
2003,8.833876563585363e-08,1.0458976618110682e-07
2004,9.778636922419537e-08,1.259770243677849e-07
2005,9.638024067726292e-08,9.54794927565672e-08
2006,1.1241839814601917e-07,1.194188143927022e-07
2007,1.745587496770895e-07,1.6457255469504162e-07
2008,1.7157482545826497e-07,2.337334450430717e-07
2009,2.1266139071940415e-07,2.736942406045273e-07
2010,2.6406002007206553e-07,3.457816433183325e-07
2011,2.879450846648979e-07,4.007522704796429e-07
2012,3.366805856330757e-07,4.840847509512969e-07
2013,4.214367947952269e-07,5.505733042809879e-07
2014,4.1598201505621546e-07,5.781738536825287e-07
2015,4.269124076472508e-07,5.401794282988703e-07
2016,4.585946840052202e-07,5.818394015477679e-07
2017,3.6979486139898654e-07,5.863889782631304e-07
2018,3.957388514663762e-07,6.435596446863201e-07
2019,3.711687099894334e-07,5.448910087579861e-07
