year,aurait_VERB éveillé_VERB,aurait_VERB réveillé_VERB
1968,1.257596426995633e-08,9.431973424511852e-09
1969,1.090021850558287e-08,5.904285060864822e-09
1970,1.0117195081704722e-08,4.1388523719376735e-09
1971,8.221435976452085e-09,7.193756701440179e-09
1972,6.156176013405457e-09,6.669190977248718e-09
1973,1.1026407342740185e-08,7.1671650836435674e-09
1974,9.563471792262135e-09,9.563471792262135e-09
1975,1.3707552426467373e-08,6.282628195464213e-09
1976,1.199840671262109e-08,8.570290255249802e-09
1977,8.815172591880582e-09,8.22749424145286e-09
1978,6.534650598410963e-09,4.752473081737207e-09
1979,5.851973128301324e-09,6.437170796402825e-09
1980,7.95921106799824e-09,7.95921106799824e-09
1981,3.1627747087981106e-09,7.590659656386833e-09
1982,1.2415004135846175e-08,6.2075020679230875e-09
1983,1.0104505676622466e-08,3.78918940668882e-09
1984,4.639206796497319e-09,4.059305780401701e-09
1985,5.414002135495366e-09,6.617113967877231e-09
1986,9.591176741707841e-09,5.395036861699509e-09
1987,8.555143260480236e-09,8.555143260480236e-09
1988,2.99827696004229e-09,1.0793796967334401e-08
1989,9.329808037250586e-09,9.878619700032232e-09
1990,9.262707045820662e-09,8.172976073694826e-09
1991,6.4476117778156095e-09,9.96449056600568e-09
1992,9.366905473484621e-09,5.509944056569793e-09
1993,4.985286850001103e-09,8.862731881720265e-09
1994,1.002236071911966e-08,7.912389854425328e-09
1995,8.675921314704738e-09,6.506940763983948e-09
1996,1.1743802375008272e-08,1.2277611816102763e-08
1997,1.006927874414032e-08,1.006927874414032e-08
1998,9.059445638115449e-09,9.059445638115449e-09
1999,1.0054442611817649e-08,8.683382013430219e-09
2000,7.068850393920911e-09,8.83606254831193e-09
2001,1.4896119893137438e-08,1.2267393323384113e-08
2002,8.324320788233308e-09,8.324320788233308e-09
2003,8.750538071922165e-09,8.750538071922165e-09
2004,1.0131019578807354e-08,1.4095332012686868e-08
2005,7.656374201303606e-09,6.305249655724765e-09
2006,1.0294725072412803e-08,1.070651389767363e-08
2007,1.8774054311165855e-08,2.2768533725070483e-08
2008,1.7455501932772677e-08,1.4475294740634581e-08
2009,2.145686650578682e-08,1.8595951445377068e-08
2010,2.3146585093059002e-08,2.0784689525044087e-08
2011,1.5295887223487625e-08,2.600300952337875e-08
2012,2.927657405393802e-08,2.6212745751763578e-08
2013,3.235384937738672e-08,3.179602714453722e-08
2014,3.8761470477766125e-08,3.3564401036301206e-08
2015,2.903713713919842e-08,2.682056177150116e-08
2016,3.1484368889778125e-08,3.3348573680314075e-08
2017,3.2199825028556006e-08,3.471543763566842e-08
2018,3.743126697486332e-08,3.5882386839602987e-08
2019,2.653027308952005e-08,3.061185438468783e-08
