year,avait_VERB appelé_VERB,avait_VERB rappelé_VERB
1887,1.3325535519470577e-06,2.631156519328215e-07
1888,1.2630504215849214e-06,2.923023316725448e-07
1889,1.4710541336171445e-06,3.126303340650338e-07
1890,1.2394344821586856e-06,2.9625826414303447e-07
1891,1.3143642263457878e-06,2.1991058929415885e-07
1892,1.189763679576572e-06,2.5826270189099887e-07
1893,1.2415367791618337e-06,2.808237979934347e-07
1894,1.3384469639277086e-06,2.9554217917393544e-07
1895,1.274742544410401e-06,4.110713689442491e-07
1896,1.2006350971205393e-06,3.249263045290718e-07
1897,1.0779419881146168e-06,2.8434362775442423e-07
1898,1.1854253898491152e-06,2.732985535658372e-07
1899,1.204459294967819e-06,3.001475192832004e-07
1900,1.1269776223343797e-06,2.932945051270508e-07
1901,1.1915191180378315e-06,3.079395014538022e-07
1902,9.791106094780844e-07,2.1065118005481054e-07
1903,1.0908445347013185e-06,2.6785093609760224e-07
1904,1.1824175771835144e-06,2.945294568235113e-07
1905,1.1709762475220487e-06,3.194509758941422e-07
1906,1.0823364391399082e-06,2.3200271925816196e-07
1907,9.704544936539605e-07,2.381136425810837e-07
1908,1.0701917290134588e-06,3.0499725767185737e-07
1909,1.1040474419132806e-06,3.1465626193494245e-07
1910,1.0319555485693854e-06,2.5865688257908914e-07
1911,1.0475816907273838e-06,3.128380114958418e-07
1912,9.835387118073413e-07,2.422380873667862e-07
1913,1.0038559139502468e-06,2.3757394274070975e-07
1914,1.0299592076989939e-06,2.906386669110361e-07
1915,9.872278496914078e-07,2.568206127762096e-07
1916,1.0932524219242623e-06,2.9006901058892254e-07
1917,1.0494868547539227e-06,2.5332440145575674e-07
1918,1.1084352991019841e-06,2.3202480292638938e-07
1919,9.8247744517721e-07,2.85443292113996e-07
1920,1.0987308769472293e-06,2.74114796638969e-07
1921,9.238751772500109e-07,2.4914339746828773e-07
1922,9.31833255890524e-07,2.744592109138466e-07
1923,8.50337471547391e-07,2.3779723790084972e-07
1924,8.946787488639529e-07,2.66856631014889e-07
1925,8.644568083582271e-07,3.2114678560901666e-07
1926,1.0020378340414027e-06,3.0206035717128543e-07
1927,1.0413375548523618e-06,2.9099476250848966e-07
1928,1.0260584986099275e-06,2.913640457791189e-07
1929,1.0059786745841848e-06,3.0190500410753884e-07
1930,1.0251517323922599e-06,2.5628793309806497e-07
1931,8.816340937300993e-07,3.22771597893734e-07
1932,1.0060854265248054e-06,3.4741731269605225e-07
1933,9.027411351780756e-07,3.3838452395684726e-07
1934,9.357614203509002e-07,3.0433213282776705e-07
1935,9.012118198370445e-07,2.9801026357745286e-07
1936,7.868939633226546e-07,3.334296536650072e-07
1937,1.0035121249529766e-06,2.971503931803454e-07
1938,8.971928195933287e-07,2.7097297561340383e-07
1939,9.008196002469049e-07,2.9517516964006063e-07
1940,9.103460456572066e-07,2.966866077258601e-07
1941,8.264207167485438e-07,3.3942279742404935e-07
1942,9.041951329891162e-07,3.0948959306442703e-07
1943,1.1583908872125903e-06,3.8032382576602686e-07
1944,9.061184869096905e-07,3.7915597772553156e-07
1945,1.1458931794550153e-06,4.705568699137075e-07
1946,1.0078879313368816e-06,3.8143826941450243e-07
1947,1.0061214652523631e-06,3.063663882585388e-07
1948,1.0382652817497728e-06,2.957153526494949e-07
1949,7.873240406297555e-07,2.5818732751758944e-07
1950,7.933979873087083e-07,3.0523486316269555e-07
1951,9.286080739911995e-07,3.187759034517512e-07
1952,8.657283956381434e-07,3.0896276825842506e-07
1953,8.145013339344587e-07,2.8658379847001925e-07
1954,9.215501677317661e-07,3.351979955823481e-07
1955,7.405244559777202e-07,3.266191583861655e-07
1956,7.753095019324974e-07,3.139610953439842e-07
1957,8.640666919745854e-07,3.6223653410161205e-07
1958,7.726275157438067e-07,2.82910718851781e-07
1959,8.153786552611564e-07,3.5963469713351515e-07
1960,8.830983233565348e-07,2.6299167643628607e-07
1961,8.442013381682045e-07,3.189205131093331e-07
1962,8.422118185080762e-07,3.3612369065849634e-07
1963,8.528724038114888e-07,3.3170852020703023e-07
1964,8.456715931970393e-07,2.8107933758292347e-07
1965,7.803133712513954e-07,2.626580908327014e-07
1966,8.042736681090901e-07,2.874779738704092e-07
1967,8.396361295126553e-07,3.135693305011955e-07
1968,8.520215715179802e-07,3.301190645288443e-07
1969,7.761864253552631e-07,2.8930998041687417e-07
1970,7.431539756908023e-07,2.598279706944595e-07
1971,7.250278599713056e-07,2.4818459110065305e-07
1972,7.382281523860001e-07,2.5086418986575154e-07
1973,7.260889560711803e-07,2.6132585162486066e-07
1974,6.941955348338524e-07,2.582137312856503e-07
1975,7.584845889141434e-07,2.7129530622005404e-07
1976,7.176190024438256e-07,2.799628191496595e-07
1977,6.664270699729968e-07,2.3272056637324567e-07
1978,6.730689960932068e-07,2.7504938771016896e-07
1979,6.917032351339003e-07,2.908430758452596e-07
1980,6.788069981666922e-07,2.512836658752349e-07
1981,7.350288342422573e-07,2.4353366256946174e-07
1982,7.132420023481245e-07,2.5761133315427287e-07
1983,7.129991672627511e-07,2.5198110620294756e-07
1984,7.086388222887763e-07,2.899504352171789e-07
1985,7.393120995402569e-07,2.797234515128366e-07
1986,7.73888075400464e-07,3.099148955243436e-07
1987,7.473528853552125e-07,2.645983556703868e-07
1988,7.945433821987535e-07,2.842366484401282e-07
1989,8.012658554434893e-07,2.5629529432080744e-07
1990,8.276500693682465e-07,2.9967580417178397e-07
1991,7.53198264646926e-07,2.889702273023431e-07
1992,8.782851068644959e-07,2.9423102887449204e-07
1993,7.128959964575188e-07,2.775142888822302e-07
1994,7.917664675005653e-07,2.4475659188283316e-07
1995,7.564319162156607e-07,2.976925372877304e-07
1996,7.991123993633664e-07,2.8825698450418713e-07
1997,7.897191380834556e-07,2.992014174196811e-07
1998,7.924630835987045e-07,2.7464423624223855e-07
1999,7.45399802326574e-07,3.0254730631895654e-07
2000,7.90385854543274e-07,2.7568515292841766e-07
2001,7.938755857139768e-07,2.7426386850493145e-07
2002,8.087735068329494e-07,3.062473865611537e-07
2003,8.717202604202612e-07,3.2918691772465536e-07
2004,9.183989959637984e-07,3.387284550626646e-07
2005,8.876890547071525e-07,3.1481209816774935e-07
2006,9.491736250311078e-07,3.1625393148715375e-07
2007,1.290616296500957e-06,3.8706505733898666e-07
2008,1.32789546114509e-06,3.8274382063718804e-07
2009,1.6207086446229368e-06,4.5726966391157475e-07
2010,1.947619921338628e-06,5.333162107490352e-07
2011,2.055002596534905e-06,5.338264941201487e-07
2012,2.664508656380349e-06,6.30127203748998e-07
2013,2.776574092422379e-06,6.560022143276001e-07
2014,2.8648839816014515e-06,7.165457986957335e-07
2015,2.8108393053116743e-06,6.496782702924975e-07
2016,2.745561232586624e-06,6.640715923822427e-07
2017,2.7805051558971172e-06,6.696557193208719e-07
2018,2.9152504339435836e-06,6.691161615890451e-07
2019,2.665527063072659e-06,6.168288564367685e-07
