year,voulant_VERB avoir_VERB,voulant_VERB ravoir_VERB
1891,1.5234386463447436e-07,0.0
1892,1.3728041636795751e-07,0.0
1893,1.2994258646870094e-07,0.0
1894,1.2603078491935094e-07,6.301539290376468e-10
1895,1.0532575434041291e-07,3.0093072478365457e-09
1896,1.3327285053321702e-07,5.89702897624278e-10
1897,1.2993570663866194e-07,5.826713556089658e-10
1898,1.239179736600704e-07,1.13167097914868e-09
1899,1.6195805052632295e-07,1.6582735185011188e-09
1900,1.6247996370566398e-07,0.0
1901,1.1624576679025722e-07,1.676621730339889e-09
1902,1.0262492899926201e-07,0.0
1903,9.720396620949145e-08,5.400220270956879e-10
1904,1.1662936660883361e-07,1.6123875568041512e-09
1905,1.1456885218308344e-07,0.0
1906,1.085422960400706e-07,0.0
1907,8.999975698031903e-08,0.0
1908,9.626322938771636e-08,1.4734167219643268e-09
1909,1.1497055307785331e-07,1.6502950117569526e-09
1910,1.0474535239168858e-07,0.0
1911,1.5269474307189057e-07,0.0
1912,1.1408632261122875e-07,5.209421227725386e-10
1913,1.0446890019721877e-07,5.30298971401777e-10
1914,7.835190185545571e-08,2.0090231700464756e-09
1915,7.657495215696031e-08,0.0
1916,1.2415831829315493e-07,0.0
1917,7.566832760375064e-08,0.0
1918,9.878283346864691e-08,0.0
1919,8.931613137974637e-08,0.0
1920,7.42078674065283e-08,1.514446346106979e-09
1921,8.935842210622269e-08,1.5145494858259667e-09
1922,7.599273632585835e-08,0.0
1923,7.643482691221948e-08,0.0
1924,5.543398584606507e-08,1.289162443462999e-09
1925,8.908524140593954e-08,0.0
1926,6.910605643284384e-08,0.0
1927,9.922809951490308e-08,0.0
1928,1.1883082695618441e-07,1.1426041224282812e-09
1929,1.0026365693249772e-07,0.0
1930,7.037414651023255e-08,4.201441416995522e-09
1931,6.501053295693282e-08,1.1405356659111021e-09
1932,7.233294008202051e-08,0.0
1933,8.48829020405617e-08,0.0
1934,6.589869450124297e-08,0.0
1935,7.779384425532498e-08,0.0
1936,5.8198629471206687e-08,0.0
1937,5.162358274191092e-08,0.0
1938,6.352954906585495e-08,0.0
1939,4.894096239382861e-08,0.0
1940,5.832300642438781e-08,0.0
1941,8.559357844717397e-08,0.0
1942,4.8547388331598995e-08,0.0
1943,7.838735216481041e-08,0.0
1944,5.7837350908584995e-08,0.0
1945,8.71401590885057e-08,0.0
1946,5.0115973593278795e-08,0.0
1947,7.152522396580707e-08,0.0
1948,6.196975910199853e-08,0.0
1949,3.7304630939871686e-08,0.0
1950,8.720996724775887e-08,5.317680518146517e-09
1951,7.78282358560034e-08,0.0
1952,6.326882662222033e-08,1.0544803918932644e-09
1953,5.4946518446286063e-08,0.0
1954,6.64532446847943e-08,1.9545072227344917e-09
1955,4.5050916774869165e-08,1.8771215692936494e-09
1956,6.192010459926678e-08,0.0
1957,6.184526246677535e-08,0.0
1958,4.053399216275011e-08,0.0
1959,5.8905684330312624e-08,0.0
1960,7.405291668760583e-08,6.920833350854139e-10
1961,5.558527371718469e-08,6.948159270159238e-10
1962,6.024858389963583e-08,0.0
1963,3.103705514817534e-08,0.0
1964,7.057403328403211e-08,6.083968329129164e-10
1965,5.4173228791754013e-08,1.0944086747954884e-09
1966,7.36696978975715e-08,0.0
1967,8.578784260748762e-08,1.9721342336964653e-09
1968,7.77014932396014e-08,4.4914158503495116e-10
1969,5.768032362851727e-08,4.5417578031781147e-10
1970,4.1388525939822784e-08,4.5987250119061684e-10
1971,6.525764506548626e-08,0.0
1972,5.335352626367751e-08,2.0520587451500205e-09
1973,6.450448442052448e-08,0.0
1974,4.444201473496889e-08,0.0
1975,4.968987887821186e-08,1.1422960355389478e-09
1976,5.37071538353473e-08,2.856763492431469e-09
1977,5.34787130135328e-08,5.876781838942691e-10
1978,5.34653228356774e-08,1.1881182704343018e-09
1979,5.3252958376326376e-08,1.1703946700691858e-09
1980,3.467941933621432e-08,2.2740602734216964e-09
1981,3.668818693292053e-08,3.795329828193417e-09
1982,4.0969514891742165e-08,1.8622506869903077e-09
1983,2.652432762317858e-08,0.0
1984,4.29126627565779e-08,0.0
1985,4.932757624587225e-08,1.2031116103372597e-09
1986,3.9563605058745566e-08,0.0
1987,4.338679904236642e-08,6.110816852533674e-10
1988,4.617346460733529e-08,5.996553809062277e-10
1989,4.939309805607195e-08,0.0
1990,4.304434275681501e-08,1.6345953479657283e-09
1991,3.69272303846202e-08,5.861465202094962e-10
1992,4.297756561744137e-08,0.0
1993,4.5421502115061685e-08,0.0
1994,4.3781891445604515e-08,0.0
1995,3.4703684148595926e-08,5.422450821690461e-10
1996,4.37723552959568e-08,0.0
1997,4.3633538671095096e-08,0.0
1998,3.8621845277475586e-08,0.0
1999,4.8901153348879234e-08,0.0
2000,4.241310147534705e-08,0.0
2001,5.2136420958248664e-08,0.0
2002,4.3374092539849585e-08,8.76244299341522e-10
2003,4.666953667964435e-08,0.0
2004,3.9202640800262145e-08,4.404791253964646e-10
2005,4.1884870682906694e-08,0.0
2006,4.200247705199445e-08,0.0
2007,3.9145900521120325e-08,0.0
2008,3.3633772655861094e-08,0.0
2009,2.622505901328509e-08,0.0
2010,5.007220771346965e-08,0.0
2011,3.403335013807407e-08,0.0
2012,4.1872306510981616e-08,0.0
2013,4.74151260476674e-08,2.789125042035323e-10
2014,6.64791688365085e-08,4.330890368553497e-10
2015,5.763095956012876e-08,6.649726325136385e-10
2016,7.24969044796353e-08,6.214020409345267e-10
2017,3.421231298261773e-08,2.515611330355938e-10
2018,4.414308119038424e-08,0.0
2019,6.989706591298273e-08,0.0
