year,voudrait_VERB amener_VERB,voudrait_VERB ramener_VERB
1958,1.1581140491045971e-08,1.6544486669545222e-08
1959,2.2477168570844697e-08,4.650448914844674e-09
1960,6.920833239831836e-09,1.038124963770315e-08
1961,1.042223907177231e-08,1.389631876236308e-08
1962,6.976152100435229e-09,1.0781326054143392e-08
1963,1.0992290633282664e-08,1.2285501505004959e-08
1964,9.125952438182594e-09,1.3384730657151067e-08
1965,7.660860390501512e-09,1.2038495533772675e-08
1966,5.539074976468328e-09,1.4401594583546284e-08
1967,1.035370456037299e-08,9.367637332502454e-09
1968,1.4372530721118437e-08,1.1677681044375277e-08
1969,1.090021850558287e-08,1.4533624970169967e-08
1970,9.197449912790034e-09,1.7015283404475667e-08
1971,1.1818314327172175e-08,1.5415192677892264e-08
1972,4.104117490300041e-09,9.234264020108185e-09
1973,1.1577728109557484e-08,1.3231689521830958e-08
1974,3.937900228123681e-09,1.012602890426706e-08
1975,5.711480177694739e-09,1.4849848462006321e-08
1976,9.141642998145016e-09,5.713526984862938e-09
1977,6.464460078348111e-09,1.704266772151186e-08
1978,5.940591130126904e-09,1.128712323605896e-08
1979,9.948355028654987e-09,1.345953837272873e-08
1980,3.411090521154847e-09,9.096241093686785e-09
1981,4.427884725544118e-09,1.0753434587229549e-08
1982,1.0552754226011984e-08,9.932003663948308e-09
1983,1.0104505676622466e-08,7.57837881337764e-09
1984,6.378909400694965e-09,7.538710988796993e-09
1985,4.812446441349039e-09,1.2031115659283387e-08
1986,7.792831269171074e-09,5.994485352545098e-09
1987,3.6664902225425067e-09,6.721898593298192e-09
1988,2.99827696004229e-09,1.679035044332977e-08
1989,6.036934507847036e-09,8.232182935330457e-09
1990,2.179460389939436e-09,1.0897301727652575e-08
1991,6.4476117778156095e-09,9.96449056600568e-09
1992,2.7549720282848966e-09,6.61193322315512e-09
1993,5.539207315052863e-09,1.3294098266669607e-08
1994,5.802419433820205e-09,9.494868002946077e-09
1995,9.760411145975922e-09,1.6809597269684673e-08
1996,6.4057106285986265e-09,1.014237493990322e-08
1997,6.233362714880286e-09,4.794894259418925e-09
1998,5.2449422582867555e-09,1.2397135762398648e-08
1999,5.0272213059088244e-09,1.0054442611817649e-08
2000,9.277866475088103e-09,1.192868470667463e-08
2001,6.571817756650944e-09,3.943090742808408e-09
2002,5.6955880012310445e-09,3.504977197366088e-09
2003,1.2500769308587678e-09,5.416999737661854e-09
2004,7.047666006343434e-09,8.369103632333008e-09
2005,5.854874363109275e-09,7.205999352777326e-09
2006,7.412201963319376e-09,7.412201963319376e-09
2007,1.1983438685803094e-09,6.7906151812735516e-09
2008,7.663391698997657e-09,5.960415716543821e-09
2009,5.721831008997924e-09,6.198650481792356e-09
2010,1.0864724231396394e-08,5.196172381261022e-09
2011,4.971163480860241e-09,5.7359579308524644e-09
2012,2.0425516833455504e-09,8.851056776393307e-09
2013,4.183687618564136e-09,5.29933741333366e-09
2014,6.712880029624557e-09,9.961047986450922e-09
2015,4.876465897751814e-09,1.0861219479352258e-08
2016,4.142679976837371e-09,6.628288140575478e-09
2017,6.5405894034142875e-09,3.2702947017071438e-09
2018,3.614053500911041e-09,6.711813327342497e-09
2019,3.06118530524202e-09,7.1427654901867754e-09
