year,pourrait_VERB acheter_VERB,pourrait_VERB racheter_VERB
1861,8.252936822827905e-08,1.8863854478468056e-08
1862,3.975828022362293e-08,1.9879140111811466e-08
1863,7.791608425122831e-08,1.9479021062807078e-08
1864,6.185199197261682e-08,1.0068928801842958e-08
1865,6.730787305286867e-08,6.589582213223366e-09
1866,5.4494865509013835e-08,7.298419202328432e-09
1867,6.69687949539366e-08,9.7056229719783e-09
1868,6.81702587712607e-08,1.6301584082611953e-08
1869,5.274200631788517e-08,1.7580669364747337e-08
1870,4.4152177025580386e-08,2.6376625328339287e-08
1871,5.3105885911008954e-08,7.434824311758348e-09
1872,3.749350341308855e-08,1.1489944995446422e-08
1873,6.584605216630735e-08,1.2570609442263958e-08
1874,4.480956761199195e-08,4.779687312606029e-09
1875,3.2612703648737806e-08,9.154443425529735e-09
1876,7.678438862512849e-08,1.0278225381910033e-08
1877,6.617753456339415e-08,1.4225077116236662e-08
1878,7.730033502184597e-08,1.509772218355465e-08
1879,6.964630472339195e-08,1.588424503040642e-08
1880,4.299957012676714e-08,2.6954953824542827e-08
1881,3.2770785196589713e-08,1.1853263259808955e-08
1882,4.1263387373646765e-08,5.324308105514319e-09
1883,4.676310894069502e-08,8.847074184359371e-09
1884,6.601696611596708e-08,1.1883054540362536e-08
1885,5.672159275604827e-08,1.8047780159236027e-08
1886,3.87207848007165e-08,7.744156427236248e-09
1887,4.8966935395355904e-08,9.793386546164129e-09
1888,5.57974075832135e-08,5.07249175996094e-09
1889,7.455512474052739e-08,8.14467782106476e-09
1890,5.1124214195397144e-08,1.0487018364813139e-08
1891,5.8005401371019616e-08,3.824531802365527e-09
1892,5.829716442917743e-08,1.817868522380195e-08
1893,5.480990594719515e-08,1.23168328869383e-08
1894,4.0329851458409394e-08,6.9316934414587195e-09
1895,5.657497581523785e-08,1.8055843042930064e-08
1896,5.5432071377481407e-08,5.89702897624278e-10
1897,6.118049356018673e-08,1.1653426668090106e-08
1898,5.262269908712369e-08,6.224190496340043e-09
1899,5.1959236913035056e-08,1.1055156790007459e-08
1900,5.502516486899367e-08,6.748368974740515e-09
1901,7.377135347041985e-08,7.265360757457984e-09
1902,5.155797921929661e-08,6.38336894454028e-09
1903,6.804277319361063e-08,9.1803746826713e-09
1904,4.83716249277677e-08,9.13686282189019e-09
1905,6.244518147013878e-08,1.3417973399043603e-08
1906,5.14418445618503e-08,1.0288369267641428e-08
1907,3.805704196224724e-08,3.0857059130084963e-09
1908,4.174680867663483e-08,1.3260750719723546e-08
1909,4.620826032919467e-08,5.5009836685826485e-09
1910,4.008112952647025e-08,1.6566866989364826e-08
1911,5.001151848205154e-08,1.5961122201701983e-08
1912,3.1777467768279166e-08,4.688478938419394e-09
1913,4.7726906871048413e-08,1.0075680734189518e-08
1914,3.683209115479258e-08,4.018046340092951e-09
1915,4.2410743361642744e-08,2.0027295377644805e-08
1916,5.6036057571873243e-08,1.0987462051303964e-09
1917,4.496234140560773e-08,4.386569774084137e-09
1918,6.432370724951397e-08,2.2972752589112133e-09
1919,7.182121919413476e-08,3.4069039145379065e-08
1920,4.391894492528081e-08,1.2115570768855832e-08
1921,6.28538003866197e-08,1.438822039290244e-08
1922,6.935259477813815e-08,1.1804696775641332e-08
1923,3.8217415010421973e-08,1.9108707505210987e-08
1924,5.543398629015428e-08,2.1915761649893284e-08
1925,7.258797296572084e-08,2.0896537833436923e-08
1926,4.56991671171636e-08,7.802296586589819e-09
1927,7.024011949852138e-08,1.5608915049369898e-08
1928,7.084145892122251e-08,4.570416489713125e-09
1929,4.67897081080082e-08,1.0026365515614089e-08
1930,3.991369368350206e-08,1.05036033204442e-08
1931,4.790249619190945e-08,5.7026783295555106e-09
1932,3.7262424257278326e-08,1.8631212128639163e-08
1933,5.850037609889114e-08,9.176529758292418e-09
1934,5.6313425034204556e-08,1.9170528275935794e-08
1935,7.659701850570855e-08,1.3165112555668657e-08
1936,6.183604739362636e-08,2.424942913137329e-09
1937,3.777335422228134e-08,1.3850230295986421e-08
1938,5.0564334941327616e-08,5.186085783037697e-09
1939,5.352917753498332e-08,9.176430282309411e-09
1940,5.832300686847702e-08,0.0
1941,3.246652724442356e-08,1.4757512545315876e-08
1942,4.8547388331598995e-08,1.2136847082899749e-08
1943,4.064529335323641e-08,8.709705845433291e-09
1944,3.534504600111177e-08,1.2852744646352221e-08
1945,5.8819608739213436e-08,2.178504043826024e-09
1946,4.315542412314244e-08,1.6705325123211878e-08
1947,5.9604353452868963e-08,1.549713246618012e-08
1948,5.762100485640076e-08,4.348755133776194e-09
1949,4.417653798327592e-08,7.853606653895895e-09
1950,4.785912821603233e-08,1.1698897850465073e-08
1951,4.584402901741669e-08,8.529121409139861e-09
1952,4.639713679921442e-08,3.1634410646574906e-09
1953,3.98631598841348e-08,5.386913581872932e-09
1954,4.10446503451567e-08,4.886268278880834e-09
1955,3.848099083825218e-08,9.385607846468247e-09
1956,4.534993536253751e-08,5.232684952005684e-09
1957,5.1243219445495924e-08,5.301022731885041e-09
1958,3.9706769427994004e-08,9.099467845885556e-09
1959,4.107896245386655e-08,6.200598257066758e-09
1960,4.844583401109048e-08,6.2287499602575735e-09
1961,3.682524507553353e-08,6.94815938118154e-09
1962,5.7711801559889864e-08,5.7077609305622445e-09
1963,4.6555584276575246e-08,9.052474325699222e-09
1964,4.258777863697105e-08,9.125952438182594e-09
1965,4.596516589572275e-08,4.924839203113152e-09
1966,5.206730335771681e-08,9.416426749453422e-09
1967,5.37406563694276e-08,7.395503320850594e-09
1968,4.5363300671397155e-08,1.122853987567396e-08
1969,4.67801051229344e-08,4.541757636644661e-09
1970,6.25426608280577e-08,7.3579600190498695e-09
1971,5.7550053611521435e-08,7.193756701440179e-09
1972,4.15541911991113e-08,1.2312352026810913e-08
1973,4.9618833486420044e-08,7.1671650836435674e-09
1974,4.050411561706824e-08,9.00091468025721e-09
1975,3.484002775167028e-08,4.569184142155791e-09
1976,4.742227233123231e-08,6.8562320265641574e-09
1977,5.582942819160053e-08,3.526069214387917e-09
1978,5.524750079644036e-08,7.72276909088987e-09
1979,4.564539324292127e-08,1.1118749476679568e-08
1980,5.571447658780926e-08,1.0801786132219604e-08
1981,5.8827609450418095e-08,1.0753434587229549e-08
1982,3.9107263205551135e-08,6.828252629986764e-09
1983,4.357568172963511e-08,3.78918940668882e-09
1984,5.0451372857196475e-08,1.1598016769198694e-08
1985,4.271046094572739e-08,4.812446441349039e-09
1986,4.855533219938479e-08,8.991728250862252e-09
1987,4.460896363411848e-08,9.777306964053878e-09
1988,4.797243136067664e-08,1.139345240375178e-08
1989,5.488122312158339e-08,7.134558721588746e-09
1990,3.705082818328265e-08,1.0897301727652575e-08
1991,5.6856212182765375e-08,2.9307325455363298e-09
1992,3.361066092111287e-08,8.815910668147353e-09
1993,3.323524566667402e-08,9.416652346772025e-09
1994,3.323203756622206e-08,1.160483886764041e-08
1995,3.470368525881895e-08,7.0491861237087505e-09
1996,4.003569031851839e-08,8.540947504798169e-09
1997,4.4592518122499314e-08,8.630809844589749e-09
1998,3.242328006081152e-08,7.629006759657386e-09
1999,4.707307255102933e-08,1.416762351880152e-08
2000,3.3135236776615784e-08,9.719669513685858e-09
2001,4.0745270268871536e-08,9.20054432640427e-09
2002,3.329728315293323e-08,1.5334276071143904e-08
2003,3.4168767371056674e-08,1.0417307017007715e-08
2004,3.567880924038036e-08,9.250062049659391e-09
2005,2.7923247714056743e-08,8.106749049829887e-09
2006,3.5825642896725185e-08,7.823991232669414e-09
2007,4.393927355295091e-08,1.078509459517818e-08
2008,5.151501980549256e-08,9.366367237362283e-09
2009,5.197329855377575e-08,1.0490023072406984e-08
2010,5.5268380094730674e-08,1.369900015646408e-08
2011,6.806670427295103e-08,9.55992973672437e-09
2012,8.27233392897142e-08,1.2255309655984092e-08
2013,9.42724298624853e-08,1.6455837581474952e-08
2014,9.094869568571085e-08,1.277612682315521e-08
2015,9.110124921107854e-08,1.219116452233493e-08
2016,8.243933535823089e-08,1.3670844012381167e-08
2017,7.823551584351662e-08,1.106868996458843e-08
2018,9.370724285417964e-08,1.2132893800753664e-08
2019,8.137651263950829e-08,1.4285530980373551e-08
