year,devraient_VERB appeler_VERB,devraient_VERB rappeler_VERB
1858,9.787352039936081e-10,9.787352039936081e-10
1859,2.5460866748261424e-09,0.0
1860,1.0069804545764782e-08,1.373155145145688e-09
1861,1.8863854922557266e-09,1.3676294763342867e-08
1862,2.710791813242963e-09,4.9697850279528666e-09
1863,9.989241656072068e-10,1.9978483312144135e-09
1864,7.671564716815737e-09,7.1920918109924514e-09
1865,7.0602665935837194e-09,5.177528628053096e-09
1866,4.379051787850585e-09,3.8924903300596725e-09
1867,2.426405742994575e-09,1.2132028714972876e-08
1868,4.939874287401835e-09,2.4699371437009177e-09
1869,3.4184632902167778e-09,2.9301114867763545e-09
1870,0.0,8.027668307875047e-09
1871,8.496941816815706e-09,0.0
1872,2.4189357183956872e-09,2.4189357183956872e-09
1873,1.7958012854535355e-09,0.0
1874,4.779687312606029e-09,5.377148060148329e-09
1875,5.721527140956084e-10,4.005069165202713e-09
1876,1.0278225381910033e-08,4.836811839936672e-09
1877,6.184815992682502e-10,6.184815992682502e-10
1878,8.4547240319921e-09,1.2078177347163432e-09
1879,6.720257683667796e-09,8.55305515301552e-09
1880,4.492492600149944e-09,8.343199908722454e-09
1881,2.7890030285249168e-09,3.4862537301449947e-09
1882,0.0,7.986462158271479e-09
1883,4.423537092179686e-09,5.0554711528150165e-09
1884,0.0,1.3203393933736152e-09
1885,2.5782542767416317e-09,6.445635691854079e-10
1886,5.808117542471791e-09,2.5813855497602844e-09
1887,3.9173548849191775e-09,0.0
1888,6.340614699951175e-10,0.0
1889,1.3156786771162388e-08,3.759081934617825e-09
1890,9.176140736144589e-09,2.6217545912032847e-09
1891,3.1871101313640793e-09,1.9122659011827636e-09
1892,3.1342561879199593e-09,3.761107425503951e-09
1893,6.774258043407144e-09,1.2316833108982905e-09
1894,1.8904617871129403e-09,5.041231432301174e-09
1895,1.8055843487019274e-09,1.2037228991346183e-09
1896,4.717623180994224e-09,1.179405795248556e-09
1897,4.661370844871726e-09,5.826713556089658e-10
1898,5.6583546736987955e-09,0.0
1899,3.3165470370022376e-09,3.8693048765026106e-09
1900,3.114631885736685e-09,5.191053142894475e-10
1901,4.470991132876634e-09,2.235495566438317e-09
1902,4.419255628107521e-09,1.4730852093691738e-09
1903,3.2401321625741275e-09,1.4040573148577096e-08
1904,4.837162670412454e-09,2.6873125946735854e-09
1905,7.2250627702885595e-09,1.0321518084666081e-09
1906,6.173021205313489e-09,5.144184522798412e-10
1907,4.114274698707732e-09,0.0
1908,3.437972351250096e-09,7.367083831866239e-09
1909,5.5009836685826485e-09,4.950885035270858e-09
1910,1.068830135508847e-09,5.344150677544235e-10
1911,3.7242617878519013e-09,3.7242617878519013e-09
1912,2.6047106693738442e-09,0.0
1913,2.6514948014977335e-09,6.893886794756554e-09
1914,5.357394972094198e-09,4.018046340092951e-09
1915,0.0,2.3561523843085297e-09
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,6.57985488317081e-09,7.676496771580332e-09
1918,3.44591288836682e-09,5.743188147278033e-09
1919,9.207848372660976e-10,4.603924352863942e-09
1920,6.815008557481406e-09,1.514446346106979e-09
1921,1.5145495524393482e-08,2.2718242842501013e-09
1922,7.377935595798135e-09,7.377935595798135e-09
1923,4.246379248229459e-09,3.1847844361720945e-09
1924,1.289162443462999e-09,7.734974438733389e-09
1925,5.499089184013428e-09,2.1996355847875293e-09
1926,2.229227691330493e-09,1.3375366592072169e-08
1927,4.4596899506643695e-09,6.689535148041159e-09
1928,2.2852082448565625e-09,9.14083297942625e-09
1929,2.2280812750352652e-09,6.684243825105796e-09
1930,0.0,6.302162347537887e-09
1931,0.0,9.124285327288817e-09
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,0.0,0.0
1934,1.1981580172459871e-09,8.38710612072191e-09
1935,2.393656828303392e-09,0.0
1936,0.0,1.2124714565686645e-09
1937,0.0,1.2591118148108649e-09
1938,3.8895642262559704e-09,2.5930428915188486e-09
1939,0.0,3.058810094103137e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,3.034211770724937e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,1.2852744646352221e-08,1.2852744646352221e-08
1945,2.178504043826024e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,0.0
1947,3.5762612871081956e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,2.174377566888097e-09
1949,6.8719057111366055e-09,2.945102384188658e-09
1950,7.444753258312176e-09,1.0635361480382244e-09
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,8.435843135146115e-09,4.2179215675730575e-09
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,5.863521668203475e-09,2.9317608341017376e-09
1955,2.815682353940474e-09,2.815682353940474e-09
1956,2.616342476002842e-09,1.744228317335228e-09
1957,6.184526224473075e-09,1.1485549400447326e-08
1958,8.272243445794913e-10,4.1361216673863055e-09
1959,1.5501495642666896e-09,7.750747821333448e-10
1960,1.3841666701708277e-09,3.460416619915918e-09
1961,6.94815938118154e-09,0.0
1962,3.170978146727066e-09,1.9025869768540815e-09
1963,5.1728425987107585e-09,0.0
1964,4.867174663303331e-09,6.083968329129164e-10
1965,4.377634699181954e-09,2.188817349590977e-09
1966,1.6617224263271169e-09,2.215629901769489e-09
1967,2.465167847631733e-09,2.465167847631733e-09
1968,8.982831700699023e-10,0.0
1969,2.2708788183223305e-09,9.083515606356229e-10
1970,3.219107425067591e-09,9.197450023812337e-10
1971,2.569198631618974e-09,1.0276794970565106e-09
1972,5.130146973897354e-09,6.669190977248718e-09
1973,6.064523994098181e-09,4.9618833486420044e-09
1974,5.625571564138454e-09,5.06301445213353e-09
1975,3.4268881066168433e-09,2.2845920710778955e-09
1976,6.2848797277581525e-09,2.856763492431469e-09
1977,1.7630346071939584e-09,5.876781838942691e-10
1978,3.5643548113029055e-09,2.3762365408686037e-09
1979,1.7555920051037788e-09,2.3407893401383717e-09
1980,9.096241093686785e-09,1.1370301367108482e-09
1981,8.223214109648325e-09,2.5302198114474095e-09
1982,4.966001831974154e-09,3.7245013739806154e-09
1983,5.052252838311233e-09,4.4207211225000265e-09
1984,3.479405208395292e-09,1.1598016991243298e-09
1985,9.624892882698077e-09,6.015557829641693e-09
1986,6.593933843390687e-09,2.997242676272549e-09
1987,1.8332451112712533e-09,3.6664902225425067e-09
1988,6.596209356501959e-09,1.1993107618124554e-09
1989,2.7440609784434855e-09,5.488121956886971e-09
1990,5.448650863826288e-09,1.089730194969718e-09
1991,4.68917216167597e-09,3.5168792322792797e-09
1992,3.30596661157756e-09,3.856960972825618e-09
1993,6.093128224193833e-09,2.2156829704300662e-09
1994,3.164955852952289e-09,3.164955852952289e-09
1995,4.880205572987961e-09,2.1689803286761844e-09
1996,2.135236876199542e-09,3.2028553142993132e-09
1997,3.835915585170824e-09,1.917957792585412e-09
1998,3.814503379828693e-09,2.3840645013706308e-09
1999,2.7421207526856506e-09,3.1991407301035224e-09
2000,1.7672125984802278e-09,2.2090156370779823e-09
2001,3.943090742808408e-09,3.943090742808408e-09
2002,3.504977197366088e-09,8.76244299341522e-10
2003,6.250384210204629e-09,2.083461403401543e-09
2004,6.607186797680242e-09,2.2023955992267474e-09
2005,4.503749373441224e-09,9.007499190971657e-10
2006,9.471146533712727e-09,5.7650457740976435e-09
2007,2.3966877371606188e-09,1.997239706952314e-09
2008,5.108927503272298e-09,5.5346713878634546e-09
2009,3.337734755248789e-09,3.337734755248789e-09
2010,1.8895172093635892e-09,3.7790344187271785e-09
2011,2.6767803529281764e-09,7.64794394481072e-10
2012,4.765953853791416e-09,2.7234021704458655e-09
2013,3.3469500504423877e-09,3.904775169871755e-09
2014,3.897801192920269e-09,2.5985342766432495e-09
2015,4.211493376260478e-09,2.438232948875907e-09
2016,6.421154274960372e-09,2.4856081637381067e-09
2017,5.282783988036499e-09,1.0062445321423752e-09
2018,5.421080029321956e-09,2.0651733656507076e-09
2019,3.5713827450933877e-09,1.7856913725466939e-09
