year,devaient_VERB établir_VERB,devaient_VERB rétablir_VERB
1870,2.8670243068518175e-08,1.4335121534259088e-08
1871,3.611200227737754e-08,1.274541272522356e-08
1872,3.749350341308855e-08,2.4189357183956872e-09
1873,2.573981916498269e-08,1.0774807712721213e-08
1874,2.3300975371398636e-08,7.169530746864439e-09
1875,2.0025344937835143e-08,5.149374260327022e-09
1876,2.1161051577678336e-08,5.441413541973361e-09
1877,1.36065949618569e-08,4.329371083855449e-09
1878,3.38188961279684e-08,7.850815109122777e-09
1879,2.3215436684154156e-08,4.27652757650776e-09
1880,3.0805662021293756e-08,1.0268554007097919e-08
1881,2.9284532132578533e-08,2.091752326904839e-09
1882,3.5939081044489285e-08,0.0
1883,1.9589950994713945e-08,3.159669414998234e-09
1884,2.970763546272792e-08,2.6406787867472303e-09
1885,2.900535989169839e-08,1.933690763067375e-09
1886,3.9366128135043255e-08,7.744156427236248e-09
1887,1.6322312390570914e-08,3.264462256069578e-09
1888,2.3460273723685532e-08,2.53624587998047e-09
1889,1.2530273707511697e-08,8.14467782106476e-09
1890,2.8839300725280737e-08,2.6217545912032847e-09
1891,2.358461337337303e-08,8.286486163910922e-09
1892,3.322311670217459e-08,2.5074049503359674e-09
1893,3.387129154930335e-08,5.542574843531156e-09
1894,3.0247388593807045e-08,1.8904617871129403e-09
1895,2.4074457982692365e-08,1.8055843487019274e-09
1896,2.6536630670648265e-08,8.255840455717589e-09
1897,2.4472196713531957e-08,8.740070001067579e-09
1898,2.6594268121016285e-08,3.3950129374460403e-09
1899,5.417026827103655e-08,2.7637891975018647e-09
1900,2.180242297811219e-08,5.710158568206225e-09
1901,3.856229824350521e-08,0.0
1902,3.633610035080892e-08,4.910283735171106e-09
1903,3.510143287144274e-08,5.400220270956879e-10
1904,1.5586412160928376e-08,1.0749250378694342e-09
1905,1.5482276793932215e-08,5.676835002077496e-09
1906,2.777859720026754e-08,2.572092316910357e-09
1907,2.3142794347563722e-08,3.0857059130084963e-09
1908,3.192402786567072e-08,2.9468334439286537e-09
1909,2.3654228797909127e-08,1.4852655993990993e-08
1910,1.870452770447173e-08,2.137660271017694e-09
1911,2.3409645777405785e-08,1.0640748282497725e-09
1912,2.031674206648404e-08,3.125652625612929e-09
1913,2.2802856491921375e-08,7.954484182448596e-09
1914,2.6117300322425763e-08,4.018046340092951e-09
1915,1.767114277129167e-08,4.712304768617059e-09
1916,1.8678685265172135e-08,7.69122365795738e-09
1917,2.631941953268324e-08,4.386569774084137e-09
1918,5.743188324913717e-08,3.44591288836682e-09
1919,5.1563951330990676e-08,9.207848372660976e-10
1920,2.7260034229925623e-08,3.786115865267448e-09
1921,2.877644078580488e-08,6.058197943303867e-09
1922,2.2871599725249325e-08,2.2133805899215986e-09
1923,3.715581797791856e-08,2.1231896241147297e-09
1924,3.867487308184536e-08,0.0
1925,2.74954441437103e-08,9.898360353588487e-09
1926,1.5604593173179637e-08,5.57306911730393e-09
1927,4.7941668412931904e-08,5.574612327308159e-09
1928,2.9707706517001498e-08,7.998228745975666e-09
1929,2.0052731031228177e-08,2.2280812750352652e-09
1930,3.991369368350206e-08,2.100720708497761e-09
1931,3.649714130915527e-08,2.2810713318222042e-09
1932,4.164623845781534e-08,5.4797681947604815e-09
1933,4.3588517684156614e-08,8.02946331646126e-09
1934,3.2350264689284813e-08,1.4377896206951846e-08
1935,3.949533677882755e-08,0.0
1936,2.5461901032031165e-08,0.0
1937,1.888667711114067e-08,8.813782592653752e-09
1938,1.9447821131279852e-08,2.5930428915188486e-09
1939,3.6705721129237645e-08,3.058810094103137e-09
1940,4.057252667166722e-08,7.607348528892999e-09
1941,2.3612020783048138e-08,0.0
1942,5.461581054078124e-08,0.0
1943,3.774205836748479e-08,2.9032352077962287e-09
1944,4.819779064746399e-08,6.4263723231761105e-09
1945,3.267756198965799e-08,8.714016175304096e-09
1946,5.150808490839154e-08,6.960552134671616e-09
1947,2.622591566137089e-08,2.3841741914054637e-09
1948,1.848220954059343e-08,5.435944139264848e-09
1949,3.141442661558358e-08,4.908504269707237e-09
1950,2.1270722072586068e-08,1.0635361480382244e-09
1951,2.7719645245838365e-08,1.0661401761424827e-09
1952,3.057992969957013e-08,1.1599284199803606e-08
1953,4.632745742583211e-08,7.54167928107563e-09
1954,2.052232517257835e-08,2.9317608341017376e-09
1955,2.5341140741375057e-08,5.631364707880948e-09
1956,2.616342520411763e-08,1.744228317335228e-09
1957,2.8272120644601273e-08,0.0
1958,2.5643954515430778e-08,3.3088973783179654e-09
1959,2.5577467255288866e-08,2.325224457422337e-09
1960,3.460416664324839e-08,2.7683333403416555e-09
1961,3.61304266505158e-08,6.94815938118154e-09
1962,4.6296282363300634e-08,1.2683912808952869e-09
1963,3.814971449855875e-08,4.526237162849611e-09
1964,3.102823953327061e-08,6.083968440151466e-09
1965,2.954903344232207e-08,3.830430195250756e-09
1966,2.547974453648294e-08,4.985167390003653e-09
1967,2.7609878827661305e-08,2.9582012395223956e-09
1968,4.087188543167031e-08,6.287982134978165e-09
1969,2.5888018839737015e-08,1.8167031212712459e-09
1970,2.483311511980446e-08,4.598724956395017e-09
1971,2.7747345754391972e-08,4.1107179882260425e-09
1972,1.9494558856081312e-08,2.0520587451500205e-09
1973,2.260413545229767e-08,3.3079223804577396e-09
1974,2.0814615808717463e-08,5.06301445213353e-09
1975,2.4559364319998167e-08,3.4268881066168433e-09
1976,2.3425460682346966e-08,2.856763492431469e-09
1977,2.056873604772136e-08,2.938390863960194e-09
1978,1.4257419245211622e-08,0.0
1979,2.3407892513205297e-08,4.096381456264453e-09
1980,2.38776323158163e-08,3.411090521154847e-09
1981,3.28928564385933e-08,5.69299452024552e-09
1982,1.8622506203769262e-08,4.966001831974154e-09
1983,3.536576898000021e-08,1.89459470334441e-09
1984,2.145633182237816e-08,3.479405208395292e-09
1985,2.285912081845254e-08,2.4062232206745193e-09
1986,2.2779044428489215e-08,4.196139880008332e-09
1987,1.9554613928107756e-08,0.0
1988,3.1781734577407406e-08,2.99827696004229e-09
1989,2.908704743731505e-08,3.841685636274406e-09
1990,2.45189291092629e-08,3.814055737905164e-09
1991,2.6962739596569918e-08,1.1722930404189924e-09
1992,3.1406681699763794e-08,2.2039776670368383e-09
1993,1.717154241021035e-08,4.985286850001103e-09
1994,2.2682185019107237e-08,1.0549853213248639e-09
1995,1.9520822291951845e-08,4.337960657352369e-09
1996,2.829188794351012e-08,1.6014276571496566e-09
1997,1.7261619689179497e-08,2.876936688878118e-09
1998,2.3840646790063147e-08,4.7681290027412615e-09
1999,2.2851006420410158e-08,5.941261704833778e-09
2000,2.385736941334926e-08,2.6508188977203417e-09
2001,2.2344179839706158e-08,1.3143635069212678e-09
2002,2.059174164514843e-08,2.1906108038649563e-09
2003,3.208530685583355e-08,1.6667691671301554e-09
2004,3.03930605127789e-08,1.3214374039449694e-09
2005,2.567137258324692e-08,9.007499190971657e-10
2006,1.8118715416903797e-08,3.706100981659688e-09
2007,1.6377365241737607e-08,3.994479413904628e-09
2008,1.7881246705542253e-08,3.8316958494988285e-09
2009,1.0490023072406984e-08,1.430457752249481e-09
2010,1.7005655550406118e-08,2.3618964561933353e-09
2011,1.3383901986685487e-08,3.059177577924288e-09
2012,9.531907707582832e-09,1.3617010852229328e-09
2013,1.9244962956577183e-08,4.183687618564136e-09
2014,1.0394137106572998e-08,2.3819897165822113e-09
2015,1.773260294157808e-08,3.103205470367243e-09
2016,1.7399257146166747e-08,1.2428040818690533e-09
2017,1.4590545660553289e-08,1.7609279590047322e-09
2018,1.7295826992835828e-08,1.0325866828253538e-09
2019,1.4540630033366142e-08,1.7856913725466939e-09
