year,veut_VERB appeler_VERB,veut_VERB rappeler_VERB
1862,1.3825038536197098e-07,3.7951085829490694e-08
1863,1.5633163741313183e-07,4.844782353075061e-08
1864,1.740486226253779e-07,7.527722800659831e-08
1865,1.3461574610573734e-07,6.966129717511649e-08
1866,1.1920751319394185e-07,4.670988573707291e-08
1867,8.686532737556263e-08,3.542552207136396e-08
1868,8.644779825317528e-08,4.0506968446152314e-08
1869,1.2843655383676378e-07,5.7137174991339634e-08
1870,1.370437701098126e-07,4.529898589566983e-08
1871,1.0514965254060371e-07,2.6552942955504477e-08
1872,1.040142336705685e-07,2.1770421909650395e-08
1873,8.14096594581315e-08,4.4895035244962855e-08
1874,8.782675564589226e-08,2.5690820137924675e-08
1875,1.2015206607429718e-07,5.435450844970546e-08
1876,1.3422152278508293e-07,4.292670396921494e-08
1877,6.865145962819952e-08,3.5253449937044934e-08
1878,1.1413877842869624e-07,4.5293166550663955e-08
1879,1.1424437929008491e-07,5.6205792020591616e-08
1880,1.187301563732035e-07,1.9895322722618403e-08
1881,9.203709794292081e-08,4.322954794133693e-08
1882,1.0315847021047375e-07,3.3276926103553706e-08
1883,8.467914369703067e-08,4.2339571848515334e-08
1884,8.516189353713344e-08,2.442627788923346e-08
1885,1.0506386161068804e-07,3.545099502844096e-08
1886,1.1616234729672215e-07,4.7755634113855194e-08
1887,7.704131377295198e-08,2.0239665943222462e-08
1888,1.1286294210322012e-07,3.7409627395845746e-08
1889,8.520586192162227e-08,3.633779144252003e-08
1890,1.0159298824419238e-07,4.129263331265065e-08
1891,9.816298529585765e-08,4.206985337873448e-08
1892,9.026658176480851e-08,4.5133290882404253e-08
1893,9.545545509581643e-08,2.3401982574000613e-08
1894,6.427570298228602e-08,2.457600345451283e-08
1895,8.305688226073471e-08,1.8657704714541978e-08
1896,5.6611476395573845e-08,1.7101383420481397e-08
1897,6.351118031489023e-08,3.029891004757701e-08
1898,5.149102833001962e-08,2.2633418694795182e-08
1899,7.40695469403363e-08,2.2110313580014918e-08
1900,8.046132649042192e-08,3.5818267463127995e-08
1901,4.63865319488832e-08,2.738482152153665e-08
1902,1.0999035993108919e-07,2.8479647085077886e-08
1903,5.400220359774721e-08,1.7820726228023887e-08
1904,8.06193796165644e-08,2.579820090886642e-08
1905,6.089695858690902e-08,2.3223416079076742e-08
1906,7.201858664984684e-08,2.0576738535282857e-08
1907,8.331406320394308e-08,2.5199932807140613e-08
1908,8.202020040926072e-08,2.9468335327464956e-08
1909,5.5009834909469646e-08,2.8605114721358404e-08
1910,6.092331972240572e-08,3.046165986120286e-08
1911,8.140172269577306e-08,1.9153347352585115e-08
1912,5.782457535019603e-08,3.229841283314272e-08
1913,8.325693556798797e-08,3.234823608977422e-08
1914,5.49132970206756e-08,1.7411533548283842e-08
1915,5.183535378705528e-08,1.6493066468115103e-08
1916,2.5271162940043723e-08,9.888715624128963e-09
1917,5.04455535121906e-08,2.7416060532914344e-08
1918,4.3648228142956214e-08,2.756730310693456e-08
1919,4.603924352863942e-08,1.5653341733923298e-08
1920,6.284952291935042e-08,2.5745588771997063e-08
1921,7.951384617399526e-08,3.862101038976107e-08
1922,7.599273743608137e-08,3.39385017866789e-08
1923,4.564857647437748e-08,2.229349149729387e-08
1924,6.445812061883771e-08,3.351822286390416e-08
1925,6.928851803422731e-08,2.0896537833436923e-08
1926,4.124071395494866e-08,3.6782257240020044e-08
1927,8.696395070728613e-08,2.4528294062520217e-08
1928,6.512843242489907e-08,1.7139061725401916e-08
1929,4.790374674712439e-08,3.5649300400564243e-08
1930,4.936693542845205e-08,1.7856125467119455e-08
1931,4.676196141417677e-08,2.0529641986399838e-08
1932,4.383814555808385e-08,4.274219378430644e-08
1933,8.717703536831323e-08,1.9500125958415992e-08
1934,5.511526879331541e-08,5.152079296522061e-08
1935,6.821922227118193e-08,3.231436807027421e-08
1936,6.426098764222843e-08,3.15242587589637e-08
1937,3.399602022113868e-08,3.777335422228134e-08
1938,3.8895642262559704e-08,2.7226949583791793e-08
1939,7.647025057622159e-08,4.129393715857077e-08
1940,4.3108308034334186e-08,2.2822046474857416e-08
1941,7.37875680556499e-08,2.066051862925633e-08
1942,6.978687139280737e-08,3.3376331032286544e-08
1943,4.645176332473966e-08,2.9032351633873077e-08
1944,6.105053529381621e-08,9.639558484764166e-09
1945,3.921307367704685e-08,3.485606470121638e-08
1946,4.454753366189834e-08,4.733175273941015e-08
1947,6.318061451793255e-08,3.695469885656166e-08
1948,5.0010683594337024e-08,3.8051606310318675e-08
1949,3.9268034157657894e-08,3.5341230386620737e-08
1950,4.1477910883713776e-08,3.19060831088791e-08
1951,5.117473023119601e-08,3.6248767543156646e-08
1952,3.585233443459401e-08,2.4253049346611988e-08
1953,6.24881977273617e-08,3.770839640537815e-08
1954,6.645324646115114e-08,3.615838295445428e-08
1955,3.9419553843345057e-08,3.0972504561077585e-08
1956,6.192010459926678e-08,3.226822542501395e-08
1957,4.59421976017893e-08,2.8272120644601273e-08
1958,4.053399393910695e-08,2.5643954515430778e-08
1959,5.348016074435691e-08,2.5577467255288866e-08
1960,5.536666591865469e-08,5.3982500247684584e-08
1961,4.377340445671507e-08,3.960450811746341e-08
1962,3.805173776072479e-08,4.1856910826254534e-08
1963,5.108181966306802e-08,5.819448034571906e-08
1964,5.1105335074908e-08,2.494427064902993e-08
1965,5.362602450986742e-08,4.760677896342713e-08
1966,3.6557892713062756e-08,3.26805427164345e-08
1967,4.683818843886911e-08,5.127548874384047e-08
1968,5.030385707982532e-08,3.907531720415136e-08
1969,5.904285060864822e-08,3.6788236457141466e-08
1970,7.128024037683645e-08,3.449043717296263e-08
1971,5.857773288653334e-08,4.573173839617084e-08
1972,4.6171322765076184e-08,2.8728821988011077e-08
1973,3.142526239230392e-08,3.528450420731133e-08
1974,3.937900316941523e-08,4.106667361725158e-08
1975,5.197447094928975e-08,3.5982324675387645e-08
1976,2.628222439682304e-08,4.1137393935741784e-08
1977,2.8796231177352638e-08,3.408533544302372e-08
1978,3.861384456627093e-08,4.455443658457625e-08
1979,2.63338808537128e-08,2.984506508596496e-08
1980,3.752199617679253e-08,4.0933084477501325e-08
1981,4.364629191400127e-08,4.2381181231121445e-08
1982,3.662426451001011e-08,2.9796010991844923e-08
1983,3.4734238596456635e-08,3.031351525351056e-08
1984,3.36342509399401e-08,3.537395087960249e-08
1985,3.7296459254321235e-08,4.3913573222198465e-08
1986,2.8174081734277934e-08,4.6756987615026446e-08
1987,2.8720839040374813e-08,2.810975807676641e-08
1988,2.818380373525997e-08,3.957725525083333e-08
1989,3.677041959804228e-08,5.6527657221749905e-08
1990,3.8140555602694803e-08,4.195461400513523e-08
1991,3.282420379946416e-08,3.985796226402272e-08
1992,4.1324582866764104e-08,3.967159756257388e-08
1993,4.819110444032049e-08,4.4867579873653085e-08
1994,4.430938460586731e-08,4.6946848186735224e-08
1995,2.548551947256783e-08,4.337960746170211e-08
1996,3.042712393153124e-08,4.2704737523990843e-08
1997,3.020783623242096e-08,3.068732468136659e-08
1998,3.433052953027982e-08,5.149579607177657e-08
1999,3.290544725587097e-08,4.067479153491149e-08
2000,2.474097726690161e-08,4.8156543641653116e-08
2001,2.4534786646768225e-08,4.8631449089953094e-08
2002,3.6364138367162013e-08,4.5126579806265e-08
2003,4.750292248445476e-08,3.7502307037584615e-08
2004,3.611928889313276e-08,4.184551727348662e-08
2005,3.557962102718193e-08,4.954124577238872e-08
2006,3.911995349881181e-08,5.023825622174627e-08
2007,4.234148320847453e-08,4.833320232933147e-08
2008,3.065356679599063e-08,4.3000142113669426e-08
2009,3.2423709939166656e-08,4.196009228962794e-08
2010,3.117703428756613e-08,3.873510223684207e-08
2011,2.600300952337875e-08,3.21213633469597e-08
2012,3.608507981311959e-08,1.7702113552786614e-08
2013,3.5421887645270544e-08,2.2870825233667347e-08
2014,4.200963488187881e-08,2.425298539776577e-08
2015,4.787802865280355e-08,2.1722438958704515e-08
2016,4.846935652835782e-08,2.7755955755992545e-08
2017,3.949509874701107e-08,2.2892063356039216e-08
2018,4.362678751590465e-08,2.349134753387716e-08
2019,4.1070901346529354e-08,2.0918099252753564e-08
