year,doivent_VERB ajouter_VERB,doivent_VERB rajouter_VERB
1980,2.9562784220615868e-08,0.0
1981,1.707898356073656e-08,0.0
1982,1.4277254933858785e-08,0.0
1983,2.5892795463278162e-08,0.0
1984,2.7835241667162336e-08,0.0
1985,3.609334697785016e-08,0.0
1986,2.45773907892044e-08,0.0
1987,2.13878585952898e-08,0.0
1988,1.199310784016916e-08,0.0
1989,8.232182935330457e-09,0.0
1990,1.7435683119515488e-08,5.44865097484859e-10
1991,3.282420379946416e-08,0.0
1992,1.983579878128694e-08,5.509944167592096e-10
1993,2.4372512896775334e-08,0.0
1994,2.8484603120659813e-08,5.274926606624319e-10
1995,2.548551947256783e-08,5.422450821690461e-10
1996,1.526694433096054e-07,1.067618438099771e-09
1997,2.4118318719956733e-07,0.0
1998,3.452125554304075e-07,9.536258449571733e-10
1999,3.994355779468606e-07,4.570201161957499e-10
2000,2.1074009737276356e-07,0.0
2001,1.81820283273737e-07,4.3812117822561447e-10
2002,1.7919195727245096e-07,8.76244299341522e-10
2003,1.4875914189360628e-07,8.333845835650777e-10
2004,1.5108433615296235e-07,1.3214374039449694e-09
2005,1.1034186542246971e-07,0.0
2006,1.0747692869017555e-07,0.0
2007,9.746529627818745e-08,3.994479469415779e-10
2008,5.875266850807748e-08,0.0
2009,5.3403756083980625e-08,1.430457752249481e-09
2010,5.5740756010891346e-08,2.8342759250676863e-09
2011,3.6710130046913036e-08,7.64794394481072e-10
2012,3.063827591631707e-08,6.808505426114664e-10
2013,2.1755175438897822e-08,5.578250084070646e-10
2014,2.013864097705209e-08,1.9489005964601347e-09
2015,1.4629397249166232e-08,4.433150790905671e-10
2016,7.45682449121432e-09,0.0
2017,1.0565567976072998e-08,1.2578056374223934e-09
2018,9.551427204712581e-09,1.0325866828253538e-09
2019,8.418259866971312e-09,1.53059265262101e-09
