year,peut_VERB assembler_VERB,peut_VERB rassembler_VERB
1873,1.855661402316855e-08,3.95076291681562e-08
1874,2.6885741633009275e-08,4.241972462182275e-08
1875,1.4875970677508121e-08,3.718992758194872e-08
1876,3.808989390563511e-08,5.078652520751348e-08
1877,2.2265338017746217e-08,5.566334237983028e-08
1878,1.3285995414946683e-08,4.468925496325937e-08
1879,2.077170613290491e-08,5.6205792020591616e-08
1880,2.2462462112571302e-08,3.144744553651435e-08
1881,5.5780060570498335e-09,6.414706632540401e-08
1882,1.9300616216355593e-08,2.4624924321869912e-08
1883,2.9700892412165558e-08,2.8437025179073316e-08
1884,2.8387297845711146e-08,3.1688145440966764e-08
1885,1.2246707647989297e-08,3.3517306263775026e-08
1886,1.4842966855610484e-08,5.3563748991791726e-08
1887,1.6322312390570914e-08,4.439668899181015e-08
1888,2.599652049184442e-08,2.028996703984376e-08
1889,2.4434033463194282e-08,3.257871128425904e-08
1890,1.7696843102044113e-08,3.211649257650606e-08
1891,2.103492668936724e-08,1.466070642663908e-08
1892,2.0686091062316336e-08,4.4506439422775657e-08
1893,1.4780200174868696e-08,3.4487133149241345e-08
1894,1.449354058991048e-08,3.150769600779313e-08
1895,1.6852119699706236e-08,2.467631965430428e-08
1896,2.4177818858106548e-08,3.538217541176891e-08
1897,8.740070001067579e-09,2.2724183423861177e-08
1898,2.1501747937691107e-08,2.319925584970406e-08
1899,5.527578395003729e-09,3.371822998587959e-08
1900,7.26747462209687e-09,3.841379481173135e-08
1901,1.397184767881754e-08,2.9620316865930363e-08
1902,7.561837378489145e-08,2.1605249145295602e-08
1903,1.4040573148577096e-08,5.508224631967096e-08
1904,5.374625189347171e-09,4.407192477628996e-08
1905,1.186974607492175e-08,3.044847929345451e-08
1906,2.1091157265118454e-08,3.446603713541663e-08
1907,1.0285686968813934e-08,3.805704196224724e-08
1908,1.276961114626829e-08,4.813161424976897e-08
1909,1.6502950117569526e-08,2.8055016088046614e-08
1910,2.2979847358328698e-08,3.046165986120286e-08
1911,1.649316061502759e-08,3.830669470517023e-08
1912,1.614920641657136e-08,5.053138707467042e-08
1913,1.113627856597077e-08,4.5075413623862914e-08
1914,7.366418142140674e-09,2.276892807628883e-08
1915,1.5314990164938536e-08,1.767114277129167e-08
1916,1.538244731591476e-08,2.4172416956957932e-08
1917,9.869782324756216e-09,5.263883906536648e-08
1918,1.2635013924011673e-08,7.236417332023848e-08
1919,1.2890987832747669e-08,3.591060959706738e-08
1920,1.4387239843927091e-08,3.558949046578164e-08
1921,1.5902768879527684e-08,4.0892835784234194e-08
1922,1.1066902949607993e-08,2.87739485571592e-08
1923,4.246379248229459e-09,5.095655097875351e-08
1924,1.933743654092268e-08,6.316896161706609e-08
1925,2.639562701745035e-08,5.609070896639423e-08
1926,2.1177662290483568e-08,4.681378129589575e-08
1927,1.0034302277972529e-08,4.4596898618465275e-08
1928,1.9424270192303084e-08,4.227635130860108e-08
1929,1.1140405931087116e-08,3.676334259239411e-08
1930,1.3654684494213143e-08,5.3568378177715203e-08
1931,1.3686427990933225e-08,7.641588695150858e-08
1932,2.082311922890767e-08,4.603005265835236e-08
1933,9.176529758292418e-09,4.01473165823063e-08
1934,1.5576054224197833e-08,6.230421689679133e-08
1935,1.4361940969820353e-08,3.8298509252854274e-08
1936,1.091224355320719e-08,3.394919900756577e-08
1937,1.7627565185307503e-08,7.428759829508635e-08
1938,1.0372171566075394e-08,5.575042294481136e-08
1939,1.5294050470515685e-08,4.8940961505650193e-08
1940,2.028626333583361e-08,2.5357829613881222e-08
1941,1.1806010391524069e-08,1.4757512545315876e-08
1942,1.2136847082899749e-08,7.58552971547033e-08
1943,1.4516175816936538e-08,1.1032293656398906e-07
1944,1.2852744646352221e-08,5.7837350908584995e-08
1945,1.742803235060819e-08,8.496165548876888e-08
1946,9.744772988540262e-09,1.0440827935553898e-07
1947,3.5762612871081956e-09,5.364391952866754e-08
1948,1.0871888278529696e-08,5.435943961629164e-08
1949,1.9634017078828947e-08,8.344456858822014e-08
1950,6.381216888229346e-09,7.019338710279044e-08
1951,2.1322803078760444e-08,1.151431376911205e-07
1952,1.7926167217297007e-08,9.49032354924384e-08
1953,1.1851209791302608e-08,7.326202933199966e-08
1954,1.172704333640695e-08,6.254423112750374e-08
1955,1.5016972554349195e-08,7.696198167650437e-08
1956,7.849027205963921e-09,7.587393469066228e-08
1957,1.0602045463770082e-08,8.923387895265478e-08
1958,2.0680609225109947e-08,8.272243690043979e-08
1959,1.1626121398933265e-08,6.975673016995643e-08
1960,8.305000243069571e-09,7.33608302994071e-08
1961,1.528595028332802e-08,8.268309414916075e-08
1962,1.8391673961559718e-08,8.43480236767391e-08
1963,1.8104948651398445e-08,8.341208967976854e-08
1964,1.5818317322668918e-08,1.02210670149816e-07
1965,2.2982582947861374e-08,8.426946607187347e-08
1966,1.8278946356531378e-08,7.311578542612551e-08
1967,2.070740912074598e-08,9.564850955712245e-08
1968,1.3025106326836067e-08,9.476887186110616e-08
1969,1.725867981861029e-08,7.993493511548877e-08
1970,1.74751555448438e-08,1.0623054436109669e-07
1971,1.849823050292798e-08,1.0482330736749645e-07
1972,1.4364410994005539e-08,1.1901940411007672e-07
1973,9.923766697284009e-09,1.2184180775420828e-07
1974,1.518904291231138e-08,1.1757445150806234e-07
1975,1.7134439644905797e-08,1.0280664497486214e-07
1976,1.8283285996290033e-08,9.712995563404547e-08
1977,5.289103821581875e-09,1.1224653206909352e-07
1978,1.3069301196821925e-08,1.0930688176813419e-07
1979,1.580032815695631e-08,1.0240953685070053e-07
1980,1.9329512213062117e-08,9.664756106531058e-08
1981,1.2018544381930951e-08,9.551579438493718e-08
1982,1.9864007327896616e-08,1.0863129062954613e-07
1983,1.4525227243211702e-08,1.2946398442181817e-07
1984,2.0296528902008504e-08,9.278413415358955e-08
1985,1.0226449020933615e-08,1.419671633584585e-07
1986,9.591176741707841e-09,1.1209687755808773e-07
1987,7.332980445085013e-09,1.2832715867716615e-07
1988,1.8589316752581908e-08,1.337231481102208e-07
1989,8.780995486290522e-09,1.0427432073356613e-07
1990,1.5801088437683575e-08,1.394854649561239e-07
1991,1.4067516929117119e-08,1.0726481036726909e-07
1992,6.61193322315512e-09,1.2562672679905518e-07
1993,1.3848018731721368e-08,1.1964688440002647e-07
1994,1.1077346151466827e-08,1.2079581779289583e-07
1995,1.843633334885908e-08,1.3393453457410942e-07
1996,1.1743802375008272e-08,1.0569422670414497e-07
1997,9.58978851883785e-09,1.1411848532816293e-07
1998,1.0013071261028017e-08,1.1968003832407703e-07
1999,1.0054442611817649e-08,1.1745417083375287e-07
2000,7.068850393920911e-09,1.237048792290807e-07
2001,1.095302959441824e-08,1.1128278032401795e-07
2002,1.6648641576466616e-08,1.296841531939208e-07
2003,1.750107614384433e-08,1.3459161607443093e-07
2004,1.189293641346012e-08,1.0747690737389348e-07
2005,1.4862373554080932e-08,1.3421173150618415e-07
2006,1.2353670086895363e-08,1.3218426886396628e-07
2007,1.3980677948666198e-08,1.1144597777956733e-07
2008,1.4049550856043425e-08,1.2005979499463137e-07
2009,1.4781396551200032e-08,1.029929563856058e-07
2010,1.6060896612657416e-08,1.0675772443846654e-07
2011,1.9502257586623273e-08,9.904087505674397e-08
2012,1.191488419038933e-08,8.748929758439772e-08
2013,1.059867482666732e-08,9.315677829135893e-08
2014,9.744502982300673e-09,8.964943276623671e-08
2015,9.97458915463767e-09,8.22349477402895e-08
2016,1.5120782848043746e-08,7.291117043450868e-08
2017,1.2074934829797712e-08,7.823551584351662e-08
2018,1.523065407127433e-08,6.866701340868531e-08
2019,1.2499840273960672e-08,7.091745857223941e-08
