year,devrait_VERB éveiller_VERB,devrait_VERB réveiller_VERB
1997,6.233362714880286e-09,2.3974471297094624e-09
1998,8.10582001520288e-09,5.2449422582867555e-09
1999,1.279656292041409e-08,3.656160929565999e-09
2000,4.859834756842929e-09,4.4180314962005696e-10
2001,8.762423675534592e-09,2.6287270138425356e-09
2002,9.63868718173444e-09,6.571832411594869e-09
2003,1.0417307017007715e-08,3.333538334260311e-09
2004,1.2333415178034102e-08,4.845270407116686e-09
2005,8.557123898356167e-09,7.656374201303606e-09
2006,1.2353670086895363e-08,2.4707338397433887e-09
2007,1.2782334302130494e-08,3.595031605740928e-09
2008,8.51487946817997e-09,1.7029758714315335e-09
2009,8.105927484791664e-09,3.814554005998616e-09
2010,1.4643758206034363e-08,3.7790344187271785e-09
2011,1.644307978665438e-08,3.823971805871906e-09
2012,1.0893608681783462e-08,2.7234021704458655e-09
2013,9.204113027294625e-09,5.29933741333366e-09
2014,8.661780626084692e-09,6.496335469563519e-09
2015,9.309617077235544e-09,5.319781060109108e-09
2016,9.942432654952427e-09,3.314144070287739e-09
2017,1.0314006537726073e-08,7.2952728302766445e-09
2018,9.551427204712581e-09,7.228107001822082e-09
2019,8.928457084778074e-09,7.1427654901867754e-09
