year,auraient_VERB établi_VERB,auraient_VERB rétabli_VERB
1980,2.615169236719339e-08,1.1370301367108482e-09
1981,2.7199863694704618e-08,1.2651099057237047e-09
1982,2.0484757001781873e-08,1.2415004579935385e-09
1983,2.084054351314535e-08,6.315316047889041e-10
1984,2.0876431250371752e-08,2.3196033982486597e-09
1985,1.3234227935754461e-08,3.609334831011779e-09
1986,1.3187867686781374e-08,1.7983456945813714e-09
1987,1.8943532964499354e-08,2.4443267410134695e-09
1988,1.6190695006912392e-08,0.0
1989,1.8110803523541108e-08,5.488122178931576e-10
1990,1.6345952147389653e-08,1.089730194969718e-09
1991,8.20605094986604e-09,2.344586080837985e-09
1992,2.0937788391961476e-08,3.30596661157756e-09
1993,2.2156829260211452e-08,1.661762283333701e-09
1994,1.9517228722065738e-08,1.0549853213248639e-09
1995,2.0063067651676647e-08,1.626735190995987e-09
1996,1.975094043871195e-08,1.6014276571496566e-09
1997,1.3905194329311144e-08,2.3974471297094624e-09
1998,1.7642078020685403e-08,1.43043876743576e-09
1999,2.376504681933511e-08,2.285100553223174e-09
2000,2.3415566374751506e-08,1.7672125984802278e-09
2001,2.015357480900093e-08,4.3812117822561447e-10
2002,2.102986229601811e-08,5.257465574004527e-09
2003,1.8334461060476315e-08,1.6667691671301554e-09
2004,1.9381081628466745e-08,2.642874807889939e-09
2005,1.3961623857028371e-08,2.251874686720612e-09
2006,1.8942293067425453e-08,8.235779835885637e-10
2007,1.5578470069499417e-08,4.393927444112933e-09
2008,1.702975893635994e-08,2.9802078582719105e-09
2009,1.0966842545201416e-08,9.53638501499654e-10
2010,1.369900015646408e-08,3.7790344187271785e-09
2011,1.8355065023456518e-08,1.529588788962144e-09
2012,1.2936160587173617e-08,1.3617010852229328e-09
2013,1.9244962956577183e-08,1.3945624655065103e-09
2014,1.1909948582911056e-08,1.0827225782605865e-09
2015,1.2856137487915476e-08,3.989835573037226e-09
2016,1.636358604173438e-08,2.4856081637381067e-09
2017,1.4338984222206363e-08,2.7671724911471074e-09
2018,1.161660012627408e-08,2.0651733656507076e-09
2019,1.2754938438774843e-08,2.2958890344426663e-09
