year,pouvait_VERB appeler_VERB,pouvait_VERB rappeler_VERB
1843,3.077500707604486e-07,1.1223131224369354e-07
1844,3.7267329844326014e-07,1.2184605679976812e-07
1845,3.822456164925825e-07,9.709596326956671e-08
1846,4.273786089470377e-07,1.1826092816136224e-07
1847,3.1118901233639917e-07,1.2835872098548862e-07
1848,1.874536650348091e-07,8.769291781618449e-08
1849,3.2093160484691907e-07,8.128032646936845e-08
1850,1.9416528118654242e-07,9.708264059327121e-08
1851,3.095730676250241e-07,1.2963371887053654e-07
1852,2.0963956615105417e-07,1.0221556578926538e-07
1853,2.681397290871246e-07,8.539862506040663e-08
1854,2.696549756819877e-07,1.1638288555104737e-07
1855,3.067409579671221e-07,1.1356845419641104e-07
1856,2.3918613578644e-07,8.438818355216426e-08
1857,2.11369339808698e-07,1.322888891763796e-07
1858,3.1662082733419084e-07,1.2772494528690004e-07
1859,2.591916370420222e-07,1.1253703036118168e-07
1860,2.0780414899945754e-07,1.240416906966857e-07
1861,3.272878927873535e-07,1.188422871223338e-07
1862,2.728863819356775e-07,1.6084031528862397e-07
1863,2.5372673917445354e-07,7.541877522498908e-08
1864,2.3494166612181289e-07,1.2130661275477905e-07
1865,1.7132913399109384e-07,1.0119715199152779e-07
1866,2.6176996925642015e-07,1.1920751319394185e-07
1867,2.43611140149369e-07,8.298307818677131e-08
1868,2.1883641920794616e-07,9.138766898786344e-08
1869,2.3587396924540371e-07,1.2794819781447586e-07
1870,2.545917539009679e-07,1.1296076252165221e-07
1871,1.625040084718421e-07,1.2320565190293564e-07
1872,2.4189355940507085e-07,9.554796065458504e-08
1873,2.232779650057637e-07,8.61984617017697e-08
1874,2.0672148082212516e-07,9.021659508334778e-08
1875,1.7336226676434308e-07,1.2701789842139988e-07
1876,1.6626540855213534e-07,7.678438862512849e-08
1877,2.109022290142093e-07,8.473197965486179e-08
1878,2.1680328643469693e-07,1.0266450800600069e-07
1879,2.0038586967530136e-07,1.0752412293868474e-07
1880,1.7584898159839213e-07,8.664092376875487e-08
1881,2.9005630608480715e-07,1.1295462343241525e-07
1882,1.816920160990776e-07,1.0315847021047375e-07
1883,2.0853818227806187e-07,1.0806069639102134e-07
1884,1.9739073309210653e-07,1.0628732383111128e-07
1885,1.8563430614904064e-07,8.05704445383526e-08
1886,1.4778431989270757e-07,6.77613698485402e-08
1887,1.5408262754590396e-07,8.55289101764356e-08
1888,1.7943939667475206e-07,7.545331470737437e-08
1889,1.4848373552922567e-07,7.831420845150205e-08
1890,1.5075089265792485e-07,8.32407067719032e-08
1891,1.8166527127050358e-07,9.37010327106691e-08
1892,1.8241371435578912e-07,5.578975859066304e-08
1893,1.6935645419380307e-07,4.9883173147691195e-08
1894,1.802240205961425e-07,9.767386188741511e-08
1895,1.5227094252168172e-07,9.328852712542357e-08
1896,1.5273305109531066e-07,5.838058569906934e-08
1897,1.35179760718529e-07,7.691262027265111e-08
1898,1.3353717065456294e-07,8.374365023655628e-08
1899,1.221594772005119e-07,6.080335879232734e-08
1900,1.495023269626472e-07,1.1472227612330244e-07
1901,1.3133536924669897e-07,6.985923306501718e-08
1902,8.936716255902866e-08,5.450415230257022e-08
1903,1.1664475607631175e-07,6.264255603127822e-08
1904,1.1877921934910773e-07,6.825774079288749e-08
1905,1.501780815260645e-07,7.121847289681682e-08
1906,9.002322798323803e-08,8.642229687438885e-08
1907,8.63997655642379e-08,9.154260993682328e-08
1908,1.0805055694618204e-07,8.693158548567226e-08
1909,7.756386821711203e-08,7.591357586989034e-08
1910,9.459146355084158e-08,5.183825990684454e-08
1911,1.1864434412700575e-07,8.565802289695057e-08
1912,9.897900099531398e-08,8.803922213473925e-08
1913,1.0818099127618552e-07,8.696903108784682e-08
1914,1.0781757708855366e-07,6.428874144148722e-08
1915,9.188994454234489e-08,6.125996065975414e-08
1916,9.119593613604593e-08,6.59247731960022e-08
1917,8.224818515145671e-08,9.211796481167767e-08
1918,1.3094468442886864e-07,5.168869421368072e-08
1919,8.471220525052559e-08,8.563299047636974e-08
1920,1.2191293308205786e-07,6.512119199442168e-08
1921,7.64847456480311e-08,6.815472630705699e-08
1922,1.3796739040117245e-07,7.599273743608137e-08
1923,1.1146745748646936e-07,5.6264525483129546e-08
1924,9.926550603722717e-08,5.1566498626698376e-08
1925,9.898359820681435e-08,5.939016034517408e-08
1926,1.1814906741847153e-07,7.467912865877224e-08
1927,1.103773286104115e-07,7.358488574027433e-08
1928,9.940655587570291e-08,8.455270261720216e-08
1929,1.0026365515614089e-07,3.8991423423340166e-08
1930,1.039856769580183e-07,5.146765857944047e-08
1931,9.238338805062085e-08,4.5621426636444085e-08
1932,1.0959536922428015e-07,7.123698964051073e-08
1933,9.979476089938544e-08,7.226517340086502e-08
1934,8.147474517272713e-08,8.387105765450542e-08
1935,1.2447014796634903e-07,4.308582290946106e-08
1936,9.093535879856063e-08,6.911087524485993e-08
1937,1.1457917281632035e-07,7.176937089070634e-08
1938,9.464606876008475e-08,4.148868626430158e-08
1939,1.1011716338771294e-07,5.964679417047591e-08
1940,1.4961119632062037e-07,6.339457314652464e-08
1941,1.1806010036252701e-07,8.559357667081713e-08
1942,1.4260795921927638e-07,5.158160121254696e-08
1943,8.709705667797607e-08,9.580676163523094e-08
1944,1.2210107058763242e-07,7.069009200222354e-08
1945,9.367567344042982e-08,6.099811145077183e-08
1946,1.238978342144037e-07,7.238973864787113e-08
1947,1.418583650547589e-07,6.675687558299614e-08
1948,1.1524200971280152e-07,5.544662684542345e-08
1949,7.755436826073492e-08,7.264586088240321e-08
1950,1.106077576196185e-07,5.317680873417885e-08
1951,1.0661401717015906e-07,5.224086763178093e-08
1952,9.49032354924384e-08,4.2179216563908994e-08
1953,7.649417455013463e-08,7.757155628951296e-08
1954,9.7725362024903e-08,5.668070812703263e-08
1955,8.447047150639264e-08,4.598947711542678e-08
1956,8.110662008675718e-08,4.971050771018781e-08
1957,1.219235201688207e-07,5.03597163969971e-08
1958,1.207747573062079e-07,4.4670112941957996e-08
1959,1.007597205671118e-07,5.813060965920158e-08
1960,8.927874972641803e-08,5.052208251754564e-08
1961,1.2576168728628545e-07,5.419564175213054e-08
1962,9.512934440181198e-08,6.532214769094935e-08
1963,1.1832877788719998e-07,5.4314845954195334e-08
1964,9.551830260079441e-08,6.570685684437194e-08
1965,8.153344310812827e-08,6.292849974443016e-08
1966,7.810095326021838e-08,6.702280330728172e-08
1967,9.564850955712245e-08,5.127548874384047e-08
1968,9.791286714744274e-08,7.276093327845956e-08
1969,8.220581548812333e-08,6.540130925714038e-08
1970,9.427386515881153e-08,4.690699384468644e-08
1971,8.27281994020268e-08,4.932861585871251e-08
1972,9.84988162144873e-08,5.489257048907348e-08
1973,9.427578362419808e-08,5.2375437320506535e-08
1974,7.819544833864711e-08,7.256987544224103e-08
1975,6.968005550334055e-08,5.311676432029344e-08
1976,7.656125688981774e-08,5.999203267492703e-08
1977,6.875834657193991e-08,7.052138073504466e-08
1978,7.188115347389612e-08,6.653462492067774e-08
1979,9.129078648584255e-08,5.14973663712226e-08
1980,6.935884044878549e-08,4.60497204812782e-08
1981,9.99436835513734e-08,5.756250232025195e-08
1982,9.435403569568734e-08,5.648827183790672e-08
1983,7.262613621605851e-08,4.2312617409834274e-08
1984,1.0728165733553396e-07,5.103127520555972e-08
1985,7.699914306158462e-08,4.4515129360434e-08
1986,8.991727895590884e-08,5.3350920126149504e-08
1987,7.210763897091965e-08,4.5831125561335284e-08
1988,9.414589641210114e-08,6.356346915481481e-08
1989,9.823738622571909e-08,6.915033878840404e-08
1990,7.028759796412487e-08,4.9582723704588716e-08
1991,6.916528860756443e-08,6.799299967497063e-08
1992,9.697501468508563e-08,5.179347439820958e-08
1993,9.416652346772025e-08,5.816167814032269e-08
1994,8.387133476617237e-08,5.327675722810454e-08
1995,7.971002702333863e-08,5.476675468685244e-08
1996,6.992900836166882e-08,5.4448541675355955e-08
1997,6.76080134098811e-08,5.5141285315585264e-08
1998,8.487270264367908e-08,5.721755158560882e-08
1999,7.540831603591869e-08,6.169771893382858e-08
2000,8.084997915602798e-08,4.859834490389403e-08
2001,9.638665687816683e-08,6.57181757901526e-08
2002,6.615644565499679e-08,6.615644565499679e-08
2003,7.333784424190526e-08,6.375392302970795e-08
2004,6.607186975315926e-08,5.241701472868954e-08
2005,8.061712009066468e-08,4.3686370077011816e-08
2006,9.100536857431507e-08,6.01211951334335e-08
2007,1.1703824753794834e-07,4.433872291542684e-08
2008,1.3325785630513565e-07,4.896055472158878e-08
2009,1.3827758493789588e-07,5.674149150536323e-08
2010,1.8611744678764808e-07,5.90474122930118e-08
2011,1.9349297986082092e-07,4.93292375836063e-08
2012,2.474891687143099e-07,4.799996489168734e-08
2013,2.7054511519963853e-07,5.1877727003102336e-08
2014,2.7457843998490716e-07,5.976628614234869e-08
2015,2.724171110912721e-07,6.05125052288713e-08
2016,2.8232364002178656e-07,6.193306489876704e-08
2017,2.5357363142575196e-07,4.5029441508859236e-08
2018,2.891242729674559e-07,4.827342792168565e-08
2019,2.627517403652746e-07,4.464228453571195e-08
