year,dut_VERB établir_VERB,dut_VERB rétablir_VERB
1910,3.473697773870299e-08,5.878565634276356e-09
1911,3.1390207766435196e-08,1.1704822888702893e-08
1912,2.344239469209697e-08,6.772247651554153e-09
1913,2.6514948459066545e-08,7.42418571064718e-09
1914,1.5402511266415786e-08,2.0090231700464756e-09
1915,5.183535378705528e-08,5.890381071793627e-09
1916,3.076489463182952e-08,3.2962386153911893e-09
1917,4.386569685266295e-08,1.315970976634162e-08
1918,2.986458014220261e-08,4.594550517822427e-09
1919,4.1435317399418636e-08,1.8415696745321952e-09
1920,3.104614876292544e-08,0.0
1921,2.196096815509918e-08,7.572747762196741e-09
1922,1.696925089333945e-08,5.902348387820666e-09
1923,2.653987074552333e-08,8.492758496458919e-09
1924,2.1915761649893284e-08,3.867487219366694e-09
1925,1.2097995494286806e-08,2.1996355847875293e-09
1926,1.2260752413340015e-08,1.1146138456652466e-09
1927,3.2332753363562006e-08,6.689535148041159e-09
1928,2.9707706517001498e-08,2.2852082448565625e-09
1929,2.6736975300423182e-08,6.684243825105796e-09
1930,1.995684684175103e-08,4.201441416995522e-09
1931,3.42160717536899e-08,5.7026783295555106e-09
1932,3.06867029564728e-08,8.767629289252454e-09
1933,6.882397318719313e-09,6.882397318719313e-09
1934,2.6359476379411717e-08,4.7926320689839486e-09
1935,1.555876849579363e-08,2.393656828303392e-09
1936,3.394919900756577e-08,1.8187071404440758e-08
1937,2.392312481447334e-08,3.777335333410292e-09
1938,5.186085783037697e-09,7.779128452511941e-09
1939,2.4470480752825097e-08,7.647025235257843e-09
1940,1.2678914806940611e-08,5.0715658339584024e-09
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,1.517105907566929e-08,1.517105907566929e-08
1943,1.4516175816936538e-08,1.7419411690866582e-08
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,1.3071024262956144e-08,0.0
1946,1.1136883415474585e-08,4.1763312808029696e-09
1947,2.5033829231801974e-08,4.7683483828109274e-09
1948,2.8266908813634473e-08,3.2615663503321457e-09
1949,2.4542520904446974e-08,6.8719057111366055e-09
1950,1.914365022059883e-08,1.0635361036293034e-08
1951,1.1727541604500402e-08,6.396841278899501e-09
1952,1.2653764258629963e-08,9.490323193972472e-09
1953,9.69644453618912e-09,1.0773827163745864e-08
1954,9.772536557761669e-09,1.9545072227344917e-09
1955,2.2525458831523792e-08,6.569925492527773e-09
1956,8.72114114258693e-09,1.1337483840634377e-08
1957,1.501956425897788e-08,1.3252556385623393e-08
1958,4.1361216673863055e-09,4.9633461784992505e-09
1959,1.705164542897819e-08,6.975672928177801e-09
1960,1.4533750203327145e-08,7.612916519406099e-09
1961,2.014966149488373e-08,9.03260666262895e-09
1962,8.8787386332001e-09,2.5367825617905737e-09
1963,1.2932106940866106e-08,6.466053470433053e-09
1964,7.909158661334459e-09,6.6923653285755336e-09
1965,1.4774516721161035e-08,9.302473458205895e-09
1966,2.215629990587331e-08,6.092982118843793e-09
1967,1.4791006641701188e-08,3.944268467392931e-09
1968,1.5719955115400808e-08,8.982831367632116e-09
1969,4.087581828571274e-09,3.6334062425424918e-09
1970,1.74751555448438e-08,7.3579600190498695e-09
1971,1.3873672877195986e-08,2.0553589941130213e-09
1972,1.0260293947794707e-08,2.0520587451500205e-09
1973,2.0398854161385316e-08,9.923766697284009e-09
1974,9.00091468025721e-09,4.500457340128605e-09
1975,1.3707552426467373e-08,4.569184142155791e-09
1976,1.4855169538918744e-08,2.285410749536254e-09
1977,9.990529292736028e-09,5.289103821581875e-09
1978,8.910887139279566e-09,9.504946163474415e-09
1979,9.363157360553487e-09,5.266775904289034e-09
1980,1.5349906234973787e-08,3.97960553399912e-09
1981,6.325549417596221e-09,1.2651099057237047e-09
1982,5.586751949948621e-09,6.828252629986764e-09
1983,6.315316269933646e-09,3.157658134966823e-09
1984,1.797692661398287e-08,2.3196033982486597e-09
1985,9.02333674446254e-09,3.0077789148208467e-09
1986,8.991728250862252e-09,3.5966913891627428e-09
1987,3.6664902225425067e-09,2.4443267410134695e-09
1988,1.0194141530917022e-08,2.398621523624911e-09
1989,2.1952488715726304e-09,2.7440609784434855e-09
1990,2.179460389939436e-09,3.2691906959314565e-09
1991,7.6199047072123e-09,4.10302547493302e-09
1992,7.713921945651236e-09,3.856960972825618e-09
1993,1.3848018731721368e-08,3.323524566667402e-09
1994,2.1099706426497278e-09,5.802419433820205e-09
1995,3.253470381991974e-09,3.253470381991974e-09
1996,9.074756945892659e-09,2.135236876199542e-09
1997,4.794894259418925e-09,4.794894259418925e-09
1998,1.0013071261028017e-08,5.72175506974304e-09
1999,9.597422412355172e-09,3.656160929565999e-09
2000,4.859834756842929e-09,3.5344251969604557e-09
2001,9.638665865452367e-09,2.6287270138425356e-09
2002,4.81934359086722e-09,2.1906108038649563e-09
2003,4.583615265119079e-09,2.9168460979889232e-09
2004,6.166707589017051e-09,2.2023955992267474e-09
2005,5.854874363109275e-09,9.007499190971657e-10
2006,5.353256948836815e-09,1.6471559671771274e-09
2007,5.991719120856942e-09,1.5977917877663117e-09
2008,2.554463751636149e-09,4.257439678578834e-10
2009,3.337734755248789e-09,1.430457752249481e-09
2010,3.7790344187271785e-09,9.447586046817946e-10
2011,3.059177577924288e-09,2.6767803529281764e-09
2012,4.085103366691101e-09,3.4042526575461807e-09
2013,4.741512515948898e-09,1.9523875849358774e-09
2014,9.311413862178597e-09,4.114345752981308e-09
2015,2.438232948875907e-09,3.103205470367243e-09
2016,7.45682449121432e-09,4.142679976837371e-09
2017,3.5218559180094644e-09,4.528100561174142e-09
2018,3.3559066636712487e-09,3.614053500911041e-09
2019,3.3162841361900064e-09,2.806086474294034e-09
