year,doivent_VERB appeler_VERB,doivent_VERB rappeler_VERB
1846,9.07447699205477e-08,3.922516000898213e-08
1847,6.68759696509369e-08,3.9909856752728956e-08
1848,1.311371136125672e-07,2.735375304041554e-08
1849,1.1563592750007956e-07,2.262441967104678e-08
1850,9.165144376765966e-08,3.1229383523623255e-08
1851,9.158203084780325e-08,2.96674187438839e-08
1852,6.901178295493082e-08,2.6042181744401205e-08
1853,4.777545470346922e-08,3.1651239851271384e-08
1854,6.754363823802123e-08,2.7017454939937124e-08
1855,8.066544410212373e-08,2.1227748447927297e-08
1856,7.248065259091163e-08,1.863788057221427e-08
1857,5.564920257938866e-08,3.270611159678083e-08
1858,4.942612719105455e-08,1.9085335978274998e-08
1859,5.703234151610559e-08,3.106225676674512e-08
1860,5.1722178540103414e-08,3.020941363729435e-08
1861,5.4705179053371467e-08,3.206855225812433e-08
1862,9.352231700177072e-08,2.710791768834042e-08
1863,5.2942979777981236e-08,2.8469338886338846e-08
1864,8.390773587052536e-08,2.828889478223573e-08
1865,5.412870862642194e-08,2.5416959203994338e-08
1866,5.352174170525359e-08,6.3252967308358166e-09
1867,4.561642796829801e-08,1.552899675516528e-08
1868,4.4952855660085334e-08,1.6301584082611953e-08
1869,5.323035878745941e-08,2.1487483792270723e-08
1870,7.511604138699113e-08,2.9243649279919737e-08
1871,8.390730243945654e-08,1.5931766128574054e-08
1872,4.354084381930079e-08,3.084143074261192e-08
1873,6.46488516053978e-08,1.97538145840781e-08
1874,7.587753714233259e-08,1.7326366119618797e-08
1875,5.664312041631092e-08,1.6592428764283795e-08
1876,5.3204928462946555e-08,4.232210315535667e-08
1877,4.9478529717816855e-08,2.72131899237138e-08
1878,4.166971123709118e-08,2.113680963589104e-08
1879,6.353698012162567e-08,2.504823370941267e-08
1880,3.9790645445236805e-08,1.9895322722618403e-08
1881,7.878933416805012e-08,2.1614773970668466e-08
1882,4.725323421439498e-08,1.5972924316542958e-08
1883,4.2971503688704615e-08,1.4534479397809719e-08
1884,4.8192386969958534e-08,1.5183903911974994e-08
1885,2.7716232864349877e-08,3.0294486919046903e-08
1886,4.130216879616455e-08,1.936039240035825e-08
1887,4.83140425444617e-08,1.1752064210668323e-08
1888,2.2192152115962926e-08,2.9800888867725916e-08
1889,6.57839365203472e-08,3.821733329800736e-08
1890,5.309053108248918e-08,3.080561583601593e-08
1891,3.824532157636895e-08,2.8683990294098294e-08
1892,5.014809900671935e-08,1.3790726782758611e-08
1893,4.9883173147691195e-08,2.0938616174248637e-08
1894,4.915200690902566e-08,2.3315696040526745e-08
1895,4.1528441130367355e-08,3.009307292245467e-08
1896,3.715128116255073e-08,1.0024948871034667e-08
1897,3.787363667129284e-08,1.7480140002135158e-08
1898,5.318853624203257e-08,2.319925584970406e-08
1899,5.693405569218157e-08,2.432134493801641e-08
1900,1.453494924419374e-08,1.9206897405865675e-08
1901,4.918090112937534e-08,2.2913829056392387e-08
1902,4.271947062761683e-08,1.816805017540446e-08
1903,4.9142006020019835e-08,2.214090244478939e-08
1904,2.8485512615361586e-08,2.6335662539622717e-08
1905,4.283430143914302e-08,2.0126959654476195e-08
1906,2.623534101076075e-08,2.6749759740596346e-08
1907,4.6285588695127444e-08,1.1828539925318182e-08
1908,3.58531409005991e-08,1.620758460774141e-08
1909,5.555993354278144e-08,2.9705311987981986e-08
1910,2.3514262537105424e-08,2.6186338430989053e-08
1911,3.830669470517023e-08,1.8089272302290738e-08
1912,3.5945006970905524e-08,2.2400511667797218e-08
1913,2.598464909908671e-08,1.6439267724877027e-08
1914,3.4153391226254826e-08,2.343860217024485e-08
1915,5.0657277483878715e-08,3.180805663305364e-08
1916,2.7468654906215306e-08,1.1536835131664702e-07
1917,3.5092558192673096e-08,3.289927263949721e-08
1918,3.9053681177847466e-08,2.067547733020092e-08
1919,1.5653341733923298e-08,2.301962176431971e-08
1920,1.8930579770426448e-08,1.665890891899835e-08
1921,2.9533714140939082e-08,1.741731914250977e-08
1922,1.9920426197472807e-08,1.696925089333945e-08
1923,1.8047112249064412e-08,8.492758496458919e-09
1924,1.0313299547703991e-08,3.351822286390416e-08
1925,2.3096173862313663e-08,2.3096173862313663e-08
1926,1.3375366592072169e-08,2.0063049888108253e-08
1927,2.0068604555945058e-08,1.7838759802657478e-08
1928,3.313552099371009e-08,2.742249805010033e-08
1929,2.6736975300423182e-08,1.6710609784809094e-08
1930,2.6259009189288918e-08,1.2604324695075775e-08
1931,1.4826963656844327e-08,1.710803587684495e-08
1932,1.0959536389520963e-08,1.6439305028370654e-08
1933,2.2941325283909464e-08,1.4911860191091364e-08
1934,1.9170528275935794e-08,1.1981580172459871e-08
1935,1.3165112555668657e-08,1.4361940969820353e-08
1936,2.66743711563322e-08,1.8187071404440758e-08
1937,2.0145789036973838e-08,1.6368453259474336e-08
1938,2.074434313215079e-08,1.6854778905894818e-08
1939,2.5999884911698246e-08,4.282334131744392e-08
1940,5.0715658339584024e-09,2.7893612752905028e-08
1941,2.066051862925633e-08,2.3612020783048138e-08
1942,2.4273694165799498e-08,4.247896612241675e-08
1943,1.4516175816936538e-08,6.096794180621146e-08
1944,3.2131861615880553e-09,3.534504600111177e-08
1945,2.3963544037997053e-08,1.089252066321933e-08
1946,2.645009899993056e-08,1.9489545977080525e-08
1947,2.0265479960812627e-08,1.7881307101674793e-08
1948,8.697510267552389e-09,1.7395020535104777e-08
1949,1.7670615193310368e-08,1.570721330779179e-08
1950,3.084254984742074e-08,1.0635361036293034e-08
1951,2.5587365115598004e-08,2.2388944032059044e-08
1952,1.7926167217297007e-08,2.1089608281954497e-08
1953,2.693456835345387e-08,9.69644453618912e-09
1954,2.247683283940205e-08,2.8340354063516315e-08
1955,1.0324168187025862e-08,7.508486277174597e-09
1956,1.657016923672927e-08,1.744228228517386e-08
1957,1.5903067307476704e-08,1.6786572132332367e-08
1958,1.4890038535497752e-08,1.7371711180658167e-08
1959,1.705164542897819e-08,2.0927018340444192e-08
1960,2.07624992754063e-08,2.07624992754063e-08
1961,1.598076693198891e-08,1.945484662257968e-08
1962,1.331810839388936e-08,2.0928455413127267e-08
1963,1.0992290633282664e-08,8.405868889838075e-09
1964,1.8251904876365188e-08,2.311907998375773e-08
1965,1.4774516721161035e-08,1.4774516721161035e-08
1966,1.163205709531212e-08,1.8832853498906843e-08
1967,1.232583901611406e-08,1.5777073869571723e-08
1968,1.5719955115400808e-08,2.380450325745187e-08
1969,2.679637134406221e-08,1.9075383050903838e-08
1970,1.3796174869185052e-08,1.74751555448438e-08
1971,2.209510974182649e-08,2.1067430466814585e-08
1972,2.0007572487656944e-08,2.3085661382538092e-08
1973,1.929621262775072e-08,2.591205827684462e-08
1974,2.025205780853412e-08,1.9689501584707614e-08
1975,2.056132863970106e-08,1.599214449754527e-08
1976,2.513951891103261e-08,1.8283285996290033e-08
1977,2.11564152863275e-08,1.9981058585472056e-08
1978,1.1881182260253809e-08,2.3762364520507617e-08
1979,2.808947208166046e-08,1.7555919384903973e-08
1980,1.3644362084619388e-08,2.785723829390463e-08
1981,1.3916208629893845e-08,2.277197808098208e-08
1982,1.738100685599875e-08,1.4277254933858785e-08
1983,1.4525227243211702e-08,1.705135410645653e-08
1984,1.9716628330002095e-08,1.4497521405587577e-08
1985,1.804667348892508e-08,2.285912081845254e-08
1986,1.019062523255343e-08,1.8582904104391673e-08
1987,1.0388388815840699e-08,1.2832715334809564e-08
1988,1.8589316752581908e-08,2.0388283061834045e-08
1989,1.7013178421620978e-08,2.0854864501984594e-08
1990,1.3076762783725826e-08,1.471135746555774e-08
1991,7.033758464558559e-09,2.1687421636329418e-08
1992,1.928480486412809e-08,1.8182815253453555e-08
1993,1.3294098266669607e-08,1.938722604677423e-08
1994,1.2132331583813993e-08,2.004472143823932e-08
1995,1.0844901865425527e-08,2.114755837112625e-08
1996,1.4946657245218375e-08,2.4021414191111035e-08
1997,5.753873377756236e-09,2.4453962410575514e-08
1998,1.7642078020685403e-08,2.43174582692518e-08
1999,1.3710603319339043e-08,2.1479944933844308e-08
2000,1.899753598877396e-08,1.8555732950176207e-08
2001,1.3581756164171566e-08,2.4534786646768225e-08
2002,1.5334276071143904e-08,2.234422957769766e-08
2003,2.0417921575699438e-08,3.041853702256958e-08
2004,1.4095332012686868e-08,2.4666830356068203e-08
2005,1.6213498099659773e-08,2.477062288619436e-08
2006,1.1530091548195287e-08,1.976587071794711e-08
2007,1.5578470069499417e-08,1.7975157362570826e-08
2008,1.575252639440805e-08,2.1287197782271505e-08
2009,2.0026408975581944e-08,3.576144536054926e-08
2010,1.6060896612657416e-08,2.220182793166714e-08
2011,1.7207874236646603e-08,2.2943831723409858e-08
2012,1.5659562535574878e-08,1.5659562535574878e-08
2013,1.338780020176955e-08,1.9244962956577183e-08
2014,1.8622827724357194e-08,1.8622827724357194e-08
2015,1.795426030071212e-08,1.906254887273917e-08
2016,1.864206033985738e-08,2.0299133041135065e-08
2017,1.4842107098900215e-08,2.0628013075452145e-08
2018,1.1100306451794495e-08,1.9619147195726327e-08
2019,1.7601815116563557e-08,1.7346716063570966e-08
