year,puissent_VERB apporter_VERB,puissent_VERB rapporter_VERB
1914,2.678697441638178e-08,2.678697486047099e-09
1915,3.416420923940677e-08,1.4136913861761968e-08
1916,2.966614687238689e-08,5.493730803607377e-09
1917,4.605898240583883e-08,3.289927441585405e-09
1918,2.067547733020092e-08,9.189101035644853e-09
1919,2.6702760891339494e-08,1.1970202606903513e-08
1920,4.619061400035207e-08,5.300562211374427e-09
1921,5.300923078266351e-08,3.7863738810983705e-09
1922,3.32007097370024e-08,5.902348387820666e-09
1923,2.5478275489376756e-08,2.1231896241147297e-09
1924,2.1915761649893284e-08,5.156649773851996e-09
1925,3.959344141435395e-08,7.698724324711748e-09
1926,1.7833821530643945e-08,5.57306911730393e-09
1927,2.8987985345452216e-08,6.689535148041159e-09
1928,3.884854038460617e-08,4.570416489713125e-09
1929,3.78773812315103e-08,5.570202965543558e-09
1930,3.046045193855207e-08,3.1510811737689437e-09
1931,3.877821086462063e-08,5.7026783295555106e-09
1932,5.8085543486186e-08,3.287861094491973e-09
1933,2.867665571670841e-08,1.4911860191091364e-08
1934,3.4746584276490466e-08,2.3963160344919743e-09
1935,4.0692164304800826e-08,5.98414207075848e-09
1936,4.4861444337129797e-08,7.274828739411987e-09
1937,5.666003133342201e-08,2.5182236296217297e-09
1938,4.148868626430158e-08,5.186085783037697e-09
1939,4.435274547631707e-08,3.058810094103137e-09
1940,4.3108308034334186e-08,5.0715658339584024e-09
1941,2.9515025090631752e-08,5.9030051957620344e-09
1942,3.034211815133858e-08,6.068423541449874e-09
1943,4.064529335323641e-08,0.0
1944,3.855823393905666e-08,6.4263723231761105e-09
1945,4.357008265287732e-08,1.3071024262956144e-08
1946,5.150808490839154e-08,5.568441707737293e-09
1947,3.9338875268413176e-08,8.344609447874518e-09
1948,5.218506160531433e-08,4.348755133776194e-09
1949,5.2030145525350235e-08,6.8719057111366055e-09
1950,3.722376362702562e-08,4.2541445921528975e-09
1951,3.838104589704017e-08,5.330700769690111e-09
1952,4.323369751091377e-08,8.435843135146115e-09
1953,5.4946518446286063e-08,8.619061908632375e-09
1954,5.0817188679275205e-08,7.818028890937967e-09
1955,6.288357212724804e-08,1.8771215692936494e-09
1956,5.232685040823526e-08,4.360570571293465e-09
1957,4.770920369878695e-08,4.417518795207798e-09
1958,3.9706769427994004e-08,9.099467845885556e-09
1959,6.200598079431074e-08,8.525822714489095e-09
1960,5.7442917977823527e-08,7.612916519406099e-09
1961,7.22608533010316e-08,5.55852741612739e-09
1962,5.89801949502089e-08,1.3952304200870458e-08
1963,6.401392482757728e-08,3.2330267352165265e-09
1964,6.631525195643917e-08,4.258777774879263e-09
1965,5.964527360902139e-08,6.0192477668863376e-09
1966,5.649856404943421e-08,1.6617224263271169e-09
1967,6.162919419239188e-08,3.451234853457663e-09
1968,5.210042530734427e-08,7.635406973349745e-09
1969,6.403878671790153e-08,6.358460868938209e-09
1970,4.092865424354386e-08,1.3796175313274261e-09
1971,4.778709694619465e-08,1.541519245584766e-09
1972,5.335352781798974e-08,3.0780880067027283e-09
1973,3.914374602231874e-08,2.205281512956958e-09
1974,5.513060230555311e-08,3.937900228123681e-09
1975,5.311676432029344e-08,5.140332159925265e-09
1976,4.342280490732264e-08,3.4281160132820787e-09
1977,6.111853423362845e-08,6.464460078348111e-09
1978,5.643561706847322e-08,5.346532105932056e-09
1979,4.7400984470868934e-08,1.1703946700691858e-09
1980,4.8892296433677984e-08,4.548120546843393e-09
1981,4.8706731092806876e-08,3.795329828193417e-09
1982,4.221101690404794e-08,3.7245013739806154e-09
1983,4.104955309003344e-08,1.89459470334441e-09
1984,4.349256244040589e-08,1.739702604197646e-09
1985,4.511668549866954e-08,3.609334831011779e-09
1986,4.136195030923773e-08,1.7983456945813714e-09
1987,4.460896363411848e-08,3.6664902225425067e-09
1988,4.017691068725071e-08,3.597932174415064e-09
1989,4.170972900396919e-08,4.390497743145261e-09
1990,4.6858399826987807e-08,1.6345953479657283e-09
1991,3.751337729340776e-08,5.2753188484189195e-09
1992,3.526364267258941e-08,6.61193322315512e-09
1993,4.4313658520422905e-08,4.4313659408601325e-09
1994,4.9056819051429557e-08,3.6924485691258724e-09
1995,5.585124185358836e-08,5.4224509327127635e-09
1996,5.3380922793166974e-08,4.804283193493575e-09
1997,3.787966562640577e-08,1.917957792585412e-09
1998,4.052909829965756e-08,6.198567881199324e-09
1999,4.2959889867688617e-08,3.656160929565999e-09
2000,4.948195453380322e-08,5.743440834038438e-09
2001,3.9430904763548824e-08,5.257454027685071e-09
2002,4.381221430094229e-08,4.381221607729913e-09
2003,5.0419767916309866e-08,4.583615265119079e-09
2004,3.744072429867629e-08,3.0833537945085254e-09
2005,4.4136747590073355e-08,3.1526248278623825e-09
2006,3.706101026068609e-08,4.117890028965121e-09
2007,3.07574907765229e-08,8.38840730210677e-09
2008,3.7039725953036395e-08,4.6831836186811415e-09
2009,3.290052674742583e-08,6.198650481792356e-09
2010,2.3618964561933353e-08,4.723792912386671e-09
2011,4.015170418369962e-08,7.647943611743813e-09
2012,2.8936147700164838e-08,3.744677901096338e-09
2013,3.0401462680629265e-08,4.462600067256517e-09
2014,2.403644216997236e-08,2.5985342766432495e-09
2015,2.9480453633823345e-08,1.5516027351836215e-09
2016,2.651315256230191e-08,4.142679976837371e-09
2017,3.069045817483129e-08,2.264050280587071e-09
2018,2.6589107804397827e-08,3.3559066636712487e-09
2019,2.0663000199760972e-08,2.5509878653906526e-09
