year,doit_VERB emporter_VERB,doit_VERB remporter_VERB
1864,8.007195617665275e-08,2.4932585773740357e-08
1865,8.142841068092821e-08,1.9298061815220535e-08
1866,6.47126512376417e-08,1.5083399418358567e-08
1867,6.551295683721037e-08,9.220341823379385e-09
1868,8.0025962745367e-08,7.903798504571569e-09
1869,7.715960492760132e-08,1.4162205630441349e-08
1870,6.250112960515253e-08,1.490852596930381e-08
1871,7.541035529357032e-08,1.6993883633631413e-08
1872,6.71254696271717e-08,3.0236697590169115e-09
1873,8.85928628235888e-08,7.183205141814142e-09
1874,7.766991672042423e-08,1.1949218503559678e-08
1875,9.154443603165419e-08,8.010138330405425e-09
1876,9.734083761259171e-08,6.04601479992084e-09
1877,7.236234722540758e-08,8.658742167710898e-09
1878,6.401433694236403e-08,9.662541877730746e-09
1879,5.6205792020591616e-08,1.0385853066452455e-08
1880,6.674559926977963e-08,2.1178893305773272e-08
1881,5.996356833293248e-08,2.2312024228199334e-08
1882,5.856738738430067e-08,1.5972924316542958e-08
1883,7.962366765923434e-08,3.791603475633565e-09
1884,7.261866841190567e-08,8.582206056928499e-09
1885,8.637152149049143e-08,3.2228177904158883e-09
1886,5.937186742244194e-08,1.2261581083805595e-08
1887,8.87933779836203e-08,5.876032105334161e-09
1888,8.179392807505792e-08,9.510921827882157e-09
1889,8.395283401796405e-08,1.0650732740202784e-08
1890,8.389614691850511e-08,7.209825181320184e-09
1891,7.776548471838396e-08,9.561330394092238e-09
1892,6.958048714977849e-08,2.382034658410248e-08
1893,7.082179109829667e-08,5.542574843531156e-09
1894,7.246769939683873e-08,9.452309157609307e-09
1895,1.2037229168981867e-07,7.22233739480771e-09
1896,6.073939573525422e-08,6.486732040400511e-09
1897,7.574727334258569e-08,4.661370844871726e-09
1898,6.337357660868292e-08,1.7540900287826844e-08
1899,6.743645997175918e-08,6.080336234504102e-09
1900,5.6582479146527476e-08,1.2977633190303095e-08
1901,5.756401222356544e-08,1.0059729937950124e-08
1902,7.316322836459221e-08,1.178468167495339e-08
1903,7.560308290521789e-08,3.2401321625741275e-09
1904,8.599400302955473e-08,4.299700151477737e-09
1905,6.03808842924991e-08,9.805441791854719e-09
1906,7.047533046034005e-08,8.230695236477459e-09
1907,7.662836765121028e-08,1.0799970695529737e-08
1908,6.630375537497457e-08,8.349361202419914e-09
1909,7.591357586989034e-08,3.850688656825696e-09
1910,5.451033757708501e-08,2.67207544979442e-09
1911,8.7786176550253e-08,1.2236860413850081e-08
1912,1.0002088401961373e-07,1.9795800554334164e-08
1913,6.575707089950811e-08,1.0075680734189518e-08
1914,5.089525245693949e-08,1.339348720819089e-08
1915,4.947920118070215e-08,2.0027295377644805e-08
1916,8.680095220370276e-08,1.7579939282086343e-08
1917,5.592876561877347e-08,1.5352993543160665e-08
1918,6.432370724951397e-08,4.594550517822427e-09
1919,7.182121919413476e-08,2.1178051312631396e-08
1920,5.3762846619065385e-08,5.300562211374427e-09
1921,7.572747762196741e-08,1.6660044011018726e-08
1922,5.2383342108441866e-08,5.164555005876537e-09
1923,7.643483002084395e-08,1.2739137744688378e-08
1924,7.477142105472012e-08,2.3204924204378585e-08
1925,5.829034321891413e-08,1.2097995494286806e-08
1926,7.690835701623655e-08,7.802296586589819e-09
1927,5.2401357919507063e-08,4.4596899506643695e-09
1928,6.627104198742018e-08,1.5996457491951332e-08
1929,7.57547624630206e-08,4.4561625500705304e-09
1930,6.827342247106571e-08,6.302162347537887e-09
1931,8.782124893969012e-08,6.843213995466613e-09
1932,6.24693612394367e-08,1.3151444377967891e-08
1933,6.194157720074145e-08,4.588264879146209e-09
1934,6.470052937856963e-08,4.7926320689839486e-09
1935,6.462873614054843e-08,3.590485242455088e-09
1936,9.214782892286166e-08,8.487299751891442e-09
1937,8.813782415018068e-08,1.510934133364117e-08
1938,8.9459980756601e-08,1.0372171566075394e-08
1939,5.199976982339649e-08,1.3764645423464117e-08
1940,5.832300686847702e-08,2.5357829169792012e-09
1941,1.2986610897769424e-07,2.9515025978810172e-09
1942,7.888950648293758e-08,1.2136847082899749e-08
1943,3.4838823381733164e-08,8.709705845433291e-09
1944,5.1410978585408884e-08,2.5705489292704442e-08
1945,1.0674669681520754e-07,8.714016175304096e-09
1946,4.454753366189834e-08,1.2528993842408909e-08
1947,7.152522840669917e-08,7.152522574216391e-09
1948,4.67491183542279e-08,9.784699273041042e-09
1949,6.97007607186606e-08,8.835307596655184e-09
1950,6.912984673590472e-08,7.444753258312176e-09
1951,5.650542789226165e-08,1.7058242818279723e-08
1952,7.381363076319758e-08,8.435843135146115e-09
1953,7.97263197682696e-08,1.939288907237824e-08
1954,4.0067398288101685e-08,6.840775057526116e-09
1955,4.598947711542678e-08,9.385607846468247e-09
1956,6.366433069615596e-08,1.3081712602058815e-08
1957,5.301022554249357e-08,8.835037590415595e-09
1958,6.783239570040678e-08,9.099467845885556e-09
1959,8.913360005635695e-08,1.6276571201956358e-08
1960,6.782416761552668e-08,1.038124963770315e-08
1961,4.029932298976746e-08,5.55852741612739e-09
1962,4.50278889729816e-08,1.4586500007851555e-08
1963,3.814971449855875e-08,1.0345685197421517e-08
1964,5.597251018230054e-08,6.083968329129164e-10
1965,4.268193976031398e-08,4.377634699181954e-09
1966,4.2096967689531084e-08,1.3293779410616935e-08
1967,4.683818843886911e-08,1.824224149515885e-08
1968,5.1202139417227954e-08,1.3025106326836067e-08
1969,4.9505160859553143e-08,1.3625273354023193e-08
1970,4.8746485958872654e-08,1.1496812390987543e-08
1971,5.7550053611521435e-08,1.644287195290417e-08
1972,4.6171322765076184e-08,7.182205497002769e-09
1973,3.804110448868414e-08,6.064523994098181e-09
1974,4.837991696149402e-08,1.0688586016271984e-08
1975,4.3407247574123176e-08,6.8537762132336866e-09
1976,4.685092136469393e-08,6.8562320265641574e-09
1977,3.937443793233797e-08,1.1753563455840776e-08
1978,3.861384456627093e-08,2.970295565063452e-09
1979,3.803782533395861e-08,7.022368020415115e-09
1980,4.548120458025551e-08,1.0233271119375331e-08
1981,3.1627749308427155e-08,1.8976649140967083e-09
1982,2.7313010519947056e-08,6.2075020679230875e-09
1983,3.536576898000021e-08,1.2630632095778083e-09
1984,3.479405208395292e-08,1.0438215625185876e-08
1985,3.188245756291508e-08,1.0828004270990732e-08
1986,4.6756987615026446e-08,7.1933827783254856e-09
1987,4.0331389783432314e-08,5.49973533381376e-09
1988,4.3774843305754985e-08,7.195864348830128e-09
1989,3.567279449612215e-08,4.939309850016116e-09
1990,4.304434142454738e-08,5.448650863826288e-09
1991,3.8099525312418336e-08,9.37834432335194e-09
1992,4.35285585353995e-08,6.61193322315512e-09
1993,3.988229480000882e-08,1.3294098266669607e-08
1994,4.325439917352014e-08,8.967375286772494e-09
1995,4.609083248396928e-08,3.253470381991974e-09
1996,4.5373784729463296e-08,6.939520069693117e-09
1997,4.027711497656128e-08,6.7128524960935465e-09
1998,4.91117297940491e-08,6.675381136744818e-09
1999,3.97607493596297e-08,1.1425503210205079e-08
2000,3.6227859823156905e-08,1.2812291672048559e-08
2001,4.775520778821374e-08,7.0099388516098315e-09
2002,3.198291764761052e-08,1.1829298429688606e-08
2003,5.1669843514901004e-08,5.8336921959778465e-09
2004,4.801222530659288e-08,1.2773894830786503e-08
2005,5.6747243348809207e-08,1.306087415997581e-08
2006,4.6532157682577235e-08,9.059357708451898e-09
2007,3.155638950147477e-08,1.0385647009059085e-08
2008,4.2148652568130274e-08,9.79211112195344e-09
2009,2.6701878041990312e-08,6.675469510497578e-09
2010,4.062462011233947e-08,8.502827775203059e-09
2011,3.4415748473293206e-08,8.412738061736036e-09
2012,4.3234010149717506e-08,6.127654827992046e-09
2013,4.295252509223246e-08,8.646287241731443e-09
2014,4.027728195410418e-08,5.846701789380404e-09
2015,4.3888192635677115e-08,1.0861219479352258e-08
2016,4.536234854413124e-08,7.042556315894899e-09
2017,3.421231298261773e-08,6.792150397672003e-09
2018,3.304277385041132e-08,7.744399788123246e-09
2019,2.602007498353487e-08,9.438654302584837e-09
