year,faut_VERB entrer_VERB,faut_VERB rentrer_VERB
1858,2.495774822364183e-07,7.58519789201273e-08
1859,3.040027536371781e-07,9.776972831332387e-08
1860,2.8790486794605386e-07,1.0893698032532484e-07
1861,3.3624820616751094e-07,5.989274143303192e-08
1862,3.379453801244381e-07,1.0120289320458831e-07
1863,3.1316272952608415e-07,1.018902651139797e-07
1864,2.9727314654337533e-07,6.952355557920953e-08
1865,3.162999462347216e-07,9.413688561998867e-08
1866,2.826920990628423e-07,7.493044051898323e-08
1867,2.309938338385109e-07,1.0239431880165739e-07
1868,3.107180646111374e-07,7.805000734606438e-08
1869,2.549197120060853e-07,9.132180545101676e-08
1870,3.440429168222181e-07,1.1353416429216168e-07
1871,2.803990923894162e-07,1.5931766483845422e-07
1872,2.29194156986523e-07,1.3001780085897252e-07
1873,2.0412275603121088e-07,1.2570609442263958e-07
1874,2.2882753114572552e-07,1.1769980146070225e-07
1875,2.683396189695486e-07,9.612165524641725e-08
1876,2.1584273213193228e-07,1.1185127135604489e-07
1877,2.795536886424088e-07,9.153527846805787e-08
1878,1.8540002599820582e-07,8.213160640480055e-08
1879,2.4620581484668946e-07,1.0508039416379233e-07
1880,2.1050536247457785e-07,1.0525267524208459e-07
1881,2.259092468648305e-07,6.2752566809543e-08
1882,2.4758031713645323e-07,1.4042862672702938e-07
1883,2.2370460328602348e-07,1.0869263028512322e-07
1884,2.4624330308142817e-07,1.0034579567275159e-07
1885,2.2495268581224082e-07,8.894977027162909e-08
1886,1.9553995400656277e-07,5.9371866922841576e-08
1887,2.4418179123131267e-07,1.168677528085027e-07
1888,2.225555704171711e-07,1.1793543164273501e-07
1889,2.462198835928575e-07,1.2217016348570198e-07
1890,2.2874809246786754e-07,1.3043229785125732e-07
1891,2.371209859575174e-07,1.05174629339011e-07
1892,2.5638215106482676e-07,1.3477301763487048e-07
1893,1.878317021919429e-07,1.1700991109364622e-07
1894,2.2370464591858763e-07,9.893416774708896e-08
1895,2.2750363370960258e-07,1.3361324135985342e-07
1896,1.9755047730996012e-07,1.2973463447973899e-07
1897,2.0218695340190607e-07,1.246916667696496e-07
1898,2.3086087708179548e-07,1.1995712156931404e-07
1899,1.5477219506010442e-07,1.000491689495675e-07
1900,1.873970205679143e-07,1.2354706102613022e-07
1901,1.7604527613457321e-07,9.10964459421848e-08
1902,1.6154834270309948e-07,8.298379583493443e-08
1903,1.7226702198058774e-07,9.828401204003967e-08
1904,1.8166232962357753e-07,8.921877991951987e-08
1905,1.7185327294555464e-07,1.0579555720369171e-07
1906,1.90334830563188e-07,1.2603251747789201e-07
1907,1.5479957937714062e-07,1.295996489569795e-07
1908,2.1020744611632836e-07,1.1836448021718127e-07
1909,2.0298629976878146e-07,1.243222271796185e-07
1910,1.9452708954759146e-07,1.2238104862838384e-07
1911,1.4843844553524832e-07,1.2768897761361586e-07
1912,2.1306533426468377e-07,1.0210465839488592e-07
1913,1.7287746345573396e-07,1.389383253447285e-07
1914,1.7076696678941516e-07,1.3527422648706988e-07
1915,1.6139644287704868e-07,1.8142373992002803e-07
1916,1.8898434461789293e-07,1.1426960266902597e-07
1917,1.8423592962335533e-07,2.0068556738639387e-07
1918,1.5391744057069445e-07,1.9641703641326558e-07
1919,1.445632165086863e-07,1.464047861832185e-07
1920,1.1964125690155925e-07,1.5977408907019708e-07
1921,1.4236765366604232e-07,1.9083324037660887e-07
1922,1.4091857281073317e-07,2.0731998562339982e-07
1923,1.645472025302297e-07,1.26329781746648e-07
1924,1.8306106142063072e-07,1.5083200821663922e-07
1925,2.155642846446426e-07,1.352775909069237e-07
1926,1.972866527921724e-07,2.0397433786456531e-07
1927,1.8396221435068583e-07,1.7727267875855546e-07
1928,1.6796280988273793e-07,2.068113502673441e-07
1929,1.5485164794881712e-07,1.5596569369336066e-07
1930,1.6490658083512244e-07,1.7015838249534454e-07
1931,1.4598856523662107e-07,1.539723113452851e-07
1932,1.753525822323354e-07,1.2384276226740099e-07
1933,1.089712924340347e-07,1.0667715510948028e-07
1934,1.5336422620748635e-07,1.665439679499059e-07
1935,1.6875280550721072e-07,1.7354012271653119e-07
1936,1.0790996185505719e-07,1.33371855781661e-07
1937,1.863485437070267e-07,1.3976141044480528e-07
1938,1.8280952929217165e-07,1.9966430764295495e-07
1939,1.4988169994012424e-07,1.2541121918729914e-07
1940,1.2171757646228798e-07,7.60734906180005e-08
1941,1.5052663115966425e-07,1.269146139293298e-07
1942,1.456421614420833e-07,1.3957374767059605e-07
1943,1.8580705329895864e-07,1.7419411424413056e-07
1944,1.4138018400444707e-07,2.1207029021752533e-07
1945,1.5903079031431844e-07,2.200289030973579e-07
1946,1.9767968240103073e-07,1.9489545444173473e-07
1947,2.0623106422590354e-07,1.5377924023063372e-07
1948,1.80473335831266e-07,1.4459610664374623e-07
1949,1.5118192209229164e-07,1.374381093377508e-07
1950,1.5421274213167635e-07,1.70165779689313e-07
1951,1.7697927034987515e-07,1.6631787425058775e-07
1952,1.3391901632076042e-07,1.550086188295552e-07
1953,1.3036331836246973e-07,1.6268478786329865e-07
1954,1.573378369812417e-07,1.4267902592735027e-07
1955,1.8865071638174413e-07,1.126272914930837e-07
1956,1.8576031379780034e-07,1.456430671620268e-07
1957,1.44011110592146e-07,1.281080486137398e-07
1958,1.4641871359799552e-07,1.348375664456114e-07
1959,1.6121555290737888e-07,1.488143537287101e-07
1960,1.3564833523105335e-07,1.2249874914438408e-07
1961,1.5008023979135032e-07,1.5563876337720828e-07
1962,1.7503799654150498e-07,1.4269402159872158e-07
1963,1.7523004203212622e-07,1.745834374844435e-07
1964,1.8921141986538714e-07,1.4175646767533578e-07
1965,1.8057743034205487e-07,1.23668176144065e-07
1966,1.8500509213481564e-07,1.5343237125264864e-07
1967,1.769990518596387e-07,1.4889614097235437e-07
1968,1.4103045486990595e-07,1.5405555670033877e-07
1969,1.7304097355008707e-07,1.52603059744294e-07
1970,1.89007593576207e-07,1.177273574737292e-07
1971,1.6751175735407742e-07,1.3154297962003625e-07
1972,1.5903455619081797e-07,1.2620161837784138e-07
1973,1.560236739805987e-07,1.1798256371875482e-07
1974,1.0519818971488348e-07,1.0407307748927508e-07
1975,1.5078308024385478e-07,8.452990707397134e-08
1976,1.4626628797032026e-07,1.1541323940988946e-07
1977,1.4574419537893846e-07,1.0636975433797602e-07
1978,1.4138606729829917e-07,9.920787391592967e-08
1979,1.6209966702263046e-07,1.3693617129106883e-07
1980,1.4781392110307934e-07,1.1540856204028671e-07
1981,1.6509683575804956e-07,1.4675275394893106e-07
1982,1.4525555513955624e-07,1.3284055055962085e-07
1983,1.5661983354675613e-07,1.6798740087864417e-07
1984,1.4961442218464072e-07,1.2699829099460658e-07
1985,1.467796124643428e-07,1.2933449378138562e-07
1986,1.3787317243441066e-07,1.5345882453665638e-07
1987,1.5704799238847045e-07,1.179387631999873e-07
1988,1.5710971013049857e-07,1.1813210665234664e-07
1989,1.8165684423365747e-07,1.1470175564909368e-07
1990,1.34581682686985e-07,1.2695357259895346e-07
1991,1.6763790711138427e-07,1.3305525747853153e-07
1992,1.5758440952140518e-07,1.3003468929406736e-07
1993,1.7891639458866848e-07,1.307252990301322e-07
1994,1.59830278789741e-07,1.2290578843554556e-07
1995,1.6104678479678114e-07,1.2254739240047385e-07
1996,1.6014276127407356e-07,1.500003885546164e-07
1997,1.7645211869421473e-07,1.3905193640972868e-07
1998,1.888179212983232e-07,1.3255398734202117e-07
1999,1.7092551729547267e-07,1.2568053753270192e-07
2000,1.5949093778999668e-07,1.3386635844270245e-07
2001,1.7042913214027067e-07,1.4063690523258288e-07
2002,1.6911515388073894e-07,1.1873110583593416e-07
2003,1.5917645157514926e-07,1.5167598954590744e-07
2004,1.5504865302773396e-07,1.37869972882676e-07
2005,1.801499820430763e-07,1.4502073952815664e-07
2006,1.927172519344822e-07,1.4618509025510207e-07
2007,1.9213446478261176e-07,1.7375986161027868e-07
2008,1.7710948441163055e-07,1.8264416146163143e-07
2009,2.1456865795244084e-07,1.954958890326708e-07
2010,1.884793476847335e-07,2.3571726481819155e-07
2011,2.271439285550514e-07,2.462637951339275e-07
2012,2.4817001076371525e-07,3.152338150513856e-07
2013,2.2619803985435283e-07,3.1740243322531114e-07
2014,1.9445697319042665e-07,3.393252674399605e-07
2015,2.0193002114865521e-07,3.331512936632919e-07
2016,2.0961961411103402e-07,3.2437183916655954e-07
2017,2.1533632832415606e-07,3.0791083727166324e-07
2018,1.9541703011327627e-07,3.45142109559049e-07
2019,1.8545681257364777e-07,3.08924606340355e-07
