year,avaient_VERB apporté_VERB,avaient_VERB rapporté_VERB
1879,5.455627274386643e-07,1.2524117209977703e-07
1880,4.627267173873406e-07,1.630132970831255e-07
1881,4.692497554970032e-07,1.4990891372690385e-07
1882,5.40417261163384e-07,1.410941621315942e-07
1883,4.423537234288233e-07,1.2954645001173049e-07
1884,4.4693487666336296e-07,1.3467462167682243e-07
1885,4.943802309753664e-07,1.540506957553589e-07
1886,4.814284011445125e-07,1.4520293234454584e-07
1887,4.3025613649660954e-07,1.55388406142265e-07
1888,4.083355804596067e-07,9.954764834674279e-08
1889,4.9306623850498e-07,1.2404970561874507e-07
1890,4.070274144396535e-07,1.2191158305085992e-07
1891,4.461954006274027e-07,1.4278252535859792e-07
1892,5.052420988249651e-07,1.2411653926847066e-07
1893,4.169247915797314e-07,1.3794853259696538e-07
1894,4.940407052345108e-07,9.704370285135155e-08
1895,4.5681284177589987e-07,1.2277973837626632e-07
1896,4.788387286680518e-07,1.1676117139813869e-07
1897,4.084526210590411e-07,1.4450249352648825e-07
1898,3.9495316173088213e-07,1.4089303590480995e-07
1899,3.8858877360326005e-07,1.2492327527979796e-07
1900,4.84325255456497e-07,1.1679869516001418e-07
1901,4.275385379060026e-07,1.3021761446907476e-07
1902,3.8791242218394473e-07,8.494791359225928e-08
1903,4.4875829985357996e-07,1.6092656096589053e-07
1904,3.8643554489681264e-07,1.2576623475979432e-07
1905,4.6343615167643293e-07,1.0476340861487188e-07
1906,4.017608148387808e-07,1.1625856899399878e-07
1907,4.4125596332378336e-07,1.229139598990514e-07
1908,4.2729084270831663e-07,1.193467511484414e-07
1909,4.2742641426229966e-07,1.01218098791378e-07
1910,4.221878953103442e-07,8.978172871820789e-08
1911,3.4688838468355243e-07,1.4790640534556587e-07
1912,4.474892705275124e-07,1.3648683250266913e-07
1913,3.828758678992017e-07,9.65144124620565e-08
1914,4.245735567565134e-07,1.225504036028724e-07
1915,4.64162013713576e-07,1.2369800117539853e-07
1916,5.801380211778451e-07,1.1207211514374649e-07
1917,5.220018124418857e-07,9.650453591802943e-08
1918,5.662783451043651e-07,7.925599732061528e-08
1919,5.082732172922988e-07,1.2154359296800976e-07
1920,4.073860679909558e-07,1.3251406016934197e-07
1921,4.505784829689219e-07,1.2797943327313988e-07
1922,4.832547801925102e-07,1.541988581266196e-07
1923,4.4693140921481245e-07,1.210218130154317e-07
1924,3.790137554915418e-07,1.1602462279824977e-07
1925,3.387438880508853e-07,1.286786783794014e-07
1926,4.090632899078628e-07,1.3375365881529433e-07
1927,4.52658525773586e-07,1.304459260609292e-07
1928,3.9648364236199996e-07,1.0854738974330758e-07
1929,4.211073587612191e-07,1.1140406286358484e-07
1930,4.810650580111542e-07,1.2814396654903248e-07
1931,4.265603479325364e-07,1.1975625113791466e-07
1932,4.493410017403221e-07,1.1397918342481717e-07
1933,4.725912958747358e-07,1.192948815287309e-07
1934,4.636871437924128e-07,1.0184343324226575e-07
1935,3.985438752351911e-07,1.0532090044534925e-07
1936,3.9526568684777885e-07,8.729794842565752e-08
1937,4.5579847096632875e-07,1.0702450481403503e-07
1938,4.1359032820764696e-07,1.0112866988265523e-07
1939,4.267040196737071e-07,9.941133072288721e-08
1940,5.325144343260035e-07,8.114505334333444e-08
1941,4.4567690338226384e-07,1.5642963546724786e-07
1942,4.3085807988063607e-07,9.102635090130207e-08
1943,4.964531967743824e-07,1.3064558856967778e-07
1944,4.466328675789555e-07,1.2531425852557732e-07
1945,4.465933329811378e-07,8.496165548876888e-08
1946,4.900228987025912e-07,9.605562212300356e-08
1947,4.5537726123257016e-07,9.894323227399582e-08
1948,4.3161395524293766e-07,9.458542393758762e-08
1949,3.494855036478839e-07,8.933477602113271e-08
1950,4.4668519194601686e-07,6.912984673590472e-08
1951,4.659032697418297e-07,8.742349422163898e-08
1952,3.427061301408685e-07,8.646739502182754e-08
1953,4.4926861164640286e-07,7.326202933199966e-08
1954,3.88946943985502e-07,8.893007930055319e-08
1955,3.83871366693711e-07,1.0324168897568597e-07
1956,3.4971776585734915e-07,1.1337483840634377e-07
1957,3.5781903306997265e-07,7.951533831374036e-08
1958,3.623242719186237e-07,1.0092136903949722e-07
1959,3.441332125930785e-07,1.007597205671118e-07
1960,4.1109748849521566e-07,9.412333668024075e-08
1961,3.8770727428527607e-07,8.407272389376885e-08
1962,4.027142210816237e-07,8.561641351434446e-08
1963,3.8343696928677673e-07,1.1703556168640716e-07
1964,3.686884895159892e-07,7.057403195176448e-08
1965,3.403611117391847e-07,9.138312151435457e-08
1966,3.85519598466999e-07,9.859552818625161e-08
1967,3.5005382414965425e-07,7.740626983832044e-08
1968,3.979394307407347e-07,1.0240427883445591e-07
1969,3.1519797971668595e-07,7.857241257624992e-08
1970,2.901795426168974e-07,6.438214938953024e-08
1971,3.1138688427745365e-07,7.758980302696727e-08
1972,3.411547595533193e-07,7.900425913476283e-08
1973,2.9440508342304383e-07,5.402939606824475e-08
1974,3.1334434424934443e-07,7.707033233828042e-08
1975,3.0784877935730037e-07,8.85279405338224e-08
1976,2.9824610692230635e-07,8.341748980456032e-08
1977,2.9795285172440344e-07,8.697637099430722e-08
1978,2.875246138955845e-07,7.128709711423653e-08
1979,3.095694012245076e-07,8.075723201272922e-08
1980,3.0586110710828507e-07,8.584577670944782e-08
1981,3.2007281447477e-07,4.8074177527723805e-08
1982,3.209278816029837e-07,5.7729771185677237e-08
1983,3.1008201517579437e-07,7.452072736668924e-08
1984,3.2184496490117454e-07,7.828661807707249e-08
1985,3.4769925605360186e-07,7.639759047606276e-08
1986,3.099148955243436e-07,7.253327538592202e-08
1987,2.9515246069422574e-07,7.210763897091965e-08
1988,2.81238385468896e-07,1.1453418125029202e-07
1989,2.8867523838016496e-07,8.177302390777186e-08
1990,2.8823365028074477e-07,6.701840504774736e-08
1991,2.9834856718480296e-07,6.271767460930278e-08
1992,2.9863898021176283e-07,8.099618042933798e-08
1993,3.0077896440161567e-07,6.037736000052973e-08
1994,2.6427383659211046e-07,7.806891488826295e-08
1995,2.7220701781516254e-07,8.133676487886987e-08
1996,2.8505411364676547e-07,7.953757119594229e-08
1997,3.0303732501124614e-07,7.863626905191268e-08
1998,2.922863302501355e-07,6.103205407725909e-08
1999,2.77868224429767e-07,7.449428096606425e-08
2000,2.920318706856051e-07,7.554833558742757e-08
2001,2.554246520958259e-07,6.177508282689814e-08
2002,2.777694305677869e-07,7.667137680300584e-08
2003,3.19602975196176e-07,8.625530512063051e-08
2004,2.7353752329872805e-07,7.488144859735257e-08
2005,2.9184298000473063e-07,8.061712009066468e-08
2006,2.7301609861751786e-07,7.94752779142982e-08
2007,3.003848689786537e-07,8.428351350175944e-08
2008,2.7801081614597933e-07,8.302007614702234e-08
2009,3.247139090944984e-07,1.0251613957734662e-07
2010,3.6845585782430135e-07,1.171500656482749e-07
2011,3.804852042321727e-07,1.2389669734602649e-07
2012,4.728507008167071e-07,1.3072330773411522e-07
2013,5.109677090331388e-07,1.4782362711684982e-07
2014,5.400620466389228e-07,1.6457383367196599e-07
2015,4.860949616158905e-07,1.476239219755371e-07
2016,5.44762428944523e-07,1.605288559858309e-07
2017,4.905442096969637e-07,1.4993042896094266e-07
2018,4.876390562458255e-07,1.5721131774171226e-07
2019,4.566268216876779e-07,1.5178376600033516e-07
