year,fallait_VERB appeler_VERB,fallait_VERB rappeler_VERB
1857,9.177237103585867e-08,2.3431244500216053e-08
1858,6.312841804856362e-08,3.474509924217273e-08
1859,4.277425702525761e-08,3.971895168319861e-08
1860,9.703629899604493e-08,3.020941363729435e-08
1861,5.989274143303192e-08,9.903524222920623e-09
1862,7.364317866631609e-08,5.0601446588416366e-08
1863,4.994620894649415e-08,3.49623441309177e-08
1864,4.2193605054308136e-08,3.9796240969280916e-08
1865,6.118897744045171e-08,3.153585836912498e-08
1866,4.9142691693759843e-08,4.670988573707291e-08
1867,6.939520602600169e-08,3.6396087921275466e-08
1868,7.014621417056333e-08,4.6928803953960596e-08
1869,8.155476649562843e-08,3.369628132077196e-08
1870,7.224901565905384e-08,4.931282049369656e-08
1871,6.691341525311145e-08,3.504988654867702e-08
1872,3.930770375859538e-08,5.442605299776915e-08
1873,7.003625057677709e-08,3.1725821969530443e-08
1874,5.138164027584935e-08,3.644511537004291e-08
1875,7.78127713374488e-08,3.1468399441791917e-08
1876,8.827181829929032e-08,3.688068872520489e-08
1877,4.329371350308975e-08,3.216104360603822e-08
1878,3.200716847118201e-08,3.140326043649111e-08
1879,8.003215867802282e-08,4.520900631632685e-08
1880,4.1074216028391675e-08,5.326812413386506e-08
1881,3.834879080955034e-08,3.346803723047742e-08
1882,5.257754409626614e-08,3.926677294430192e-08
1883,5.245051326596695e-08,2.274962085380139e-08
1884,4.8192386969958534e-08,3.564916539744445e-08
1885,3.158361394639542e-08,2.1915161241281567e-08
1886,2.9040586824180536e-08,2.968593371122097e-08
1887,3.003305337756501e-08,1.697520346510828e-08
1888,2.7264643875923866e-08,4.5018364147608736e-08
1889,2.944614330147033e-08,3.947036120166558e-08
1890,2.2284913470116408e-08,3.0150179242127706e-08
1891,4.3344694944380535e-08,2.932141285327816e-08
1892,1.7551833764173352e-08,3.761107336686109e-08
1893,2.771287377356657e-08,3.510297474917934e-08
1894,2.7096618282484997e-08,2.457600345451283e-08
1895,3.791727110069587e-08,2.166701307260155e-08
1896,5.189385632320409e-08,1.7101383420481397e-08
1897,2.680288169187861e-08,2.855089675790623e-08
1898,4.809601605870739e-08,2.998928039232851e-08
1899,3.2612710754165164e-08,2.65323762960179e-08
1900,2.6474371139784125e-08,2.906989848838748e-08
1901,2.794369535763508e-08,2.0119459875900247e-08
1902,2.6024505217492333e-08,5.057592389334786e-08
1903,1.2420506401156217e-08,1.83607493653426e-08
1904,2.7948050984605288e-08,2.956043942958786e-08
1905,2.7868098939620722e-08,3.354493216534138e-08
1906,2.36632491379396e-08,3.446603713541663e-08
1907,2.2114226894132116e-08,5.2457004073858116e-08
1908,2.3083527977973972e-08,2.701263923654551e-08
1909,3.245580160182726e-08,3.5206294768386215e-08
1910,3.580580809625644e-08,5.50447509795049e-08
1911,1.0640748726586935e-08,4.8947441655400326e-08
1912,1.510732161591477e-08,2.4484279492753558e-08
1913,1.9090762748419365e-08,2.5454351515463713e-08
1914,1.808120764223986e-08,1.6741859454327823e-08
1915,1.5314990164938536e-08,2.709575319670421e-08
1916,1.538244731591476e-08,2.5271162940043723e-08
1917,3.838248474608008e-08,6.799183438488399e-08
1918,3.331049214239101e-08,4.135095466040184e-08
1919,2.5781975665495338e-08,3.6831394822911534e-08
1920,2.953170330499688e-08,1.590168707821249e-08
1921,2.7261890522822796e-08,2.120369302360814e-08
1922,1.475587119159627e-08,2.951174238319254e-08
1923,2.229349149729387e-08,3.078624999375279e-08
1924,4.2542360745301266e-08,3.0939897754933554e-08
1925,2.1996356736053713e-08,2.5295809891190402e-08
1926,3.6782257240020044e-08,3.6782257240020044e-08
1927,2.2298449309232637e-08,4.0137209111890115e-08
1928,3.427812345080383e-08,3.085031252680892e-08
1929,2.785101571589621e-08,3.5649300400564243e-08
1930,3.046045193855207e-08,1.8906487042613662e-08
1931,3.9918749195066994e-08,2.8513390759599133e-08
1932,2.6302888755935783e-08,3.507051715700982e-08
1933,1.9500125958415992e-08,1.9500125958415992e-08
1934,1.677421224144382e-08,2.516131836216573e-08
1935,2.5133395809007197e-08,2.393656828303392e-08
1936,2.3036957230715416e-08,1.9399543305098632e-08
1937,2.5182236740306507e-08,3.273690651894867e-08
1938,3.5006078036303734e-08,2.9819993585533666e-08
1939,9.176430282309411e-09,3.5176316970364496e-08
1940,2.5357829613881222e-08,1.7750480196809804e-08
1941,3.5418032950929046e-08,4.427253941230447e-08
1942,1.517105907566929e-08,3.034211815133858e-08
1943,2.9032351633873077e-08,2.322588166236983e-08
1944,2.8918675454292497e-08,6.4263723231761105e-09
1945,4.357008265287732e-08,4.1391576388605245e-08
1946,3.480275978517966e-08,4.872386583087973e-08
1947,1.4305045148432782e-08,1.907339353124371e-08
1948,4.022598432129598e-08,2.5005341797168512e-08
1949,3.5341230386620737e-08,2.0615717133409817e-08
1950,4.4668517773516214e-08,4.5732054587688253e-08
1951,3.5182626589858046e-08,3.1984203729962246e-08
1952,2.8470971358274255e-08,2.8470971358274255e-08
1953,3.3398865895151175e-08,3.44762476345295e-08
1954,3.322662323057557e-08,4.49536656788041e-08
1955,2.2525458831523792e-08,3.660387193349379e-08
1956,2.52913103793162e-08,3.1396108823855684e-08
1957,2.9155623693100097e-08,3.710716001137371e-08
1958,2.8125628048769613e-08,2.5643954515430778e-08
1959,3.410329085795638e-08,3.022791617013354e-08
1960,3.3220000972278285e-08,2.629916728835724e-08
1961,3.543561177821175e-08,3.752005994783758e-08
1962,2.5367825173816527e-08,3.4880759613997725e-08
1963,3.7503109950876024e-08,3.168366191630412e-08
1964,3.04198408684897e-08,2.1902286206909594e-08
1965,2.8454625322638094e-08,3.6115487489496445e-08
1966,2.880318916709257e-08,3.600398557068729e-08
1967,3.106111279294055e-08,3.056808139945133e-08
1968,2.6050212653672133e-08,2.3355362088750553e-08
1969,2.815889921237158e-08,3.3609008909252225e-08
1970,3.587005537042387e-08,2.5292987260172595e-08
1971,2.4664307929356255e-08,3.339958354331429e-08
1972,2.4111690422046195e-08,3.078088184338412e-08
1973,2.7566018800939673e-08,3.418186267367673e-08
1974,2.5315072704756858e-08,3.206575982517279e-08
1975,1.8276736568623164e-08,2.7415104852934746e-08
1976,2.4568166168137395e-08,3.485251554025126e-08
1977,2.8208553715103335e-08,4.172515133404886e-08
1978,2.3762364520507617e-08,2.7326720442033547e-08
1979,1.9311512389208474e-08,2.57486831856113e-08
1980,1.8760998088396263e-08,3.9227540327146926e-08
1981,2.0241758491579276e-08,3.479052068655619e-08
1982,2.110550845202397e-08,2.1726258125909226e-08
1983,2.273513821648976e-08,2.841892232652299e-08
1984,2.4935737030773453e-08,3.2474446243213606e-08
1985,1.564045071233977e-08,3.308556983938615e-08
1986,1.9182353483415682e-08,3.7165808208783346e-08
1987,1.7721369260925712e-08,4.3386798154188e-08
1988,2.0388283061834045e-08,2.5185526553173077e-08
1989,2.140367705294466e-08,3.018467253923518e-08
1990,1.689081763345257e-08,3.105731138930423e-08
1991,1.817054240405014e-08,2.8721180100887977e-08
1992,2.920270425477156e-08,3.4712648755430564e-08
1993,2.4372512896775334e-08,2.3818591543545153e-08
1994,2.5847139539791897e-08,3.6924486579437144e-08
1995,1.572510655023507e-08,3.633041956163652e-08
1996,2.7224270837677977e-08,3.149474281372022e-08
1997,1.5823152565985765e-08,2.5892429533769246e-08
1998,2.0502955777601528e-08,2.765514928171342e-08
1999,1.96518641359944e-08,3.381948943115276e-08
2000,2.164835422036049e-08,2.6066386382694873e-08
2001,2.5849150375734098e-08,2.891599848453552e-08
2002,2.541108479192644e-08,2.8039817578928705e-08
2003,2.4584844382502524e-08,2.1251306492331423e-08
2004,2.334539317416784e-08,3.171449591832243e-08
2005,1.5763124139311913e-08,3.332774767272895e-08
2006,3.706101026068609e-08,2.0589450144825605e-08
2007,3.914589896680809e-08,3.0358044966760644e-08
2008,2.4693150635357597e-08,2.3415918093405708e-08
2009,5.3880576444953476e-08,3.1946889578193804e-08
2010,4.818268806161541e-08,2.4563723499682055e-08
2011,5.812437464669529e-08,2.141424282342541e-08
2012,6.808505759181571e-08,2.144679278615058e-08
2013,6.582335032589981e-08,2.5102124823206395e-08
2014,7.557403591818002e-08,2.663497511434798e-08
2015,7.58068807726886e-08,2.2830725754374726e-08
2016,7.208263497204825e-08,2.3406142801718488e-08
2017,7.773238763775225e-08,2.2388940479345365e-08
2018,7.382994482441063e-08,1.7037679711506826e-08
2019,6.249919692891126e-08,2.015280387013263e-08
