year,peut_VERB acheter_VERB,peut_VERB racheter_VERB
1879,2.2909969743523106e-07,9.530547373515219e-08
1880,2.4259458086817176e-07,8.792449079919606e-08
1881,3.1655184784540324e-07,7.181682804002776e-08
1882,2.3094186474281742e-07,6.122954232523625e-08
1883,2.635164264574996e-07,7.835980397885578e-08
1884,3.7431621535688464e-07,9.176358872764467e-08
1885,3.119687619346223e-07,6.1878104418156e-08
1886,2.74272224487504e-07,5.0337018109303244e-08
1887,2.5528095193294575e-07,7.247106026397887e-08
1888,2.8215734459990927e-07,7.101488108673948e-08
1889,2.9132885970284406e-07,7.643466659601472e-08
1890,2.6020913423963066e-07,7.668631951673888e-08
1891,2.5178169948958384e-07,8.796423855983448e-08
1892,3.522903853081516e-07,5.2655504845233736e-08
1893,3.3009112598847423e-07,6.343169189904074e-08
1894,2.917612675901182e-07,4.852185142567578e-08
1895,2.7505069510880276e-07,6.861220214204877e-08
1896,3.249263045290718e-07,5.779088496637996e-08
1897,3.169732281094184e-07,5.127508018176741e-08
1898,3.151703538151196e-07,5.375436984422777e-08
1899,2.752734076238994e-07,6.080335879232734e-08
1900,2.9121807187948434e-07,5.917800649513083e-08
1901,2.8502569193733507e-07,6.4829372092845e-08
1902,3.3930061249520804e-07,6.334266089425e-08
1903,3.407538997635129e-07,3.67214987306852e-08
1904,3.26777211512308e-07,5.535864033845428e-08
1905,3.1635451591682795e-07,6.967025001358707e-08
1906,2.8344456382001226e-07,6.944649300066885e-08
1907,2.5302790618297877e-07,7.86855025580735e-08
1908,2.8535171736621123e-07,6.581261402516247e-08
1909,2.629470259307709e-07,6.821219500352527e-08
1910,2.8163674414827256e-07,8.497199388557419e-08
1911,2.479294209933869e-07,6.118430206925041e-08
1912,2.3702867224528745e-07,9.897900099531398e-08
1913,2.7310397854307666e-07,6.363587345958877e-08
1914,3.033624977888394e-07,7.165515825136026e-08
1915,2.7802599333881517e-07,9.306801729280778e-08
1916,3.9005490748422744e-07,8.130722051191697e-08
1917,2.862236669898266e-07,6.360526327853222e-08
1918,3.2621309742353333e-07,5.283732917860107e-08
1919,2.9280957392074924e-07,4.603924352863942e-08
1920,3.0743260026611097e-07,7.950843183834877e-08
1921,3.2032721719588153e-07,8.860114775188777e-08
1922,3.3126929110949277e-07,5.1645550058765366e-08
1923,2.6964508492710593e-07,6.157249998750558e-08
1924,2.9650735200448253e-07,6.445812061883771e-08
1925,2.9915042887296295e-07,1.033828738172815e-07
1926,2.663927034518565e-07,1.0031524766418443e-07
1927,2.3078895594608184e-07,4.6826745148109694e-08
1928,2.4337467152690806e-07,8.112489524592092e-08
1929,2.2503620300540206e-07,8.466708578680482e-08
1930,2.678418979940034e-07,9.348207186121726e-08
1931,2.805717826959153e-07,5.930785462737731e-08
1932,2.750843748344778e-07,5.150982218538047e-08
1933,2.9364895226535737e-07,4.244144946596862e-08
1934,2.5041501316991344e-07,6.230421689679133e-08
1935,3.255373144384066e-07,7.77938495843955e-08
1936,2.9826799163856776e-07,5.698615979099486e-08
1937,2.958912830308691e-07,7.428759829508635e-08
1938,3.228338414373866e-07,6.352954784460962e-08
1939,3.074104029110458e-07,3.976452944698394e-08
1940,3.9558213416057697e-07,3.803674530900025e-08
1941,3.158107801937149e-07,3.5418032950929046e-08
1942,3.489343498586095e-07,5.461581054078124e-08
1943,3.280655676007882e-07,8.129058670647282e-08
1944,3.3095818707806757e-07,5.462416652335378e-08
1945,2.7884851760973106e-07,4.7927088075994106e-08
1946,3.480276120626513e-07,6.542919095409161e-08
1947,3.7193117918832286e-07,5.602809238780537e-08
1948,3.4790042491295026e-07,3.696441908118686e-08
1949,3.681378188957751e-07,5.006674186347482e-08
1950,3.2863266596905305e-07,5.104973510583477e-08
1951,2.8785785843865597e-07,5.757156884556025e-08
1952,3.279434110936563e-07,5.061505703451985e-08
1953,3.42607705761111e-07,3.3398865895151175e-08
1954,3.078348811413889e-07,2.5408594339637602e-08
1955,3.604073413043807e-07,6.288357212724804e-08
1956,3.680321754018223e-07,5.05826207586324e-08
1957,3.1894487051431497e-07,4.0641172205369e-08
1958,3.126908154627017e-07,3.6397871383542224e-08
1959,3.604097855713917e-07,3.952881399982289e-08
1960,2.8375416150083765e-07,4.844583401109048e-08
1961,2.563870680205582e-07,4.58578526263409e-08
1962,3.3866047033370705e-07,3.4880759613997725e-08
1963,3.3558816880940867e-07,4.008953169432061e-08
1964,3.242755042265344e-07,2.981144575642247e-08
1965,3.0205680445760663e-07,3.775710055720083e-08
1966,3.4342264143560897e-07,3.6557892713062756e-08
1967,3.1899270425128634e-07,5.719189388742052e-08
1968,3.1709396353107877e-07,3.9973599541553995e-08
1969,3.7196997482169536e-07,3.860494146579185e-08
1970,3.9227123238561035e-07,4.552737919993888e-08
1971,3.4375878499304235e-07,3.1858064630796434e-08
1972,3.9553432884531503e-07,4.2067203054330093e-08
1973,3.997072610673058e-07,3.3630541906859435e-08
1974,4.309187886519794e-07,4.331690206527128e-08
1975,4.055150952808617e-07,4.512069295969923e-08
1976,3.7709276057285024e-07,3.199575004941835e-08
1977,3.913936836852372e-07,4.58388988988645e-08
1978,3.778216068894835e-07,4.217819693508318e-08
1979,3.2771049518487416e-07,4.8571379807071935e-08
1980,3.8659024426124233e-07,3.979605622816962e-08
1981,3.599237743401318e-07,3.415796712147312e-08
1982,3.4948237725984654e-07,3.1037512115972277e-08
1983,3.9281266595025954e-07,3.726036368334462e-08
1984,4.888564149041486e-07,3.827345551599137e-08
1985,4.3372173763600586e-07,3.9702683807263384e-08
1986,4.4239303065296554e-07,4.435919365164409e-08
1987,4.546447769371298e-07,4.0942474299754394e-08
1988,4.4674325749838317e-07,4.197587699650285e-08
1989,3.967912221014558e-07,3.786804469996241e-08
1990,4.320780249145173e-07,4.086488303300939e-08
1991,3.9857962974565453e-07,4.5133283776976896e-08
1992,3.719212315900222e-07,4.628353167390742e-08
1993,3.943915771742468e-07,2.8803878393546256e-08
1994,3.945645232761308e-07,5.274926451193096e-08
1995,4.3271157323943044e-07,3.199246023655178e-08
1996,3.6512551560008433e-07,3.3096171137003694e-08
1997,3.7400175756374665e-07,3.308477047880842e-08
1998,3.4139804938604357e-07,4.291316457738503e-08
1999,3.47792308730277e-07,4.20458512451205e-08
2000,3.640458032805327e-07,4.63893314872621e-08
2001,3.391057816770626e-07,3.986902896713218e-08
2002,4.0307239146386564e-07,4.4250338504525644e-08
2003,3.7793989804413286e-07,4.000246178748057e-08
2004,3.70883412870171e-07,4.228599692623902e-08
2005,3.7516232964662777e-07,3.783149793434859e-08
2006,3.9325848888438486e-07,3.74727981977685e-08
2007,4.006462859251769e-07,4.314037838071272e-08
2008,5.751800813413865e-07,4.12971665753048e-08
2009,5.392825528360845e-07,3.9099177229218185e-08
2010,6.211787990650919e-07,5.1016964874861515e-08
2011,8.500689432366926e-07,3.976930784688193e-08
2012,8.551483006158378e-07,4.0510606424959406e-08
2013,6.147231488284888e-07,4.9088601628000106e-08
2014,6.390228577402013e-07,4.1143458417991496e-08
2015,6.603178235309315e-07,5.4971071250520254e-08
2016,6.514364372378623e-07,5.509764378075488e-08
2017,5.68779739751335e-07,5.2073154677145794e-08
2018,5.914140501772636e-07,3.7947561537521324e-08
2019,6.494814783764014e-07,4.1581099452514536e-08
