year,faut_VERB emporter_VERB,faut_VERB remporter_VERB
1937,1.6368453259474336e-08,1.2591118148108649e-09
1938,2.852347158466273e-08,1.2965214457594243e-09
1939,1.988226472349197e-08,3.058810094103137e-09
1940,1.7750480196809804e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,3.034211815133858e-08,6.068423541449874e-09
1943,2.322588166236983e-08,1.1612940831184915e-08
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,3.0499055725385915e-08,1.089252066321933e-08
1946,2.7842208538686464e-08,8.352662561605939e-09
1947,4.4107220986688844e-08,1.3112957830685446e-08
1948,2.5005341797168512e-08,3.2615663503321457e-09
1949,1.3743811422273211e-08,1.47255123650325e-08
1950,1.595304155443955e-08,9.571825110299415e-09
1951,3.1984203729962246e-08,2.1322803522849654e-09
1952,2.1089608281954497e-08,4.2179215675730575e-09
1953,1.8315507332999914e-08,3.232148326759443e-09
1954,2.247683283940205e-08,1.9545072227344917e-09
1955,1.8771215692936494e-08,8.447047505910632e-09
1956,2.8779767902165077e-08,5.232684952005684e-09
1957,3.180613461495341e-08,8.835037701437898e-10
1958,1.9853384713997002e-08,4.9633461784992505e-09
1959,2.0927018340444192e-08,6.200598257066758e-09
1960,2.422291700554524e-08,5.536666680683311e-09
1961,1.876002997391879e-08,7.64297514166401e-09
1962,1.7123282347597524e-08,5.7077609305622445e-09
1963,1.939815952312074e-08,1.939815863494232e-09
1964,1.3993127545575135e-08,4.867174663303331e-09
1965,1.7510538796727815e-08,3.2832261354087677e-09
1966,2.437192847537517e-08,1.1078149508847446e-09
1967,2.415864486238206e-08,5.916402479044791e-09
1968,2.245707975134792e-08,6.737123747768692e-09
1969,2.180043701116574e-08,3.6334062425424918e-09
1970,2.1614008360870685e-08,5.978342709767048e-09
1971,1.9525909777939887e-08,3.083038491169532e-09
1972,1.487742551375959e-08,3.5911027485013847e-09
1973,1.874489363729026e-08,0.0
1974,1.8564387360697765e-08,4.500457340128605e-09
1975,1.1422960355389478e-08,5.711480177694739e-09
1976,1.4855169538918744e-08,3.4281160132820787e-09
1977,1.5279633558407113e-08,3.526069214387917e-09
1978,2.1386128423728223e-08,2.970295565063452e-09
1979,1.6970723493159312e-08,1.1703946700691858e-09
1980,1.819248218737357e-08,5.116635559687666e-09
1981,1.771153890217647e-08,6.325549417596221e-09
1982,1.2415004135846175e-08,4.345251713999687e-09
1983,2.0209011353244932e-08,2.5261264191556165e-09
1984,1.797692661398287e-08,4.059305780401701e-09
1985,2.6468455871508922e-08,3.609334831011779e-09
1986,1.8582904104391673e-08,4.7955883708539204e-09
1987,1.588812459374367e-08,3.0554083707556856e-09
1988,1.6190695006912392e-08,5.99655392008458e-09
1989,9.329808037250586e-09,4.939309850016116e-09
1990,1.689081763345257e-08,7.083246433836621e-09
1991,1.3481369798284959e-08,4.10302547493302e-09
1992,2.0937788391961476e-08,3.30596661157756e-09
1993,1.827938511667071e-08,2.2156829704300662e-09
1994,2.0572214154412904e-08,2.637463358823311e-09
1995,1.7351842629409475e-08,3.253470381991974e-09
1996,2.2953797085278893e-08,2.6690460952494277e-09
1997,1.8700088588730068e-08,3.3564262480467733e-09
1998,2.0979769033147022e-08,4.291316191284977e-09
1999,1.6452723627935484e-08,2.285100553223174e-09
2000,1.3254094710646314e-08,3.5344251969604557e-09
2001,2.190605918883648e-08,2.190605918883648e-09
2002,1.4019908789464353e-08,8.762443215459825e-09
2003,2.0001230893740285e-08,5.8336921959778465e-09
2004,1.1452457648886138e-08,2.642874807889939e-09
2005,1.6213498099659773e-08,3.1526248278623825e-09
2006,2.0177660431386357e-08,3.294311934354255e-09
2007,5.472436725995067e-08,3.994479413904628e-09
2008,3.065356679599063e-08,8.089135583588813e-09
2009,4.768192596316112e-08,2.384096253749135e-09
2010,1.747803501928047e-08,4.723792912386671e-09
2011,2.829739287335542e-08,8.030340836739924e-09
2012,3.2680826933528806e-08,5.1063788752969685e-09
2013,2.928581288585974e-08,6.136075203500013e-09
2014,3.2481676015549965e-08,5.846701789380404e-09
2015,3.480023380575403e-08,5.984753581600444e-09
2016,4.059826608227013e-08,5.59261792432153e-09
2017,2.6413918163825656e-08,6.5405894034142875e-09
2018,2.5040227669137494e-08,6.711813327342497e-09
2019,2.4999680547921344e-08,6.12237061048404e-09
