year,pourront_VERB avoir_VERB,pourront_VERB ravoir_VERB
1887,9.780328582564835e-07,6.528924623161458e-10
1888,9.68211907093064e-07,0.0
1889,8.357692422578111e-07,6.265136742733546e-10
1890,8.730442573323671e-07,1.3108772956016423e-09
1891,8.025143074519292e-07,0.0
1892,9.365157325191831e-07,0.0
1893,8.541723559574166e-07,0.0
1894,9.408198025084857e-07,1.2603078580752936e-09
1895,7.709845135650539e-07,6.018614495673091e-10
1896,8.126106081363105e-07,0.0
1897,8.069998216342356e-07,0.0
1898,8.510165798725211e-07,5.6583548957434e-10
1899,9.93858634501521e-07,0.0
1900,7.968266686475545e-07,2.07642125715779e-09
1901,8.735198662179755e-07,0.0
1902,8.995639859676885e-07,1.9641135384773634e-09
1903,9.277578669752984e-07,1.0800440541913758e-09
1904,9.018621085488121e-07,0.0
1905,1.0667289416232961e-06,1.5482277682110634e-09
1906,9.665923244028818e-07,0.0
1907,9.334260653304227e-07,0.0
1908,8.41812095586647e-07,0.0
1909,8.422005635111418e-07,0.0
1910,9.079711844606209e-07,0.0
1911,8.507278153047082e-07,1.5961122423746588e-09
1912,8.621591973678733e-07,1.0418842455450772e-09
1913,7.954484431138553e-07,0.0
1914,7.413295293190458e-07,0.0
1915,8.58817543303303e-07,0.0
1916,8.284546311188024e-07,0.0
1917,9.091165793506661e-07,0.0
1918,8.05194986241986e-07,0.0
1919,9.474875923842774e-07,9.207848372660976e-10
1920,9.745461966303992e-07,0.0
1921,8.133130791065923e-07,0.0
1922,7.56976191951253e-07,0.0
1923,8.662613595333823e-07,2.1231896241147297e-09
1924,7.464250302291475e-07,0.0
1925,7.368778938143805e-07,0.0
1926,6.754559649380099e-07,3.343841648018042e-09
1927,7.492279223697551e-07,0.0
1928,7.43835300909268e-07,0.0
1929,8.37758534544264e-07,0.0
1930,8.087774858722696e-07,1.0503603542488804e-09
1931,8.006560392459505e-07,0.0
1932,8.329247975780163e-07,0.0
1933,8.465348741992784e-07,0.0
1934,8.315216746268561e-07,0.0
1935,7.32459000118979e-07,0.0
1936,7.202080496426788e-07,0.0
1937,9.997347660828382e-07,1.2591118148108649e-09
1938,7.143833045120118e-07,0.0
1939,7.907024155429099e-07,0.0
1940,8.114505476441991e-07,0.0
1941,7.024576120784332e-07,0.0
1942,5.97739699514932e-07,0.0
1943,5.864534955435374e-07,0.0
1944,4.884042823505297e-07,0.0
1945,5.860175633642939e-07,0.0
1946,5.888626901651151e-07,0.0
1947,5.316708211466903e-07,0.0
1948,4.6966556510597e-07,0.0
1949,6.106179171183612e-07,0.0
1950,6.764090016986302e-07,0.0
1951,5.106811613586615e-07,0.0
1952,5.040416226620437e-07,0.0
1953,4.7081624643396935e-07,0.0
1954,4.710362304649607e-07,0.0
1955,4.35492211181554e-07,0.0
1956,5.407108005783812e-07,0.0
1957,4.470529120226274e-07,1.7670075402875796e-09
1958,4.6738176706639933e-07,0.0
1959,5.340265261111199e-07,0.0
1960,4.387808303363272e-07,0.0
1961,5.322290235199034e-07,0.0
1962,4.6232861450334894e-07,0.0
1963,4.138274221077154e-07,0.0
1964,4.928014618599263e-07,0.0
1965,4.5636841150553664e-07,0.0
1966,3.661328378257167e-07,0.0
1967,5.408577976595552e-07,0.0
1968,4.38811326830546e-07,4.4914158503495116e-10
1969,9.147100286099885e-07,0.0
1970,6.355438131322444e-07,0.0
1971,4.3316691744621494e-07,0.0
1972,4.324713813730341e-07,0.0
1973,4.388510319586203e-07,5.513203782392395e-10
1974,4.472329351301596e-07,0.0
1975,3.8952293834881857e-07,0.0
1976,3.896625457855407e-07,1.7140580066410394e-09
1977,3.420286986965948e-07,0.0
1978,3.487127173684712e-07,5.940591352171509e-10
1979,3.154213743528089e-07,0.0
1980,3.558904211331537e-07,0.0
1981,2.9540316859311133e-07,0.0
1982,3.7989914858371776e-07,1.2415004579935385e-09
1983,3.182919385835703e-07,0.0
1984,3.17205774535978e-07,0.0
1985,3.350665735979419e-07,0.0
1986,3.087160109771503e-07,0.0
1987,3.6420468063624867e-07,0.0
1988,3.0582424415115383e-07,0.0
1989,3.216039488052047e-07,0.0
1990,2.8332985380075115e-07,1.6345953479657283e-09
1991,2.8545335339913436e-07,0.0
1992,2.743952336459188e-07,0.0
1993,2.9745544338766194e-07,0.0
1994,2.8537351681734435e-07,0.0
1995,2.82509688531718e-07,0.0
1996,2.4875510007404955e-07,0.0
1997,2.6419868959237647e-07,0.0
1998,2.493731585673231e-07,0.0
1999,2.408496015959827e-07,0.0
2000,2.717089273573947e-07,0.0
2001,2.2782300845847203e-07,1.3143635069212678e-09
2002,2.6900698912868393e-07,0.0
2003,2.354311448016233e-07,8.333845835650777e-10
2004,2.6957323484566587e-07,8.809582507929292e-10
2005,2.589655991869222e-07,4.5037495954858286e-10
2006,2.450144620524952e-07,0.0
2007,2.145035438161358e-07,0.0
2008,2.2351558470745658e-07,0.0
2009,2.488996528882126e-07,0.0
2010,2.2438017310832947e-07,0.0
2011,2.068768907292906e-07,0.0
2012,2.066381341592205e-07,0.0
2013,1.609325153140162e-07,0.0
2014,1.6544001368856698e-07,0.0
2015,1.7909928828885313e-07,0.0
2016,2.0361272845548228e-07,0.0
2017,1.4414453630706703e-07,0.0
2018,1.4765988964882126e-07,0.0
2019,1.3188606828862248e-07,0.0
