year,durent_VERB envoyer_VERB,durent_VERB renvoyer_VERB
1983,1.89459470334441e-09,6.315316047889041e-10
1984,5.799008384599347e-09,0.0
1985,3.609334831011779e-09,6.015558051686298e-10
1986,7.1933827783254856e-09,1.1988970927134801e-09
1987,5.49973533381376e-09,1.2221633705067347e-09
1988,1.1993107618124554e-09,5.996553809062277e-10
1989,3.841685636274406e-09,1.0976244357863152e-09
1990,1.089730194969718e-09,5.44865097484859e-10
1991,3.5168792322792797e-09,0.0
1992,9.366905473484621e-09,0.0
1993,7.200969598386564e-09,5.539207426075166e-10
1994,6.857404422078162e-09,0.0
1995,7.0491861237087505e-09,5.422450821690461e-10
1996,7.473328622609188e-09,2.6690460952494277e-09
1997,4.315404922294874e-09,9.58978896292706e-10
1998,5.2449422582867555e-09,0.0
1999,5.0272213059088244e-09,1.3710603763428253e-09
2000,6.627047355323157e-09,4.4180314962005696e-10
2001,3.943090742808408e-09,4.3812117822561447e-10
2002,3.504977197366088e-09,0.0
2003,4.166922806803086e-09,0.0
2004,1.7619165015858584e-09,2.2023955992267474e-09
2005,2.251874686720612e-09,4.5037495954858286e-10
2006,4.529678854225949e-09,0.0
2007,1.997239706952314e-09,7.988958938831558e-10
2008,1.2772318758180745e-09,4.257439678578834e-10
2009,1.907277002999308e-09,4.76819250749827e-10
2010,4.2514138876015295e-09,4.723793023408973e-10
2011,2.6767803529281764e-09,7.64794394481072e-10
2012,1.7021263287730903e-09,0.0
2013,2.5102124823206395e-09,8.367375126105969e-10
2014,3.031623174720721e-09,1.5158115873603606e-09
2015,3.32486305154589e-09,0.0
2016,3.5212781579474495e-09,1.2428040818690533e-09
2017,3.018733707449428e-09,1.509366853724714e-09
2018,7.744400121190154e-10,1.0325866828253538e-09
2019,2.806086474294034e-09,5.1019755087367e-10
