year,avait_VERB assuré_VERB,avait_VERB rassuré_VERB
1878,5.719016940020083e-07,2.4760263173106978e-08
1879,5.400643772190961e-07,3.604501941367744e-08
1880,6.03919318109547e-07,2.759673911612026e-08
1881,6.247366854950087e-07,1.743126887276958e-08
1882,5.31765294908837e-07,2.1962771157291172e-08
1883,6.117119824011752e-07,2.0853818227806187e-08
1884,5.439798087536474e-07,2.442627788923346e-08
1885,5.150062634129426e-07,1.4824961702686323e-08
1886,5.524165089809685e-07,2.5168509054651622e-08
1887,4.746528077248513e-07,3.133883907935342e-08
1888,5.338797564036213e-07,4.5018364147608736e-08
1889,5.550911055252072e-07,3.821733329800736e-08
1890,4.896126597486727e-07,1.8352281472289178e-08
1891,4.3280954287183704e-07,2.039750413018737e-08
1892,4.3064679289273045e-07,2.382034658410248e-08
1893,4.834357127947442e-07,4.8035648347877213e-08
1894,5.305896024765389e-07,3.150769600779313e-08
1895,4.959338184562512e-07,2.768562623600701e-08
1896,4.994783466827357e-07,1.7101383420481397e-08
1897,5.343096063370467e-07,2.2724183423861177e-08
1898,5.596112941930187e-07,3.5647634177848886e-08
1899,5.450192475109361e-07,2.984892333302014e-08
1900,5.52847154722258e-07,3.218453059616877e-08
1901,4.91250148115796e-07,2.4031576728589243e-08
1902,4.954476366947347e-07,2.0132164380015638e-08
1903,5.529825557459844e-07,2.6461078661554893e-08
1904,4.982277346243791e-07,2.956043942958786e-08
1905,5.346546458895318e-07,1.857873321853276e-08
1906,4.871542955697805e-07,1.3374879870298173e-08
1907,5.430842406894953e-07,1.4399961223432456e-08
1908,4.616705666649068e-07,3.732655784460803e-08
1909,5.137918606124003e-07,2.3654228797909127e-08
1910,5.242611678113462e-07,2.672075360976578e-08
1911,5.378898322305758e-07,3.2454281040372734e-08
1912,5.277143486637215e-07,2.5526164293410147e-08
1913,5.30829254330456e-07,2.2802856491921375e-08
1914,5.665445428348903e-07,1.6741859454327823e-08
1915,4.853673658544722e-07,1.767114277129167e-08
1916,6.350753096739936e-07,1.9777431248257926e-08
1917,6.020567298037349e-07,2.52227767560953e-08
1918,5.846565613865096e-07,4.5945505178224266e-08
1919,5.699658345292846e-07,2.4861190439651182e-08
1920,4.61906125792666e-07,3.63467123065675e-08
1921,4.793549237547268e-07,2.0446417892117097e-08
1922,5.171932571101934e-07,3.024953443286904e-08
1923,4.7347128884212e-07,2.229349149729387e-08
1924,4.950383640789369e-07,3.480738541838946e-08
1925,4.894189373771951e-07,2.3096173862313663e-08
1926,5.58421561436262e-07,1.7833821530643945e-08
1927,5.373926228458004e-07,3.5677519605314956e-08
1928,5.073162583357771e-07,3.427812345080383e-08
1929,6.361171926982934e-07,2.4508894469477127e-08
1930,6.018564704390883e-07,3.361153133596417e-08
1931,5.269274652164313e-07,4.790249619190945e-08
1932,6.082542540752911e-07,3.616647248350091e-08
1933,6.503865392915031e-07,2.982372038218273e-08
1934,5.811066330352332e-07,4.672816089623666e-08
1935,5.732808290304092e-07,1.9149254626427137e-08
1936,5.516745318345784e-07,4.122403041151301e-08
1937,5.351225240701751e-07,3.021868266728234e-08
1938,5.017537887397339e-07,2.7226949583791793e-08
1939,5.536446110454563e-07,2.2941076593951948e-08
1940,5.350502192413842e-07,1.5214697057785997e-08
1941,4.5157989347899274e-07,2.6563522936839945e-08
1942,5.067133770353394e-07,5.461581054078124e-08
1943,6.64840854369686e-07,2.322588166236983e-08
1944,5.719471118936781e-07,1.2852744646352221e-08
1945,6.143381483525445e-07,4.7927088075994106e-08
1946,5.846864041814115e-07,4.872386583087973e-08
1947,5.626650931844779e-07,3.2186353138285995e-08
1948,5.849075819241989e-07,3.261566305923225e-08
1949,4.947772254126903e-07,2.5524220959027843e-08
1950,4.81781853522989e-07,2.0207187034770868e-08
1951,5.895755066376296e-07,4.264560615752089e-08
1952,4.3550039663386997e-07,1.8980646387944944e-08
1953,4.6111981077956443e-07,1.6160740301529586e-08
1954,5.501937607732543e-07,2.6385848173049453e-08
1955,4.739731878089515e-07,4.035811329572425e-08
1956,4.753022153636266e-07,1.744228228517386e-08
1957,5.336362960406404e-07,3.003912851795576e-08
1958,4.756539908612467e-07,3.557064687242928e-08
1959,4.991481432625733e-07,5.2705086517335076e-08
1960,4.53314584092368e-07,3.391208380776334e-08
1961,4.81507413496729e-07,4.029932298976746e-08
1962,4.5091309175404604e-07,3.55149545328004e-08
1963,5.056453460383636e-07,3.103705381590771e-08
1964,4.7272433789657953e-07,2.5552667537454e-08
1965,4.498019734455738e-07,1.2585699593614663e-08
1966,4.3315563402757107e-07,2.8249282024717104e-08
1967,4.3386953052504396e-07,2.8102911997507363e-08
1968,5.349276079869014e-07,3.4134760795723196e-08
1969,5.145811314832827e-07,3.3609008909252225e-08
1970,5.362113597584539e-07,2.575285940054073e-08
1971,4.388191428006394e-07,2.928886644326667e-08
1972,4.463227867290698e-07,2.0520587895589415e-08
1973,4.53185350579588e-07,2.7566018800939673e-08
1974,4.331690206527128e-07,2.7565301152776556e-08
1975,4.5234924073156435e-07,2.5701661243715535e-08
1976,4.5479674781745416e-07,2.6853577139718254e-08
1977,4.419339916239551e-07,2.2331770210826107e-08
1978,4.3663345650202245e-07,2.5544542481270582e-08
1979,4.59965093568826e-07,3.4526642878063285e-08
1980,4.280918517451937e-07,3.354238842234736e-08
1981,4.6619300064776326e-07,3.858585273519566e-08
1982,4.6494193384205573e-07,3.47620137119975e-08
1983,4.4838745338893204e-07,3.0945049189767815e-08
1984,4.981348524779605e-07,2.8995042811175153e-08
1985,4.782368705491535e-07,4.030423994549892e-08
1986,4.6756986193940975e-07,3.057187569766029e-08
1987,4.6625532945654413e-07,3.238733015109574e-08
1988,5.097070925330627e-07,2.878345739532051e-08
1989,4.450866981642321e-07,3.018467253923518e-08
1990,4.522380265825632e-07,3.105731138930423e-08
1991,4.020965036488633e-07,3.751337729340776e-08
1992,4.876300749856455e-07,2.589673719910479e-08
1993,5.112688654662634e-07,3.37891670199042e-08
1994,4.868757059739437e-07,3.797947201178431e-08
1995,5.221820060796745e-07,2.114755837112625e-08
1996,4.617449747001956e-07,2.7758080278772468e-08
1997,4.6702271561116504e-07,4.219507232505748e-08
1998,4.0433735648548463e-07,6.198568058835008e-08
1999,4.5336395260164863e-07,4.1588830157479606e-08
2000,3.998318618414487e-07,3.932047931698435e-08
2001,4.473217245504202e-07,3.0230360437144554e-08
2002,4.499514432154683e-07,3.5926017716292336e-08
2003,4.675287641475734e-07,4.166922806803086e-08
2004,5.056700160821492e-07,4.096455796798182e-08
2005,4.670388307204121e-07,4.954124577238872e-08
2006,4.7067482000784366e-07,4.817931298362055e-08
2007,5.428497615866945e-07,5.312657691547429e-08
2008,6.526655056404707e-07,5.9178411504490214e-08
2009,7.123679779397207e-07,7.77215376501772e-08
2010,7.520278586525819e-07,1.1289865398111942e-07
2011,8.091524819064944e-07,1.0439443798304637e-07
2012,8.942972158365592e-07,1.2697861961896706e-07
2013,9.39935148380755e-07,1.310888819716638e-07
2014,1.072111899702577e-06,1.5807749775831326e-07
2015,9.888142358249752e-07,1.3543275656502374e-07
2016,9.93414687400218e-07,1.410582513017289e-07
2017,9.664978506407351e-07,1.592381977388868e-07
2018,1.0080627816932974e-06,1.7683046849015227e-07
2019,9.599366421753075e-07,1.6683459591604333e-07
