year,faut_VERB appeler_VERB,faut_VERB rappeler_VERB
1863,2.5672352421679534e-07,4.2953737988682406e-07
1864,2.7857367967953905e-07,3.7446824308062787e-07
1865,2.8193997536618554e-07,2.7535040203474637e-07
1866,2.6322965140934684e-07,3.488644324534107e-07
1867,3.003890185482305e-07,4.2559156554489164e-07
1868,2.603313760118908e-07,4.164313907040196e-07
1869,2.768955482679303e-07,3.5845030765813135e-07
1870,2.6433966127115127e-07,4.352143037067435e-07
1871,2.984550917517481e-07,3.547473284015723e-07
1872,2.334273005999421e-07,4.214995499296492e-07
1873,3.0468763156932255e-07,3.555686589606921e-07
1874,2.2165799862250424e-07,4.206124799566169e-07
1875,3.095346130521648e-07,3.6903850286762463e-07
1876,2.1402892969035747e-07,4.3773147240244725e-07
1877,2.5357746835652506e-07,3.1851803328208916e-07
1878,2.639081628785789e-07,3.701961475144344e-07
1879,3.011897433680133e-07,3.4395500847494986e-07
1880,2.0472928952131042e-07,3.8186183815014374e-07
1881,1.8616594843479106e-07,3.890659172611777e-07
1882,2.462492432186991e-07,3.673772539514175e-07
1883,2.2054493342693604e-07,3.6841746009486087e-07
1884,1.7428479281988984e-07,4.77302705803595e-07
1885,2.3977764840310556e-07,4.5828468842046277e-07
1886,1.755342111664504e-07,4.375448554583272e-07
1887,1.6583469175657228e-07,3.4668590842557023e-07
1888,1.984612367778027e-07,3.4936786619255145e-07
1889,1.9359272585006693e-07,3.8092031218184275e-07
1890,2.169501982507427e-07,3.847424920877529e-07
1891,2.0843700099248963e-07,3.7352930348788504e-07
1892,2.4133771603374043e-07,4.996004463464487e-07
1893,2.426416187972791e-07,4.7111885237427487e-07
1894,1.7518279094019817e-07,4.392173025280499e-07
1895,2.1004964878557075e-07,5.428790359474078e-07
1896,1.8752551511624915e-07,4.239963971031102e-07
1897,1.643133202833269e-07,4.970186751052097e-07
1898,2.0596411332007847e-07,5.081202516521444e-07
1899,1.8130457135612232e-07,5.079844527244859e-07
1900,1.9622180502665287e-07,5.715349402635184e-07
1901,2.2466730342785013e-07,5.236648235040775e-07
1902,1.369969169218166e-07,4.1982926290984324e-07
1903,2.019682341369844e-07,5.346217903934303e-07
1904,1.779000911028561e-07,6.299060828496295e-07
1905,2.0488212726377242e-07,5.645870260195807e-07
1906,1.8261854961565405e-07,5.962110094515083e-07
1907,1.7485668024619372e-07,5.523413619812345e-07
1908,2.156099867534067e-07,6.041008759893884e-07
1909,1.688801916088778e-07,5.880551157133596e-07
1910,2.2766081997360743e-07,6.712253366458754e-07
1911,1.5109863227280584e-07,6.698351171507966e-07
1912,2.0420931434728118e-07,6.595127501896059e-07
1913,2.137104786470445e-07,5.992378646624275e-07
1914,1.6139152592131722e-07,5.973495262878714e-07
1915,1.4372530188211385e-07,6.750376542186132e-07
1916,2.2634171159552352e-07,7.042963261483237e-07
1917,2.3358484213531483e-07,5.713507107429905e-07
1918,2.1134931671440427e-07,6.374938834596833e-07
1919,2.062558053239627e-07,6.353415642479376e-07
1920,1.9384913230169332e-07,6.602986104553565e-07
1921,2.0976510484160826e-07,5.293350682222808e-07
1922,2.1986247134009318e-07,5.658876602865348e-07
1923,1.8365589937729965e-07,6.274025281527429e-07
1924,1.7790441120268952e-07,6.884127401463047e-07
1925,2.3316137287565653e-07,7.346782808781427e-07
1926,2.2961044976455014e-07,6.743413791809871e-07
1927,2.2967402912854595e-07,7.135503778954444e-07
1928,2.1823738904913625e-07,8.009654948182288e-07
1929,1.982992330340494e-07,7.207842713796708e-07
1930,1.5650368823116878e-07,8.665472819302522e-07
1931,1.7336142832391488e-07,7.481913826268283e-07
1932,2.1371096181610483e-07,7.803189987498627e-07
1933,1.6632459676202416e-07,8.740644830140809e-07
1934,1.9889422731012019e-07,8.542866680727457e-07
1935,1.7593377776847774e-07,8.688974162396335e-07
1936,1.6610859177035309e-07,9.275406682718312e-07
1937,1.9138499851578672e-07,8.713053603059961e-07
1938,2.0355386709525192e-07,8.958963348959514e-07
1939,2.0188146265809337e-07,9.298782970290631e-07
1940,1.0650288118085882e-07,8.342725550392061e-07
1941,2.243141921098868e-07,9.031597869579855e-07
1942,2.0025797198286455e-07,7.19108186331141e-07
1943,2.2064587312797812e-07,8.390349535147834e-07
1944,2.2813621569639508e-07,7.936569659250381e-07
1945,1.895298566978454e-07,8.757586442698084e-07
1946,2.631088591442676e-07,8.575400443078252e-07
1947,2.634512554777757e-07,8.070429657891509e-07
1948,2.4679184207343496e-07,9.23023264931544e-07
1949,2.434618124880217e-07,1.168224002867646e-06
1950,2.403591565780516e-07,9.699449492472922e-07
1951,2.6866732127928117e-07,8.774333650762856e-07
1952,2.024602281380794e-07,9.57468159867858e-07
1953,2.219408372639009e-07,9.190074479192845e-07
1954,2.5897219302351004e-07,1.1385004654584918e-06
1955,2.346401970498846e-07,1.0596351103231427e-06
1956,2.1366797398059134e-07,1.22793676382571e-06
1957,2.129244052184731e-07,1.1547393796718097e-06
1958,2.208688982818785e-07,1.321904505857674e-06
1959,2.456987147070322e-07,1.240894675902382e-06
1960,2.0970125547137286e-07,1.3737853805650957e-06
1961,2.1122404803008976e-07,1.3701769603358116e-06
1962,2.1689490381504584e-07,1.601978169674112e-06
1963,2.0174086046154116e-07,1.5350410649261903e-06
1964,1.9407859497277968e-07,1.4717119256602018e-06
1965,2.0191839666949818e-07,1.4303921034297673e-06
1966,2.1214655987478181e-07,1.5093978618097026e-06
1967,1.86366690968498e-07,1.4879752825436299e-06
1968,2.407398937975813e-07,1.5086666280694772e-06
1969,2.1164591146316525e-07,1.6722751752240583e-06
1970,2.52010124768276e-07,1.7764874655767926e-06
1971,2.0553589763494529e-07,1.7753163774614222e-06
1972,1.775030824546775e-07,1.8642953136804863e-06
1973,2.0453985882795678e-07,1.8513338773118448e-06
1974,1.9464478384634276e-07,1.963324621101492e-06
1975,1.9247687532697455e-07,1.9950200567109277e-06
1976,1.9768802417274856e-07,2.0448712803045055e-06
1977,1.780664860007164e-07,2.154428329959046e-06
1978,2.0019793112169282e-07,2.0655436401284533e-06
1979,1.8609274832215306e-07,2.1617190668621333e-06
1980,2.063709700905747e-07,2.2484771307063056e-06
1981,2.1949657025288616e-07,2.3113557290344033e-06
1982,2.439548438815109e-07,2.3538848381576827e-06
1983,2.4250812202808447e-07,2.466130808898015e-06
1984,2.342799376719995e-07,2.337000523766619e-06
1985,2.225756503548837e-07,2.3472707653127145e-06
1986,2.0441196113551996e-07,2.378611725362134e-06
1987,2.1998940269440936e-07,2.5048238967428915e-06
1988,2.188742200814886e-07,2.259501570733846e-06
1989,2.2940351129818737e-07,2.210615548392525e-06
1990,2.010552151432421e-07,2.3314778445637785e-06
1991,2.086681547552871e-07,2.413751417407184e-06
1992,2.3307063656829996e-07,2.555512082835776e-06
1993,2.237839851204626e-07,2.412324874967453e-06
1994,2.0783210175068234e-07,2.5393496798642445e-06
1995,2.1147558015854884e-07,2.6754371447168523e-06
1996,2.24199865783703e-07,2.5809674752963474e-06
1997,2.076189247190996e-07,2.544170911278343e-06
1998,2.417441464785952e-07,2.651079739734996e-06
1999,2.390215172454191e-07,2.6662553409551037e-06
2000,2.1869256272566417e-07,2.8584663596120663e-06
2001,2.440334867515048e-07,2.9183252081566025e-06
2002,2.357097201866054e-07,2.7991623028356116e-06
2003,2.4251491481663834e-07,2.864759608200984e-06
2004,2.2023955636996106e-07,2.854304739230429e-06
2005,2.5401146785952733e-07,2.8941094569745474e-06
2006,2.701335688470863e-07,2.525913714634953e-06
2007,2.764179782843712e-07,2.5141252990579233e-06
2008,2.767335729458864e-07,2.422057377771125e-06
2009,2.8466109824876185e-07,2.236759200968663e-06
2010,3.5522924690667423e-07,2.0430404674698366e-06
2011,3.472166554274736e-07,1.8267113546244218e-06
2012,4.003401272711926e-07,1.4822115872448194e-06
2013,3.6983797713219246e-07,1.4882771210977808e-06
2014,3.611962426930404e-07,1.2429654816514812e-06
2015,3.7194135416029894e-07,1.2497051784521318e-06
2016,3.519206757118809e-07,1.1643002153505222e-06
2017,3.514309128149762e-07,1.253780737897614e-06
2018,3.3894659168254293e-07,1.108739979827078e-06
2019,3.487200217477948e-07,1.081363734556362e-06
