year,voudraient_VERB envoyer_VERB,voudraient_VERB renvoyer_VERB
1852,3.906327261660181e-09,4.557382027314816e-09
1853,1.0152284346531815e-08,5.971931837933653e-10
1854,2.1302223984775992e-08,0.0
1855,4.776243400783642e-09,5.837630823180007e-09
1856,2.0708756931497874e-09,5.177189232874468e-10
1857,1.0251168802710708e-08,0.0
1858,6.361778659424999e-09,4.893676019968041e-10
1859,4.073738679721828e-09,0.0
1860,5.034902272882391e-09,4.57718396518203e-09
1861,1.8863854478468056e-08,2.8295783494058924e-09
1862,6.325180823552046e-09,4.066187830886747e-09
1863,1.9978483312144135e-09,0.0
1864,4.794728170054441e-09,0.0
1865,7.0602665935837194e-09,0.0
1866,3.8924903300596725e-09,4.865612912574591e-10
1867,1.067618526917613e-08,0.0
1868,4.44588676984381e-09,1.975949626142892e-09
1869,4.883519366671862e-09,0.0
1870,1.3188312664169644e-08,4.587239033071455e-09
1871,7.434824311758348e-09,3.18635318130589e-09
1872,6.652073114565837e-09,0.0
1873,5.387403856360606e-09,2.9930022904522957e-09
1874,1.3741600746186577e-08,0.0
1875,8.58229043387837e-09,1.1443054281912168e-09
1876,1.813804395567331e-08,0.0
1877,6.184816214727107e-09,3.0924081073635534e-09
1878,5.435179861734696e-09,1.8117265465633636e-09
1879,1.0385853066452455e-08,6.10932526790009e-10
1880,7.701415505323439e-09,2.5671385017744797e-09
1881,5.5780060570498335e-09,2.091752326904839e-09
1882,1.1979693681496428e-08,1.9966155395678697e-09
1883,3.791603475633565e-09,6.319338941018771e-10
1884,5.941527270181268e-09,6.601696966868076e-10
1885,3.2228177904158883e-09,1.2891271383708158e-09
1886,5.808117542471791e-09,0.0
1887,3.9173548849191775e-09,3.9173548849191775e-09
1888,9.510921827882157e-09,0.0
1889,8.771191772893872e-09,1.2530273485467092e-09
1890,7.209825181320184e-09,6.554386478008212e-10
1891,3.824531802365527e-09,0.0
1892,5.014809900671935e-09,6.268512375839919e-09
1893,3.695050043717174e-09,0.0
1894,4.411077725308132e-09,1.8904617871129403e-09
1895,4.213029924926559e-09,4.814891596538473e-09
1896,5.897029087265082e-09,5.307326134129653e-09
1897,1.1070755867592652e-08,0.0
1898,9.05336783318944e-09,0.0
1899,3.8693048765026106e-09,3.3165470370022376e-09
1900,4.671947717582725e-09,0.0
1901,9.500856101851696e-09,5.588738916095792e-10
1902,8.838511256215043e-09,9.820567692386817e-10
1903,5.400220270956879e-09,3.7801539676252105e-09
1904,1.3974025492302644e-08,1.6123875568041512e-09
1905,9.805441791854719e-09,0.0
1906,7.201858220895474e-09,0.0
1907,6.1714118260169926e-09,1.028568674676933e-09
1908,1.7189861978295085e-08,1.4734167219643268e-09
1909,8.801573692096554e-09,5.500983557560346e-10
1910,1.2291546447329438e-08,5.344150677544235e-10
1911,2.6601871816467337e-09,5.320374141248863e-10
1912,4.167536982180309e-09,0.0
1913,2.6514948014977335e-09,5.302989602995467e-09
1914,2.678697486047099e-09,6.696743715117748e-10
1915,9.424609537234119e-09,0.0
1916,8.789969641043172e-09,0.0
1917,3.289927441585405e-09,4.386569774084137e-09
1918,5.743188147278033e-09,0.0
1919,2.762354567309444e-09,7.366278698128781e-09
1920,2.2716695191604686e-09,1.514446346106979e-09
1921,4.543648568500203e-09,0.0
1922,8.853522359686394e-09,0.0
1923,0.0,0.0
1924,0.0,2.578324886925998e-09
1925,0.0,1.0998177923937646e-09
1926,5.57306911730393e-09,0.0
1927,1.1149224876660924e-09,0.0
1928,4.570416489713125e-09,0.0
1929,1.0026365515614089e-08,0.0
1930,1.0503603542488804e-09,0.0
1931,4.5621426636444085e-09,0.0
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,0.0,0.0
1935,1.196828414151696e-09,4.787313656606784e-09
1936,6.0623572828433225e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,0.0,0.0
1939,3.058810094103137e-09,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,0.0,0.0
1947,5.960435700558264e-09,0.0
1948,0.0,1.0871887834440486e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,0.0,1.0635361480382244e-09
1951,5.330700769690111e-09,0.0
1952,1.0544803918932644e-09,0.0
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,5.863521668203475e-09,0.0
1955,9.385607846468247e-10,0.0
1956,1.744228317335228e-09,0.0
1957,0.0,8.835037701437898e-10
1958,8.272243445794913e-10,0.0
1959,0.0,0.0
1960,6.2287499602575735e-09,6.920833350854139e-10
1961,3.47407969059077e-09,6.948159270159238e-10
1962,1.9025869768540815e-09,0.0
1963,2.5864212993553792e-09,0.0
1964,0.0,3.041984220075733e-09
1965,1.6416130677043839e-09,1.6416130677043839e-09
1966,5.539074754423723e-10,0.0
1967,3.944268467392931e-09,0.0
1968,2.6948494546985557e-09,1.3474247273492779e-09
1969,3.1792304344691047e-09,1.8167031212712459e-09
1970,3.219107425067591e-09,3.6789800095249348e-09
1971,5.138397485282553e-10,1.541519245584766e-09
1972,1.5390440033513642e-09,5.130146862875051e-10
1973,3.3079223804577396e-09,0.0
1974,2.812785782069227e-09,0.0
1975,3.998036124386317e-09,0.0
1976,1.7140580066410394e-09,5.713526873840635e-10
1977,2.938390863960194e-09,1.1753563677885381e-09
1978,3.5643548113029055e-09,0.0
1979,4.096381456264453e-09,1.7555920051037788e-09
1980,4.548120546843393e-09,5.685150683554241e-10
1981,1.8976649140967083e-09,0.0
1982,3.1037510339615437e-09,1.8622506869903077e-09
1983,6.315316047889041e-10,2.5261264191556165e-09
1984,2.8995041922996734e-09,1.1598016991243298e-09
1985,1.2031116103372597e-09,2.4062232206745193e-09
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,4.277571630240118e-09,0.0
1988,1.798966087207532e-09,0.0
1989,1.0976244357863152e-09,1.0976244357863152e-09
1990,2.179460389939436e-09,5.44865097484859e-10
1991,1.7584396161396398e-09,5.861465202094962e-10
1992,2.2039776670368383e-09,5.509944167592096e-10
1993,5.539207426075166e-10,2.2156829704300662e-09
1994,1.5824779264761446e-09,1.0549853213248639e-09
1995,1.626735190995987e-09,5.422450821690461e-10
1996,2.6690460952494277e-09,5.338092190498855e-10
1997,2.876936688878118e-09,1.438468344439059e-09
1998,3.337690568372409e-09,9.536258449571733e-10
1999,3.1991407301035224e-09,2.7421207526856506e-09
2000,4.859834756842929e-09,0.0
2001,3.943090742808408e-09,1.7524847129024579e-09
2002,1.3143663935011318e-09,1.752488598683044e-09
2003,0.0,8.333845835650777e-10
2004,4.845270407116686e-09,4.404791253964646e-10
2005,3.1526248278623825e-09,1.3511248786457486e-09
2006,3.294311934354255e-09,0.0
2007,1.5977917877663117e-09,1.997239706952314e-09
2008,1.2772318758180745e-09,4.257439678578834e-10
2009,4.291373478793048e-09,1.907277002999308e-09
2010,9.447586046817946e-10,2.3618964561933353e-09
2011,3.82397197240536e-10,7.64794394481072e-10
2012,1.0212758416727752e-09,3.404252713057332e-10
2013,3.3469500504423877e-09,8.367375126105969e-10
2014,1.2992671383216248e-09,8.661780737106994e-10
2015,3.103205470367243e-09,6.649726325136385e-10
2016,3.1070099826280284e-09,2.0713400439298368e-10
2017,2.264050280587071e-09,1.509366853724714e-09
2018,1.8070267504555204e-09,1.0325866828253538e-09
2019,1.53059265262101e-09,2.55098775436835e-10
