year,peut_VERB envoyer_VERB,peut_VERB renvoyer_VERB
1900,2.2425349754939816e-07,1.2769990576089185e-07
1901,2.60994113432389e-07,1.5145482734624238e-07
1902,3.545224842582684e-07,1.5811113485142414e-07
1903,1.9062777312228718e-07,1.3932567810570617e-07
1904,2.2949649292058893e-07,1.1394205046144634e-07
1905,2.244930215056229e-07,1.24374295751295e-07
1906,2.412622563952027e-07,1.1008555134139897e-07
1907,2.458279197981028e-07,1.2599966225934622e-07
1908,1.82212531285586e-07,8.349361735326966e-08
1909,2.244401287043729e-07,1.1827114576590247e-07
1910,2.698796208733256e-07,1.4589531360797992e-07
1911,2.3090423439953156e-07,1.2290064432818326e-07
1912,2.5213597609763383e-07,1.1512820918824218e-07
1913,2.0416510437826219e-07,1.108324880760847e-07
1914,2.5045821416824765e-07,8.973636766995696e-08
1915,2.485740822066873e-07,1.1191723814363286e-07
1916,2.384279298439651e-07,1.318495463920044e-07
1917,1.7436614996313438e-07,1.524333015368029e-07
1918,2.2398434396109224e-07,1.1371512442792664e-07
1919,2.3387934788843268e-07,1.1878124439590465e-07
1920,2.3171028828983253e-07,1.2342738386905694e-07
1921,2.1279420536757243e-07,1.537267735329806e-07
1922,2.604411122320016e-07,1.0402889216720723e-07
1923,2.537211685194052e-07,1.0934426342146253e-07
1924,2.1657929494267592e-07,1.1344629768927916e-07
1925,2.397602827386436e-07,1.2317958919538796e-07
1926,1.705359125026007e-07,8.805449169813073e-08
1927,2.3636356161205185e-07,1.6835329574860225e-07
1928,1.5539416153842467e-07,1.2111603098219348e-07
1929,1.871588324320328e-07,1.2588658648837736e-07
1930,1.9956846131208295e-07,1.0503603675715567e-07
1931,2.0985856963307015e-07,1.1747517447702194e-07
1932,1.5891328075667843e-07,1.1836299762535418e-07
1933,2.0417778046066815e-07,1.984424500278692e-07
1934,1.5695870558829483e-07,1.2101395441277418e-07
1935,1.579813471153102e-07,1.4720988872340968e-07
1936,1.3458432590596203e-07,1.1397231958198972e-07
1937,1.951623289642157e-07,9.569249925789336e-08
1938,1.8799561019022804e-07,1.205764874612214e-07
1939,1.269406197934586e-07,1.345876512459654e-07
1940,1.52146981236001e-07,8.875240098404902e-08
1941,1.888961662643851e-07,5.60785480274717e-08
1942,1.7295006671247393e-07,6.068423630267716e-08
1943,1.9161352327046188e-07,9.290352664947932e-08
1944,1.34953822339412e-07,1.285274464635222e-07
1945,1.4160276862185128e-07,8.931866801731303e-08
1946,1.6983747741505795e-07,1.0162406027802717e-07
1947,1.418583650547589e-07,1.0371157799227149e-07
1948,1.44596114637352e-07,9.241104947932399e-08
1949,1.68852537285602e-07,1.227126062985917e-07
1950,2.0845308768002724e-07,7.87016745107394e-08
1951,1.236722653175093e-07,1.3006909682644618e-07
1952,1.8664303524928982e-07,1.0017564022746228e-07
1953,1.3467284531998303e-07,1.023513576114965e-07
1954,1.485425542568919e-07,7.524852918550096e-08
1955,1.6330957919308275e-07,1.4641548773397517e-07
1956,1.5959689392275322e-07,8.721141853129666e-08
1957,1.8818630564965133e-07,9.983592264006802e-08
1958,1.9687939811774413e-07,1.2573809726745822e-07
1959,1.968689957720926e-07,8.758345160231329e-08
1960,1.7232875393347058e-07,1.0035208219960623e-07
1961,1.7092472148760862e-07,1.3479429128437914e-07
1962,1.4015724048022093e-07,1.1478940820097705e-07
1963,1.7910967642364994e-07,1.2220840517329634e-07
1964,2.0137935052844114e-07,1.0038547770818695e-07
1965,1.4883957533129433e-07,1.2804581217551458e-07
1966,1.8777463139940664e-07,1.213057316817867e-07
1967,1.4347276078297e-07,1.3558423006543308e-07
1968,1.7651264272444678e-07,1.2890363620954304e-07
1969,1.535114080297717e-07,1.421570203774536e-07
1970,1.6601397589965927e-07,1.9176682997112948e-07
1971,1.587764870691899e-07,1.8241311749989109e-07
1972,1.4877426224302326e-07,1.7852910616511508e-07
1973,1.295602913842231e-07,1.7201195134930458e-07
1974,1.406392868830153e-07,1.8564387005426397e-07
1975,1.5078308024385478e-07,1.9247687532697455e-07
1976,1.279830001976734e-07,1.9540262030659505e-07
1977,1.328152734458854e-07,2.338959177450306e-07
1978,1.2534647453321668e-07,2.1742563660609449e-07
1979,1.5800327446413576e-07,2.4285688482450496e-07
1980,1.7282857811551366e-07,2.7175019567948766e-07
1981,1.73952614090922e-07,3.3272391419814085e-07
1982,1.6201580876895605e-07,3.0851285259814176e-07
1983,1.3893695438582654e-07,2.7850543915519665e-07
1984,1.2873799448698264e-07,3.2068516020444804e-07
1985,1.2392050052767445e-07,3.3626969297984033e-07
1986,1.1749191486387645e-07,3.2789836268420913e-07
1987,1.393266302329721e-07,3.195957276602712e-07
1988,1.4391729052931623e-07,3.1002181799522077e-07
1989,1.7068059321445617e-07,3.375195092303329e-07
1990,1.1878059069658775e-07,3.301882429695979e-07
1991,1.4477818410796317e-07,3.616524111293984e-07
1992,1.1681081701908624e-07,3.906550318788504e-07
1993,1.0136749750699892e-07,3.8386707501558703e-07
1994,1.34510628413409e-07,3.913995669790893e-07
1995,1.371880102851719e-07,3.844517664219893e-07
1996,1.3879039784114866e-07,4.500011812069715e-07
1997,1.4480581000952952e-07,4.574329466322524e-07
1998,1.3875255433504208e-07,4.849187575928227e-07
1999,1.371060278643199e-07,5.2877226153214e-07
2000,1.5595651348121464e-07,5.102826321490284e-07
2001,1.3713193425246573e-07,5.244310727903212e-07
2002,1.5684773302382382e-07,5.883980520593468e-07
2003,1.5584291190862132e-07,5.204486797083518e-07
2004,1.5769153094424837e-07,5.479560059029609e-07
2005,1.6934097857301822e-07,5.436025958260871e-07
2006,1.6471560115860484e-07,5.505618787537969e-07
2007,1.589802849366606e-07,5.02904981658503e-07
2008,1.7114906825099752e-07,8.025273814382672e-07
2009,2.431778227673931e-07,4.70143788788846e-07
2010,2.560295797593426e-07,4.5490125444302976e-07
2011,3.460694699697342e-07,4.0151707025870564e-07
2012,3.366805856330757e-07,3.2306357411471254e-07
2013,2.1727284149619663e-07,3.436202007378597e-07
2014,2.5942034653780865e-07,3.1052482540872006e-07
2015,2.635508167259104e-07,3.468940406037291e-07
2016,2.1334803079753328e-07,3.2126484938999056e-07
2017,2.1206604117196548e-07,3.4187158348686353e-07
2018,1.9619146485183592e-07,3.025479031748546e-07
2019,1.9948724627738557e-07,3.3443450320191914e-07
