year,eût_VERB assuré_VERB,eût_VERB rassuré_VERB
1942,1.0012898599143227e-07,0.0
1943,1.1903264152124393e-07,0.0
1944,4.819779064746399e-08,0.0
1945,1.4160276862185128e-07,2.178504043826024e-09
1946,9.32713959400644e-08,2.7842208538686464e-09
1947,1.1444036118746226e-07,1.0728784083369192e-08
1948,1.108932536908469e-07,1.0871887834440486e-09
1949,7.657266820615405e-08,3.9268033269479474e-09
1950,8.827350228557407e-08,7.444753258312176e-09
1951,7.782823274737893e-08,1.0661401761424827e-09
1952,6.326882129314981e-08,2.1089607837865287e-09
1953,7.757155628951296e-08,4.3095309543161875e-09
1954,6.743049851820615e-08,9.772536113672459e-10
1955,6.288357212724804e-08,4.6928039232341234e-09
1956,4.7966278060584955e-08,2.616342476002842e-09
1957,5.742774433770137e-08,7.068030161150318e-09
1958,6.617794667818089e-08,4.1361216673863055e-09
1959,3.4878365084978213e-08,3.8753737996444215e-09
1960,5.259833457671448e-08,4.844583401109048e-09
1961,6.114380113331208e-08,2.779263708063695e-09
1962,3.99543260698465e-08,0.0
1963,4.4615767080813384e-08,2.5864212993553792e-09
1964,6.38816644027429e-08,6.083968440151466e-09
1965,5.964527360902139e-08,3.830430195250756e-09
1966,7.256188183646373e-08,6.6468897053084675e-09
1967,5.6205823995014725e-08,4.930335695263466e-09
1968,6.063411461809665e-08,2.6948494546985557e-09
1969,6.67638389018066e-08,4.087581828571274e-09
1970,4.690699384468644e-08,3.219107425067591e-09
1971,6.114692752134943e-08,3.5968783507200897e-09
1972,5.181448159419233e-08,1.5390440033513642e-09
1973,4.079770832277063e-08,2.205281512956958e-09
1974,3.09406438248061e-08,2.812785782069227e-09
1975,3.826691852282238e-08,1.7134440533084216e-09
1976,3.428116102099921e-08,3.9994687561772935e-09
1977,3.526069036752233e-08,1.1753563677885381e-09
1978,3.089107636355948e-08,2.970295565063452e-09
1979,4.6230589134665934e-08,0.0
1980,3.354238842234736e-08,0.0
1981,2.4669642328944974e-08,2.5302198114474095e-09
1982,1.8622506203769262e-08,2.483000915987077e-09
1983,2.5261265079734585e-08,3.157658134966823e-09
1984,2.667543874679268e-08,1.1598016991243298e-09
1985,3.66949031160857e-08,1.8046674155058895e-09
1986,3.6566362382473017e-08,5.395036861699509e-09
1987,2.749867533680117e-08,2.4443267410134695e-09
1988,1.0793796967334401e-08,5.996553809062277e-10
1989,1.3720305780395847e-08,4.939309850016116e-09
1990,1.7980548605578406e-08,1.089730194969718e-09
1991,1.934283488935762e-08,1.7584396161396398e-09
1992,1.983579878128694e-08,2.7549720282848966e-09
1993,3.10195602537533e-08,3.877445031719162e-09
1994,2.0572214154412904e-08,1.0549853213248639e-09
1995,2.7112253775385398e-08,1.626735190995987e-09
1996,2.1352368761995422e-08,5.338092190498855e-10
1997,2.972834600711849e-08,1.438468344439059e-09
1998,2.2410207023426665e-08,4.768129224785866e-10
1999,1.690974471557638e-08,1.3710603763428253e-09
2000,1.5463109903635086e-08,1.7672125984802278e-09
2001,1.840108865280854e-08,3.066848330846028e-09
2002,1.752488643091965e-08,1.3143663935011318e-09
2003,1.5417615628621206e-08,8.333845835650777e-10
2004,1.8940601975714344e-08,4.404791253964646e-10
2005,1.8465373230469595e-08,1.8014998381943315e-09
2006,1.6059770402421236e-08,1.2353669198716943e-09
2007,1.3980677948666198e-08,2.3966877371606188e-09
2008,1.575252639440805e-08,2.1287198670449925e-09
2009,2.5271420511785436e-08,1.430457752249481e-09
2010,1.842279218067233e-08,1.4171379625338432e-09
2011,1.2619107536693264e-08,4.206369030868018e-09
2012,1.7021264397953928e-08,3.4042526575461807e-09
2013,2.5659950608769577e-08,4.183687618564136e-09
2014,3.334785603215096e-08,6.063246349441442e-09
2015,3.457857644661999e-08,4.876465897751814e-09
2016,4.1219667679115446e-08,4.142679976837371e-09
2017,1.4842107098900215e-08,2.264050280587071e-09
2018,3.175204099647999e-08,5.6792268665617485e-09
2019,2.397928433595098e-08,3.06118530524202e-09
