year,avaient_VERB emporté_VERB,avaient_VERB remporté_VERB
1907,1.3885677674352337e-07,7.662836765121028e-08
1908,1.4783280732899584e-07,4.5675918158849527e-08
1909,1.4082517907354486e-07,5.831042670934039e-08
1910,1.4268881898260588e-07,5.6647998292191915e-08
1911,1.3939380494321085e-07,7.661338941034046e-08
1912,1.4273814485932235e-07,6.928529927563432e-08
1913,1.3310504698438308e-07,8.166604459347582e-08
1914,1.5335542968841764e-07,5.49132970206756e-08
1915,2.1676602557363367e-07,1.0249262771822032e-07
1916,2.0766303521213558e-07,1.1866458748954756e-07
1917,2.2371506247509387e-07,1.1953402179187833e-07
1918,2.3317343789130973e-07,1.0567465835720213e-07
1919,2.1454286525113275e-07,9.760319130691641e-08
1920,1.6734631458348304e-07,6.512119199442168e-08
1921,1.3706673485103238e-07,3.4077363153528495e-08
1922,1.4755870836324902e-07,5.6072309462251724e-08
1923,1.390689163827119e-07,6.369568694708505e-08
1924,1.4567535799869802e-07,7.219309594574952e-08
1925,1.4737558728938893e-07,8.13865170812278e-08
1926,1.248367453854371e-07,4.0126099776216506e-08
1927,1.5943390963002457e-07,5.351628118432927e-08
1928,1.5767936645261216e-07,6.855624690160766e-08
1929,1.347989240230163e-07,7.129860080112849e-08
1930,1.291943192427425e-07,6.617270287279098e-08
1931,1.5967499678026797e-07,4.676196141417677e-08
1932,1.7096877513722575e-07,8.76762911161677e-08
1933,1.2273608263058122e-07,6.53827711971644e-08
1934,1.3778817731235904e-07,6.11060571031885e-08
1935,1.3284795841173036e-07,5.505410882733486e-08
1936,1.1639725983059179e-07,7.396075574206407e-08
1937,1.2087473066912935e-07,5.666003133342201e-08
1938,1.283556230191607e-07,3.5006078036303734e-08
1939,1.1317597170545923e-07,4.282334131744392e-08
1940,1.0396709626547818e-07,5.0715659227762444e-08
1941,1.151085982087352e-07,6.198155233505531e-08
1942,1.517105943094066e-07,7.58552971547033e-08
1943,1.9741999324196513e-07,8.709705667797607e-08
1944,1.34953822339412e-07,7.069009200222354e-08
1945,2.374569447738395e-07,8.714016530575464e-08
1946,1.7401380603132566e-07,8.213451252458981e-08
1947,1.6808428426884348e-07,9.179070303844128e-08
1948,1.3481141536431096e-07,5.979538286737807e-08
1949,1.4725512187396816e-07,4.908504180889395e-08
1950,1.3613262694889272e-07,7.551106762093696e-08
1951,1.0341559431026326e-07,6.396840745992449e-08
1952,1.8137062340883858e-07,3.796129277588989e-08
1953,1.3898237227749632e-07,6.787511352968068e-08
1954,1.1433867541654763e-07,4.202190595492539e-08
1955,1.1638153551984942e-07,4.3173795205575516e-08
1956,1.2122386294777243e-07,4.7094165012140365e-08
1957,1.404770983981507e-07,4.94762097957846e-08
1958,1.2821976724808337e-07,4.880623549752272e-08
1959,1.0928554416977931e-07,5.348016074435691e-08
1960,1.3980083224396367e-07,6.574791910907152e-08
1961,1.4243725843243737e-07,7.08712235564235e-08
1962,1.4269402015543164e-07,7.54692806026469e-08
1963,1.4742600740191847e-07,6.789355921910101e-08
1964,1.4723202923505596e-07,6.570685684437194e-08
1965,1.3570667078965926e-07,6.785333539482963e-08
1966,1.5620190652043675e-07,4.652822838124848e-08
1967,1.4347276078297e-07,7.444806726653042e-08
1968,1.6303839345255255e-07,5.838840522187638e-08
1969,1.3806943854888232e-07,6.540130925714038e-08
1970,1.466993211352019e-07,4.690699384468644e-08
1971,1.5569344213872682e-07,4.419021948365298e-08
1972,1.539044092169206e-07,3.847610230423015e-08
1973,1.3286820887969952e-07,5.5683358368696645e-08
1974,1.1926212550861237e-07,5.5693160305736455e-08
1975,1.0166434805114477e-07,3.541117621352896e-08
1976,1.0627159952036891e-07,4.685092136469393e-08
1977,1.1459724902351809e-07,4.818961230057539e-08
1978,1.4019795457898e-07,3.9801960838303785e-08
1979,1.0767630698182984e-07,6.027532606367458e-08
1980,1.347380731431258e-07,4.60497204812782e-08
1981,1.271435507987917e-07,4.1116070548241623e-08
1982,1.4463479658388678e-07,6.269577568218665e-08
1983,1.2441172714261484e-07,5.7469375036589554e-08
1984,1.2235908286584163e-07,5.103127520555972e-08
1985,1.1610026717789879e-07,4.752291005161169e-08
1986,1.228869450642378e-07,5.3350920126149504e-08
1987,1.1977201097579382e-07,4.27757171905796e-08
1988,1.27726593746047e-07,4.4374498742172364e-08
1989,1.4049592778064834e-07,6.091815407671675e-08
1990,9.644111997886284e-08,4.849299273246288e-08
1991,1.5122580521165219e-07,5.1580894222524876e-08
1992,1.1295385604626063e-07,4.903850481241534e-08
1993,1.3681842858659365e-07,5.760775678709251e-08
1994,1.503354098986165e-07,5.591422080897246e-08
1995,1.3339229099074146e-07,4.7175323203418884e-08
1996,1.03558988939767e-07,6.085424786306248e-08
1997,1.2562622941914015e-07,6.185413781167881e-08
1998,1.2111048874885455e-07,5.435667205233585e-08
1999,1.1105588981763503e-07,5.667049407520608e-08
2000,1.3254094710646314e-07,4.550572541006659e-08
2001,1.2267392435205693e-07,5.2136421402337874e-08
2002,1.1478800132636025e-07,6.308958688805433e-08
2003,1.5084260951425676e-07,6.000369268122085e-08
2004,1.1011977818498053e-07,5.1976535075937136e-08
2005,1.4141774329345935e-07,6.035024568973313e-08
2006,1.2724279940812266e-07,6.918055106552856e-08
2007,1.3381506391851872e-07,6.191443446823541e-08
2008,1.519905907798602e-07,5.492097088222181e-08
2009,1.6402582048158365e-07,5.912558620480013e-08
2010,1.8942409951705486e-07,7.510831068202606e-08
2011,2.068768907292906e-07,5.965396354667973e-08
2012,2.3285087991098408e-07,9.021269420372846e-08
2013,2.540892864999478e-07,8.506831505883383e-08
2014,3.042450487100723e-07,8.488544978035861e-08
2015,2.6066925329359947e-07,9.087958829923082e-08
2016,2.808737065151945e-07,9.445310666933437e-08
2017,2.3596433607053768e-07,7.471365393030283e-08
2018,2.679562385310419e-07,8.59628386251643e-08
2019,2.428540426535619e-07,8.010101737454534e-08
