year,tout_DET an_NOUN,tout_DET rang_NOUN
1870,6.020751142088443e-08,4.82233531329257e-07
1871,4.991953250765846e-08,6.659478231085814e-07
1872,5.6844988272075625e-08,4.577835852614953e-07
1873,5.207823960962088e-08,4.094427197287587e-07
1874,5.19790986919233e-08,4.851382868764631e-07
1875,4.520006324781889e-08,5.355349230740103e-07
1876,3.990369745743294e-08,4.020599817522452e-07
1877,4.514915652453766e-08,4.3417406914159073e-07
1878,5.857915974516459e-08,4.517238210155483e-07
1879,4.5209007426549874e-08,4.5453379016180406e-07
1880,6.032775390352185e-08,4.05607892162152e-07
1881,6.066081525979428e-08,4.5739651000076265e-07
1882,5.856738805043449e-08,4.479074107166525e-07
1883,6.066565516604783e-08,4.139166946970363e-07
1884,5.941527181363426e-08,5.254950679045578e-07
1885,7.154655756735906e-08,4.389477794575214e-07
1886,8.583107158344205e-08,4.865911478191265e-07
1887,8.161155617969484e-08,3.5190905123272387e-07
1888,6.086990267384351e-08,3.93752173977191e-07
1889,4.1976415232625186e-08,4.09113425803298e-07
1890,5.702316308031641e-08,3.906414463017427e-07
1891,5.418087090092172e-08,2.9576381166407373e-07
1892,5.202865427378356e-08,3.9805053120289813e-07
1893,4.434059919233846e-08,4.384792475775612e-07
1894,4.537108289071057e-08,3.7998282209628087e-07
1895,5.597311303340291e-08,3.74959682858389e-07
1896,4.00997970384509e-08,3.762304459087318e-07
1897,5.127507751723215e-08,3.8164972693266463e-07
1898,5.884688925039683e-08,3.276187499068328e-07
1899,4.532614283903058e-08,3.6924222968082177e-07
1900,5.1391426669766815e-08,2.984855598242575e-07
1901,5.365189231776313e-08,2.8502569193733507e-07
1902,4.4192553616539954e-08,2.9265291345836886e-07
1903,5.8322378038155875e-08,3.126727676772134e-07
1904,7.524475087450355e-08,3.246273649892828e-07
1905,5.47040444054403e-08,2.8590605438694183e-07
1906,5.4013936157115694e-08,2.623534101076075e-07
1907,5.965698218757254e-08,2.3399937276735727e-07
1908,5.598983587873363e-08,2.87807409904417e-07
1909,5.115914536446553e-08,2.7834977345264633e-07
1910,5.451033668890659e-08,2.442276922920428e-07
1911,4.9479480068725934e-08,2.4526923425582936e-07
1912,5.7303632061689314e-08,2.490103270247346e-07
1913,4.719660712249052e-08,2.5454349383835506e-07
1914,5.960101834290299e-08,2.9666574619113817e-07
1915,6.008188702111283e-08,3.604913274557475e-07
1916,4.394984731703744e-08,2.9885896424275415e-07
1917,5.154219528957782e-08,2.3358484213531483e-07
1918,5.628324206696789e-08,2.2857888382077363e-07
1919,6.077179848240633e-08,3.489774655918154e-07
1920,5.3762846174976175e-08,2.203519500199036e-07
1921,6.66401783200321e-08,2.0370690378967993e-07
1922,5.164554894854234e-08,1.9772866721723403e-07
1923,8.386599104071024e-08,2.027646104352243e-07
1924,8.89522118185937e-08,1.895068777457709e-07
1925,1.0888196300129493e-07,1.3967685674742825e-07
1926,7.133528434621894e-08,1.6161901328359818e-07
1927,7.469980900509654e-08,1.371354727552898e-07
1928,9.9406560316595e-08,1.5196634706171608e-07
1929,8.689517105864297e-08,1.7713246336370503e-07
1930,8.192810962981412e-08,2.1637423230913555e-07
1931,6.38699964028433e-08,1.779235674348456e-07
1932,6.356531168094648e-08,1.216508564994001e-07
1933,6.42357074198685e-08,1.6747166853292583e-07
1934,5.990790086229936e-08,1.1861764193099589e-07
1935,5.0266792506192814e-08,1.4361941680363088e-07
1936,6.426098586587159e-08,1.2124714032779593e-07
1937,4.5328025333191135e-08,1.2213384081860568e-07
1938,4.797129227185337e-08,1.8021647463228874e-07
1939,4.894096239382861e-08,1.5446991596945736e-07
1940,5.0715657451405605e-08,1.8004058688347868e-07
1941,4.7224043342453115e-08,1.6528414903405064e-07
1942,5.158160010232393e-08,1.6384743162234372e-07
1943,4.935499942071431e-08,1.4225852851268428e-07
1944,4.498460803858961e-08,1.1888788975511488e-07
1945,6.7533628023142e-08,2.091363882072983e-07
1946,5.150808668474838e-08,1.865427918801288e-07
1947,6.079644165879472e-08,1.2755332079450454e-07
1948,5.87081931957556e-08,1.5546800113952486e-07
1949,6.970075883128146e-08,1.0209688383611137e-07
1950,7.338399132805762e-08,9.997239658332546e-08
1951,4.904244743642039e-08,1.215399834109121e-07
1952,5.061505825576518e-08,1.3497349016233784e-07
1953,4.632745842503283e-08,1.4113713575625297e-07
1954,4.202190417856855e-08,1.1042966008290023e-07
1955,5.5375088070519496e-08,9.291751723594643e-08
1956,4.8838391997207964e-08,1.1424695145478836e-07
1957,4.417518734145531e-08,1.2722453845981363e-07
1958,3.722509600567747e-08,9.843969905887207e-08
1959,4.1854038901334434e-08,9.300897119146612e-08
1960,3.668041603788197e-08,1.0588875198891401e-07
1961,3.7520061002549454e-08,9.032606840264634e-08
1962,3.9320131595133034e-08,1.2430234619387193e-07
1963,3.233026713012066e-08,1.041034565218979e-07
1964,4.3804573079953e-08,1.0160226793232141e-07
1965,3.5021076982832966e-08,1.351594676179957e-07
1966,2.6587559043278475e-08,1.1022758883427741e-07
1967,4.7824256055317704e-08,1.2769568513704144e-07
1968,3.27873352912178e-08,1.4147960314403463e-07
1969,3.179230539940292e-08,1.3398185672031104e-07
1970,2.3913370506001286e-08,1.6187512130727555e-07
1971,3.5454943092538826e-08,1.351398566384887e-07
1972,3.385896840679692e-08,1.4774822432173096e-07
1973,2.3155456718715328e-08,9.482710794372906e-08
1974,2.5315072926801463e-08,1.1644933550769565e-07
1975,2.341706872854843e-08,9.595287053798529e-08
1976,3.713792601223176e-08,8.97023753054782e-08
1977,2.9971587101051966e-08,1.204740271987248e-07
1978,2.5544542925359792e-08,1.0158411356542274e-07
1979,2.5163484851375983e-08,1.0065394207003919e-07
1980,2.2172088387506506e-08,1.1199746552392753e-07
1981,2.150686922997025e-08,9.804601575069682e-08
1982,1.6760255627801257e-08,7.697303061604543e-08
1983,1.957747897129991e-08,8.525676520321213e-08
1984,1.3337719650952096e-08,7.59670086836195e-08
1985,1.02264483547998e-08,6.496802740230123e-08
1986,1.7983456945813714e-08,7.133437662787401e-08
1987,2.13878585952898e-08,7.882953667603942e-08
1988,1.3792073927376691e-08,7.735554419241453e-08
1989,1.0427432250992297e-08,8.122420780409811e-08
1990,7.628111586832631e-09,8.009516960783003e-08
1991,8.20605094986604e-09,6.564840759892832e-08
1992,6.060938473329003e-09,7.383324884813192e-08
1993,1.1632335650268999e-08,6.480872372094382e-08
1994,1.8989735950381004e-08,7.279398772652712e-08
1995,1.0844901865425527e-08,7.754104558443942e-08
1996,1.0676184603042316e-08,5.3380922793166974e-08
1997,6.233362936924891e-09,6.856699030777236e-08
1998,1.144350969539687e-08,6.627699633554585e-08
1999,1.416762326900134e-08,6.672493668702373e-08
2000,1.1045078296412214e-08,5.920162138295382e-08
2001,7.448060113102173e-09,6.615629644102228e-08
2002,7.448076710936391e-09,7.491888709409977e-08
2003,5.833692029444393e-09,5.625345878002008e-08
2004,1.1452457482352685e-08,5.682180770349987e-08
2005,8.557124120400772e-09,5.854874629562801e-08
2006,1.1118302611912156e-08,5.5591513614672294e-08
2007,1.0385646564969875e-08,5.9517745398807165e-08
2008,9.792111205220166e-09,5.9178411504490214e-08
2009,1.0966842323156811e-08,5.292693572300777e-08
2010,4.2514138876015295e-09,4.6293170186118004e-08
2011,7.64794394481072e-09,4.894684124678861e-08
2012,3.744677928851914e-09,5.27659160809435e-08
2013,3.904775169871755e-09,5.466685237820457e-08
2014,4.7639794331644225e-09,7.29755029738044e-08
2015,6.649726325136385e-10,8.688975583481806e-08
2016,4.349813981230355e-09,1.246946652599945e-07
2017,1.0062445598979508e-09,3.672792558973015e-08
2018,5.421080029321956e-09,4.724084234908332e-08
2019,5.101975730781305e-09,8.265200079904389e-08
