year,fallait_VERB amener_VERB,fallait_VERB ramener_VERB
1987,1.4665960890170027e-08,1.5277041853778428e-08
1988,1.739000587974715e-08,1.4391728697660255e-08
1989,1.6464365870660913e-08,1.6464365870660913e-08
1990,1.9070277801347402e-08,1.5801088437683575e-08
1991,1.52398094144246e-08,1.1136783939491579e-08
1992,1.652983172562017e-08,1.4876849085965205e-08
1993,1.994114740000441e-08,1.994114740000441e-08
1994,1.8989736005892155e-08,2.0572214154412904e-08
1995,2.0063067651676647e-08,2.0063067651676647e-08
1996,1.4412848692302305e-08,2.4021414191111035e-08
1997,2.2536003285722472e-08,1.4864173003559245e-08
1998,2.2410207023426665e-08,2.193339376788117e-08
1999,2.0108885223635298e-08,1.690974471557638e-08
2000,1.8113929911578452e-08,2.385736941334926e-08
2001,1.840108865280854e-08,2.015357480900093e-08
2002,2.2782352004924178e-08,3.023042793870445e-08
2003,1.6667691227212345e-08,2.7501691590714472e-08
2004,1.5857247959161214e-08,1.8940601975714344e-08
2005,1.6663873836364473e-08,1.8465373230469595e-08
2006,1.3589036562677848e-08,2.6766285188273287e-08
2007,1.917350189728495e-08,2.995859560428471e-08
2008,1.7455501932772677e-08,1.4475294740634581e-08
2009,1.4781396551200032e-08,3.9575997590191037e-08
2010,2.0312310056169736e-08,2.5508482437430757e-08
2011,1.3383901986685487e-08,2.4473420623394304e-08
2012,1.9404239992582006e-08,2.8595723122748495e-08
2013,1.840822605458925e-08,3.2911675162949905e-08
2014,2.273717392142771e-08,3.659602398897732e-08
2015,2.3939014326401775e-08,2.792885034352821e-08
2016,2.1127668503595487e-08,2.83773591291947e-08
2017,1.7106156491308866e-08,2.968421419780043e-08
2018,1.8328414341794996e-08,2.2975052971219156e-08
2019,2.1173198305746155e-08,2.4744581494928752e-08
