year,peuvent_VERB assurer_VERB,peuvent_VERB rassurer_VERB
1993,2.3320063746723463e-07,4.985286850001103e-09
1994,2.568889385656803e-07,1.002236071911966e-08
1995,2.6624232418726024e-07,7.0491861237087505e-09
1996,2.572960511315614e-07,5.871901187504136e-09
1997,2.3686779115905665e-07,5.274384040632185e-09
1998,2.651079853421834e-07,6.675381136744818e-09
1999,2.303381450019515e-07,7.312321859131998e-09
2000,2.4210811488956097e-07,1.2812291672048559e-08
2001,2.4753845195846225e-07,9.638665865452367e-09
2002,2.5454897922827513e-07,7.886198361006791e-09
2003,2.2959744683248573e-07,5.416999737661854e-09
2004,2.422635247967264e-07,1.1011977996133737e-08
2005,2.5401146785952733e-07,3.602999676388663e-09
2006,2.4748518967498967e-07,1.0294725072412803e-08
2007,2.0811238243823027e-07,1.0385647009059085e-08
2008,2.1712942555041082e-07,8.940623352771127e-09
2009,2.2791959963797126e-07,8.105927484791664e-09
2010,2.083192782720289e-07,8.502827775203059e-09
2011,1.7207874236646603e-07,7.647943611743813e-09
2012,1.7940411112249421e-07,1.2595735121578855e-08
2013,1.5730665836599655e-07,3.6258624991347688e-09
2014,1.4898262179485755e-07,9.094869746206768e-09
2015,1.4053088648324774e-07,7.979671146074452e-09
2016,1.518292265245691e-07,7.45682449121432e-09
2017,1.5571633582567301e-07,6.289028409156572e-09
2018,1.3759218120412697e-07,7.744399788123246e-09
2019,1.3749823324360477e-07,8.16316081397872e-09
