year,faut_VERB acheter_VERB,faut_VERB racheter_VERB
1994,1.1921333964437508e-07,1.318731612798274e-08
1995,9.16394213845706e-08,5.964695848348356e-09
1996,1.0782946446852293e-07,6.4057106285986265e-09
1997,9.158248559515414e-08,6.7128524960935465e-09
1998,1.0346840184638495e-07,5.2449422582867555e-09
1999,1.0739972822193522e-07,1.0054442611817649e-08
2000,1.0779996983956153e-07,1.3254094710646314e-08
2001,9.463417427468812e-08,1.270551397425379e-08
2002,1.0865429089790268e-07,8.762443215459825e-09
2003,1.0917337789351222e-07,1.3750845795357236e-08
2004,1.1408409505975214e-07,1.2773894830786503e-08
2005,1.0989148790940817e-07,7.656374201303606e-09
2006,1.095358683755876e-07,1.1941880373456115e-08
2007,1.1464155846852009e-07,1.078509459517818e-08
2008,1.260202111552644e-07,7.2376473703172906e-09
2009,1.358934866857453e-07,1.0490023072406984e-08
2010,1.591918277199511e-07,1.322662068758973e-08
2011,1.9196339451355016e-07,9.942326961720482e-09
2012,1.892764487365639e-07,1.0893608681783462e-08
2013,1.575855606006371e-07,1.2829975304384789e-08
2014,1.777830505034217e-07,1.2126492698882885e-08
2015,1.6668647617734678e-07,9.752931795503628e-09
2016,1.603217185675021e-07,1.2842308549920745e-08
2017,1.5798039498804428e-07,9.810884549210641e-09
2018,1.347525682149353e-07,7.744399788123246e-09
2019,1.510184688413574e-07,1.1224345897176136e-08
