year,pouvait_VERB attraper_VERB,pouvait_VERB rattraper_VERB
1988,1.3792074149421296e-08,2.99827696004229e-09
1989,8.232182935330457e-09,4.390497743145261e-09
1990,9.262707045820662e-09,3.814055737905164e-09
1991,9.37834432335194e-09,5.2753188484189195e-09
1992,8.264915862810085e-09,4.958949695321735e-09
1993,1.2186256448387667e-08,6.093128224193833e-09
1994,1.160483886764041e-08,2.637463358823311e-09
1995,1.2471637056421514e-08,5.4224509327127635e-09
1996,9.60856638698715e-09,2.6690460952494277e-09
1997,1.3905194329311144e-08,7.671831170341648e-09
1998,1.0489884516573511e-08,4.7681290027412615e-09
1999,9.597422412355172e-09,5.0272213059088244e-09
2000,8.83606254831193e-09,3.97622823555821e-09
2001,7.0099388516098315e-09,4.381211837767296e-09
2002,1.1391176002462089e-08,1.752488598683044e-09
2003,1.7917768602160322e-08,5.416999737661854e-09
2004,8.369103632333008e-09,6.166707589017051e-09
2005,1.4411998705554652e-08,4.954124666056714e-09
2006,1.729513776638214e-08,5.7650457740976435e-09
2007,1.917350189728495e-08,5.192823504529542e-09
2008,1.7881246705542253e-08,4.257439734089985e-09
2009,1.4781396551200032e-08,5.721831008997924e-09
2010,2.5508482437430757e-08,1.0392344762522043e-08
2011,2.2179037273417634e-08,1.1471915861704929e-08
2012,4.153188370992211e-08,1.3957436095779485e-08
2013,3.8211013020372775e-08,1.2551062411603198e-08
2014,3.8978011929202694e-08,1.2559581819004961e-08
2015,4.034167133681876e-08,1.3964425171764105e-08
2016,4.2255337007190974e-08,1.3256576281150956e-08
2017,3.5218558736005434e-08,1.4590545660553289e-08
2018,3.7947561537521324e-08,1.3165480261534412e-08
2019,3.3162841361900064e-08,1.0714148679369373e-08
