year,voulut_VERB acheter_VERB,voulut_VERB racheter_VERB
1982,1.2415004135846175e-08,0.0
1983,1.5788289786655696e-08,3.157658134966823e-09
1984,9.858314165001048e-09,0.0
1985,7.820225356169885e-09,4.812446441349039e-09
1986,7.1933827783254856e-09,1.7983456945813714e-09
1987,4.888653482026939e-09,6.110816741511371e-09
1988,1.8589316752581908e-08,2.99827696004229e-09
1989,1.8110803523541108e-08,2.7440609784434855e-09
1990,1.5256222951620657e-08,0.0
1991,1.52398094144246e-08,1.1722930404189924e-09
1992,1.4876849085965205e-08,2.2039776670368383e-09
1993,1.3294098266669607e-08,3.323524566667402e-09
1994,1.5297286992677073e-08,1.5824779264761446e-09
1995,1.4098372247417501e-08,2.1689803286761844e-09
1996,7.473328622609188e-09,5.338092190498855e-10
1997,1.1987236092636522e-08,0.0
1998,9.059445638115449e-09,2.3840645013706308e-09
1999,1.1425503210205079e-08,2.7421207526856506e-09
2000,6.627047355323157e-09,1.3254094488601709e-09
2001,9.638665865452367e-09,1.3143635069212678e-09
2002,9.200564754507923e-09,8.76244299341522e-10
2003,1.0417307017007715e-08,3.333538334260311e-09
2004,1.2773894830786503e-08,1.3214374039449694e-09
2005,1.3511249008502091e-08,2.702249757291497e-09
2006,1.2353670086895363e-08,2.0589450144825605e-09
2007,1.1184542181297275e-08,2.7961355453243186e-09
2008,1.3623806971452268e-08,1.7029758714315335e-09
2009,6.675469510497578e-09,2.860915504498962e-09
2010,9.919965293647692e-09,9.447586046817946e-10
2011,8.030340836739924e-09,7.64794394481072e-10
2012,7.148930780687124e-09,6.808505426114664e-10
2013,1.1156499724052082e-08,1.6734750252211938e-09
2014,1.7540106256319632e-08,3.031623174720721e-09
2015,1.662431614590787e-08,2.659890530054554e-09
2016,1.9677729667932908e-08,3.72841224560716e-09
2017,1.4087423672037858e-08,1.7609279590047322e-09
2018,1.6779534206534663e-08,1.5488800242380307e-09
2019,1.2754938438774843e-08,3.06118530524202e-09
