year,aurait_VERB emporté_VERB,aurait_VERB remporté_VERB
1890,5.177965434199905e-08,1.4419650362640368e-08
1891,5.991766727220238e-08,1.6572972327821844e-08
1892,7.27147408952078e-08,2.193979398157353e-08
1893,7.513268229786263e-08,2.0322774574310642e-08
1894,4.0329851458409394e-08,1.5753848003896564e-08
1895,6.680662067992671e-08,1.023164486468886e-08
1896,5.425266635938897e-08,1.6511680911435178e-08
1897,4.0204323425996336e-08,2.155884004650943e-08
1898,5.771521927044887e-08,1.3580051749784161e-08
1899,7.296403481404923e-08,1.326618814800895e-08
1900,4.6200373304827735e-08,1.349673794948103e-08
1901,4.694540578498163e-08,1.5089595351014395e-08
1902,4.370152595356558e-08,9.329538919189417e-09
1903,5.94024243127933e-08,2.1060859722865644e-08
1904,6.825774079288749e-08,2.6335662539622717e-08
1905,4.438252787508645e-08,3.354493216534138e-08
1906,5.7100447037328195e-08,2.82930141537463e-08
1907,5.708556116701402e-08,2.3142794347563722e-08
1908,5.549869541709995e-08,2.1118973236866623e-08
1909,5.3359539009534274e-08,1.1552065082298668e-08
1910,6.840512867256621e-08,3.6874638453809894e-08
1911,5.479985532019782e-08,2.2877609140437016e-08
1912,4.375913675858101e-08,1.4586379215586476e-08
1913,5.46207949980726e-08,2.3863453435524207e-08
1914,4.620753202289052e-08,1.6072185360371805e-08
1915,8.953379193599176e-08,2.8273827723523937e-08
1916,4.394984642885902e-08,2.307367097387214e-08
1917,4.1672411299487067e-08,1.6449636319748606e-08
1918,8.270190932080368e-08,3.5607765624945387e-08
1919,7.182121919413476e-08,1.1970202606903513e-08
1920,6.13350792377787e-08,3.407504323149624e-08
1921,4.0892835784234194e-08,2.3475516641724425e-08
1922,3.8365264742878935e-08,2.8036154731125862e-08
1923,6.051090650771584e-08,1.4862327368803108e-08
1924,5.543398629015428e-08,1.933743654092268e-08
1925,4.7292164850887275e-08,1.6497267552040284e-08
1926,5.015762383209221e-08,2.0063049888108253e-08
1927,6.689534615134107e-08,1.7838759802657478e-08
1928,3.884854038460617e-08,2.0566874425753667e-08
1929,7.352668518478822e-08,2.8965056131369238e-08
1930,6.512234307365361e-08,1.2604324695075775e-08
1931,4.44808918587114e-08,2.2810713318222042e-08
1932,6.13734059129456e-08,1.8631212128639163e-08
1933,7.455930273181366e-08,3.555905436769535e-08
1934,4.7926320689839486e-08,2.6359476379411717e-08
1935,5.0266791618014395e-08,1.4361940969820353e-08
1936,4.607391446143083e-08,1.33371855781661e-08
1937,5.414180748175568e-08,1.2591118370153254e-08
1938,4.537825049055755e-08,1.2965214679638848e-08
1939,5.199976982339649e-08,3.5176316970364496e-08
1940,3.803674530900025e-08,2.2822046474857416e-08
1941,5.017554371988808e-08,1.1806010391524069e-08
1942,6.068423630267716e-08,3.6410540360520827e-08
1943,4.3548528338988035e-08,2.322588166236983e-08
1944,3.213186161588055e-08,9.639558484764166e-09
1945,5.664110602765504e-08,1.9606536838523425e-08
1946,5.290019799986112e-08,2.5057987684817817e-08
1947,6.556479092978407e-08,1.549713246618012e-08
1948,4.348755311411878e-08,2.174377655705939e-08
1949,4.810334175431308e-08,1.1780409536754632e-08
1950,4.679559140186029e-08,7.444753258312176e-09
1951,5.117473023119601e-08,1.2793682557799002e-08
1952,6.432330224015459e-08,9.490323193972472e-09
1953,4.740483916521043e-08,7.54167928107563e-09
1954,6.156697907044872e-08,1.2704297169818801e-08
1955,5.0682281482750113e-08,1.220129064449793e-08
1956,4.971050771018781e-08,1.1337483840634377e-08
1957,3.710716001137371e-08,3.268964121616591e-08
1958,5.1287909030861556e-08,1.4890038535497752e-08
1959,5.115493451057773e-08,1.0851047171911432e-08
1960,7.059249895746689e-08,1.591791587429725e-08
1961,7.920901623492682e-08,2.779263752472616e-08
1962,8.307962673370639e-08,2.5367825173816527e-08
1963,4.6555584276575246e-08,1.7458344103715717e-08
1964,6.205647906654121e-08,2.9203047091641565e-08
1965,5.08900050988359e-08,1.860494691641179e-08
1966,6.702280330728172e-08,9.416426749453422e-09
1967,6.705256083705535e-08,1.627010703941778e-08
1968,7.77014932396014e-08,2.6948494991074767e-08
1969,6.403878671790153e-08,1.589615195030092e-08
1970,5.3805081279278966e-08,1.6555409487750694e-08
1971,5.138397440873632e-08,2.363662865434435e-08
1972,5.540558589700595e-08,1.1799337507056862e-08
1973,4.796487118596815e-08,1.1577728109557484e-08
1974,4.837991696149402e-08,1.012602890426706e-08
1975,4.6262989883416594e-08,1.313640396460869e-08
1976,5.942067815567498e-08,1.9997344224975677e-08
1977,5.1128001388178745e-08,1.2928920156696222e-08
1978,6.95049209298304e-08,2.4356424432880885e-08
1979,6.261611673608058e-08,1.0533551808578068e-08
1980,5.571447658780926e-08,1.7055452161685025e-08
1981,5.3767170271612486e-08,1.3283654176632353e-08
1982,5.5867520387664626e-08,1.4277254933858785e-08
1983,5.999550012347754e-08,1.9577479193344516e-08
1984,6.552879483479046e-08,1.1018116197192285e-08
1985,6.135869057288801e-08,1.804667348892508e-08
1986,5.6947612847579876e-08,1.6185110141009318e-08
1987,6.171924837872211e-08,1.588812459374367e-08
1988,5.636760747051994e-08,2.1587593934668803e-08
1989,8.177302390777186e-08,1.4269117443177493e-08
1990,5.612110598463005e-08,2.5063794595325817e-08
1991,6.037308963868782e-08,1.582595565707834e-08
1992,6.336436086940012e-08,2.2039776226279173e-08
1993,7.311754046668284e-08,1.827938511667071e-08
1994,6.751906056479129e-08,1.2659823411809157e-08
1995,6.615390191200277e-08,2.2232049090575856e-08
1996,5.87190136513982e-08,2.6690461396583487e-08
1997,7.623881970175717e-08,2.3015493511024943e-08
1998,6.341611680227288e-08,2.6701524546979272e-08
1999,6.215473291604212e-08,2.696418732739403e-08
2000,7.333932217079564e-08,1.899753598877396e-08
2001,6.440381383754357e-08,2.4972907297637903e-08
2002,7.930010781365127e-08,2.1906107150471144e-08
2003,7.458792339321008e-08,2.6668306674082487e-08
2004,7.708384686111458e-08,2.686922684347337e-08
2005,5.989986817667159e-08,2.0717248361279417e-08
2006,7.782811906054121e-08,2.0177660431386357e-08
2007,5.7919951501617106e-08,2.7162460725094206e-08
2008,8.685177022016433e-08,2.2138685551453818e-08
2009,7.724472084191802e-08,2.5271420511785436e-08
2010,7.605306961977476e-08,2.1257068993918438e-08
2011,7.686183778332634e-08,2.332622983658439e-08
2012,7.421270709073724e-08,2.927657405393802e-08
2013,9.510916498811639e-08,3.346950094851309e-08
2014,1.0177592457694118e-07,2.923350983508044e-08
2015,9.398279843253476e-08,2.8150507702662253e-08
2016,8.161079989577047e-08,3.231290435223855e-08
2017,8.150581010113456e-08,3.2954506679061524e-08
2018,9.267465372886363e-08,2.9945013579890656e-08
2019,7.755002684461942e-08,3.698932360407525e-08
