year,pourraient_VERB emporter_VERB,pourraient_VERB remporter_VERB
1851,2.1283147688677673e-08,3.2247193804124663e-09
1852,2.929745512858517e-08,3.906327261660181e-09
1853,7.763511611358354e-09,4.180352064508952e-09
1854,2.6497888327980945e-08,2.5978321716024766e-09
1855,3.767925349507095e-08,0.0
1856,1.346069211649592e-08,5.177189232874468e-10
1857,2.1966791052818735e-08,1.9526036343364694e-09
1858,2.0553439838977283e-08,7.34051397444091e-09
1859,2.5970084749360467e-08,3.055304009791371e-09
1860,1.830873586072812e-08,9.154367819341758e-10
1861,1.8863854478468056e-08,9.903524222920623e-09
1862,3.34330998441601e-08,4.517986262886353e-10
1863,1.4484400345793347e-08,7.491931519609807e-09
1864,1.8699438442126848e-08,3.3563094525845827e-09
1865,2.6829013677343028e-08,3.765475486972036e-09
1866,2.3354942868536455e-08,4.379051787850585e-09
1867,1.358787216076962e-08,5.338092634588065e-09
1868,1.531360993567432e-08,0.0
1869,1.5627261262807224e-08,0.0
1870,1.3761717099214366e-08,5.734048791339319e-10
1871,4.142259157902117e-08,2.1242354542039266e-09
1872,9.071008832961525e-09,2.4189357183956872e-09
1873,5.387403856360606e-09,5.986004469882289e-10
1874,1.5533982988813477e-08,0.0
1875,2.460256709468922e-08,1.1443054281912168e-09
1876,7.255217759905008e-09,0.0
1877,8.040260901509555e-09,0.0
1878,1.9325083755461492e-08,6.6429977074733415e-09
1879,1.8938909107646396e-08,6.10932526790009e-10
1880,1.5402831010646878e-08,6.417846254436199e-09
1881,1.673401861523871e-08,0.0
1882,1.9966154951589488e-08,6.655385131892899e-10
1883,1.0742875922176154e-08,3.791603475633565e-09
1884,9.242375753615306e-09,6.601696966868076e-10
1885,1.740321664556177e-08,1.0957580620640783e-08
1886,2.2587123282846733e-08,6.453463874400711e-10
1887,1.566941953967671e-08,1.9586774424595887e-09
1888,1.1413106904001324e-08,5.706553452000662e-09
1889,1.3783300722991498e-08,1.2530273485467092e-09
1890,1.3764211992395303e-08,6.554386478008212e-10
1891,7.649063604731055e-09,0.0
1892,1.2537024751679837e-08,6.268512375839919e-10
1893,9.853466487186324e-09,0.0
1894,1.0082462864602348e-08,1.8904617871129403e-09
1895,2.4074457982692365e-09,2.4074457982692365e-09
1896,7.66613794667137e-09,5.89702897624278e-10
1897,1.4566784223291052e-08,5.826713556089658e-10
1898,1.2448380992680086e-08,0.0
1899,1.492446166651007e-08,4.9748205555033564e-09
1900,1.1939421895590385e-08,0.0
1901,8.38310842965484e-09,0.0
1902,3.928227076954727e-09,0.0
1903,1.6200660368781428e-08,3.7801539676252105e-09
1904,1.5586412160928376e-08,3.2247751136083025e-09
1905,1.1353670004154992e-08,0.0
1906,1.1317205839134203e-08,0.0
1907,1.2342823652033985e-08,0.0
1908,9.331639461152008e-09,1.4734167219643268e-09
1909,9.351672325408344e-09,1.1001967115120692e-09
1910,1.1222716089775986e-08,0.0
1911,1.0108711201439746e-08,5.320374141248863e-10
1912,3.125652625612929e-09,2.6047106693738442e-09
1913,7.954484182448596e-09,0.0
1914,7.366418142140674e-09,0.0
1915,1.767114277129167e-08,0.0
1916,9.888715624128963e-09,9.888715624128963e-09
1917,1.0966424435210342e-09,0.0
1918,2.2972752589112133e-08,1.4932290071101306e-08
1919,9.207848705727883e-09,1.8415696745321952e-09
1920,7.572231730534895e-09,0.0
1921,3.7863738810983705e-09,0.0
1922,8.853522359686394e-09,5.902348387820666e-09
1923,6.369568872344189e-09,2.1231896241147297e-09
1924,3.867487219366694e-09,2.578324886925998e-09
1925,3.299453377181294e-09,0.0
1926,6.687683296036084e-09,0.0
1927,4.4596899506643695e-09,0.0
1928,6.8556245125250825e-09,0.0
1929,1.1140405931087116e-08,3.342121912552898e-09
1930,1.3654684494213143e-08,0.0
1931,9.124285327288817e-09,1.1405356659111021e-09
1932,1.0959536389520963e-08,2.1919073223131136e-09
1933,1.605892663292252e-08,5.735331320977366e-09
1934,1.677421224144382e-08,0.0
1935,5.98414207075848e-09,0.0
1936,7.274828739411987e-09,0.0
1937,8.813782592653752e-09,1.2591118148108649e-09
1938,1.1668692678767911e-08,0.0
1939,4.588215141154706e-09,0.0
1940,0.0,2.5357829169792012e-09
1941,0.0,0.0
1942,1.8205270180260413e-08,0.0
1943,5.806470415592457e-09,0.0
1944,2.2492303131116387e-08,0.0
1945,1.9606536838523425e-08,0.0
1946,5.568441707737293e-09,0.0
1947,9.536696765621855e-09,2.3841741914054637e-09
1948,6.523132700664291e-09,1.0871887834440486e-09
1949,1.0798709482173763e-08,2.945102384188658e-09
1950,1.3825969702452312e-08,2.1270722960764488e-09
1951,9.595261474260042e-09,1.0661401761424827e-09
1952,1.2653764258629963e-08,2.1089607837865287e-09
1953,9.69644453618912e-09,0.0
1954,9.772536557761669e-09,9.772536113672459e-10
1955,3.754243138587299e-09,9.385607846468247e-10
1956,1.1337483840634377e-08,8.72114158667614e-10
1957,1.236905244894615e-08,0.0
1958,1.0753916868111446e-08,0.0
1959,7.750747599288843e-09,3.8753737996444215e-09
1960,9.689166802218097e-09,0.0
1961,3.47407969059077e-09,0.0
1962,8.244543714397423e-09,5.7077609305622445e-09
1963,5.819448034571906e-09,1.939815863494232e-09
1964,3.041984220075733e-09,1.2167936658258327e-09
1965,8.755269398363907e-09,1.0944086747954884e-09
1966,8.308612464702492e-09,4.431259803538978e-09
1967,1.0846738618397467e-08,5.916402479044791e-09
1968,1.3025106326836067e-08,3.1439910674890825e-09
1969,5.904285060864822e-09,4.541757636644661e-09
1970,6.438214850135182e-09,2.2993624781975086e-09
1971,8.221435976452085e-09,5.138397485282553e-10
1972,8.721249500354133e-09,3.0780880067027283e-09
1973,8.821126051827832e-09,0.0
1974,1.3501372464475025e-08,1.6876715580593782e-09
1975,4.569184142155791e-09,2.8557400888473694e-09
1976,3.9994687561772935e-09,0.0
1977,1.9393379346865913e-08,2.3507127355770763e-09
1978,1.0099005187669263e-08,5.940591352171509e-10
1979,8.777959692451986e-09,2.925986564150662e-09
1980,6.822181042309694e-09,1.7055452605774235e-09
1981,1.3916208629893845e-08,6.325549528618524e-10
1982,5.586751949948621e-09,0.0
1983,5.68378455412244e-09,0.0
1984,6.378909400694965e-09,5.799008495621649e-10
1985,1.0828004270990732e-08,2.4062232206745193e-09
1986,3.5966913891627428e-09,5.994485463567401e-10
1987,5.49973533381376e-09,6.110816852533674e-10
1988,7.195864348830128e-09,2.398621523624911e-09
1989,5.488121956886971e-09,5.488121956886971e-09
1990,4.90378582185258e-09,1.6345953479657283e-09
1991,7.033758464558559e-09,1.7584396161396398e-09
1992,7.162927584403178e-09,1.65298330578878e-09
1993,4.985286850001103e-09,5.539207426075166e-10
1994,1.002236071911966e-08,2.1099706426497278e-09
1995,9.21816667442954e-09,1.626735190995987e-09
1996,4.270473752399084e-09,5.338092190498855e-10
1997,5.274384040632185e-09,1.438468344439059e-09
1998,9.059445638115449e-09,2.86087753487152e-09
1999,6.8553016596695215e-09,3.1991407301035224e-09
2000,8.394259509714175e-09,3.97622823555821e-09
2001,2.6287270138425356e-09,2.6287270138425356e-09
2002,1.0953053575235572e-08,8.76244299341522e-10
2003,9.167230530238157e-09,4.1669229178253886e-10
2004,3.523833003171717e-09,2.2023955992267474e-09
2005,6.305249655724765e-09,1.8014998381943315e-09
2006,7.823991232669414e-09,0.0
2007,7.589511241690161e-09,1.5977917877663117e-09
2008,1.2772319202269955e-08,2.9802078582719105e-09
2009,1.0013204487790972e-08,1.907277002999308e-09
2010,9.447585824773341e-09,1.8895172093635892e-09
2011,6.500752380844688e-09,2.2943831279320648e-09
2012,9.531907707582832e-09,3.063827413996023e-09
2013,1.561910067948702e-08,3.6258624991347688e-09
2014,9.094869746206768e-09,2.3819897165822113e-09
2015,1.0196246513771712e-08,2.438232948875907e-09
2016,1.2428039930512114e-08,2.6927420293532123e-09
2017,9.810884549210641e-09,2.0124890642847504e-09
2018,3.614053500911041e-09,1.8070267504555204e-09
2019,7.652963596171958e-09,1.53059265262101e-09
