year,devrait_VERB apporter_VERB,devrait_VERB rapporter_VERB
1865,1.7886009118228685e-08,2.4946274379544775e-08
1866,1.216403244796993e-08,8.75810357570117e-09
1867,2.8631587767335986e-08,2.135237053835226e-08
1868,1.0373735648272486e-08,1.3831646938911035e-08
1869,2.197583626184496e-08,2.4417595057002472e-08
1870,9.747882501187632e-09,1.204150201772336e-08
1871,2.7615060460561835e-08,1.4869648623516696e-08
1872,2.116568786902917e-08,2.2979889990892843e-08
1873,2.0352414864532875e-08,4.2500630570430076e-08
1874,2.2703515512034755e-08,2.5093358502203955e-08
1875,9.7265964171811e-09,2.6319025181464895e-08
1876,2.9625471853478302e-08,1.209202959984168e-08
1877,1.7317484335421796e-08,1.608052180301911e-08
1878,2.4156354694326865e-09,1.8117265909722846e-08
1879,2.443730195977878e-08,1.588424503040642e-08
1880,3.016387850607316e-08,2.1820676820993867e-08
1881,2.370652651961791e-08,2.719277958362909e-08
1882,2.2628309892525067e-08,3.3276925659464496e-09
1883,1.3902545781263598e-08,1.7694148368718743e-08
1884,2.772712726084592e-08,1.7824582698722224e-08
1885,2.0626034213933053e-08,1.6114089618213256e-08
1886,2.8395241713496944e-08,3.4203360144147155e-08
1887,5.223139698529167e-09,2.3504128421336645e-08
1888,2.4728397107764977e-08,7.60873763994141e-09
1889,1.8168895721260014e-08,2.5060547415023393e-08
1890,1.4419650362640368e-08,1.7041404731799048e-08
1891,1.7210394887001712e-08,2.995883363610119e-08
1892,2.0686091062316336e-08,1.7551833764173352e-08
1893,2.6481190573690583e-08,2.5249507373814595e-08
1894,1.8904618315218613e-08,2.2685540557176864e-08
1895,1.3240951446391591e-08,2.166701307260155e-08
1896,1.7101383420481397e-08,1.0024948871034667e-08
1897,1.981082675683865e-08,1.3984112534615178e-08
1898,2.3765091228256097e-08,9.619203211741478e-09
1899,1.2713430308508578e-08,1.9899282222013426e-08
1900,1.7130474816440255e-08,1.349673794948103e-08
1901,1.7325090695408107e-08,2.3472702892490815e-08
1902,3.1425816615637814e-08,2.6024505217492333e-08
1903,3.7801541452608944e-08,1.4580594509538969e-08
1904,4.622177840474251e-08,1.4511488011237361e-08
1905,2.37394921498435e-08,1.2385822145688508e-08
1906,2.4692084821253957e-08,1.2860461140462576e-08
1907,3.239991386294605e-08,2.1599941391059474e-08
1908,2.7503778810000767e-08,1.9154416719402434e-08
1909,2.9705311987981986e-08,1.265226234892225e-08
1910,3.2599320576309765e-08,2.0842188419578633e-08
1911,4.256299490634774e-08,1.8089272302290738e-08
1912,2.5005221004903433e-08,1.7712032729377825e-08
1913,2.333315407554437e-08,1.9090762748419365e-08
1914,2.4108278040557707e-08,1.1384464038144415e-08
1915,2.238344798399794e-08,5.890381071793627e-09
1916,2.4172416956957932e-08,7.69122365795738e-09
1917,3.5092558192673096e-08,1.973956464951243e-08
1918,2.6418664589300533e-08,1.378365155346728e-08
1919,2.762354434082681e-08,1.4732557396257562e-08
1920,2.953170330499688e-08,1.2872794385998532e-08
1921,2.2718241510233383e-08,1.5145495524393482e-08
1922,3.39385017866789e-08,2.1396012073182646e-08
1923,2.866305948145964e-08,1.6985516992917837e-08
1924,2.3204924204378585e-08,6.445812328337297e-09
1925,3.079489729884699e-08,2.3096173862313663e-08
1926,2.452150482668003e-08,1.3375366592072169e-08
1927,3.0102906833917586e-08,2.0068604555945058e-08
1928,2.742249805010033e-08,1.9424270192303084e-08
1929,4.567566591617833e-08,1.893869061575515e-08
1930,2.520864939015155e-08,2.10072066408884e-08
1931,3.42160717536899e-08,1.3686427990933225e-08
1932,3.7262424257278326e-08,8.767629289252454e-09
1933,1.7205993074753678e-08,1.1470662641954732e-08
1934,2.2765002327673756e-08,1.3179738189705859e-08
1935,3.590485420090772e-08,1.9149254626427137e-08
1936,3.6374142808881516e-08,1.9399543305098632e-08
1937,3.273690651894867e-08,1.510934133364117e-08
1938,4.019216603978748e-08,1.6854778905894818e-08
1939,1.5294050470515685e-08,1.3764645423464117e-08
1940,3.0429394115571995e-08,1.2678914806940611e-08
1941,1.7709016475464523e-08,1.7709016475464523e-08
1942,2.4273694165799498e-08,9.102635090130207e-09
1943,4.3548528338988035e-08,1.7419411690866582e-08
1944,3.213186161588055e-08,1.927911696952833e-08
1945,4.574858536443571e-08,1.3071024262956144e-08
1946,4.733175273941015e-08,4.1763312808029696e-09
1947,5.722018059373113e-08,1.1920871401116528e-08
1948,4.1313175103141475e-08,1.9569398546082084e-08
1949,5.988375306742455e-08,2.846932467548413e-08
1950,5.317680873417885e-08,1.595304155443955e-08
1951,2.6653504292539765e-08,6.396841278899501e-09
1952,5.483298082253896e-08,7.381362632230548e-09
1953,3.5553629373907825e-08,6.464296653518886e-09
1954,6.156697907044872e-08,1.9545073115523337e-08
1955,6.100645322248965e-08,1.407841132561316e-08
1956,6.104799155082219e-08,1.0465369904011368e-08
1957,8.835037590415595e-08,1.3252556385623393e-08
1958,6.369627669755573e-08,1.0753916868111446e-08
1959,7.750747954560211e-08,6.200598257066758e-09
1960,7.751333441774477e-08,1.314958364417862e-08
1961,7.22608533010316e-08,1.667558180429296e-08
1962,8.878738810835785e-08,6.976152100435229e-09
1963,8.664511597089586e-08,4.526237162849611e-09
1964,8.152517239068402e-08,1.3384730657151067e-08
1965,8.974151199936387e-08,1.8057743744748223e-08
1966,1.046885103050954e-07,1.9940669560014612e-08
1967,8.874604162656397e-08,1.9721342781053863e-08
1968,9.926029065354669e-08,1.3474247495537384e-08
1969,1.1808570121729645e-07,2.2708789515490935e-08
1970,1.4485983967915672e-07,1.5175793066646293e-08
1971,1.3000145315800182e-07,1.644287195290417e-08
1972,1.2774066249221505e-07,1.846852804021637e-08
1973,1.2018784900647006e-07,2.4258095976392724e-08
1974,1.4626486688484874e-07,2.418995848074701e-08
1975,1.2679485905664478e-07,2.6843956391076063e-08
1976,1.325538221408351e-07,2.513951891103261e-08
1977,1.3163990786324575e-07,2.1744092748576804e-08
1978,1.229702348837236e-07,2.970295653881294e-08
1979,1.509809095523451e-07,4.154901134256761e-08
1980,1.3701213674721657e-07,2.9562784220615868e-08
1981,1.4675275394893106e-07,4.364629191400127e-08
1982,1.4960080818582355e-07,4.159026545380584e-08
1983,1.547252423961254e-07,3.34711742766558e-08
1984,1.6585164530624752e-07,4.755186822080759e-08
1985,1.5399828612316924e-07,3.66949031160857e-08
1986,1.5765496641506616e-07,4.136195030923773e-08
1987,1.5338150660682004e-07,4.7053291041265766e-08
1988,1.4811487858423789e-07,4.257553243292023e-08
1989,1.5531385599842906e-07,5.5430035672543454e-08
1990,1.247741039378525e-07,4.140974851907231e-08
1991,1.389167323395668e-07,5.6270067716468475e-08
1992,1.449115245577559e-07,5.67524232053529e-08
1993,1.4180371010752424e-07,5.262247171344825e-08
1994,1.4558797545305424e-07,5.433174266045171e-08
1995,1.3393453457410942e-07,6.181593903420435e-08
1996,1.5160182442741643e-07,5.818520421030371e-08
1997,1.3761346906449035e-07,4.890792482115103e-08
1998,1.2969312024324609e-07,4.482041404685333e-08
1999,1.1745417083375287e-07,3.6104587763929885e-08
2000,1.2458848175356252e-07,4.859834490389403e-08
2001,1.3012198962769617e-07,3.63640566547474e-08
2002,1.1916922204591174e-07,3.4611648658255945e-08
2003,1.3250814845378045e-07,4.333599790129483e-08
2004,1.206912827456108e-07,3.259545522382723e-08
2005,1.328606060724269e-07,3.2877373712381086e-08
2006,1.0871229250142278e-07,2.8825230202755847e-08
2007,1.0185922860728169e-07,4.9531546864045595e-08
2008,9.32379293772101e-08,3.022782024686421e-08
2009,9.870158379499117e-08,2.9562793102400065e-08
2010,8.455589295408572e-08,4.2986517456711226e-08
2011,7.036108229385718e-08,2.4091024286576612e-08
2012,6.297867827242953e-08,2.7574447614142628e-08
2013,6.526552454033663e-08,3.179602714453722e-08
2014,6.582953204770092e-08,2.3386807157521616e-08
2015,4.65480844979993e-08,1.9284206231873213e-08
2016,5.592618279592898e-08,1.905632807108759e-08
2017,5.0815348373589586e-08,2.0628013075452145e-08
2018,5.292006832746665e-08,1.987729447705533e-08
2019,4.285659471747749e-08,2.1683396411731337e-08
