year,avait_VERB emporté_VERB,avait_VERB remporté_VERB
1850,7.026611115179549e-07,4.3721135511987086e-07
1851,6.552629656653153e-07,3.6697306882160774e-07
1852,6.152465630293591e-07,3.483141881588381e-07
1853,6.628844175793347e-07,3.798148782152566e-07
1854,6.79073366427474e-07,4.083792362052918e-07
1855,6.792879503336735e-07,3.980202905040642e-07
1856,8.299034561787266e-07,3.2823379569890676e-07
1857,7.615154231643828e-07,3.441464002662542e-07
1858,7.849456551412004e-07,3.2347199407922744e-07
1859,7.551693101959245e-07,3.269175294917659e-07
1860,9.168099381895445e-07,3.41457905506104e-07
1861,7.512530260100903e-07,3.753907265036105e-07
1862,8.267915063697728e-07,4.002935725111456e-07
1863,8.106269433483249e-07,3.176578786678874e-07
1864,7.311959961953107e-07,3.001499635502114e-07
1865,7.149696443775611e-07,3.803130255164433e-07
1866,7.361672373917827e-07,3.8584309436373587e-07
1867,7.42965426070441e-07,3.3193231274708523e-07
1868,6.910883598720829e-07,3.349234702909598e-07
1869,6.724606009811396e-07,2.822673934588238e-07
1870,7.964594033182948e-07,3.8303446103782335e-07
1871,7.371097012764949e-07,3.494367319945013e-07
1872,7.619647703904775e-07,2.9329595463423175e-07
1873,6.596577009077009e-07,2.376443717366783e-07
1874,7.211353363345552e-07,2.933533096438623e-07
1875,7.180516377047752e-07,3.335650262670242e-07
1876,6.831996870459989e-07,2.5514182766528393e-07
1877,7.607323482261563e-07,2.72750384056053e-07
1878,6.769818128304905e-07,3.599296860556933e-07
1879,6.903537723701447e-07,2.7736336960515473e-07
1880,6.879931220282742e-07,3.504144103771978e-07
1881,6.679662192254909e-07,2.363680096095777e-07
1882,6.79514812418347e-07,3.474111167633964e-07
1883,6.07288484388846e-07,3.570426372334623e-07
1884,6.727129289174627e-07,3.016975540504063e-07
1885,6.987069127717405e-07,2.610482567888539e-07
1886,6.582533274013258e-07,3.200918001766695e-07
1887,6.581155957974261e-07,2.428759842132422e-07
1888,5.820684236823581e-07,3.233713528061344e-07
1889,6.208750278346997e-07,3.0887125035405916e-07
1890,5.997263770041172e-07,3.414835418880102e-07
1891,6.23398705101863e-07,2.836527812632994e-07
1892,6.180753189255483e-07,2.024729468530495e-07
1893,5.850495767845132e-07,2.50647559596473e-07
1894,6.055779522284865e-07,2.5647264578765316e-07
1895,6.024633307788463e-07,2.557911216172215e-07
1896,6.463143904511526e-07,3.107734301011078e-07
1897,4.748771686990949e-07,2.3481655375690025e-07
1898,5.969564540464489e-07,2.665085219177854e-07
1899,5.903453939026804e-07,1.9125421601984272e-07
1900,5.217008265390177e-07,2.2944455224660487e-07
1901,4.973977638655924e-07,2.3528590986643394e-07
1902,4.920104288430593e-07,1.8364461595865578e-07
1903,6.005045065649028e-07,2.1060859012322908e-07
1904,5.756223799835425e-07,1.8649949140581157e-07
1905,4.845952616960858e-07,2.7868100005434826e-07
1906,5.560863201026223e-07,1.9702227405105077e-07
1907,4.7211301534844097e-07,1.8257094325235812e-07
1908,5.132401383889373e-07,2.480251453107485e-07
1909,5.181926781006041e-07,2.3489199918458326e-07
1910,4.7295733907049e-07,2.47968586108982e-07
1911,5.852411391060741e-07,2.4846147539392405e-07
1912,5.199002544031828e-07,1.969161189663282e-07
1913,5.345413569557422e-07,2.2431646584664122e-07
1914,5.980191986054706e-07,3.314888203931332e-07
1915,5.065727464170777e-07,2.6153290377806115e-07
1916,5.142132408764155e-07,3.2083389100989734e-07
1917,4.814260137209203e-07,2.829337404364196e-07
1918,5.846565613865096e-07,2.8141622010480205e-07
1919,5.487877388077322e-07,2.5966133421206905e-07
1920,5.671601570611529e-07,2.4079696459011757e-07
1921,5.482669394041295e-07,1.9992053523765208e-07
1922,5.776923330813588e-07,2.700324444049329e-07
1923,5.403517775448563e-07,2.2081172801335924e-07
1924,5.105083005219058e-07,2.4107336571432825e-07
1925,4.916185503134329e-07,2.1336465749755007e-07
1926,5.506192337634275e-07,2.3852734898355266e-07
1927,6.711833293593372e-07,2.3747848842958774e-07
1928,5.907263584958855e-07,2.593711485587846e-07
1929,5.235991125118744e-07,2.205800484489373e-07
1930,5.524895527742046e-07,2.4893540739867603e-07
1931,4.904303523289855e-07,1.9389106853395788e-07
1932,5.863352043888881e-07,2.750843748344778e-07
1933,5.207680828789307e-07,2.512074956939614e-07
1934,5.427655764833617e-07,2.5041501316991344e-07
1935,5.026679446018534e-07,2.07051314760065e-07
1936,5.153003712621285e-07,2.0369520825624932e-07
1937,4.960900810146995e-07,2.291583456326407e-07
1938,5.173120598556125e-07,2.2818777267730184e-07
1939,5.61291642497963e-07,2.431754069220915e-07
1940,4.386904493003385e-07,2.5864986241685983e-07
1941,5.19464435910777e-07,3.0990776167527656e-07
1942,5.704318368771055e-07,2.730790527039062e-07
1943,6.387117537087761e-07,2.9612999696837505e-07
1944,5.430284772955929e-07,2.69907644678824e-07
1945,5.838390961798723e-07,3.8777372424192436e-07
1946,6.236654712665768e-07,2.519719828342204e-07
1947,6.067723461455898e-07,2.837167301095178e-07
1948,5.251121706351114e-07,2.402687186986441e-07
1949,5.958924020887935e-07,2.621141277359129e-07
1950,4.732735874313221e-07,2.520580721920851e-07
1951,6.471470896940446e-07,2.505429392840597e-07
1952,5.019326749788888e-07,2.456939398598479e-07
1953,5.257628004073922e-07,2.564170813457167e-07
1954,5.726706149289384e-07,1.94473471992751e-07
1955,5.077613991488761e-07,1.6330957919308275e-07
1956,5.424549840427062e-07,1.7267859675484942e-07
1957,5.521898742699705e-07,2.9243975063764083e-07
1958,5.732664476454374e-07,2.2004167021805188e-07
1959,4.929475494463986e-07,2.4259841779894487e-07
1960,5.135258334121318e-07,1.9655166738630214e-07
1961,5.572424015554134e-07,2.306788928763126e-07
1962,5.244797876002849e-07,2.2640784891336807e-07
1963,5.289231808092154e-07,2.1855260001757415e-07
1964,5.578999093813763e-07,2.409251464996487e-07
1965,4.820870458388526e-07,2.1122087900948827e-07
1966,5.605543833553384e-07,2.664295095655689e-07
1967,5.245877332527016e-07,2.3567004348024057e-07
1968,5.650201160278812e-07,2.58705540545634e-07
1969,4.4690895606436243e-07,2.2481701478227478e-07
1970,4.304406502342317e-07,1.604955031098143e-07
1971,4.645111459922191e-07,1.9166222386957088e-07
1972,4.20672051859583e-07,2.216223435880238e-07
1973,4.3940232785644184e-07,2.431322911888856e-07
1974,4.1291696106782183e-07,2.0533336453354423e-07
1975,3.706750533183367e-07,1.70773262198054e-07
1976,3.7366464766819263e-07,1.8911774191110453e-07
1977,3.696495696203783e-07,1.8864469097934489e-07
1978,4.716829664630495e-07,2.079206922189769e-07
1979,4.5879471599619137e-07,1.7146281550139975e-07
1980,4.252492828982213e-07,1.722600586617773e-07
1981,4.440535690264369e-07,1.87868820944459e-07
1982,4.953586767442175e-07,2.0484758067595976e-07
1983,4.3575681729635107e-07,2.2798290899572748e-07
1984,4.2448741055522987e-07,2.1340350997434143e-07
1985,4.4815908495365875e-07,2.177632012489994e-07
1986,4.99340615078836e-07,2.0980698423045396e-07
1987,4.7664372004874167e-07,2.279334694321733e-07
1988,4.5034119011688745e-07,2.272693961913319e-07
1989,5.09297763073846e-07,2.112927006692189e-07
1990,4.6313533630382153e-07,2.457341565786919e-07
1991,4.788817022927105e-07,2.1628807189699728e-07
1992,4.91487014642189e-07,2.501514586583653e-07
1993,4.88558100641967e-07,2.0716635162898456e-07
1994,4.7579837314515316e-07,2.2682183953293134e-07
1995,5.357381382964377e-07,2.4346803684238694e-07
1996,5.09787810187845e-07,2.0444893777948892e-07
1997,4.5791242087034334e-07,2.3542932581221976e-07
1998,5.120970740790654e-07,2.2124119425370736e-07
1999,4.944957936459105e-07,2.303381450019515e-07
2000,4.457793920664699e-07,2.1559993967912305e-07
2001,4.871907322012703e-07,2.628727031606104e-07
2002,4.854393296227499e-07,2.716357414556114e-07
2003,5.675349257217022e-07,2.58349217574505e-07
2004,5.373845510803221e-07,2.6516843831814185e-07
2005,5.071221949037863e-07,2.3734760645766073e-07
2006,5.501501050275692e-07,2.78781158158381e-07
2007,6.263343834689294e-07,3.3593570947232365e-07
2008,7.054577508824877e-07,2.7503060096023546e-07
2009,7.509902957281156e-07,3.0134975759210647e-07
2010,9.116920409724116e-07,3.453092745075992e-07
2011,1.0091462172567844e-06,3.6901329281135986e-07
2012,1.2381267424643738e-06,4.2144648659814266e-07
2013,1.3532834373108926e-06,4.641103998892504e-07
2014,1.5309697118937038e-06,4.597240206294373e-07
2015,1.4139534414425725e-06,4.807752134183829e-07
2016,1.427360416528245e-06,4.43266770844275e-07
2017,1.2854774240622646e-06,4.799786665898864e-07
2018,1.4252277651394252e-06,4.984811994290794e-07
2019,1.3673294461113983e-06,4.6223897243180545e-07
